GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESA001
"G11000100041207","1990","DC","99","9999","9999","9999","99","9","207","2","0041","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000035","0000000000","Block 207","S","+38914821","-077049853",,78
"G11000100041208","1990","DC","99","9999","9999","9999","99","9","208","2","0041","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 208","S","+38914250","-077047458",,80
"G11000100041209","1990","DC","99","9999","9999","9999","99","9","209","2","0041","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 209","S","+38915750","-077047954",,252
"G11000100041210","1990","DC","99","9999","9999","9999","99","9","210","2","0041","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 210","S","+38914933","-077047664",,41
"G11000100041301","1990","DC","99","9999","9999","9999","99","9","301","3","0041","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 301","S","+38913233","-077048166",,10
"G11000100041302","1990","DC","99","9999","9999","9999","99","9","302","3","0041","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000027","0000000000","Block 302","S","+38913500","-077050974",,7
"G11000100041303","1990","DC","99","9999","9999","9999","99","9","303","3","0041","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000085","0000000000","Block 303","S","+38912633","-077052738",,105
"G11000100041305","1990","DC","99","9999","9999","9999","99","9","305","3","0041","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 305","S","+38912933","-077050599",,41
"G11000100041306","1990","DC","99","9999","9999","9999","99","9","306","3","0041","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 306","S","+38912750","-077048189",,95
"G11000100041307","1990","DC","99","9999","9999","9999","99","9","307","3","0041","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 307","S","+38912200","-077048424",,11
"G11000100041308","1990","DC","99","9999","9999","9999","99","9","308","3","0041","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 308","S","+38912200","-077050124",,5
"G11000100041310","1990","DC","99","9999","9999","9999","99","9","310","3","0041","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 310","S","+38911200","-077049860",,11
"G11000100041311","1990","DC","99","9999","9999","9999","99","9","311","3","0041","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 311","S","+38910567","-077049777",,29
"G1100010004201101","1990","DC","99","9999","9999","9999","99","9","101","1","004201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 101","S","+38918350","-077037569",,177
"G1100010004201102","1990","DC","99","9999","9999","9999","99","9","102","1","004201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 102","S","+38917250","-077037663",,112
"G1100010004201103","1990","DC","99","9999","9999","9999","99","9","103","1","004201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 103","S","+38916450","-077037707",,225
"G1100010004201104","1990","DC","99","9999","9999","9999","99","9","104","1","004201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 104","S","+38915450","-077037141",,53
"G1100010004201105","1990","DC","99","9999","9999","9999","99","9","105","1","004201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 105","S","+38914850","-077037494",,267
"G1100010004201107","1990","DC","99","9999","9999","9999","99","9","107","1","004201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 107","S","+38914150","-077037549",,225
"G1100010004201202","1990","DC","99","9999","9999","9999","99","9","202","2","004201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 202","S","+38914200","-077040375",,152
"G1100010004201203","1990","DC","99","9999","9999","9999","99","9","203","2","004201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000022","0000000000","Block 203","S","+38914700","-077040157",,293
"G1100010004201204","1990","DC","99","9999","9999","9999","99","9","204","2","004201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 204","S","+38915600","-077040153",,282
"G1100010004201205","1990","DC","99","9999","9999","9999","99","9","205","2","004201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000003","0000000000","Block 205","S","+38917967","-077039137",,6
"G1100010004201206","1990","DC","99","9999","9999","9999","99","9","206","2","004201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 206","S","+38917000","-077039761",,104
"G1100010004201207","1990","DC","99","9999","9999","9999","99","9","207","2","004201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 207","S","+38917500","-077039570",,68
"G1100010004201208","1990","DC","99","9999","9999","9999","99","9","208","2","004201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000022","0000000000","Block 208","S","+38916300","-077040224",,254
"G1100010004202101","1990","DC","99","9999","9999","9999","99","9","101","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 101","S","+38915600","-077042673",,163
"G1100010004202102","1990","DC","99","9999","9999","9999","99","9","102","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 102","S","+38914900","-077042674",,87
"G1100010004202103","1990","DC","99","9999","9999","9999","99","9","103","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 103","S","+38914200","-077042674",,195
"G1100010004202104","1990","DC","99","9999","9999","9999","99","9","104","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 104","S","+38914500","-077044364",,220
"G1100010004202105","1990","DC","99","9999","9999","9999","99","9","105","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 105","S","+38914133","-077045704",,2
"G1100010004202106","1990","DC","99","9999","9999","9999","99","9","106","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 106","S","+38913550","-077045574",,6
"G1100010004202107","1990","DC","99","9999","9999","9999","99","9","107","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 107","S","+38913450","-077042699",,134
"G1100010004202108","1990","DC","99","9999","9999","9999","99","9","108","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 108","S","+38913500","-077040632",,134
"G1100010004202110","1990","DC","99","9999","9999","9999","99","9","110","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 110","S","+38912700","-077041016",,39
"G1100010004202111","1990","DC","99","9999","9999","9999","99","9","111","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 111","S","+38912700","-077042699",,105
"G1100010004202112","1990","DC","99","9999","9999","9999","99","9","112","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 112","S","+38913050","-077044399",,361
"G1100010004202113","1990","DC","99","9999","9999","9999","99","9","113","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 113","S","+38912017","-077044265",,157
"G1100010004202114","1990","DC","99","9999","9999","9999","99","9","114","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 114","S","+38912000","-077042724",,251
"G1100010004202115","1990","DC","99","9999","9999","9999","99","9","115","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 115","S","+38912250","-077041280",,1
"G1100010004202116","1990","DC","99","9999","9999","9999","99","9","116","1","004202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 116","S","+38911100","-077042724",,45
"G11000100043101","1990","DC","99","9999","9999","9999","99","9","101","1","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 101","S","+38919050","-077033483",,51
"G11000100043102","1990","DC","99","9999","9999","9999","99","9","102","1","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 102","S","+38918400","-077033599",,160
"G11000100043103","1990","DC","99","9999","9999","9999","99","9","103","1","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 103","S","+38917300","-077034274",,251
"G11000100043104","1990","DC","99","9999","9999","9999","99","9","104","1","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 104","S","+38917300","-077033149",,1
"G11000100043105","1990","DC","99","9999","9999","9999","99","9","105","1","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000005","0000000000","Block 105","S","+38918067","-077035115",,105
"G11000100043106","1990","DC","99","9999","9999","9999","99","9","106","1","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 106","S","+38918717","-077035790",,353
"G11000100043107","1990","DC","99","9999","9999","9999","99","9","107","1","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000005","0000000000","Block 107","S","+38917700","-077036269",,59
"G11000100043108","1990","DC","99","9999","9999","9999","99","9","108","1","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 108","S","+38917100","-077035499",,221
"G11000100043109","1990","DC","99","9999","9999","9999","99","9","109","1","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 109","S","+38916350","-077035649",,80
"G11000100043201","1990","DC","99","9999","9999","9999","99","9","201","2","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000025","0000000000","Block 201","S","+38915950","-077033208",,94
"G11000100043202","1990","DC","99","9999","9999","9999","99","9","202","2","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 202","S","+38915600","-077035624",,115
"G11000100043203","1990","DC","99","9999","9999","9999","99","9","203","2","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 203","S","+38914850","-077035599",,116
"G11000100043204","1990","DC","99","9999","9999","9999","99","9","204","2","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 204","S","+38914850","-077033499",,62
"G11000100043205","1990","DC","99","9999","9999","9999","99","9","205","2","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 205","S","+38914200","-077033499",,75
"G11000100043206","1990","DC","99","9999","9999","9999","99","9","206","2","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 206","S","+38914150","-077035599",,147
"G11000100043207","1990","DC","99","9999","9999","9999","99","9","207","2","0043","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 207","S","+38915950","-077034396",,136
"G11000100044101","1990","DC","99","9999","9999","9999","99","9","101","1","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 101","S","+38919750","-077028004",,48
"G11000100044102","1990","DC","99","9999","9999","9999","99","9","102","1","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 102","S","+38919650","-077028924",,69
"G11000100044103","1990","DC","99","9999","9999","9999","99","9","103","1","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 103","S","+38919600","-077029699",,59
"G11000100044104","1990","DC","99","9999","9999","9999","99","9","104","1","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 104","S","+38919600","-077031260",,21
"G11000100044105","1990","DC","99","9999","9999","9999","99","9","105","1","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 105","S","+38918350","-077031299",,68
"G11000100044107","1990","DC","99","9999","9999","9999","99","9","107","1","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 107","S","+38918400","-077027999",,24
"G11000100044109","1990","DC","99","9999","9999","9999","99","9","109","1","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 109","S","+38917250","-077029274",,31
"G11000100044110","1990","DC","99","9999","9999","9999","99","9","110","1","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 110","S","+38917300","-077031274",,11
"G11000100044201","1990","DC","99","9999","9999","9999","99","9","201","2","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 201","S","+38916400","-077031224",,31
"G11000100044202","1990","DC","99","9999","9999","9999","99","9","202","2","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 202","S","+38915650","-077031224",,52
"G11000100044203","1990","DC","99","9999","9999","9999","99","9","203","2","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 203","S","+38916100","-077029274",,24
"G11000100044204","1990","DC","99","9999","9999","9999","99","9","204","2","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 204","S","+38915950","-077028005",,49
"G11000100044205","1990","DC","99","9999","9999","9999","99","9","205","2","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 205","S","+38914767","-077028058",,51
"G11000100044206","1990","DC","99","9999","9999","9999","99","9","206","2","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000004","0000000000","Block 206","S","+38915350","-077029299",,54
"G11000100044207","1990","DC","99","9999","9999","9999","99","9","207","2","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000032","0000000000","Block 207","S","+38914500","-077031199",,72
"G11000100044208","1990","DC","99","9999","9999","9999","99","9","208","2","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 208","S","+38914700","-077029274",,45
"G11000100044209","1990","DC","99","9999","9999","9999","99","9","209","2","0044","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 209","S","+38914000","-077029108",,29
"G11000100045101","1990","DC","99","9999","9999","9999","99","9","101","1","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 101","S","+38919117","-077025870",,49
"G11000100045103","1990","DC","99","9999","9999","9999","99","9","103","1","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 103","S","+38918400","-077026999",,40
"G11000100045104","1990","DC","99","9999","9999","9999","99","9","104","1","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 104","S","+38918600","-077025759",,26
"G11000100045105","1990","DC","99","9999","9999","9999","99","9","105","1","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 105","S","+38916950","-077024981",,18
"G11000100045107","1990","DC","99","9999","9999","9999","99","9","107","1","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 107","S","+38917300","-077026997",,26
"G11000100045108","1990","DC","99","9999","9999","9999","99","9","108","1","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 108","S","+38918150","-077025697",,5
"G11000100045201","1990","DC","99","9999","9999","9999","99","9","201","2","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 201","S","+38915950","-077026990",,36
"G11000100045202","1990","DC","99","9999","9999","9999","99","9","202","2","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 202","S","+38915950","-077023816",,27
"G11000100045203","1990","DC","99","9999","9999","9999","99","9","203","2","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 203","S","+38915950","-077025279",,49
"G11000100045205","1990","DC","99","9999","9999","9999","99","9","205","2","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 205","S","+38914067","-077026920",,30
"G11000100045206","1990","DC","99","9999","9999","9999","99","9","206","2","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 206","S","+38914650","-077022753",,20
"G11000100045207","1990","DC","99","9999","9999","9999","99","9","207","2","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 207","S","+38914550","-077023845",,48
"G11000100045208","1990","DC","99","9999","9999","9999","99","9","208","2","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 208","S","+38914967","-077027143",,19
"G11000100045209","1990","DC","99","9999","9999","9999","99","9","209","2","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 209","S","+38914200","-077025421",,67
"G11000100045210","1990","DC","99","9999","9999","9999","99","9","210","2","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 210","S","+38914950","-077025374",,54
"G11000100045211","1990","DC","99","9999","9999","9999","99","9","211","2","0045","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 211","S","+38915850","-077022799",,5
"G11000100046101","1990","DC","99","9999","9999","9999","99","9","101","1","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 101","S","+38911083","-077011600",,49
"G11000100046102","1990","DC","99","9999","9999","9999","99","9","102","1","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 102","S","+38910550","-077010949",,96
"G11000100046103","1990","DC","99","9999","9999","9999","99","9","103","1","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 103","S","+38909900","-077010953",,83
"G11000100046104","1990","DC","99","9999","9999","9999","99","9","104","1","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000034","0000000000","Block 104","S","+38908900","-077010976",,81
"G11000100046105","1990","DC","99","9999","9999","9999","99","9","105","1","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000041","0000000000","Block 105","S","+38907600","-077010966",,143
"G11000100046106","1990","DC","99","9999","9999","9999","99","9","106","1","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 106","S","+38906700","-077011665",,49
"G11000100046201","1990","DC","99","9999","9999","9999","99","9","201","2","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 201","S","+38906200","-077013292",,21
"G11000100046202","1990","DC","99","9999","9999","9999","99","9","202","2","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 202","S","+38905900","-077014735",,29
"G11000100046203","1990","DC","99","9999","9999","9999","99","9","203","2","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000044","0000000000","Block 203","S","+38911650","-077014038",,182
"G11000100046204","1990","DC","99","9999","9999","9999","99","9","204","2","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 204","S","+38912667","-077014904",,37
"G11000100046205","1990","DC","99","9999","9999","9999","99","9","205","2","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000081","0000000000","Block 205","S","+38908150","-077014049",,35
"G11000100046206","1990","DC","99","9999","9999","9999","99","9","206","2","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 206","S","+38906467","-077014832",,78
"G11000100046207","1990","DC","99","9999","9999","9999","99","9","207","2","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 207","S","+38909800","-077014071",,104
"G11000100046208","1990","DC","99","9999","9999","9999","99","9","208","2","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 208","S","+38910500","-077014099",,109
"G11000100046301","1990","DC","99","9999","9999","9999","99","9","301","3","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 301","S","+38913000","-077016006",,54
"G11000100046302","1990","DC","99","9999","9999","9999","99","9","302","3","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 302","S","+38913328","-077017280",,56
"G11000100046304","1990","DC","99","9999","9999","9999","99","9","304","3","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 304","S","+38912217","-077017046",,65
"G11000100046305","1990","DC","99","9999","9999","9999","99","9","305","3","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 305","S","+38910100","-077016114",,63
"G11000100046306","1990","DC","99","9999","9999","9999","99","9","306","3","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 306","S","+38909217","-077016088",,40
"G11000100046307","1990","DC","99","9999","9999","9999","99","9","307","3","0046","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 307","S","+38911600","-077016024",,49
