GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESA001
"G1100010001001416","1990","DC","99","9999","9999","9999","99","9","416","4","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 416","S","+38945817","-077083420",,15
"G1100010001001417","1990","DC","99","9999","9999","9999","99","9","417","4","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000005","0000000000","Block 417","S","+38944400","-077083682",,2
"G1100010001001418","1990","DC","99","9999","9999","9999","99","9","418","4","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 418","S","+38944250","-077081924",,8
"G1100010001001419","1990","DC","99","9999","9999","9999","99","9","419","4","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 419","S","+38943467","-077083605",,13
"G1100010001001502","1990","DC","99","9999","9999","9999","99","9","502","5","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000163","0000000000","Block 502","S","+38938833","-077086777",,39
"G1100010001001503","1990","DC","99","9999","9999","9999","99","9","503","5","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 503","S","+38941100","-077086668",,25
"G1100010001001504","1990","DC","99","9999","9999","9999","99","9","504","5","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 504","S","+38940700","-077087532",,35
"G1100010001001506","1990","DC","99","9999","9999","9999","99","9","506","5","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000025","0000000000","Block 506","S","+38942433","-077092193",,16
"G1100010001001507","1990","DC","99","9999","9999","9999","99","9","507","5","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000055","0000000000","Block 507","S","+38942133","-077089807",,11
"G1100010001001601","1990","DC","99","9999","9999","9999","99","9","601","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 601","S","+38944000","-077094349",,22
"G1100010001001602","1990","DC","99","9999","9999","9999","99","9","602","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 602","S","+38944200","-077092299",,21
"G1100010001001603","1990","DC","99","9999","9999","9999","99","9","603","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 603","S","+38943450","-077092299",,22
"G1100010001001604","1990","DC","99","9999","9999","9999","99","9","604","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 604","S","+38943450","-077090299",,20
"G1100010001001605","1990","DC","99","9999","9999","9999","99","9","605","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 605","S","+38944200","-077090324",,23
"G1100010001001606","1990","DC","99","9999","9999","9999","99","9","606","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 606","S","+38944800","-077090299",,23
"G1100010001001607","1990","DC","99","9999","9999","9999","99","9","607","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 607","S","+38945600","-077090221",,22
"G1100010001001608","1990","DC","99","9999","9999","9999","99","9","608","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 608","S","+38945600","-077092224",,22
"G1100010001001609","1990","DC","99","9999","9999","9999","99","9","609","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 609","S","+38944800","-077092274",,24
"G1100010001001610","1990","DC","99","9999","9999","9999","99","9","610","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 610","S","+38944800","-077094124",,14
"G1100010001001611","1990","DC","99","9999","9999","9999","99","9","611","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 611","S","+38945600","-077094046",,14
"G1100010001001612","1990","DC","99","9999","9999","9999","99","9","612","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000030","0000000000","Block 612","S","+38947400","-077098697",,27
"G1100010001001615","1990","DC","99","9999","9999","9999","99","9","615","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 615","S","+38947250","-077096049",,24
"G1100010001001616","1990","DC","99","9999","9999","9999","99","9","616","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 616","S","+38946400","-077096049",,25
"G1100010001001617","1990","DC","99","9999","9999","9999","99","9","617","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 617","S","+38946400","-077093978",,16
"G1100010001001618","1990","DC","99","9999","9999","9999","99","9","618","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 618","S","+38947200","-077093949",,16
"G1100010001001619","1990","DC","99","9999","9999","9999","99","9","619","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 619","S","+38947200","-077092124",,18
"G1100010001001620","1990","DC","99","9999","9999","9999","99","9","620","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 620","S","+38946450","-077092174",,20
"G1100010001001621","1990","DC","99","9999","9999","9999","99","9","621","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 621","S","+38946400","-077090199",,23
"G1100010001001622","1990","DC","99","9999","9999","9999","99","9","622","6","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 622","S","+38947200","-077090174",,23
"G1100010001001701","1990","DC","99","9999","9999","9999","99","9","701","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 701","S","+38948100","-077090121",,19
"G1100010001001702","1990","DC","99","9999","9999","9999","99","9","702","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 702","S","+38948100","-077092127",,17
"G1100010001001703","1990","DC","99","9999","9999","9999","99","9","703","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 703","S","+38948050","-077093974",,16
"G1100010001001704","1990","DC","99","9999","9999","9999","99","9","704","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 704","S","+38948050","-077096049",,23
"G1100010001001705","1990","DC","99","9999","9999","9999","99","9","705","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000035","0000000000","Block 705","S","+38948000","-077099171",,32
"G1100010001001706","1990","DC","99","9999","9999","9999","99","9","706","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000029","0000000000","Block 706","S","+38948950","-077099086",,40
"G1100010001001707","1990","DC","99","9999","9999","9999","99","9","707","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 707","S","+38950100","-077095424",,20
"G1100010001001708","1990","DC","99","9999","9999","9999","99","9","708","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000022","0000000000","Block 708","S","+38948950","-077096049",,26
"G1100010001001709","1990","DC","99","9999","9999","9999","99","9","709","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 709","S","+38948950","-077093974",,19
"G1100010001001711","1990","DC","99","9999","9999","9999","99","9","711","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 711","S","+38948950","-077092124",,22
"G1100010001001712","1990","DC","99","9999","9999","9999","99","9","712","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 712","S","+38948950","-077090099",,21
"G1100010001001713","1990","DC","99","9999","9999","9999","99","9","713","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 713","S","+38949750","-077090124",,18
"G1100010001001714","1990","DC","99","9999","9999","9999","99","9","714","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 714","S","+38950450","-077090174",,18
"G1100010001001715","1990","DC","99","9999","9999","9999","99","9","715","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000027","0000000000","Block 715","S","+38950100","-077092099",,28
"G1100010001001716","1990","DC","99","9999","9999","9999","99","9","716","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 716","S","+38950100","-077093974",,26
"G1100010001001718","1990","DC","99","9999","9999","9999","99","9","718","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 718","S","+38950100","-077096649",,18
"G1100010001001719","1990","DC","99","9999","9999","9999","99","9","719","7","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000031","0000000000","Block 719","S","+38949867","-077098586",,31
"G1100010001001801","1990","DC","99","9999","9999","9999","99","9","801","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 801","S","+38950983","-077097808",,7
"G1100010001001802","1990","DC","99","9999","9999","9999","99","9","802","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000027","0000000000","Block 802","S","+38953800","-077090149",,23
"G1100010001001803","1990","DC","99","9999","9999","9999","99","9","803","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 803","S","+38952500","-077092099",,29
"G1100010001001804","1990","DC","99","9999","9999","9999","99","9","804","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 804","S","+38951350","-077096624",,14
"G1100010001001805","1990","DC","99","9999","9999","9999","99","9","805","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 805","S","+38951350","-077095399",,15
"G1100010001001806","1990","DC","99","9999","9999","9999","99","9","806","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 806","S","+38951350","-077093949",,22
"G1100010001001807","1990","DC","99","9999","9999","9999","99","9","807","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000022","0000000000","Block 807","S","+38951300","-077090151",,24
"G1100010001001808","1990","DC","99","9999","9999","9999","99","9","808","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 808","S","+38951350","-077092124",,23
"G1100010001001809","1990","DC","99","9999","9999","9999","99","9","809","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 809","S","+38952500","-077090099",,26
"G1100010001001811","1990","DC","99","9999","9999","9999","99","9","811","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 811","S","+38952500","-077093924",,25
"G1100010001001812","1990","DC","99","9999","9999","9999","99","9","812","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 812","S","+38952100","-077095857",,23
"G1100010001001816","1990","DC","99","9999","9999","9999","99","9","816","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000022","0000000000","Block 816","S","+38953800","-077093993",,25
"G1100010001001817","1990","DC","99","9999","9999","9999","99","9","817","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 817","S","+38953800","-077092124",,31
"G1100010001001819","1990","DC","99","9999","9999","9999","99","9","819","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 819","S","+38954717","-077090333",,10
"G1100010001001821","1990","DC","99","9999","9999","9999","99","9","821","8","001001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000003","0000000000","Block 821","S","+38954617","-077093491",,1
"G1100010001002101","1990","DC","99","9999","9999","9999","99","9","101","1","001002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 101","S","+38944567","-077079803",,9
"G1100010001002103","1990","DC","99","9999","9999","9999","99","9","103","1","001002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000029","0000000000","Block 103","S","+38943700","-077079416",,15
"G1100010001002105","1990","DC","99","9999","9999","9999","99","9","105","1","001002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000589","0000000000","Block 105","S","+38939700","-077080279",,1316
"G1100010001002106","1990","DC","99","9999","9999","9999","99","9","106","1","001002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 106","S","+38944150","-077080049",,19
"G1100010001002201","1990","DC","99","9999","9999","9999","99","9","201","2","001002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000038","0000000000","Block 201","S","+38937919","-077077180",,132
"G1100010001002203","1990","DC","99","9999","9999","9999","99","9","203","2","001002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 203","S","+38937017","-077075300",,318
"G1100010001002204","1990","DC","99","9999","9999","9999","99","9","204","2","001002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000047","0000000000","Block 204","S","+38936500","-077076522",,210
"G1100010001002205","1990","DC","99","9999","9999","9999","99","9","205","2","001002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 205","S","+38935900","-077074367",,254
"G1100010001002207","1990","DC","99","9999","9999","9999","99","9","207","2","001002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000030","0000000000","Block 207","S","+38933400","-077074149",,99
"G1100010001002208","1990","DC","99","9999","9999","9999","99","9","208","2","001002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000054","0000000000","Block 208","S","+38934633","-077076007",,16
"G11000100011101","1990","DC","99","9999","9999","9999","99","9","101","1","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 101","S","+38966567","-077077832",,6
"G11000100011103","1990","DC","99","9999","9999","9999","99","9","103","1","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 103","S","+38965550","-077079189",,7
"G11000100011106","1990","DC","99","9999","9999","9999","99","9","106","1","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 106","S","+38964550","-077080069",,2
"G11000100011108","1990","DC","99","9999","9999","9999","99","9","108","1","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000005","0000000000","Block 108","S","+38965633","-077077999",,5
"G11000100011109","1990","DC","99","9999","9999","9999","99","9","109","1","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 109","S","+38964967","-077078315",,27
"G11000100011111","1990","DC","99","9999","9999","9999","99","9","111","1","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 111","S","+38963967","-077076634",,9
"G11000100011112","1990","DC","99","9999","9999","9999","99","9","112","1","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000022","0000000000","Block 112","S","+38964150","-077078718",,39
"G11000100011113","1990","DC","99","9999","9999","9999","99","9","113","1","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 113","S","+38963300","-077079130",,41
"G11000100011114","1990","DC","99","9999","9999","9999","99","9","114","1","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 114","S","+38963150","-077076396",,17
"G11000100011201","1990","DC","99","9999","9999","9999","99","9","201","2","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000029","0000000000","Block 201","S","+38962000","-077076067",,198
"G11000100011202","1990","DC","99","9999","9999","9999","99","9","202","2","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 202","S","+38962300","-077079096",,41
"G11000100011212","1990","DC","99","9999","9999","9999","99","9","212","2","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 212","S","+38961300","-077081549",,21
"G11000100011213","1990","DC","99","9999","9999","9999","99","9","213","2","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000033","0000000000","Block 213","S","+38961300","-077079149",,41
"G11000100011214","1990","DC","99","9999","9999","9999","99","9","214","2","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000031","0000000000","Block 214","S","+38960333","-077078872",,26
"G11000100011216","1990","DC","99","9999","9999","9999","99","9","216","2","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 216","S","+38959200","-077078366",,10
"G11000100011217","1990","DC","99","9999","9999","9999","99","9","217","2","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 217","S","+38959100","-077076224",,17
"G11000100011218","1990","DC","99","9999","9999","9999","99","9","218","2","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 218","S","+38959750","-077076245",,15
"G11000100011219","1990","DC","99","9999","9999","9999","99","9","219","2","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 219","S","+38960400","-077076278",,19
"G11000100011220","1990","DC","99","9999","9999","9999","99","9","220","2","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000034","0000000000","Block 220","S","+38961150","-077075827",,294
"G11000100011221","1990","DC","99","9999","9999","9999","99","9","221","2","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 221","S","+38960167","-077074200",,16
"G11000100011222","1990","DC","99","9999","9999","9999","99","9","222","2","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 222","S","+38959600","-077074068",,8
"G11000100011223","1990","DC","99","9999","9999","9999","99","9","223","2","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 223","S","+38959000","-077073899",,30
"G11000100011301","1990","DC","99","9999","9999","9999","99","9","301","3","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 301","S","+38958350","-077073715",,24
"G11000100011302","1990","DC","99","9999","9999","9999","99","9","302","3","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 302","S","+38958350","-077076327",,30
"G11000100011304","1990","DC","99","9999","9999","9999","99","9","304","3","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 304","S","+38957800","-077075975",,9
"G11000100011305","1990","DC","99","9999","9999","9999","99","9","305","3","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000022","0000000000","Block 305","S","+38957650","-077073502",,30
"G11000100011306","1990","DC","99","9999","9999","9999","99","9","306","3","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 306","S","+38957050","-077073362",,27
"G11000100011314","1990","DC","99","9999","9999","9999","99","9","314","3","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 314","S","+38956400","-077073399",,26
"G11000100011315","1990","DC","99","9999","9999","9999","99","9","315","3","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000033","0000000000","Block 315","S","+38955450","-077071926",,159
"G11000100011316","1990","DC","99","9999","9999","9999","99","9","316","3","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 316","S","+38954417","-077071024",,9
"G11000100011401","1990","DC","99","9999","9999","9999","99","9","401","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 401","S","+38953750","-077071094",,23
"G11000100011402","1990","DC","99","9999","9999","9999","99","9","402","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 402","S","+38957400","-077076710",,15
"G11000100011403","1990","DC","99","9999","9999","9999","99","9","403","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 403","S","+38956933","-077076432",,10
"G11000100011404","1990","DC","99","9999","9999","9999","99","9","404","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 404","S","+38952600","-077072782",,9
"G11000100011405","1990","DC","99","9999","9999","9999","99","9","405","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 405","S","+38953150","-077071262",,12
"G11000100011407","1990","DC","99","9999","9999","9999","99","9","407","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 407","S","+38954850","-077076249",,19
"G11000100011408","1990","DC","99","9999","9999","9999","99","9","408","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 408","S","+38951850","-077074404",,2
"G11000100011411","1990","DC","99","9999","9999","9999","99","9","411","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000004","0000000000","Block 411","S","+38947233","-077078432",,3
"G11000100011412","1990","DC","99","9999","9999","9999","99","9","412","4","0011","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000148","0000000000","Block 412","S","+38953200","-077076459",,10
