OBJECTID,SSL,BLDG_NUM,CMPLX_NUM,AYB,YR_RMDL,EYB,ROOMS,BEDRM,BATHRM,HF_BATHRM,HEAT,HEAT_D,AC,FIREPLACES,SALEDATE,PRICE,QUALIFIED,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM
1001,3037    2003,1,5329,1911,2016,1919,4,2,2,0,1,Forced Air,Y,0,2016-12-20T00:00:00.000Z,599900,Q,2,1084,16,716,2018-07-22T18:01:38.000Z
1002,3037    2004,1,5329,1911,2016,1919,4,2,2,0,1,Forced Air,Y,0,2016-12-13T00:00:00.000Z,0,U,3,1237,16,827,2018-07-22T18:01:38.000Z
1003,3037    2005,1,5329,1911,2016,1919,4,2,2,0,1,Forced Air,Y,0,2017-02-22T00:00:00.000Z,677900,U,2,1267,16,844,2018-07-22T18:01:38.000Z
1004,3037    2006,1,5329,1911,2016,1919,4,2,2,0,1,Forced Air,Y,0,2016-12-22T00:00:00.000Z,659900,U,2,1151,16,763,2018-07-22T18:01:38.000Z
1005,3037    2007,1,5329,1911,2016,1919,4,2,2,0,1,Forced Air,Y,0,2016-12-19T00:00:00.000Z,645000,U,2,1080,16,716,2018-07-22T18:01:38.000Z
1006,3037    2008,1,5329,1911,2016,1919,4,2,2,0,1,Forced Air,Y,0,2017-02-10T00:00:00.000Z,690900,Q,2,1405,16,923,2018-07-22T18:01:38.000Z
1007,3037    2009,1,5329,1911,2016,1919,4,2,2,0,1,Forced Air,Y,0,2016-11-08T00:00:00.000Z,695000,U,2,1278,16,844,2018-07-22T18:01:38.000Z
1008,3037    2010,1,5329,1911,2016,1919,4,2,2,0,1,Forced Air,Y,0,2016-12-13T00:00:00.000Z,803500,U,2,1417,16,918,2018-07-22T18:01:38.000Z
1009,3037    2011,1,5329,1911,2016,1919,4,2,2,0,1,Forced Air,Y,0,2016-12-20T00:00:00.000Z,642900,Q,2,1080,16,716,2018-07-22T18:01:38.000Z
1010,3037    2012,1,5329,1911,2016,1919,4,2,2,0,1,Forced Air,Y,0,2017-04-07T00:00:00.000Z,765900,U,2,1405,16,923,2018-07-22T18:01:38.000Z
1011,3037    2013,1,5329,1911,2016,1919,4,2,2,0,1,Forced Air,Y,0,2016-12-13T00:00:00.000Z,738400,U,2,1278,16,844,2018-07-22T18:01:38.000Z
1012,3037    2027,1,5643,2018,,0,,,,,,,,,2018-05-18T00:00:00.000Z,630000,Q,2,0,16,1628,2018-07-22T18:01:38.000Z
1013,3037    2028,1,5643,2018,,0,,,,,,,,,2018-03-19T00:00:00.000Z,709000,Q,2,0,16,1719,2018-07-22T18:01:38.000Z
1014,3037    2029,1,5731,2019,,0,,,,,,,,,2018-07-05T00:00:00.000Z,510000,Q,2,0,16,720,2018-07-22T18:01:38.000Z
1015,3037    2030,1,5731,2019,,0,,,,,,,,,2018-07-02T00:00:00.000Z,529900,Q,2,0,16,720,2018-07-22T18:01:38.000Z
1016,3037    2031,1,5731,2019,,0,,,,,,,,,2018-06-19T00:00:00.000Z,574900,U,2,0,16,720,2018-07-22T18:01:38.000Z
1017,3393    2014,1,3175,2007,,2007,4,2,2,0,1,Forced Air,Y,0,2014-02-20T00:00:00.000Z,264405,Q,1,955,17,471,2018-07-22T18:01:38.000Z
1018,3393    2015,1,3175,2007,,2007,4,2,2,0,1,Forced Air,Y,0,2014-04-22T00:00:00.000Z,274900,Q,1,950,17,471,2018-07-22T18:01:38.000Z
1019,3393    2016,1,3175,2007,,2007,4,2,2,0,1,Forced Air,Y,0,2013-07-11T00:00:00.000Z,252500,Q,1,980,17,471,2018-07-22T18:01:38.000Z
1020,3393    2017,1,3175,2007,,2007,4,2,2,0,1,Forced Air,Y,0,2013-07-10T00:00:00.000Z,289900,Q,1,980,17,471,2018-07-22T18:01:38.000Z
1021,3393    2018,1,3175,2007,,2007,4,2,2,0,1,Forced Air,Y,0,2017-02-03T00:00:00.000Z,0,U,3,955,17,471,2018-07-22T18:01:38.000Z
1022,3393    2019,1,3175,2007,,2007,4,2,2,0,1,Forced Air,Y,0,2014-03-13T00:00:00.000Z,265000,Q,1,950,17,471,2018-07-22T18:01:38.000Z
1023,3393    2020,1,3175,2007,,2007,4,2,2,0,1,Forced Air,Y,0,2013-11-25T00:00:00.000Z,265000,Q,1,980,17,471,2018-07-22T18:01:38.000Z
1024,3399    2001,1,3181,1937,2009,1937,4,2,1,0,8,Ht Pump,Y,0,2010-10-22T00:00:00.000Z,0,U,1,795,16,828,2018-07-22T18:01:38.000Z
1025,3399    2002,1,3181,1937,2009,1937,4,2,1,0,8,Ht Pump,Y,0,2010-10-22T00:00:00.000Z,0,U,1,795,16,828,2018-07-22T18:01:38.000Z
1026,3399    2003,1,3181,1937,2009,1937,4,2,1,0,8,Ht Pump,Y,0,2010-10-22T00:00:00.000Z,0,U,1,795,16,828,2018-07-22T18:01:38.000Z
1027,3399    2004,1,3181,1937,2009,1937,4,2,1,0,8,Ht Pump,Y,0,2010-10-22T00:00:00.000Z,0,U,1,795,16,828,2018-07-22T18:01:38.000Z
1028,3399    2008,1,5528,1937,2017,1937,4,2,1,1,1,Forced Air,Y,0,2017-08-18T00:00:00.000Z,361500,U,2,777,16,788,2018-07-22T18:01:38.000Z
1029,3399    2009,1,5528,1937,2017,1937,4,2,1,1,1,Forced Air,Y,0,2017-08-15T00:00:00.000Z,362500,U,2,777,16,788,2018-07-22T18:01:38.000Z
1030,0540    2361,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2014-03-31T00:00:00.000Z,305000,Q,1,670,17,374,2018-07-22T18:01:38.000Z
1031,0540    2362,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2009-10-26T00:00:00.000Z,315000,Q,1,670,17,374,2018-07-22T18:01:38.000Z
1032,0540    2363,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2017-05-19T00:00:00.000Z,384000,Q,3,670,17,374,2018-07-22T18:01:38.000Z
1033,0540    2364,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2005-02-04T00:00:00.000Z,308000,Q,1,670,17,374,2018-07-22T18:01:38.000Z
1034,0540    2365,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2009-10-08T00:00:00.000Z,315000,Q,1,670,17,374,2018-07-22T18:01:38.000Z
1035,0540    2366,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2009-09-30T00:00:00.000Z,302500,Q,1,670,17,374,2018-07-22T18:01:38.000Z
1036,0540    2367,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2005-01-04T00:00:00.000Z,247450,Q,1,673,17,374,2018-07-22T18:01:38.000Z
1037,0540    2368,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2005-01-04T00:00:00.000Z,274000,Q,1,668,17,374,2018-07-22T18:01:38.000Z
1038,0540    2369,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2014-10-15T00:00:00.000Z,346755,Q,3,636,17,374,2018-07-22T18:01:38.000Z
1039,0540    2370,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2015-06-22T00:00:00.000Z,378000,Q,4,670,17,374,2018-07-22T18:01:38.000Z
1040,0540    2371,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2010-05-25T00:00:00.000Z,305000,Q,1,673,17,374,2018-07-22T18:01:38.000Z
1041,0540    2372,1,2661,2004,,2004,2,0,1,0,1,Forced Air,Y,0,2009-08-05T00:00:00.000Z,203000,Q,1,533,17,274,2018-07-22T18:01:38.000Z
1042,0540    2373,1,2661,2004,,2004,4,2,1,0,1,Forced Air,Y,0,2013-08-19T00:00:00.000Z,375000,Q,1,936,17,523,2018-07-22T18:01:38.000Z
1043,0540    2374,1,2661,2004,,2004,4,2,1,0,1,Forced Air,Y,0,2009-03-13T00:00:00.000Z,320000,Q,1,922,17,523,2018-07-22T18:01:38.000Z
1044,0540    2375,1,2661,2004,,2004,2,0,1,0,1,Forced Air,Y,0,2005-03-08T00:00:00.000Z,202000,Q,1,486,17,274,2018-07-22T18:01:38.000Z
1045,0540    2376,1,2661,2004,,2004,4,2,2,0,1,Forced Air,Y,0,2018-07-11T00:00:00.000Z,0,U,6,1070,17,592,2018-07-22T18:01:38.000Z
1046,0540    2377,1,2661,2004,,2004,4,2,2,0,1,Forced Air,Y,0,2005-01-04T00:00:00.000Z,430000,Q,1,1069,17,592,2018-07-22T18:01:38.000Z
1047,0540    2378,1,2661,2004,,2004,2,0,1,0,1,Forced Air,Y,0,2013-04-22T00:00:00.000Z,0,U,1,499,17,274,2018-07-22T18:01:38.000Z
1048,0540    2379,1,2661,2004,,2004,4,1,1,0,1,Forced Air,Y,0,2014-10-17T00:00:00.000Z,425000,Q,5,822,17,492,2018-07-22T18:01:38.000Z
1049,0540    2380,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2005-12-19T00:00:00.000Z,378000,Q,1,746,17,374,2018-07-22T18:01:38.000Z
1050,0540    2381,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2009-04-29T00:00:00.000Z,307000,Q,1,695,17,374,2018-07-22T18:01:38.000Z
1051,0540    2382,1,2661,2004,,2004,2,0,1,0,1,Forced Air,Y,0,2013-03-27T00:00:00.000Z,224777,Q,1,515,17,274,2018-07-22T18:01:38.000Z
1052,0540    2383,1,2661,2004,,2004,4,2,2,0,1,Forced Air,Y,0,2005-04-13T00:00:00.000Z,452000,Q,1,1070,17,592,2018-07-22T18:01:38.000Z
1053,0540    2384,1,2661,2004,,2004,4,2,2,0,1,Forced Air,Y,0,2005-04-13T00:00:00.000Z,433000,Q,1,1076,17,592,2018-07-22T18:01:38.000Z
1054,0540    2385,1,2661,2004,,2004,4,1,1,0,1,Forced Air,Y,0,2015-05-18T00:00:00.000Z,0,U,4,931,17,492,2018-07-22T18:01:38.000Z
1055,0540    2386,1,2661,2004,,2004,4,1,1,0,1,Forced Air,Y,0,2014-07-25T00:00:00.000Z,402500,Q,3,901,17,492,2018-07-22T18:01:38.000Z
1056,0540    2387,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2009-07-02T00:00:00.000Z,0,U,1,670,17,374,2018-07-22T18:01:38.000Z
1057,0540    2388,1,2661,2004,,2004,3,1,1,0,1,Forced Air,Y,0,2005-03-08T00:00:00.000Z,318000,Q,1,670,17,374,2018-07-22T18:01:38.000Z
1058,0546    2110,1,2282,1967,,1967,4,1,1,0,7,Warm Cool,Y,0,2010-08-16T00:00:00.000Z,0,U,1,744,17,550,2018-07-22T18:01:38.000Z
1059,0546    2111,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,2016-05-23T00:00:00.000Z,320000,Q,5,670,17,495,2018-07-22T18:01:38.000Z
1060,0546    2112,1,2282,1967,,1967,2,1,1,0,7,Warm Cool,Y,0,2002-04-12T00:00:00.000Z,0,U,1,670,17,345,2018-07-22T18:01:38.000Z
1061,0546    2113,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,2016-04-21T00:00:00.000Z,0,U,6,671,17,495,2018-07-22T18:01:38.000Z
1062,0546    2114,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,1900-01-01T00:00:00.000Z,,U,1,527,17,409,2018-07-22T18:01:38.000Z
1063,0546    2115,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,2009-07-28T00:00:00.000Z,228000,Q,1,531,17,409,2018-07-22T18:01:38.000Z
1064,0546    2116,1,2282,1967,,1967,2,0,1,0,7,Warm Cool,Y,0,2017-10-10T00:00:00.000Z,245000,Q,4,462,17,347,2018-07-22T18:01:38.000Z
1065,0546    2117,1,2282,1967,,1967,3,1,1,1,7,Warm Cool,Y,0,2007-12-14T00:00:00.000Z,255000,Q,1,710,17,536,2018-07-22T18:01:38.000Z
1066,0546    2118,1,2282,1967,,1967,5,2,1,1,7,Warm Cool,Y,0,2002-07-03T00:00:00.000Z,180000,Q,1,1138,17,857,2018-07-22T18:01:38.000Z
1067,0546    2119,1,2282,1967,,1967,4,1,1,0,7,Warm Cool,Y,0,2009-10-26T00:00:00.000Z,234000,Q,1,889,17,668,2018-07-22T18:01:38.000Z
1068,0546    2120,1,2282,1967,,1967,4,1,1,0,7,Warm Cool,Y,0,1900-01-01T00:00:00.000Z,,U,1,890,17,668,2018-07-22T18:01:38.000Z
1069,0546    2121,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,2013-09-25T00:00:00.000Z,235000,Q,1,890,17,668,2018-07-22T18:01:38.000Z
1070,0546    2122,1,2282,1967,,1967,3,1,1,1,7,Warm Cool,Y,0,2015-12-17T00:00:00.000Z,0,U,2,715,17,536,2018-07-22T18:01:38.000Z
1071,0546    2123,1,2282,1967,,1967,3,1,1,1,7,Warm Cool,Y,0,2017-10-03T00:00:00.000Z,339000,Q,3,718,17,536,2018-07-22T18:01:38.000Z
1072,0546    2124,1,2282,1967,,1967,2,0,1,0,7,Warm Cool,Y,0,2005-05-23T00:00:00.000Z,180000,Q,1,461,17,347,2018-07-22T18:01:38.000Z
1073,0546    2125,1,2282,1967,,1967,3,1,1,0,4,Electric Rad,Y,0,1900-01-01T00:00:00.000Z,,U,1,533,17,409,2018-07-22T18:01:38.000Z
1074,0546    2126,1,2282,1967,,1967,4,1,1,0,7,Warm Cool,Y,0,1900-01-01T00:00:00.000Z,,U,1,744,17,550,2018-07-22T18:01:38.000Z
1075,0546    2127,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,2010-11-16T00:00:00.000Z,200000,Q,1,670,17,495,2018-07-22T18:01:38.000Z
1076,0546    2128,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,2015-05-22T00:00:00.000Z,289000,Q,4,670,17,495,2018-07-22T18:01:38.000Z
1077,0546    2129,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,1900-01-01T00:00:00.000Z,,U,1,671,17,495,2018-07-22T18:01:38.000Z
1078,0546    2130,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,2016-01-05T00:00:00.000Z,236995,Q,5,527,17,285,2018-07-22T18:01:38.000Z
1079,0546    2131,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,2014-03-20T00:00:00.000Z,219000,Q,1,531,17,409,2018-07-22T18:01:38.000Z
1080,0546    2132,1,2282,1967,,1967,2,0,1,0,7,Warm Cool,Y,0,2018-05-03T00:00:00.000Z,273000,Q,3,462,17,347,2018-07-22T18:01:38.000Z
1081,0546    2133,1,2282,1967,,1967,2,0,1,0,7,Warm Cool,Y,0,2016-03-21T00:00:00.000Z,0,U,6,462,17,347,2018-07-22T18:01:38.000Z
1082,0546    2134,1,2282,1967,,1967,5,2,1,1,7,Warm Cool,Y,0,2018-01-08T00:00:00.000Z,390000,U,2,1138,17,857,2018-07-22T18:01:38.000Z
1083,0546    2135,1,2282,1967,,1967,5,2,1,1,7,Warm Cool,Y,0,2014-01-22T00:00:00.000Z,349000,Q,1,1138,17,857,2018-07-22T18:01:38.000Z
1084,0546    2136,1,2282,1967,,1967,5,2,1,1,7,Warm Cool,Y,0,1900-01-01T00:00:00.000Z,,U,1,1141,17,857,2018-07-22T18:01:38.000Z
1085,0546    2137,1,2282,1967,,1967,5,2,2,0,7,Warm Cool,Y,0,2013-02-26T00:00:00.000Z,345000,Q,1,1136,17,857,2018-07-22T18:01:38.000Z
1086,0546    2138,1,2282,1967,,1967,2,0,1,0,7,Warm Cool,Y,0,1900-01-01T00:00:00.000Z,,U,1,461,17,347,2018-07-22T18:01:38.000Z
1087,0546    2139,1,2282,1967,,1967,2,0,1,0,7,Warm Cool,Y,0,2016-02-11T00:00:00.000Z,230000,Q,3,462,17,347,2018-07-22T18:01:38.000Z
1088,0546    2140,1,2282,1967,,1967,2,0,1,0,7,Warm Cool,Y,0,2003-02-06T00:00:00.000Z,72500,Q,1,461,17,347,2018-07-22T18:01:38.000Z
1089,0546    2141,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,2016-09-16T00:00:00.000Z,280000,Q,3,533,17,409,2018-07-22T18:01:38.000Z
1090,0546    2142,1,2282,1967,,1967,4,1,1,0,7,Warm Cool,Y,0,2004-10-14T00:00:00.000Z,215000,Q,1,744,17,550,2018-07-22T18:01:38.000Z
1091,0546    2143,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,1900-01-01T00:00:00.000Z,,U,1,670,17,495,2018-07-22T18:01:38.000Z
1092,0546    2144,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,2017-10-23T00:00:00.000Z,300000,Q,5,670,17,495,2018-07-22T18:01:38.000Z
1093,0546    2145,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,1994-05-31T00:00:00.000Z,75000,Q,1,671,17,495,2018-07-22T18:01:38.000Z
1094,0546    2146,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,1900-01-01T00:00:00.000Z,,U,1,527,17,409,2018-07-22T18:01:38.000Z
1095,0546    2147,1,2282,1967,,1967,3,1,1,0,7,Warm Cool,Y,0,1900-01-01T00:00:00.000Z,,U,1,531,17,409,2018-07-22T18:01:38.000Z
1096,0546    2148,1,2282,1967,,1967,3,1,1,1,7,Warm Cool,Y,0,2010-06-22T00:00:00.000Z,180000,U,1,716,17,536,2018-07-22T18:01:38.000Z
1097,0546    2149,1,2282,1967,,1967,2,0,1,0,7,Warm Cool,Y,0,2016-03-18T00:00:00.000Z,185000,Q,2,462,17,347,2018-07-22T18:01:38.000Z
1098,0546    2150,1,2282,1967,,1967,4,1,1,0,7,Warm Cool,Y,0,2011-04-25T00:00:00.000Z,170000,U,1,889,17,668,2018-07-22T18:01:38.000Z
1099,0546    2151,1,2282,1967,,1967,5,2,1,1,7,Warm Cool,Y,0,2016-06-09T00:00:00.000Z,325000,U,4,1138,17,857,2018-07-22T18:01:38.000Z
1100,0546    2152,1,2282,1967,,1967,5,2,1,1,7,Warm Cool,Y,0,2011-05-26T00:00:00.000Z,0,U,1,1141,17,857,2018-07-22T18:01:38.000Z
1101,0546    2153,1,2282,1967,,1967,4,1,1,0,7,Warm Cool,Y,0,2014-08-04T00:00:00.000Z,279000,Q,6,890,17,668,2018-07-22T18:01:38.000Z
1102,0546    2154,1,2282,1967,,1967,2,0,1,0,7,Warm Cool,Y,0,2013-05-16T00:00:00.000Z,157000,Q,1,461,17,347,2018-07-22T18:01:38.000Z
1103,0546    2155,1,2282,1967,,1967,3,1,1,1,7,Warm Cool,Y,0,2011-04-04T00:00:00.000Z,205000,Q,1,730,17,536,2018-07-22T18:01:38.000Z
1104,5871    2076,1,1500,2003,,2003,4,2,2,0,1,Forced Air,Y,1,2007-09-21T00:00:00.000Z,275000,Q,1,925,16,1138,2018-07-22T18:01:38.000Z
1105,5871    2077,1,1500,2003,,2003,6,3,2,0,1,Forced Air,Y,1,2009-08-17T00:00:00.000Z,215000,U,1,1274,16,1834,2018-07-22T18:01:38.000Z
1106,5889    2001,1,1290,1953,,1953,6,2,2,0,0,No Data,N,0,1900-01-01T00:00:00.000Z,,U,1,1646,16,1743,2018-07-22T18:01:38.000Z
1107,5889    2002,1,1290,1953,,1953,6,2,2,0,0,No Data,N,0,2011-03-11T00:00:00.000Z,0,U,1,1638,16,1743,2018-07-22T18:01:38.000Z
1108,5889    2003,1,1310,1991,,1900,3,2,1,0,1,Forced Air,Y,0,2009-11-17T00:00:00.000Z,42500,U,1,790,16,930,2018-07-22T18:01:38.000Z
1109,5889    2004,1,1310,1991,,1900,3,2,1,0,1,Forced Air,Y,0,2016-12-13T00:00:00.000Z,65000,U,3,820,16,888,2018-07-22T18:01:38.000Z
1110,5889    2005,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2002-02-06T00:00:00.000Z,49500,Q,1,984,16,1204,2018-07-22T18:01:38.000Z
1111,5889    2006,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2007-11-23T00:00:00.000Z,182000,Q,1,1009,16,1235,2018-07-22T18:01:38.000Z
1112,5889    2007,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2013-12-02T00:00:00.000Z,72000,U,1,1012,16,1238,2018-07-22T18:01:38.000Z
1113,5889    2008,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2012-07-05T00:00:00.000Z,62000,U,1,1037,16,1269,2018-07-22T18:01:38.000Z
1114,5889    2009,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2002-04-04T00:00:00.000Z,49500,Q,1,1026,16,1255,2018-07-22T18:01:38.000Z
1115,5889    2010,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2012-11-20T00:00:00.000Z,62500,U,1,1047,16,1281,2018-07-22T18:01:38.000Z
1116,5889    2011,1,1310,1991,,1900,3,2,1,0,1,Forced Air,Y,0,2005-04-06T00:00:00.000Z,120000,Q,1,790,16,930,2018-07-22T18:01:38.000Z
1117,5889    2012,1,1310,1991,,1900,3,2,1,0,1,Forced Air,Y,0,2018-04-12T00:00:00.000Z,158255,U,4,820,16,888,2018-07-22T18:01:38.000Z
1118,5889    2013,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2006-01-10T00:00:00.000Z,170000,Q,1,990,16,1211,2018-07-22T18:01:38.000Z
1119,5889    2014,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2005-01-14T00:00:00.000Z,79000,U,1,1019,16,1247,2018-07-22T18:01:38.000Z
1120,5889    2015,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2004-02-12T00:00:00.000Z,48000,U,1,1012,16,1238,2018-07-22T18:01:38.000Z
1121,5889    2016,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2008-08-25T00:00:00.000Z,0,U,1,1038,16,1270,2018-07-22T18:01:38.000Z
1122,5889    2017,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2016-03-01T00:00:00.000Z,135000,Q,4,1032,16,1263,2018-07-22T18:01:38.000Z
1123,5889    2018,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2002-01-16T00:00:00.000Z,76500,Q,1,1052,16,1287,2018-07-22T18:01:38.000Z
1124,5889    2019,1,1310,1991,,1900,3,2,1,0,1,Forced Air,Y,0,2004-04-06T00:00:00.000Z,59900,Q,1,790,16,929,2018-07-22T18:01:38.000Z
1125,5889    2020,1,1310,1991,,1900,3,2,1,0,1,Forced Air,Y,0,2004-01-30T00:00:00.000Z,50000,Q,1,820,16,891,2018-07-22T18:01:38.000Z
1126,5889    2021,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2006-12-04T00:00:00.000Z,185000,Q,1,980,16,1199,2018-07-22T18:01:38.000Z
1127,5889    2022,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2006-04-14T00:00:00.000Z,180000,Q,1,1014,16,1241,2018-07-22T18:01:38.000Z
1128,5889    2023,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2001-12-19T00:00:00.000Z,67500,Q,1,1006,16,1231,2018-07-22T18:01:38.000Z
1129,5889    2024,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2000-09-08T00:00:00.000Z,0,U,1,1038,16,1270,2018-07-22T18:01:38.000Z
1130,5889    2025,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2002-06-10T00:00:00.000Z,49500,Q,1,1027,16,12570,2018-07-22T18:01:38.000Z
1131,5889    2026,1,1310,1991,,1900,4,3,1,0,1,Forced Air,Y,0,2005-09-14T00:00:00.000Z,165000,Q,1,1047,16,1281,2018-07-22T18:01:38.000Z
1132,5915    2001,1,1838,1954,2007,1954,4,3,3,0,1,Forced Air,Y,0,2017-11-30T00:00:00.000Z,89015,U,4,1063,16,1321,2018-07-22T18:01:38.000Z
1133,5915    2002,1,1838,1954,2007,1954,3,2,1,1,1,Forced Air,Y,0,2007-06-07T00:00:00.000Z,187400,U,1,591,16,810,2018-07-22T18:01:38.000Z
1134,5915    2003,1,1838,1954,2007,1954,3,2,1,1,1,Forced Air,Y,0,2007-05-02T00:00:00.000Z,179900,Q,1,612,16,813,2018-07-22T18:01:38.000Z
1135,5915    2004,1,1838,1954,2007,1954,2,1,1,0,1,Forced Air,Y,0,2007-05-10T00:00:00.000Z,159900,Q,1,495,16,672,2018-07-22T18:01:38.000Z
1136,5915    2005,1,1838,1954,2007,1954,2,1,1,0,1,Forced Air,Y,0,2007-05-21T00:00:00.000Z,167400,U,1,502,16,669,2018-07-22T18:01:38.000Z
1137,5915    2006,1,1838,1954,2007,1954,3,2,1,1,1,Forced Air,Y,0,2015-04-27T00:00:00.000Z,67000,U,3,628,16,854,2018-07-22T18:01:38.000Z
1138,5915    2007,1,1838,1954,2007,1954,3,2,1,1,1,Forced Air,Y,0,2007-06-05T00:00:00.000Z,189000,Q,1,633,16,848,2018-07-22T18:01:38.000Z
1139,5915    2008,1,1838,1954,2007,1954,2,1,1,0,1,Forced Air,Y,0,2007-11-20T00:00:00.000Z,149900,Q,1,511,16,679,2018-07-22T18:01:38.000Z
1140,5915    2009,1,1838,1954,2007,1954,2,1,1,0,1,Forced Air,Y,0,2007-04-30T00:00:00.000Z,172400,U,1,508,16,683,2018-07-22T18:01:38.000Z
1141,5915    2010,1,1838,1954,2007,1954,3,2,1,1,1,Forced Air,Y,0,2013-06-12T00:00:00.000Z,72000,U,1,628,16,856,2018-07-22T18:01:38.000Z
1142,5915    2011,1,1838,1954,2007,1954,3,2,1,1,1,Forced Air,Y,0,2007-10-01T00:00:00.000Z,190000,U,1,633,16,851,2018-07-22T18:01:38.000Z
1143,5915    2012,1,1838,1954,2007,1954,2,1,1,0,1,Forced Air,Y,0,2007-12-06T00:00:00.000Z,157000,U,1,527,16,703,2018-07-22T18:01:38.000Z
1144,5915    2013,1,1838,1954,2007,1954,2,1,1,0,1,Forced Air,Y,0,2017-11-27T00:00:00.000Z,0,U,4,521,16,703,2018-07-22T18:01:38.000Z
1145,5925    2001,1,1747,1949,2006,1949,4,2,1,0,1,Forced Air,Y,0,2006-11-14T00:00:00.000Z,185850,Q,1,710,16,1474,2018-07-22T18:01:38.000Z
1146,5925    2002,1,1747,1949,2006,1949,3,1,1,0,1,Forced Air,Y,0,2006-10-06T00:00:00.000Z,170000,U,1,634,16,1250,2018-07-22T18:01:38.000Z
1147,5925    2003,1,1747,1949,2006,1949,4,2,1,0,1,Forced Air,Y,0,2006-07-11T00:00:00.000Z,185000,Q,1,745,16,1496,2018-07-22T18:01:38.000Z
1148,5925    2004,1,1747,1949,2006,1949,4,2,1,0,1,Forced Air,Y,0,2017-12-14T00:00:00.000Z,72000,U,3,710,16,1474,2018-07-22T18:01:38.000Z
1149,5925    2005,1,1747,1949,2006,1949,3,1,1,0,1,Forced Air,Y,0,2006-06-29T00:00:00.000Z,175000,U,1,634,16,1250,2018-07-22T18:01:38.000Z
1150,5925    2006,1,1747,1949,2006,1949,4,2,1,0,1,Forced Air,Y,0,2013-09-12T00:00:00.000Z,65000,U,1,745,16,1496,2018-07-22T18:01:38.000Z
1151,5925    2007,1,1747,1949,2006,1949,4,2,1,0,1,Forced Air,Y,0,2016-12-23T00:00:00.000Z,55000,U,5,732,16,1496,2018-07-22T18:01:38.000Z
1152,5925    2008,1,1747,1949,2006,1949,3,1,1,0,1,Forced Air,Y,0,2009-10-22T00:00:00.000Z,712558,U,1,600,16,1250,2018-07-22T18:01:38.000Z
1153,5925    2009,1,1747,1949,2006,1949,4,2,1,0,1,Forced Air,Y,0,2016-05-03T00:00:00.000Z,95000,U,4,702,16,1474,2018-07-22T18:01:38.000Z
