X,Y,OBJECTID,PID,SSL,PMPROPERTYID,PROPERTYNAME,PMPARENTPROPERTYID,PARENTPROPERTYNAME,REPORTSTATUS,ADDRESSOFRECORD,OWNEROFRECORD,WARD,REPORTEDADDRESS,CITY,STATE,POSTALCODE,YEARBUILT,PRIMARYPROPERTYTYPE_SELFSELECT,PRIMARYPROPERTYTYPE_EPACALC,TAXRECORDFLOORAREA,REPORTEDBUILDINGGROSSFLOORAREA,ENERGYSTARSCORE,SITEEUI_KBTU_FT,WEATHERNORMALZEDSITEEUI_KBTUFT,SOURCEEUI_KBTU_FT,WEATHERNORMALZEDSOUREUI_KBTUFT,TOTGHGEMISSIONS_METRICTONSCO2E,TOTGHGEMISSINTENSITY_KGCO2EFT,WATERSCORE_MFPROPERTIES,WATERUSE_ALLWATERSOURCES_KGAL,NATURALGASUSE_THERMS,FUELOILANDDIESELFUELUSEKBTU,METEREDAREAS_ENERGY,METEREDAREAS_WATER,DISTRCHILLEDWATER_KBTU,DISTRHOTWATER_KBTU,DISTRSTEAM_KBTU,ELECTRICITYUSE_RENEWABLE_KWH,ELECTRICITYUSE_GRID_KWH,NATURALGAS_KBTU_JANUARY,NATURALGAS_KBTU_FEBRUARY,NATURALGAS_KBTU_MARCH,NATURALGAS_KBTU_APRIL,NATURALGAS_KBTU_MAY,NATURALGAS_KBTU_JUNE,NATURALGAS_KBTU_JULY,NATURALGAS_KBTU_AUGUST,NATURALGAS_KBTU_SEPTEMBER,NATURALGAS_KBTU_OCTOBER,NATURALGAS_KBTU_NOVEMBER,NATURALGAS_KBTU_DECEMBER,ELECTRICITYUSE_KBTU_JANUARY,ELECTRICITYUSE_KBTU_FEBRUARY,ELECTRICITYUSE_KBTU_MARCH,ELECTRICITYUSE_KBTU_APRIL,ELECTRICITYUSE_KBTU_MAY,ELECTRICITYUSE_KBTU_JUNE,ELECTRICITYUSE_KBTU_JULY,ELECTRICITYUSE_KBTU_AUGUST,ELECTRICITYUSE_KBTU_SEPTEMBER,ELECTRICITYUSE_KBTU_OCTOBER,ELECTRICITYUSE_KBTU_NOVEMBER,ELECTRICITYUSE_KBTU_DECEMBER,LATITUDE,LONGITUDE,ADDRESSID,XCOORD,YCOORD,GIS_LAST_MOD_DTTM,LASTUPDATE,UBID,REPORTINGYEAR,ENFORCEMENT_ACTION,VERIFIER_NAME,VERIFIER_ORGANIZATION
-8574997.2003,4709434.1759,5444272,PM3412137,0238 0870,3412137,Transportation Equipment Center,,,Data Under Review by DOEE,1325 S ST NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1325 S STREET NW,WASHINGTON,DC,20009,,Other - Public Services,Other,0,33000,,62.5,64.1,146.2,147.2,183.1,5.5,,0,7920.9999182,0,Whole Building,,0,0,0,0,372638.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9145086739,-77.0305081686,240485,397354.141845666,138516.324819393,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2016,,,
-8574997.2003,4709434.1759,5444273,PM3412137,0238 0870,3412137,Transportation Equipment Center,,,Data Under Review by DOEE,1325 S ST NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1325 S STREET NW,WASHINGTON,DC,20009,,Other - Public Services,Other,0,33000,,63.9,68.2,152,156.5,189.5,5.7,,0,7688.0900573,0,Whole Building,,0,0,0,0,392794.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9145086739,-77.0305081686,240485,397354.141845666,138516.324819393,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2017,,,
-8574997.2003,4709434.1759,5444274,PM3412137,0238 0870,3412137,Transportation Equipment Center,,,Data Under Review by DOEE,1325 S ST NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1325 S STREET NW,WASHINGTON,DC,20009,,Other - Public Services,Other,0,33000,3,75.1,76.1,146.6,147.6,193.2,5.9,,0,12023.1302029,0,Whole Building,,0,0,0,0,374288,257854,242086,251514,124108,400,1000,800,800,1100,48200,158600,163100,146310.2,121798.4,124020.9,109495.7,99958.7,98626.1,115404.1,115544.8,97416.8,84841.6,83481,92032.1,38.9145086739,-77.0305081686,240485,397354.141845666,138516.324819393,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2018,,,
-8573363.6855,4704313.1377,5444275,PM3412154,0542 0087,3412154,! Southwest Library,,,Data Under Review by DOEE,900 WESLEY PL SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,900 WESLEY PLACE SW,WASHINGTON,DC,20024,,Library,Library,0,21600,,0,0,0,0,0,0,,0,11199.2100181,0,Whole Building,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8787054022,-77.0158340628,295165,398626.082192803,134541.554041042,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2012,,,
-8573363.6855,4704313.1377,5444276,PM3412154,0542 0087,3412154,! Southwest Library,,,Data Under Review by DOEE,900 WESLEY PL SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,900 WESLEY PLACE SW,WASHINGTON,DC,20024,,Library,Library,0,21600,,99.5,100.9,181.6,183,160,7.4,,0,11978.999819,0,Whole Building,,0,0,0,0,278884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8787054022,-77.0158340628,295165,398626.082192803,134541.554041042,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2013,,,
-8573363.6855,4704313.1377,5444277,PM3412154,0542 0087,3412154,! Southwest Library,,,Data Under Review by DOEE,900 WESLEY PL SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,900 WESLEY PLACE SW,WASHINGTON,DC,20024,,Library,Library,0,21600,,105.4,102.9,188.4,185,167.1,7.7,,0,13166.0001669,0,Whole Building,,0,0,0,0,281182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8787054022,-77.0158340628,295165,398626.082192803,134541.554041042,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2014,,,
-8573363.6855,4704313.1377,5444278,PM3412154,0542 0087,3412154,Southwest Library,,,Data Under Review by DOEE,900 WESLEY PL SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,900 WESLEY PLACE SW,WASHINGTON,DC,20024,,Library,Library,0,21600,,85.9,85.9,182.7,178.7,153.8,7.1,,0,9004.9999506,0,Whole Building,,0,0,0,0,280035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8787054022,-77.0158340628,295165,398626.082192803,134541.554041042,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2015,,,
-8573363.6855,4704313.1377,5444279,PM3412154,0542 0087,3412154,Southwest Library,,,Data Under Review by DOEE,900 WESLEY PL SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,900 WESLEY PLACE SW,WASHINGTON,DC,20024,,Library,Library,0,21600,,0,0,0,0,0,0,,0,12653.0000645,0,Whole Building,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8787054022,-77.0158340628,295165,398626.082192803,134541.554041042,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2016,,,
-8573363.6855,4704313.1377,5444280,PM3412154,0542 0087,3412154,Southwest Library,,,Data Under Review by DOEE,900 WESLEY PL SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,900 WESLEY PLACE SW,WASHINGTON,DC,20024,,Library,Library,0,21600,,91.8,0,167.3,0,147.6,6.8,,0,12496.1105611,0,Whole Building,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8787054022,-77.0158340628,295165,398626.082192803,134541.554041042,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2017,,,
-8573363.6855,4704313.1377,5444281,PM3412154,0542 0087,3412154,Southwest Library,,,In Compliance,900 WESLEY PL SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,900 WESLEY PLACE SW,WASHINGTON,DC,20024,,Library,Library,0,21600,,126.4,127.5,225,224.5,193.5,9,,0,15896.5000097,0,Whole Property,,0,0,0,0,334001.3,312790,214970,243669,145221,2900,3900,3100,2800,2800,90900,309600,257000,67452.6,59468.1,72594.5,82776.4,109733.6,120121.6,137399.1,133480.2,104301.6,100218.4,87654,64412.4,38.8787054022,-77.0158340628,295165,398626.082192803,134541.554041042,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2018,,,
-8572174.3075,4697479.8187,5444282,PM3412177,6169 0806,3412177,# Engine Company 33,,,Data Under Review by DOEE,0103 ATLANTIC ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,101 ATLANTIC STREET SE,WASHINGTON,DC,20032,1987,Fire Station,Fire Station,0,14519,,103.7,112.8,204.7,211.7,118.3,0,,0,7106.0101175,0,Whole Building,,0,0,0,0,233029.5134818288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8309027672,-77.0051497049,294471,399552.862000161,129235.012983821,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2012,,,
-8572174.3075,4697479.8187,5444283,PM3412177,6169 0806,3412177,# Engine Company 33,,,Data Under Review by DOEE,0103 ATLANTIC ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,101 ATLANTIC STREET SE,WASHINGTON,DC,20032,1987,Fire Station,Fire Station,0,14519,,103.8,104.2,210.8,211.2,120.7,8.3,,0,6615.000157,0,Whole Building,,0,0,0,0,247620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8309027672,-77.0051497049,294471,399552.862000161,129235.012983821,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2013,,,
-8572174.3075,4697479.8187,5444284,PM3412177,6169 0806,3412177,# Engine Company 33,,,Data Under Review by DOEE,0103 ATLANTIC ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,101 ATLANTIC STREET SE,WASHINGTON,DC,20032,1987,Fire Station,Fire Station,0,14519,,108.9,108.1,217.2,215.9,125.1,8.6,,0,7280.00023,0,Whole Building,,0,0,0,0,250127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8309027672,-77.0051497049,294471,399552.862000161,129235.012983821,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2014,,,
-8572986.3487,4707987.3272,5444285,PM3412539,0557 0171,3412539,Walker-Jones Education Campus,,,Data Under Review by DOEE,1125 NEW JERSEY AV,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1125 NEW JERSEY AVENUE NW,WASHINGTON,DC,20001,2009,K-12 School,K-12 School,0,122200,9,111.5,111.7,242.9,239.2,1149.1,9.4,,0,62756.99528,0,Whole Building,,0,0,0,0,2155235.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9043949923,-77.0124443882,307735,398920.592187833,137393.254626834,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2015,,,
-8572986.3487,4707987.3272,5444286,PM3412539,0557 0171,3412539,Walker-Jones Education Campus,,,Data Under Review by DOEE,1125 NEW JERSEY AV,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1125 NEW JERSEY AVENUE NW,WASHINGTON,DC,20001,2009,K-12 School,K-12 School,0,122200,11,108.3,109,235.6,233.2,1114.8,9.1,,0,60997.99916,0,Whole Building,,0,0,0,0,2089316.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9043949923,-77.0124443882,307735,398920.592187833,137393.254626834,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2016,,,
-8572986.3487,4707987.3272,5444287,PM3412539,0557 0171,3412539,Walker-Jones Education Campus,,,Data Under Review by DOEE,1125 NEW JERSEY AV,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1125 NEW JERSEY AVENUE NW,WASHINGTON,DC,20001,2009,K-12 School,K-12 School,0,122200,9,111.3,112.9,241.2,239.2,1142.7,9.4,,0,63205.14681,0,Whole Building,,0,0,0,0,2131962.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9043949923,-77.0124443882,307735,398920.592187833,137393.254626834,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2017,,,
-8572986.3487,4707987.3272,5444288,PM3412539,0557 0171,3412539,Walker-Jones Education Campus,,,Data Under Review by DOEE,1125 NEW JERSEY AV,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1125 NEW JERSEY AVENUE NW,WASHINGTON,DC,20001,2009,K-12 School,K-12 School,0,122200,34,76.9,77.4,152.8,152.2,741.5,6.1,,0,43606.961759,0,Whole Building,,0,0,0,100902,1475175,1025151.1,700971.9,637031.1,457599,301300,181000,61700,25600,27900,199800,487800,663900,407173.5,373833.3,373472.8,394636.5,508830,484999.2,532388.1,568131.4,496682.1,384622.9,280446.5,278181.8,38.9043949923,-77.0124443882,307735,398920.592187833,137393.254626834,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2018,,,
-8571516.7736,4704980.9584,5444289,PM3412541,0845 0003,3412541,@ First District Substation,,,Data Under Review by DOEE,500 E ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,500 E STREET SE,WASHINGTON,DC,20003,1888,Police Station,Police Station,0,12201,,75,77.4,174,173.9,80.6,0,,0,2513.4100706,0,Whole Building,,0,0,0,0,194580.9495896835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8833754321,-76.9992429762,289645,400065.682472292,135059.844178893,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2012,,,
-8571516.7736,4704980.9584,5444290,PM3412541,0845 0003,3412541,@ First District Substation,,,Data Under Review by DOEE,500 E ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,500 E STREET SE,WASHINGTON,DC,20003,1888,Police Station,Police Station,0,12201,,77,77.7,169.4,170,79.7,6.5,,0,3233.0000738,0,Whole Building,,0,0,0,0,180753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8833754321,-76.9992429762,289645,400065.682472292,135059.844178893,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2013,,,
-8571516.7736,4704980.9584,5444291,PM3412541,0845 0003,3412541,@ First District Substation,,,Data Under Review by DOEE,500 E ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,500 E STREET SE,WASHINGTON,DC,20003,1888,Police Station,Police Station,0,12201,,84,82.5,172.9,170,82.9,6.8,,0,4350.0000311,0,Whole Building,,0,0,0,0,172999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8833754321,-76.9992429762,289645,400065.682472292,135059.844178893,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2014,,,
-8571516.7736,4704980.9584,5444292,PM3412541,0845 0003,3412541,First District Substation,,,Data Under Review by DOEE,500 E ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,500 E STREET SE,WASHINGTON,DC,20003,1888,Other - Public Services,Other - Public Services,0,12316,,87,87.2,191.9,188.7,91.2,7.4,,0,4793.0001529,0,Whole Building,,0,0,0,0,173625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8833754321,-76.9992429762,289645,400065.682472292,135059.844178893,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2015,,,
-8571516.7736,4704980.9584,5444293,PM3412541,0845 0003,3412541,First District Substation,,,Data Under Review by DOEE,500 E ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,500 E STREET SE,WASHINGTON,DC,20003,1888,Other - Public Services,Other - Public Services,0,12316,,76.6,78.2,171.6,171.6,81.2,6.6,,0,4067.9999554,0,Whole Building,,0,0,0,0,157351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8833754321,-76.9992429762,289645,400065.682472292,135059.844178893,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2016,,,
-8571516.7736,4704980.9584,5444294,PM3412541,0845 0003,3412541,First District Substation,,,Data Under Review by DOEE,500 E ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,500 E STREET SE,WASHINGTON,DC,20003,1888,Other - Public Services,Other - Public Services,0,12316,,73.6,79.8,167,172.3,78.7,6.4,,0,3770.9801414,0,Whole Building,,0,0,0,0,155043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8833754321,-76.9992429762,289645,400065.682472292,135059.844178893,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2017,,,
-8571516.7736,4704980.9584,5444295,PM3412541,0845 0003,3412541,First District Substation,,,In Compliance,500 E ST SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,500 E STREET SE,WASHINGTON,DC,20003,,Police Station,Police Station,0,12201,,78.1,77.8,150.9,149.3,71.1,5.8,,0,4729.7602067,0,Whole Property,,0,0,0,0,140707,115957,72062,78124,38333,800,2000,1600,1800,1700,4400,67700,88500,37744.1,34227.6,34708.2,34350.3,42808.9,45699.4,52861.2,52896.4,45435.8,35525.2,31113.4,32721.7,38.8833754321,-76.9992429762,289645,400065.682472292,135059.844178893,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2018,,,
-8573889.9559,4708428.5414,5444296,PM3412548,0447 0888,3412548,! New Endeavors Shelter N St NW,,,Data Under Review by DOEE,0611 N ST NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,611 N STREET NW,WASHINGTON,DC,20001,2014,Other - Lodging/Residential,Other - Lodging/Residential,0,0,,0,0,0,0,0,0,,0,0,0,Whole Building,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9074792958,-77.0205616269,279854,398216.592037715,137735.764680439,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2012,,,
-8573889.9559,4708428.5414,5444297,PM3412548,0447 0888,3412548,! New Endeavors Shelter N St NW,,,Data Under Review by DOEE,0611 N ST NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,611 N STREET NW,WASHINGTON,DC,20001,2014,Other - Lodging/Residential,,0,0,,0,0,0,0,0,0,,0,0,0,Whole Building,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9074792958,-77.0205616269,279854,398216.592037715,137735.764680439,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2013,,,
-8573889.9559,4708428.5414,5444298,PM3412548,0447 0888,3412548,! New Endeavors Shelter N St NW,,,Data Under Review by DOEE,0611 N ST NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,611 N STREET NW,WASHINGTON,DC,20001,2014,Other - Lodging/Residential,Other - Lodging/Residential,0,14622,,36.5,0,100.3,0,53.3,3.6,,0,0,0,Whole Building,,0,0,0,0,151542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9074792958,-77.0205616269,279854,398216.592037715,137735.764680439,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2014,,,
-8573889.9559,4708428.5414,5444299,PM3412548,0447 0888,3412548,New Endeavors by Women,,,Data Under Review by DOEE,0611 N ST NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,611 N STREET NW,WASHINGTON,DC,20001,2012,Residence Hall/Dormitory,Other,0,11370,,70.8,71,204.2,204.5,83.6,7.4,,0,979.999979,0,Whole Building,,0,0,0,0,207135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9074792958,-77.0205616269,279854,398216.592037715,137735.764680439,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2015,,,
-8573889.9559,4708428.5414,5444300,PM3412548,0447 0888,3412548,New Endeavors by Women,,,Data Under Review by DOEE,0611 N ST NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,611 N STREET NW,WASHINGTON,DC,20001,2012,Residence Hall/Dormitory,Other,0,11370,,71.2,71.4,206.5,206.8,84.4,7.4,,0,918.000039,0,Whole Building,,0,0,0,0,210195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9074792958,-77.0205616269,279854,398216.592037715,137735.764680439,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2016,,,
-8573889.9559,4708428.5414,5444301,PM3412548,0447 0888,3412548,New Endeavors by Women,,,Data Under Review by DOEE,0611 N ST NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,611 N STREET NW,WASHINGTON,DC,20001,2012,Residence Hall/Dormitory,Other,0,13328.8,,60.1,60.6,178.3,179.8,85,6.4,,0,657.290043,0,Whole Building,,0,0,0,0,215409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9074792958,-77.0205616269,279854,398216.592037715,137735.764680439,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2017,,,
-8573889.9559,4708428.5414,5444302,PM3412548,0447 0888,3412548,New Endeavors Shelter N St NW,,,In Compliance,0611 N ST NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,611 N STREET NW,WASHINGTON,DC,20001,2014,Other - Lodging/Residential,Other - Lodging/Residential,0,14622,,58.4,58.4,154.7,154.7,78.6,5.4,,0,735.920019,0,Whole Property,,0,0,0,0,228637.5,8988,8321,10312,6671,4500,4300,4600,4500,4300,5000,5600,6500,93404.3,66113.5,66311.1,53695.1,55804.8,65679.1,74309.1,75699.8,64826.2,48634.1,55720.4,59913.5,38.9074792958,-77.0205616269,279854,398216.592037715,137735.764680439,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2018,,,
-8576300.7051,4710903.6362,5444303,PM3412551,2583 0063,3412551,<10K Engine Company 21,,,Data Under Review by DOEE,1763 LANIER PL NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1763 LANIER PLACE NW,WASHINGTON,DC,20009,1994,Fire Station,Fire Station,0,8925,,137.2,149.6,255.1,268.1,92.3,0,,0,6584.140024,0,Whole Building,,0,0,0,0,165981.9753810082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9247789389,-77.0422177478,236004,396339.141614658,139656.815027925,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2012,,,
-8576300.7051,4710903.6362,5444304,PM3412551,2583 0063,3412551,<10K Engine Company 21,,,Data Under Review by DOEE,1763 LANIER PL NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1763 LANIER PLACE NW,WASHINGTON,DC,20009,1994,Fire Station,Fire Station,0,8925,,164.3,166.3,282.1,284.2,104.8,11.7,,0,9080.000343,0,Whole Building,,0,0,0,0,163737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9247789389,-77.0422177478,236004,396339.141614658,139656.815027925,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2013,,,
-8576300.7051,4710903.6362,5444305,PM3412551,2583 0063,3412551,<10K Engine Company 21,,,Data Under Review by DOEE,1763 LANIER PL NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1763 LANIER PLACE NW,WASHINGTON,DC,20009,1994,Fire Station,Fire Station,0,8925,,155.5,153.8,264.6,262.7,98.6,11.1,,0,8717.000498,0,Whole Building,,0,0,0,0,151372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9247789389,-77.0422177478,236004,396339.141614658,139656.815027925,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2014,,,
-8576300.7051,4710903.6362,5444306,PM3412551,2583 0063,3412551,Engine Company #21,,,Data Under Review by DOEE,1763 LANIER PL NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1763 LANIER PLACE NW,WASHINGTON,DC,20009,1912,Other - Public Services,Other - Public Services,0,12800,,96.6,97.3,190.9,188.9,97.4,7.6,,0,6883.999665,0,Whole Building,,0,0,0,0,160663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9247789389,-77.0422177478,236004,396339.141614658,139656.815027925,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2015,,,
-8576300.7051,4710903.6362,5444307,PM3412551,2583 0063,3412551,Engine Company #21,,,Data Under Review by DOEE,1763 LANIER PL NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1763 LANIER PLACE NW,WASHINGTON,DC,20009,1912,Other - Public Services,Other - Public Services,0,12800,,80.9,82.4,179.2,177.4,88.4,6.9,,0,4580.999972,0,Whole Building,,0,0,0,0,169213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9247789389,-77.0422177478,236004,396339.141614658,139656.815027925,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2016,,,
-8576300.7051,4710903.6362,5444308,PM3412551,2583 0063,3412551,Engine Company #21,,,Data Under Review by DOEE,1763 LANIER PL NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1763 LANIER PLACE NW,WASHINGTON,DC,20009,1912,Other - Public Services,Other - Public Services,0,12800,,85,91.8,180.6,187.6,90.1,7,,0,5280.180227,0,Whole Building,,0,0,0,0,164031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9247789389,-77.0422177478,236004,396339.141614658,139656.815027925,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2017,,,
