X,Y,OBJECTID,PID,SSL,PMPROPERTYID,PROPERTYNAME,PMPARENTPROPERTYID,PARENTPROPERTYNAME,REPORTSTATUS,ADDRESSOFRECORD,OWNEROFRECORD,WARD,REPORTEDADDRESS,CITY,STATE,POSTALCODE,YEARBUILT,PRIMARYPROPERTYTYPE_SELFSELECT,PRIMARYPROPERTYTYPE_EPACALC,TAXRECORDFLOORAREA,REPORTEDBUILDINGGROSSFLOORAREA,ENERGYSTARSCORE,SITEEUI_KBTU_FT,WEATHERNORMALZEDSITEEUI_KBTUFT,SOURCEEUI_KBTU_FT,WEATHERNORMALZEDSOUREUI_KBTUFT,TOTGHGEMISSIONS_METRICTONSCO2E,TOTGHGEMISSINTENSITY_KGCO2EFT,WATERSCORE_MFPROPERTIES,WATERUSE_ALLWATERSOURCES_KGAL,NATURALGASUSE_THERMS,FUELOILANDDIESELFUELUSEKBTU,METEREDAREAS_ENERGY,METEREDAREAS_WATER,DISTRCHILLEDWATER_KBTU,DISTRHOTWATER_KBTU,DISTRSTEAM_KBTU,ELECTRICITYUSE_RENEWABLE_KWH,ELECTRICITYUSE_GRID_KWH,NATURALGAS_KBTU_JANUARY,NATURALGAS_KBTU_FEBRUARY,NATURALGAS_KBTU_MARCH,NATURALGAS_KBTU_APRIL,NATURALGAS_KBTU_MAY,NATURALGAS_KBTU_JUNE,NATURALGAS_KBTU_JULY,NATURALGAS_KBTU_AUGUST,NATURALGAS_KBTU_SEPTEMBER,NATURALGAS_KBTU_OCTOBER,NATURALGAS_KBTU_NOVEMBER,NATURALGAS_KBTU_DECEMBER,ELECTRICITYUSE_KBTU_JANUARY,ELECTRICITYUSE_KBTU_FEBRUARY,ELECTRICITYUSE_KBTU_MARCH,ELECTRICITYUSE_KBTU_APRIL,ELECTRICITYUSE_KBTU_MAY,ELECTRICITYUSE_KBTU_JUNE,ELECTRICITYUSE_KBTU_JULY,ELECTRICITYUSE_KBTU_AUGUST,ELECTRICITYUSE_KBTU_SEPTEMBER,ELECTRICITYUSE_KBTU_OCTOBER,ELECTRICITYUSE_KBTU_NOVEMBER,ELECTRICITYUSE_KBTU_DECEMBER,LATITUDE,LONGITUDE,ADDRESSID,XCOORD,YCOORD,GIS_LAST_MOD_DTTM,LASTUPDATE,UBID,REPORTINGYEAR,ENFORCEMENT_ACTION,VERIFIER_NAME,VERIFIER_ORGANIZATION
-8577768.688,4707934.1172,5426577,DC0004N0027,0004N 0027,,,,,Exempt from this year's disclosure,2626 PENNSYLVANIA AVE NW,SALVATION ARMY,2,,WASHINGTON,DC,20037,1974,,,36407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90402302,-77.05540486,273897,395194.239657469,137353.347473448,2025/10/27 22:01:24+00,2025/10/08 00:00:00+00,,2021,,,
-8577734.5452,4707927.3468,5426578,DC0004N2526,0004N 2526,,,,,Exempt from this year's disclosure,2600 PENNSYLVANIA AVE NW,2600 PENNSYLVANIA,2,,WASHINGTON,DC,20037,2001,,,30899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90397569,-77.05509815,274801,395220.84019179,137348.077359592,2025/10/27 22:01:24+00,2025/10/26 00:00:00+00,,2021,,,
-8577762.7807,4707400.2798,5426579,DC00060042,0006 0042,,,,,Exempt from this year's disclosure,2601 VIRGINIA AV NW,DC BOATHOUSE LLC UIP INVEST LLC,2,,WASHINGTON,DC,20037,1962,,,173856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9002910359,-77.0553517929,273875,395198.591445488,136939.064450471,2025/10/27 22:01:24+00,,,2016,,,
-8577762.5254,4707399.2133,5426580,DC00060042,0006 0042,,,,,Exempt from this year's disclosure,2601 VIRGINIA AVE NW,DC BOATHOUSE LLC,2,,WASHINGTON,DC,20037,1962,,,173856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90028358,-77.0553495,273875,395198.789840335,136938.236661232,2025/10/27 22:01:24+00,,,2018,,,
-8577762.5254,4707399.2133,5426581,DC00060042,0006 0042,,,,,Exempt from this year's disclosure,2601 VIRGINIA AVE NW,DC BOATHOUSE LLC,2,,WASHINGTON,DC,20037,1962,,,173856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90028358,-77.0553495,273875,395198.789840335,136938.236661232,2025/10/27 22:01:24+00,,,2019,,,
-8577762.2071,4707395.3254,5426582,DC00060825,0006 0825,,,,,Exempt from this year's disclosure,2601 VIRGINIA AV NW,GEORGE WASHINGTON UNIVERSITY,2,,,,,1965,,,173856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9002564,-77.0553466415,273875,395199.035967885,136935.219313432,2025/10/27 22:01:24+00,2023/03/14 00:00:00+00,,2015,,,
-8577860.2444,4707327.304,5426583,DC00080809,0008 0809,,,,,No Report Received,2700 VIRGINIA AV NW,WATERGATE WEST INC,2,,WASHINGTON,DC,,1965,,,307708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8997808577,-77.0562273244,279608,395122.609900055,136882.477002366,2025/10/27 22:01:24+00,,,2012,,,
-8577837.8284,4707260.461,5426584,DC00082881,0008 2881,,,,,No Report Received,2650 VIRGINIA AVENUE NW,THE WATERGATE HOTEL CONDO,2,,WASHINGTON,DC,,,,,163681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8993135503,-77.0560259582,279606,395140.045400056,136830.591402362,2025/10/27 22:01:24+00,,,2012,,,
-8577817.5061,4707263.9439,5426585,DC00082881,0008 2881,,,,,No Report Received,2650 VIRGINIA AVENUE NW,THE WATERGATE HOTEL CONDO,2,,WASHINGTON,DC,,2009,,,163681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8993379,-77.0558434,279606,395155.883006179,136833.284715887,2025/10/27 22:01:24+00,,,2013,,,
-8577817.5061,4707263.9439,5426586,DC00082881,0008 2881,,,,,No Report Received,2650 VIRGINIA AVENUE NW,THE WATERGATE HOTEL CONDO,2,,WASHINGTON,DC,,2009,,,163681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8993379,-77.0558434,279606,395155.883006179,136833.284715887,2025/10/27 22:01:24+00,,,2014,,,
-8577815.0831,4707264.6151,5426587,DC00082881,0008 2881,,,,,Exempt from this year's disclosure,2650 VIRGINIA AVENUE NW,THE WATERGATE HOTEL CONDO,,,Washington,DC,20037,2009,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8993425922,-77.0558216336,279606,395157.771439607,136833.804428186,2025/10/27 22:01:24+00,,,2015,,,
-8577815.0831,4707264.6151,5426588,DC00082881,0008 2881,,,,,No Report Received,2650 VIRGINIA AVE NW,THE WATERGATE HOTEL CONDO,2,,WASHINGTON,DC,20037,2009,,,163681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8993425922,-77.0558216336,279606,395157.771439607,136833.804428186,2025/10/27 22:01:24+00,,,2016,,,
-8577591.9336,4708147.4935,5426589,DC00132073,0013 2073,,,,,Exempt from this year's disclosure,2501 M ST NW,ASSOCIATION OF AMERICAN MEDICAL COLLEGES,2,,WASHINGTON,DC,,1986,,,159396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90551465,-77.0538170485,274800,395332.062389204,137518.84808306,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2016,,,
-8577636.0425,4708073.4192,5426590,DC00140068,0014 0068,,,,,No Report Received,2550 M ST NW,CARR CRHP DC/VA PROPERTIES LLC,2,,WASHINGTON,DC,20037,1978,,,209866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9049968291,-77.0542132853,277177,395297.659798059,137461.386098359,2025/10/27 22:01:24+00,,,2014,,,
-8577635.7063,4708070.6598,5426591,DC00140068,0014 0068,,,,,Exempt from this year's disclosure,2550 M ST NW,MAPS 2550 M STREET LLC,2,,Washington,DC,20037,1978,,,209866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9049775387,-77.0542102656,277177,395297.920453827,137459.244558311,2025/10/27 22:01:24+00,2025/08/05 00:00:00+00,,2015,,,
-8577558.185,4707931.4336,5426592,DC00141330,0014 1330,,,,,Exempt from this year's disclosure,1100 25TH ST NW,2501 PENNSYLVANIA AVE,2,,WASHINGTON,DC,20037,2009,,,44115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90400426,-77.05351388,274069,395358.260070047,137351.167112627,2025/10/27 22:01:24+00,,,2021,,,
-8577628.1884,4707769.7353,5426593,DC00150004,0015 0004,,,,,Exempt from this year's disclosure,2517 K ST NW,SHOREMEADE LLC,2,,WASHINGTON,DC,20037,1938,,,31633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90287387,-77.05414273,273881,395303.639839253,137225.716868992,2025/10/27 22:01:24+00,2025/10/26 00:00:00+00,,2021,,,
-8577627.8109,4707847.2719,5426594,DC00150827,0015 0827,,,,,Exempt from this year's disclosure,2520 L STREET NW,DC CORPORATION CHURCH OF JESUS CHRIST OFLATTER-DAY SAINTS,2,,WASHINGTON,DC,20037,1923,,,22236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90341591,-77.05413934,273886,395303.969573815,137285.887502967,2025/10/27 22:01:24+00,,,2024,,,
-8577567.0673,4707801.4071,5426595,DC00152001,0015 2001,,,,,Exempt from this year's disclosure,1010 25TH ST NW,THE SWARTHMORE CONDO,2,,WASHINGTON,DC,20037,1938,,,46011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90309528,-77.05359367,274889,395351.279927975,137250.267059431,2025/10/27 22:01:24+00,2025/08/21 00:00:00+00,,2021,,,
-8577561.0236,4707758.8353,5426596,DC00152003,0015 2003,,,,,Exempt from this year's disclosure,2501 K STREET NW,BARCLAY HOUSE CONDO,2,,WASHINGTON,DC,20037,1981,,,20859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90279767,-77.05353938,274797,395355.969671452,137217.227188779,2025/10/27 22:01:24+00,,,2024,,,
-8577621.4356,4707680.0406,5426597,DC00160017,0016 0017,,,,,Exempt from this year's disclosure,2514 K ST NW,JUSTINE HUGHES KENNY TRUSTEE,2,,WASHINGTON,DC,20037,1954,,,45660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90224683,-77.05408207,277169,395308.860272182,137156.107263978,2025/10/27 22:01:24+00,,,2021,,,
-8577584.0902,4707656.0099,5426598,DC00160093,0016 0093,,,,,Exempt from this year's disclosure,0950 25TH ST NW,CLARIDGE H COOPERTVE,2,,WASHINGTON,DC,,1966,,,144466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9020788352,-77.05374659,277542,395337.949200052,137137.441302365,2025/10/27 22:01:24+00,2022/02/04 00:00:00+00,,2012,,,
-8577580.8073,4707603.5766,5426599,DC00160863,0016 0863,,,,,Exempt from this year's disclosure,0940 25TH ST NW,CLARIDGE HOUSE CORPORATION INC,2,,WASHINGTON,DC,20037,1957,,,61967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9017122798,-77.0537170995,277541,395340.483300057,137096.749202362,2025/10/27 22:01:24+00,,,2013,,,
-8577578.5792,4707605.7109,5426600,DC00160863,0016 0863,,,,,No Report Received,0940 25TH ST NW,CLARIDGE HOUSE CORPORATION INC,2,,Washington,DC,20037,1957,,,61967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9017272004,-77.0536970839,277541,395342.220470932,137098.404486058,2025/10/27 22:01:24+00,,,2015,,,
-8577578.5792,4707605.7109,5426601,DC00160863,0016 0863,,,,,No Report Received,0940 25TH ST NW,CLARIDGE HOUSE CORPORATION INC,2,,WASHINGTON,DC,20037,1957,,,61967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9017272004,-77.0536970839,277541,395342.220470932,137098.404486058,2025/10/27 22:01:24+00,,,2016,,,
-8577670.8538,4707624.4209,5426602,DC00160897,0016 0897,,,,,Exempt from this year's disclosure,939 26TH ST NW,939 26TH STREET LLC,2,,WASHINGTON,DC,20037,1958,,,25050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.901858,-77.054526,273932,395270.327506904,137112.966915274,2025/10/27 22:01:24+00,,,2021,,,
-8577670.8538,4707624.4209,5426603,DC00160897,0016 0897,,,,,No Report Received,939 26TH ST NW,939 26TH STREET LLC,2,,WASHINGTON,DC,20037,1958,,,25050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.901858,-77.054526,273932,395270.327506904,137112.966915274,2025/10/27 22:01:24+00,,,2022,,,
-8577670.8538,4707624.4209,5426604,DC00160897,0016 0897,,,,,No Report Received,939 26TH ST NW,939 26TH STREET LLC,2,,WASHINGTON,DC,20037,1958,,,25050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.901858,-77.054526,273932,395270.327506904,137112.966915274,2025/10/27 22:01:24+00,,,2023,,,
-8577575.887,4707345.8551,5426605,DC00172007,0017 2007,,,,,Exempt from this year's disclosure,0800 25TH ST NW,THE PLAZA CONDO,2,,WASHINGTON,DC,,1975,,,97188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89991055,-77.0536729,274738,395344.199653313,136896.740504213,2025/10/27 22:01:24+00,2025/08/22 00:00:00+00,,2013,,,
-8577510.5683,4708333.7028,5426606,DC00241008,0024 1008,,,,,Exempt from this year's disclosure,2450 N STREET NW,WHITMAN PLACE CONDOMINIUM,2,,WASHINGTON,DC,,1991,,,101675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9068163401,-77.0530861311,259698,395395.544100053,137663.309132368,2025/10/27 22:01:24+00,2022/02/04 00:00:00+00,,2012,,,
-8577467.8747,4708361.351,5426607,DC00241008,0024 1008,,,,,No Report Received,2450 N STREET NW,WHITMAN PLACE CONDOMINIUM,2,,Washington,DC,20037,1990,,,101675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.907009612,-77.0527026092,259698,395428.821475201,137684.744607043,2025/10/27 22:01:24+00,,,2015,,,
-8576526.2386,4708857.9837,5426608,DC01130060,0113 0060,,,,,Exempt from this year's disclosure,1514 CONNECTICUT AVE NW,DUPONT CIRCLE METRO LLC,2,,WASHINGTON,DC,20036,1923,,,65611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.91048118,-77.04424375,307992,396162.690183759,138069.727474288,2025/10/27 22:01:24+00,2025/08/05 00:00:00+00,,2021,,,
-8576501.9853,4708426.5138,5426609,DC01150084,0115 0084,,,,,Exempt from this year's disclosure,1300 - 1909 19TH ST NW,N19 ASSOCIATES LLC,2,,WASHINGTON,DC,,1978,,,132359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9074651227,-77.0440258791,243287,396181.424900042,137734.911302367,2025/10/27 22:01:24+00,2025/08/05 00:00:00+00,,2012,,,
-8576470.9729,4708565.0198,5426610,DC01150085,0115 0085,,,,,Exempt from this year's disclosure,1330 19TH STREET NW,TMG 1333 NEW HAMPSHIRE AVE LLC,2,,WASHINGTON,DC,20036,1978,,,357983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90843332,-77.04374729,302193,396205.639769564,137842.377485086,2025/10/27 22:01:24+00,,,2019,,,
-8576470.9729,4708565.0198,5426611,DC01150085,0115 0085,,,,,Exempt from this year's disclosure,1330 19TH ST NW,TMG 1333 NEW HAMPSHIRE AVE LLC,2,,WASHINGTON,DC,20036,1978,,,357983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90843332,-77.04374729,302193,396205.639769564,137842.377485086,2025/10/27 22:01:24+00,,,2020,,,
-8576470.9729,4708565.0198,5426612,DC01150085,0115 0085,,,,,Exempt from this year's disclosure,1330 19TH ST NW,TMG 1333 NEW HAMPSHIRE AVE LLC,2,,WASHINGTON,DC,20036,1978,,,357983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90843332,-77.04374729,302193,396205.639769564,137842.377485086,2025/10/27 22:01:24+00,,,2021,,,
-8576470.9729,4708565.0198,5426613,DC01150085,0115 0085,,,,,Exempt from this year's disclosure,1330 19TH STREET NW,TMG 1333 NEW HAMPSHIRE AVE LLC,2,,WASHINGTON,DC,20036,1978,,,357983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90843332,-77.04374729,302193,396205.639769564,137842.377485086,2025/10/27 22:01:24+00,2025/10/09 00:00:00+00,,2022,,,
-8576469.3254,4708341.3934,5426614,DC01160072,0116 0072,,,,,Exempt from this year's disclosure,1234 19TH ST NW,DUPONT DIRT LLC,2,,WASHINGTON,DC,20036,1965,,,49293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9068701,-77.04373249,278984,396206.840295811,137668.846699893,2025/10/27 22:01:24+00,2025/08/25 00:00:00+00,,2021,,,
-8576486.6643,4708306.5758,5426615,DC01160074,0116 0074,,,,,Exempt from this year's disclosure,1220 19TH ST NW,WRIT LP,2,,WASHINGTON,DC,,1975,,,110414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9066267108,-77.0438882487,278954,396193.317500041,137641.835002367,2025/10/27 22:01:24+00,2025/08/05 00:00:00+00,,2012,,,
-8576520.1074,4708359.5616,5426616,DC01160075,0116 0075,,,,,Exempt from this year's disclosure,1920 N ST NW,JBG 1920 N LLC,2,,WASHINGTON,DC,20036,1980,,,125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9069971028,-77.0441886725,241068,396167.279900042,137682.964102364,2025/10/27 22:01:24+00,2023/03/14 00:00:00+00,,2013,,,
-8576557.5816,4708321.631,5426617,DC01160076,0116 0076,,,,,Exempt from this year's disclosure,1233 - 1243 20TH ST NW,JBG/1233 20TH STREET LLC,2,,WASHINGTON,DC,20036,1984,,,222726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.906731953,-77.0445253086,243288,396138.067300045,137653.544502362,2025/10/27 22:01:24+00,2025/09/24 00:00:00+00,,2013,,,
-8576556.3459,4708304.9793,5426618,DC01160076,0116 0076,,,,,Exempt from this year's disclosure,1233 20TH ST NW,JBG/1233 20TH STREET LLC,2,,WASHINGTON,DC,20036,1984,,,222726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90661555,-77.0445142087,243288,396139.023757297,137640.622350234,2025/10/27 22:01:24+00,2025/09/24 00:00:00+00,,2016,,,
-8576520.095,4708365.0133,5426619,DC01160847,0116 0847,,,,,No Report Received,1920 N ST NW,JBG/1920 N LLC,2,,WASHINGTON,DC,20036,1980,,,183250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9070352129,-77.044188561,241068,396167.291624448,137687.194624227,2025/10/27 22:01:24+00,,,2016,,,
-8576520.095,4708365.0133,5426620,DC01160847,0116 0847,,,,,Exempt from this year's disclosure,1920 N ST NW,JBG/1920 N LLC,2,,WASHINGTON,DC,20036,1980,,,183250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9070352129,-77.044188561,241068,396167.291624448,137687.194624227,2025/10/27 22:01:24+00,,,2018,,,
-8576534.6277,4708368.8025,5426621,DC01160847,0116 0847,,,,,Exempt from this year's disclosure,1920 N ST NW,JBG/1920 N LLC,2,,WASHINGTON,DC,20036,2019,,,345956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9070617,-77.04431911,241068,396155.969842348,137690.140398262,2025/10/27 22:01:24+00,2025/10/25 00:00:00+00,,2020,,,
-8576554.4828,4708318.6687,5426622,DC01160850,0116 0850,,,,,Exempt from this year's disclosure,1233-1243 20TH ST NW,JBG/1233 20TH STREET LLC,2,,WASHINGTON,DC,20036,1984,,,222726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9067112455,-77.0444974718,243288,396140.480619835,137651.244616324,2025/10/27 22:01:24+00,2025/09/24 00:00:00+00,,2016,,,
-8576487.1527,4708090.6485,5426623,DC01170023,0117 0023,,,,,Exempt from this year's disclosure,1146 19TH ST NW,1146 19TH LLC,2,,WASHINGTON,DC,20036,1986,,,61506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9051172718,-77.0438926359,241070,396192.856403043,137474.275198359,2025/10/27 22:01:24+00,2025/07/15 00:00:00+00,,2014,,,
-8576481.4369,4708091.156,5426624,DC01170023,0117 0023,,,,,Exempt from this year's disclosure,1146 19TH ST NW,1146 19TH LLC,2,,WASHINGTON,DC,20036,1986,,,61506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90512082,-77.04384129,241070,396197.310216361,137474.666936968,2025/10/27 22:01:24+00,2025/07/15 00:00:00+00,,2023,,,
-8576553.9468,4708009.262,5426625,DC01170075,0117 0075,,,,,Exempt from this year's disclosure,1129 20TH ST,REPUBLIC 20TH STREET LLC,2,,WASHINGTON,DC,,1969,,,139224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9045483314,-77.0444926572,278873,396140.781200043,137411.143402365,2025/10/27 22:01:24+00,2025/06/26 00:00:00+00,,2012,,,
-8576557.1305,4708125.1792,5426626,DC01170076,0117 0076,,,,,Exempt from this year's disclosure,1990 M ST NW,MEITNERIUM ALPHA LLC,2,,WASHINGTON,DC,20036,1971,,,153905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9053586605,-77.0445212566,241073,396138.344404044,137501.097702365,2025/10/27 22:01:24+00,2022/02/04 00:00:00+00,,2014,,,
-8576483.2337,4708009.2618,5426627,DC01170078,0117 0078,,,,,Exempt from this year's disclosure,1120 19TH STREET NW,PRUDENCE LLC,2,,WASHINGTON,DC,20036,1975,,,110550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90454833,-77.04385743,241074,396195.879739439,137411.116582447,2025/10/27 22:01:24+00,2025/09/24 00:00:00+00,,2012,,,
-8576490.0205,4707936.4825,5426628,DC01170080,0117 0080,,,,,Exempt from this year's disclosure,1901 L ST NW,1901 L STREET LLC,2,,WASHINGTON,DC,,1978,,,128672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9040395552,-77.0439183981,241075,396190.564300042,137354.641002367,2025/10/27 22:01:24+00,2022/02/04 00:00:00+00,,2012,,,
-8576490.0205,4707936.4825,5426629,DC01170080,0117 0080,,,,,No Report Received,1901 L ST NW,1901 L STREET LLC,2,,WASHINGTON,DC,20036,1978,,,128672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9040395552,-77.0439183981,241075,396190.564300044,137354.641002359,2025/10/27 22:01:24+00,,,2013,,,
-8576490.1914,4707937.6468,5426630,DC01170080,0117 0080,,,,,No Report Received,1901 L ST NW,1901 L STREET LLC,2,,WASHINGTON,DC,20036,1978,,,128672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9040476941,-77.0439199325,241075,396190.431636625,137355.544557424,2025/10/27 22:01:24+00,,,2016,,,
-8576490.1914,4707937.6468,5426631,DC01170080,0117 0080,,,,,No Report Received,1901 L ST NW,1901 L STREET LLC,2,,WASHINGTON,DC,20036,1978,,,128672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9040476941,-77.0439199325,241075,396190.431636625,137355.544557424,2025/10/27 22:01:24+00,,,2017,,,
-8576489.9361,4707936.5805,5426632,DC01170080,0117 0080,,,,,Exempt from this year's disclosure,1901 L ST NW,TMG 1901 L STREET LLC,2,,WASHINGTON,DC,20036,1978,,,128672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90404024,-77.04391764,241075,396190.630090684,137354.716993369,2025/10/27 22:01:24+00,,,2018,,,
-8576486.6889,4707935.8124,5426633,DC01170080,0117 0080,,,,,Exempt from this year's disclosure,1901 L STREET NW,TMG 1901 L STREET LLC,2,,WASHINGTON,DC,20036,1978,,,128672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90403487,-77.04388847,241075,396193.159979022,137354.119663132,2025/10/27 22:01:24+00,,,2019,,,
-8576486.6889,4707935.8124,5426634,DC01170080,0117 0080,,,,,Exempt from this year's disclosure,1901 L ST NW,TMG 1901 L STREET LLC,2,,WASHINGTON,DC,20036,1978,,,246428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90403487,-77.04388847,241075,396193.159979022,137354.119663132,2025/10/27 22:01:24+00,2025/10/25 00:00:00+00,,2020,,,
-8576486.6889,4707935.8124,5426635,DC01170080,0117 0080,,,,,Exempt from this year's disclosure,1901 L ST NW,TMG 1901 L STREET LLC,2,,WASHINGTON,DC,20036,1978,,,246428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90403487,-77.04388847,241075,396193.159979022,137354.119663132,2025/10/27 22:01:24+00,2025/10/25 00:00:00+00,,2021,Resolved,,
-8576554.4035,4707942.7987,5426636,DC01170084,0117 0084,,,,,Exempt from this year's disclosure,1111 20TH ST NW,VANGUARD ASSOCIATES,2,,WASHINGTON,DC,20526,1963,,,229401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90408371,-77.04449676,278855,396140.40018695,137359.566840152,2025/10/27 22:01:24+00,2025/10/26 00:00:00+00,,2020,,,
-8576524.8637,4707922.7235,5426637,DC01170084,0117 0084,,,,,Exempt from this year's disclosure,1917 L ST NW,VANGUARD ASSOCIATES,2,,WASHINGTON,DC,20036,1963,,,229401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90394337,-77.0442314,308558,396163.409670109,137343.976780045,2025/10/27 22:01:24+00,2025/10/26 00:00:00+00,,2021,,,
-8576554.4035,4707942.7987,5426638,DC01170084,0117 0084,,,,,Exempt from this year's disclosure,1111 20TH STREET NW,VANGUARD ASSOCIATES,2,,WASHINGTON,DC,20526,1963,,,229401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90408371,-77.04449676,278855,396140.40018695,137359.566840152,2025/10/27 22:01:24+00,2025/10/26 00:00:00+00,,2022,,,
-8576524.8637,4707922.7235,5426639,DC01170084,0117 0084,,,,,Exempt from this year's disclosure,1111 20TH ST NW,VANGUARD ASSOCIATES,2,,WASHINGTON,DC,20036,1963,,,229401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90394337,-77.0442314,278855,396163.409670109,137343.976780045,2025/10/27 22:01:24+00,2025/10/26 00:00:00+00,,2023,,,
