"Property/Plant ID","Building Name",Address1,Address2,City,State,Zip,"Building Owner","Property Manager","Gross Floor Area","Number of Years Certified","Certification Years",Score(s),"Property Type","Year constructed","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
10238517,"	THE LOCKWOOD (LC018)","1339 E Street SE",,Washington,DC,20003,Bozzuto,,142538,3," 2022, 2023 , 2024","96, 98 , 98","Multifamily Housing",2019,38.882622,-76.986626,1,rooftop,"1339 E St SE",,"Washington, DC 20003",1339,"E St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
1029531,"	600 E STREET","600 E Street, NW",,Washington,DC,20004,"S. C. Herman & Associates, Inc.",,356387,5," 2004, 2009 , 2014 , 2016 , 2017","77, 85 , 78 , 92 , 91",Office,1975,38.895819,-77.020521,1,rooftop,"600 E St NW",,"Washington, DC 20004",600,"E St NW",,,Washington,DC,"District of Columbia",20004,US,"Statewide (City of Washington)"
1030273,"	1919 PENN AVE","1919 Pennsylvania Ave. NW",,Washington,DC,20006,"Tishman Speyer",,265243,5," 2008, 2010 , 2011 , 2017 , 2018","75, 75 , 79 , 80 , 81",Office,1978,38.900921,-77.04431,1,rooftop,"1919 Pennsylvania Ave NW",,"Washington, DC 20006",1919,"Pennsylvania Ave NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1030284,"	1255 23RD STREET","1255 23rd Street, NW",100,Washington,DC,20037,"DWF V 1255 23rd Street, LLC","Cushman & Wakefield",358737,12," 2008, 2010 , 2012 , 2013 , 2015 , 2016 , 2017 , 2018 , 2021 , 2022 , 2023 , 2024","78, 90 , 88 , 92 , 88 , 91 , 91 , 91 , 82 , 84 , 84 , 83",Office,1983,38.906403,-77.049789,1,rooftop,"1255 23rd St NW",,"Washington, DC 20037",1255,"23rd St NW",,,Washington,DC,"District of Columbia",20037,US,"Statewide (City of Washington)"
1031820,"	1200 NINETEENTH STREET LLC","1200 19th St. NW",,Washington,DC,20036,"Forsterlane Realty Inc",,337978,10," 2013, 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2021 , 2022 , 2024","94, 93 , 95 , 96 , 94 , 94 , 89 , 93 , 92 , 87",Office,1964,38.906115,-77.043871,1,rooftop,"1200 19th St NW",,"Washington, DC 20036",1200,"19th St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1034322,"	AMERICAN CHEMICAL SOCIETY - HEADQUARTERS","1155 16th Street, N.W.",,Washington,DC,20036,"American Chemical Society",,115470,14," 2006, 2008 , 2009 , 2010 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2022 , 2023 , 2024","87, 80 , 90 , 90 , 84 , 88 , 89 , 91 , 90 , 87 , 85 , 79 , 84 , 80",Office,1954,38.905337,-77.036077,1,rooftop,"1155 16th St NW",,"Washington, DC 20036",1155,"16th St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1034332,"	AMERICAN CHEMICAL SOCIETY - 1550 BUILDING","1550 M St. NW",,Washington,DC,20005-1703,"American Chemical Society",,85277,12," 2008, 2009 , 2010 , 2012 , 2013 , 2014 , 2015 , 2017 , 2018 , 2019 , 2023 , 2024","80, 86 , 92 , 90 , 90 , 90 , 89 , 90 , 92 , 81 , 82 , 87",Office,1987,38.905367,-77.035726,1,rooftop,"1550 M St NW",,"Washington, DC 20005",1550,"M St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1034459,"	1090 VERMONT AVENUE NW","1090 Vermont Avenue NW",,Washington,DC,20005,"TF Cornerstone, Inc",,163045,11," 2010, 2012 , 2015 , 2016 , 2017 , 2018 , 2020 , 2021 , 2022 , 2023 , 2024","80, 78 , 82 , 86 , 87 , 87 , 76 , 77 , 75 , 84 , 81",Office,1982,38.903461,-77.033674,1,rooftop,"1090 Vermont Ave NW",,"Washington, DC 20005",1090,"Vermont Ave NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1035360,"	IMF HQ1","700 19th Street, N.W.",,Washington,DC,20431,"International Monetary Fund (IMF)","ABM Industries",1708000,10," 2004, 2005 , 2006 , 2007 , 2008 , 2009 , 2012 , 2023 , 2024 , 2025","100, 100 , 79 , 77 , 78 , 83 , 75 , 95 , 94 , 92",Office,1979,38.899012,-77.043932,1,rooftop,"700 19th St NW",,"Washington, DC 20431",700,"19th St NW",,,Washington,DC,"District of Columbia",20431,US,"Statewide (City of Washington)"
10388826,"	THE DARCY HOTEL","1515 Rhode Island Avenue, NW",,Washington,DC,20005-5504,"Northwood Hospitality LLC",,183223,1," 2020",76,Hotel,1960,38.907943,-77.03551,1,rooftop,"1515 Rhode Island Ave NW",,"Washington, DC 20005",1515,"Rhode Island Ave NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
10422559,"	FOUR CONSTITUTION SQUARE","150 M Street, NE",,Washington,DC,20002,"Consquare Office Four Owner, LLC","Cushman & Wakefield",493620,5," 2020, 2021 , 2022 , 2023 , 2024","77, 78 , 83 , 83 , 84",Office,2019,38.905885,-77.004162,1,rooftop,"150 M St NE",,"Washington, DC 20002",150,"M St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
10439960,"	CAPITOL PLACE III- 50 F STREET","50 F Street NW",,Washington,DC,20001,Penzance,,226593,4," 2022, 2023 , 2024 , 2025","79, 83 , 87 , 84",Office,1985,38.896965,-77.01031,1,rooftop,"50 F St NW",,"Washington, DC 20001",50,"F St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
1045335,"	RENAISSANCE WASHINGTON DC HOTEL","999 9th Street, North West",,Washington,DC,20018,IDI,"Renaissance Washington DC Hotel",715000,1," 2005",93,Hotel,1989,38.901836,-77.023691,1,rooftop,"999 9th St NW",,"Washington, DC 20001",999,"9th St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
10497313,"	655 NEW YORK","655 New York Ave NW DC 20001",,Washington,DC,20001,"Brookfield Properties",CBRE,651827,5," 2021, 2022 , 2023 , 2024 , 2025","87, 78 , 82 , 83 , 79",Office,2018,38.903476,-77.021147,1,rooftop,"655 New York Ave NW",,"Washington, DC 20001",655,"New York Ave NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
1050505,"	1899 L STREET","1899 L St, NW",,Washington,DC,20036,"Linoln Property Company",,161839,12," 2009, 2010 , 2011 , 2012 , 2014 , 2015 , 2016 , 2017 , 2018 , 2020 , 2022 , 2023","88, 82 , 80 , 78 , 75 , 77 , 76 , 80 , 82 , 75 , 81 , 76",Office,1975,38.903953,-77.043041,1,rooftop,"1899 L St NW",,"Washington, DC 20036",1899,"L St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1050863,"	MEDSTAR POB NORTH TOWER","106 Irving Street NW",,Washington,DC,20010,"Healthcare Realty",,140215,2," 2023, 2024","98, 89","Medical Office",1997,38.929375,-77.014396,1,rooftop,"106 Irving St NW",,"Washington, DC 20010",106,"Irving St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
1056237,"	1300 CONNECTICUT AVENUE NW","1300 Connecticut Avenue NW",,Washington,DC,20036,"Black Creek Group",Akridge,134864,4," 2008, 2012 , 2017 , 2018","76, 75 , 77 , 77",Office,1954,38.907541,-77.042703,1,rooftop,"1300 Connecticut Ave NW",,"Washington, DC 20036",1300,"Connecticut Ave NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1061926,"	1100 17TH STREET NW","1100 17th Street NW",,Washington,DC,20036,Akridge,,147483,13," 2009, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2024 , 2025","78, 75 , 90 , 78 , 87 , 87 , 89 , 78 , 82 , 82 , 84 , 89 , 87",Office,1963,38.904056,-77.038888,1,rooftop,"1100 17th St NW",,"Washington, DC 20036",1100,"17th St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
10656921,"	F1RST RESIDENCES","1263 1st St SE",,Washington,DC,20003,"JBG Smith",,330133,1," 2024",78,"Multifamily Housing",2017,38.875219,-77.006255,1,rooftop,"1263 1st St SE",,"Washington, DC 20003",1263,"1st St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
1066315,"	900 19TH ST","900 19th Street NW",,Washington,DC,20006,"Tishman Speyer","CodeGreen Solutions Inc.",156846,5," 2008, 2010 , 2011 , 2016 , 2022","75, 84 , 75 , 77 , 79",Office,1985,38.901648,-77.04387,1,rooftop,"900 19th St NW",,"Washington, DC 20006",900,"19th St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1069662,"	999 NORTH CAPITOL STREET NE","999 North  Capitol Street NE",,Washington,DC,20002,"Network Realty Partners","Lincoln Property Company",321544,7," 2007, 2008 , 2009 , 2014 , 2017 , 2018 , 2024","88, 78 , 79 , 89 , 94 , 95 , 88",Office,1973,38.902021,-77.008456,1,rooftop,"999 N Capitol St NE",,"Washington, DC 20002",999,"N Capitol St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
1069664,"	0900 SEVENTH STREET NW (IBEW)","900 Seventh Street NW",,Washington,DC,20001,"IBEW Headquarters Building, LLC",Akridge,376002,15," 2008, 2009 , 2010 , 2011 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2020 , 2022 , 2023 , 2024 , 2025","86, 81 , 77 , 78 , 79 , 89 , 89 , 84 , 78 , 80 , 76 , 78 , 75 , 75 , 77",Office,2004,38.901156,-77.022277,1,rooftop,"900 7th St NW",,"Washington, DC 20001",900,"7th St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
1070151,"	1200 K STREET","1200 K Street NW",,Washington,DC,20005,"Brookfield Properties",,429455,14," 2009, 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022","76, 77 , 88 , 90 , 93 , 92 , 94 , 94 , 95 , 95 , 86 , 86 , 86 , 89",Office,1992,38.902133,-77.02865,1,rooftop,"1200 K St NW",,"Washington, DC 20005",1200,"K St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1071004,"	1400 K STREET","1400 K Street, NW",,Washington,DC,20005,"Brookfield Properties",,202851,13," 2009, 2010 , 2011 , 2012 , 2013 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2023","77, 79 , 83 , 88 , 89 , 87 , 93 , 92 , 93 , 85 , 87 , 88 , 75",Office,1982,38.902175,-77.032411,1,rooftop,"1400 K St NW",,"Washington, DC 20005",1400,"K St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1071476,"	1250 CONN AVE","1250 Connecticut Ave NW",,Washington,DC,20036,"Brookfield Properties",CBRE,176882,17," 2008, 2009 , 2010 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","91, 84 , 90 , 82 , 87 , 87 , 82 , 81 , 90 , 90 , 81 , 80 , 81 , 83 , 83 , 76 , 82",Office,1964,38.906908,-77.042315,1,rooftop,"1250 Connecticut Ave NW",,"Washington, DC 20036",1250,"Connecticut Ave NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1071644,"	2000 L","2000 L St N.W",,"Washington D.C",DC,20036,"2000 L Owner LLC","Cushman && Wakefield",600904,8," 2009, 2010 , 2011 , 2013 , 2014 , 2015 , 2017 , 2024","83, 81 , 84 , 76 , 93 , 92 , 93 , 76",Office,1968,38.903415,-77.045787,1,rooftop,"2000 L St NW",,"Washington, DC 20036",2000,"L St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1071901,"	2001 M STREET","2001M St. N.W.",,Washington,DC,20036,"Brookfield Properties",CBRE,300748,10," 2009, 2010 , 2011 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","75, 85 , 87 , 78 , 81 , 82 , 83 , 86 , 87 , 87",Office,2015,38.907242,-77.038116,0.9,street_center,"N St NW",,"Washington, DC 20036",,"N St NW",,,Washington,DC,"District of Columbia",20036,US,"TIGER/Line® dataset from the US Census Bureau"
1082453,"	THE WILLARD OFFICE BUILDING","1455 Pennsylvania Ave. N.W.",,Washington,DC,20004,"Carr Properties",,262770,9," 2010, 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2020","77, 82 , 88 , 86 , 87 , 87 , 89 , 86 , 78",Office,1986,38.896539,-77.032541,1,rooftop,"1455 Pennsylvania Ave NW",,"Washington, DC 20004",1455,"Pennsylvania Ave NW",,,Washington,DC,"District of Columbia",20004,US,"Statewide (City of Washington)"
1083462,"	TERRELL PLACE","575 7th Street, NW",,Washington,DC,20004,"Beacon Capital Partners","Cushman Wakefield - Terrell Place",557674,14," 2011, 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","79, 82 , 86 , 82 , 82 , 83 , 83 , 82 , 82 , 76 , 75 , 79 , 76 , 75",Office,2003,38.897046,-77.021511,1,rooftop,"575 7th St NW",,"Washington, DC 20004",575,"7th St NW",,,Washington,DC,"District of Columbia",20004,US,"Statewide (City of Washington)"
1094153,"	WORLD BANK H BUILDING / DEPT. OF STATE SA-17A","600 19th st NW",,Washington,DC,20433,"The World Bank",,515350,2," 2014, 2015","85, 79",Office,1981,38.897868,-77.043843,1,rooftop,"600 19th St NW",,"Washington, DC 20006",600,"19th St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
11064,"	INTERNATIONAL FINANCE CORPORATION","2121 Pennsylvania Ave., NW",,Washington,DC,20433,"The Donohoe Companies, Inc.",,882174,21," 1999, 2001 , 2004 , 2005 , 2006 , 2007 , 2008 , 2009 , 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2022 , 2024","80, 88 , 79 , 82 , 82 , 87 , 89 , 90 , 94 , 93 , 94 , 92 , 92 , 93 , 90 , 91 , 90 , 82 , 82 , 83 , 84",Office,1997,38.902065,-77.047614,1,rooftop,"2121 Pennsylvania Ave NW",,"Washington, DC 20433",2121,"Pennsylvania Ave NW",,,Washington,DC,"District of Columbia",20433,US,"Statewide (City of Washington)"
1122343,"	IMF HQ2","1900 Pennsylvania Ave",NW,Washington,DC,20431,"International Monetary Fund (IMF)","ABM Industries",767465,12," 2006, 2007 , 2008 , 2009 , 2012 , 2013 , 2017 , 2018 , 2019 , 2023 , 2024 , 2025","77, 81 , 79 , 80 , 76 , 80 , 89 , 90 , 80 , 92 , 84 , 83",Office,2005,38.900001,-77.044268,1,rooftop,"1900 Pennsylvania Ave NW",,"Washington, DC 20431",1900,"Pennsylvania Ave NW",,,Washington,DC,"District of Columbia",20431,US,"Statewide (City of Washington)"
1159361,"	MAPS 1801 K STREET LLC","1801 K Street, NW","Suite M108","Washington DC",DC,20006,"MAPS 1801 K Street, LLC","JLL (1801 K)",603171,8," 2009, 2010 , 2012 , 2013 , 2014 , 2017 , 2018 , 2024","79, 92 , 88 , 84 , 76 , 86 , 85 , 76",Office,1971,38.903227,-77.042115,1,rooftop,"1801 K St NW",,"Washington, DC 20006",1801,"K St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1163866,"	WATERGATE 600","600 New Hampshire Ave NW",,Washington,DC,20037,"Elme Communities",,328391,6," 2018, 2020 , 2021 , 2022 , 2023 , 2024","78, 87 , 88 , 79 , 80 , 82",Office,1972,38.89781,-77.055103,1,rooftop,"600 New Hampshire Ave NW",,"Washington, DC 20037",600,"New Hampshire Ave NW",,,Washington,DC,"District of Columbia",20037,US,"Statewide (City of Washington)"
1180478,"	0601 THIRTEENTH STREET NW (HOMER)","601 13th Street, NW",,Washington,DC,20005,"601 13th Street NW Associated Limited Partnership","John Akridge Management Co.",493333,13," 2007, 2008 , 2009 , 2010 , 2011 , 2012 , 2013 , 2016 , 2017 , 2018 , 2023 , 2024 , 2025","86, 81 , 76 , 82 , 79 , 83 , 76 , 89 , 85 , 91 , 75 , 80 , 84",Office,1990,38.89785,-77.029143,1,rooftop,"601 13th St NW",,"Washington, DC 20005",601,"13th St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1180513,"	1200 NEW YORK AVENUE NW (AAAS)","1200 New York Avenue NW",,Washington,DC,20005,"American Association for the Advancement of Science",Akridge,232170,5," 2021, 2022 , 2023 , 2024 , 2025","77, 75 , 84 , 88 , 89",Office,1996,38.900202,-77.028404,1,rooftop,"1200 New York Ave NW",,"Washington, DC 20005",1200,"New York Ave NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1184444,"	400 VIRGINIA AVENUE","400 Virginia Avenue SW",,Washington,DC,20024,"Piedmont Realty Trust.",,252289,15," 2010, 2011 , 2012 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","88, 91 , 94 , 83 , 86 , 86 , 88 , 88 , 77 , 79 , 86 , 80 , 80 , 78 , 75",Office,1986,38.884195,-77.018201,1,rooftop,"400 Virginia Ave SW",,"Washington, DC 20024",400,"Virginia Ave SW",,,Washington,DC,"District of Columbia",20024,US,"Statewide (City of Washington)"
1188995,"	1201 EYE STREET","1201 Eye Street NW",,Washington,DC,20005,"Piedmont Realty Trust.",,305868,14," 2011, 2012 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","76, 80 , 84 , 89 , 81 , 82 , 89 , 80 , 87 , 91 , 91 , 93 , 93 , 93",Office,2002,38.907417,-77.028291,0.9,rooftop,"1201 N St NW",,"Washington, DC 20005",1201,"N St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1188996,"	1225 EYE STREET","1225 Eye Street NW",,Washington,DC,20001,"Piedmont Office Realty Trust, Inc.",,248131,14," 2009, 2011 , 2012 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","76, 76 , 80 , 76 , 79 , 77 , 80 , 84 , 75 , 75 , 81 , 76 , 80 , 82",Office,1988,38.907553,-77.029203,0.9,rooftop,"1225 N St NW",,"Washington, DC 20005",1225,"N St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1191010,"	1701 PENNSYLVANIA AVE.","1701 Pennsylvania Ave.",,Washington,DC,20006,"1701 Pennsylvania LLC","Cushman && Wakefield",220603,11," 2013, 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2021 , 2022 , 2023 , 2024","76, 81 , 91 , 91 , 92 , 92 , 81 , 88 , 86 , 84 , 83",Office,1962,38.899344,-77.039827,1,rooftop,"1701 Pennsylvania Ave NW",,"Washington, DC 20006",1701,"Pennsylvania Ave NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1192428,"	THE PATRICK HENRY BUILDING","601 D Street, NW",,Washington,DC,20004,"LHL Realty Co DC LLC","CBRE, Inc.",541518,7," 2012, 2013 , 2014 , 2015 , 2016 , 2017 , 2018","78, 77 , 81 , 80 , 79 , 80 , 78",Office,1973,38.894794,-77.019905,1,range_interpolation,"601 D St NW",,"Washington, DC 20530",601,"D St NW",,,Washington,DC,"District of Columbia",20530,US,"TIGER/Line® from the US Census Bureau"
11933731,"	MODERA SEDICI (MD029)","2700 16th St NW",,Washington,DC,20009,"Mill Creek Residential",,135185,2," 2024, 2025","96, 95","Multifamily Housing",2018,38.925042,-77.036882,1,rooftop,"2700 16th St NW",,"Washington, DC 20009",2700,"16th St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
1196655,"	1401 H ST - CITY CENTER","1401 H Street, NW",,Washington,DC,20005,"TREA 1401 H, LLC","Cushman && Wakefield",390591,14," 2008, 2009 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2023 , 2024","75, 78 , 79 , 79 , 86 , 88 , 91 , 92 , 91 , 79 , 82 , 82 , 81 , 83",Office,1992,38.900533,-77.032524,1,rooftop,"1401 H St NW",,"Washington, DC 20005",1401,"H St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
12051768,"	THE GLOVER HOUSE A, B, C","2101 Wisconsin Ave NW",,Washington,DC,20007,"JBG Smith",,387326,2," 2022, 2023","91, 91","Multifamily Housing",2021,38.917313,-77.068688,1,rooftop,"2101 Wisconsin Ave NW",,"Washington, DC 20007",2101,"Wisconsin Ave NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
1205203,"	1667 K STREET, NW","1667 K Street NW",,Washington,DC,20006,"James Campbell Company, LLC","C B Richard Ellis",214759,10," 2015, 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","75, 79 , 84 , 82 , 78 , 82 , 80 , 82 , 88 , 89",Office,1984,38.903025,-77.038176,1,rooftop,"1667 K St NW",,"Washington, DC 20006",1667,"K St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
12053390,"	THE WREN DC","965 Florida Ave NW",,Washington,DC,20001,"JBG Smith",,402785,1," 2021",79,"Multifamily Housing",2019,38.919551,-77.024829,1,rooftop,"965 Florida Ave NW",,"Washington, DC 20001",965,"Florida Ave NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
1212177,"	GSA NCR REGIONAL OFFICE BUILDING","7TH & D STREETS SW",,"WASHINGTON D C",DC,20407,"General Services Administration","General Services Administration",920264,1," 2012",89,Office,1932,38.894799,-77.021917,1,intersection,"7th St NW and D St NW",,"Washington, DC 20004",,"7th St NW",,,Washington,DC,"District of Columbia",20004,US,"© OpenStreetMap contributors"
1214094,"	1300 BUILDING","1300 New York Ave, NW",,Washington,DC,20577,"Inter-American Development Bank",,1018508,18," 2007, 2008 , 2009 , 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","83, 91 , 92 , 88 , 97 , 98 , 88 , 90 , 90 , 91 , 90 , 91 , 79 , 85 , 81 , 84 , 90 , 90","Financial Office",1984,38.89939,-77.030442,1,rooftop,"1300 New York Ave NW",,"Washington, DC 20577",1300,"New York Ave NW",,,Washington,DC,"District of Columbia",20577,US,"Statewide (City of Washington)"
1215024,"	33721-WASHINGTON METRO CENTER","775 12th St Nw",,Washington,DC,20005,"CCMH Metro Center LLC-Host Hotels & Resorts","Washington Marriott? at Metro Center",450000,2," 2011, 2012","76, 77",Hotel,1994,38.899321,-77.027754,1,rooftop,"775 12th St NW",,"Washington, DC 20005",775,"12th St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1221854,"	1350 BUILDING","1350 New York Ave, NW",,Washington,DC,20577,"Inter-American Development Bank",,143590,16," 2007, 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","76, 75 , 82 , 82 , 82 , 85 , 86 , 89 , 89 , 89 , 83 , 89 , 86 , 86 , 91 , 91","Financial Office",1983,38.899217,-77.03153,1,rooftop,"1350 New York Ave NW",,"Washington, DC 20005",1350,"New York Ave NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1229423,"	ARMY NAVY CLUB (RY84)","1627 I Street, NW",,Washington,DC,20006,"Brookfield Properties",CBRE,113744,11," 2011, 2012 , 2016 , 2017 , 2018 , 2019 , 2020 , 2022 , 2023 , 2024 , 2025","92, 79 , 89 , 92 , 90 , 81 , 87 , 80 , 77 , 79 , 77",Office,1912,38.901594,-77.038138,1,rooftop,"1627 I St NW",,"Washington, DC 20006",1627,"I St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1229621,"	LAFAYETTE CENTER THREE","1155 21st Street NW",,Washington,DC,20036,"Lafayette Centre Property, LLC","Cassidy Turley",326126,1," 2010",76,Office,1986,38.904889,-77.046114,1,rooftop,"1155 21st St NW",,"Washington, DC 20036",1155,"21st St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1230827,"	LAFAYETTE CENTER TWO","1133 21st Street, NW",,Washington,DC,20036,"Lafayette Centre Property, LLC","Cassidy Turley",147456,2," 2012, 2013","79, 75",Office,1984,38.904468,-77.046161,1,rooftop,"1133 21st St NW",,"Washington, DC 20036",1133,"21st St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
12313346,"	14W (BZ000) (WM008) (WR018)","1315 W Street NW",,Washington,DC,20009,"ComRef 14W LLC",,308894,1," 2023",76,"Multifamily Housing",2013,38.919412,-77.030757,1,rooftop,"1315 W St NW",,"Washington, DC 20009",1315,"W St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
1238339,"	1101 VERMONT","1101 Vermont Ave, N.W.",,"Washington D.C.",DC,20005,"1101 Vermont Avenue Investors, LLC c/o Lincoln Property Company","Lincoln Property Company",186367,6," 2012, 2014 , 2015 , 2016 , 2017 , 2018","76, 77 , 77 , 79 , 76 , 75",Office,1982,38.903998,-77.032429,1,rooftop,"1101 Vermont Ave NW",,"Washington, DC 20005",1101,"Vermont Ave NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
12407,"	1001 PENNSYLVANIA AVE","1001 Pennsylvania Ave, NW",,Washington,DC,20004,Hines,,837201,23," 2003, 2004 , 2005 , 2006 , 2007 , 2008 , 2009 , 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","77, 81 , 77 , 75 , 87 , 85 , 83 , 76 , 77 , 76 , 75 , 83 , 86 , 87 , 89 , 88 , 75 , 75 , 75 , 76 , 75 , 75 , 78",Office,1985,38.895054,-77.026508,1,rooftop,"1001 Pennsylvania Ave NW",,"Washington, DC 20004",1001,"Pennsylvania Ave NW",,,Washington,DC,"District of Columbia",20004,US,"Statewide (City of Washington)"
12420785,"	1M STREET PROPERTIES LLC","1 M Street",,Washington,DC,20003,"1M Properties, LLC","Cushman && Wakefield",128575,2," 2022, 2024","77, 83",Office,2020,38.8763,-77.008609,1,rooftop,"1 M St SE",,"Washington, DC 20003",1,"M St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
1242152,"	EVENING STAR BUILDING","1101 Pennsylvania Ave. NW.","Suite 250",Washington,DC,20004,"JLL - 1101 Penn Ave",,244160,12," 2009, 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2021 , 2022","77, 81 , 79 , 81 , 85 , 85 , 77 , 78 , 75 , 78 , 75 , 76",Office,1898,38.895343,-77.027385,1,rooftop,"1101 Pennsylvania Ave NW",,"Washington, DC 20004",1101,"Pennsylvania Ave NW",,,Washington,DC,"District of Columbia",20004,US,"Statewide (City of Washington)"
