"Property/Plant ID","Building Name",Address1,Address2,City,State,Zip,"Building Owner","Property Manager","Gross Floor Area","Number of Years Certified","Certification Years",Score(s),"Property Type","Year constructed","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
1390067,"	INTERNAL REVENUE SERVICE 1111","1111 Constitution Ave., NW",,Washington,DC,20224,"Internal Revenue Service",,1428147,4," 2011, 2012 , 2013 , 2014","90, 94 , 92 , 95",Office,1932,38.89276,-77.027072,1,rooftop,"1111 Constitution Ave NW",,"Washington, DC 20224",1111,"Constitution Ave NW",,,Washington,DC,"District of Columbia",20224,US,"Statewide (City of Washington)"
1390727,"	CHANIN BUILDING - 815 CONNECTICUT","815 Connecticut Avenue",,Washington,DC,20006,"Cushman & Wakefield - 815 Connecticut",,231784,9," 2009, 2013 , 2014 , 2015 , 2016 , 2017 , 2021 , 2022 , 2023","75, 81 , 79 , 90 , 89 , 92 , 88 , 83 , 86",Office,1963,38.900983,-77.037974,1,rooftop,"815 Connecticut Ave NW",,"Washington, DC 20006",815,"Connecticut Ave NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1391419,"	899 NORTH CAPITOL STREET (UNION SQUARE)","899 North Capitol Street",,Washington,DC,20002,"Network Realty Partners","Lincoln Property Company",312685,11," 2007, 2008 , 2009 , 2010 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2024","79, 81 , 78 , 84 , 86 , 82 , 81 , 81 , 86 , 97 , 78",Office,1973,38.901019,-77.008437,0.88,rooftop,"899 N Capitol St NE",,"Washington, DC 20002",899,"N Capitol St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
1391567,"	CENTER FOR EDUCATION AND MEDICINE","2501 M Street, NW",,Washington,DC,20037,"Association of American Medical Colleges","Association of American Medical Colleges",102441,2," 2011, 2012","76, 78",Office,1986,38.905535,-77.05382,1,rooftop,"2501 M St NW",,"Washington, DC 20037",2501,"M St NW",,,Washington,DC,"District of Columbia",20037,US,"Statewide (City of Washington)"
1396892,"	1625 K COMMONWEALTH BUILDING","1625 K Street, NW",,Washington,DC,20006,"Shorenstein Realty","Shorenstein Realty",109300,3," 2010, 2011 , 2013","76, 78 , 79",Office,1943,38.902931,-77.037412,1,rooftop,"1625 K St NW",,"Washington, DC 20006",1625,"K St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1396919,"	1875 K STREET","1875 K Street, NW",,Washington,DC,20006,"Carr Properties",,218206,13," 2011, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","79, 75 , 80 , 80 , 83 , 81 , 77 , 79 , 87 , 85 , 82 , 86 , 86",Office,2002,38.902813,-77.043046,1,rooftop,"1875 K St NW",,"Washington, DC 20006",1875,"K St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1396921,"	HAMILTON SQUARE","600 14th Street, NW",,Washington,DC,20005,"FSP Hamilton Square, LLC","CommonWealth Partners",343755,8," 2010, 2011 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018","77, 75 , 82 , 76 , 75 , 76 , 76 , 75",Office,1929,38.897694,-77.032276,1,rooftop,"600 14th St NW",,"Washington, DC 20005",600,"14th St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1397164,"	FRANKLIN TOWER","1401 I St NW",,Washington,DC,20005,BlackRock,"Cushman && Wakefield",255291,8," 2010, 2011 , 2012 , 2013 , 2014 , 2016 , 2017 , 2018","82, 78 , 81 , 81 , 76 , 75 , 76 , 79",Office,1991,38.901674,-77.032424,1,rooftop,"1401 I St NW",,"Washington, DC 20005",1401,"I St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
13971881,"	SENTINEL SQUARE III","45 L Street NE",,Washington,DC,20002,"USGBF Sentinel Square III, LLC",,561231,3," 2023, 2024 , 2025","79, 83 , 87",Office,2020,38.903418,-77.007232,1,rooftop,"45 L St NE",,"Washington, DC 20002",45,"L St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
1397627,"	THE HERALD","1307 New York Ave, NW",,Washington,DC,20005,"Marx Realty",,131330,3," 2014, 2015 , 2021","83, 79 , 83",Office,1923,38.900542,-77.030416,1,rooftop,"1307 New York Ave NW",,"Washington, DC 20005",1307,"New York Ave NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1401399,"	1500 K STREET - THE SOUTHERN RAILWAY BUILDING","1500 K Street NW","Suite 100",Washington,DC,20005,"1500 K Street, LLC",,280633,6," 2017, 2018 , 2020 , 2021 , 2023 , 2024","76, 80 , 75 , 78 , 76 , 77",Office,1928,38.902197,-77.034938,1,rooftop,"1500 K St NW",,"Washington, DC 20005",1500,"K St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1404504,"	ONE NOMA STATION","131 M St., N.E.",,Washington,DC,20002,"Union Station Venture",,431740,9," 2015, 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2023 , 2024","82, 84 , 84 , 86 , 76 , 78 , 75 , 85 , 87",Office,1937,38.905172,-77.00467,1,rooftop,"131 M St NE",,"Washington, DC 20002",131,"M St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
1406610,"	1750 PENNSYLVANIA AVE","1750 Pennsylvania Ave",,Washington,DC,20006,"Manulife US Real Estate Investment Trust","Transwestern Commercial Services",297909,11," 2009, 2010 , 2012 , 2014 , 2015 , 2017 , 2018 , 2020 , 2021 , 2022 , 2023","79, 82 , 83 , 80 , 85 , 80 , 78 , 75 , 86 , 84 , 83",Office,1964,38.898945,-77.040763,1,rooftop,"1750 Pennsylvania Ave NW",,"Washington, DC 20006",1750,"Pennsylvania Ave NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1406853,"	830 FIRST STREET NE - WASHINGTON","830 First Street, NE",,Washington,DC,20002,"Washington DC III FGF, LLC",,261996,9," 2010, 2012 , 2013 , 2017 , 2018 , 2020 , 2023 , 2024 , 2025","83, 84 , 79 , 78 , 82 , 75 , 85 , 80 , 79",Office,2001,38.90108,-77.007627,1,rooftop,"830 1st St NE",,"Washington, DC 20002",830,"1st St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
1407276,"	THE WARNER BUILDING","1299 Pennsylvania Avenue NW",,Washington,DC,20004,"SPUS8 Warner, LP","CBRE, Inc",672013,12," 2011, 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2022 , 2023 , 2024 , 2025","78, 79 , 78 , 85 , 85 , 88 , 76 , 75 , 94 , 80 , 77 , 79",Office,1992,38.896331,-77.02932,1,rooftop,"1299 Pennsylvania Ave NW",,"Washington, DC 20004",1299,"Pennsylvania Ave NW",,,Washington,DC,"District of Columbia",20004,US,"Statewide (City of Washington)"
1407852,"	ONE METRO CENTER","700 12th Street NW",,Washington,DC,20005,Jamestown,,425344,4," 2012, 2015 , 2024 , 2025","76, 77 , 86 , 86",Office,2003,38.898939,-77.02835,1,rooftop,"700 12th St NW",,"Washington, DC 20005",700,"12th St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1409004,"	20 MASSACHUSETTS AVENUE","20 Massachusetts Avenue NW",,Washington,DC,20001,"Office Properties Income Trust","The RMR Group",343324,12," 2008, 2009 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020","77, 75 , 88 , 88 , 89 , 85 , 83 , 89 , 87 , 87 , 75 , 82",Office,1973,38.897695,-77.010768,1,rooftop,"20 Massachusetts Ave NW",,"Washington, DC 20001",20,"Massachusetts Ave NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
1409072,"	HOSTELLING INTERNATIONAL - WASHINGTON, DC","1009 11th Street, NW",,Washington,DC,20001,"Hostelling International - Washington, DC","Hostelling International - Washington, DC",26010,1," 2007",100,Hotel,1926,38.902912,-77.02673,1,rooftop,"1009 11th St NW",,"Washington, DC 20001",1009,"11th St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
1409873,"	KITA WASHINGTON CENTER","1660 L Street NW",,Washington,DC,20036,"Jones Lang LaSalle Americas, Inc.",,134672,9," 2002, 2003 , 2004 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017","75, 80 , 80 , 95 , 88 , 87 , 84 , 89 , 91",Office,1968,38.903479,-77.03808,1,rooftop,"1660 L St NW",,"Washington, DC 20036",1660,"L St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1411409,"	1730 M ST NW","1730 M St NW",,Washington,DC,20036,"JBG Smith",,221437,13," 2010, 2011 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","79, 84 , 77 , 79 , 87 , 78 , 88 , 76 , 77 , 83 , 78 , 80 , 81",Office,1964,38.905372,-77.039882,1,rooftop,"1730 M St NW",,"Washington, DC 20036",1730,"M St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1411897,"	1601 K STREET","1601 K Street NW",,Washington,DC,20006,"PPF OFF 1601 K Street, LLC",,231860,16," 2009, 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","79, 81 , 85 , 85 , 83 , 85 , 89 , 89 , 90 , 90 , 77 , 75 , 78 , 76 , 75 , 75",Office,2005,38.90294,-77.037054,1,rooftop,"1601 K St NW",,"Washington, DC 20006",1601,"K St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1412761,"	MCPHERSON BUILDING","901 15th Street NW",,Washington,DC,20005,"Mullen Management Company, Inc.","Cushman && Wakefield",314872,10," 2012, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021","91, 93 , 91 , 89 , 86 , 88 , 88 , 75 , 77 , 81",Office,1987,38.90163,-77.03312,1,rooftop,"901 15th St NW",,"Washington, DC 20005",901,"15th St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1413138,"	CONNECTICUT BUILDING","1150 Connecticut Ave. NW",,Washington,DC,20036,"Blake Real Estate Inc",,197801,14," 2008, 2009 , 2010 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","76, 82 , 81 , 82 , 81 , 82 , 85 , 84 , 77 , 82 , 86 , 81 , 82 , 84",Office,1975,38.905322,-77.041313,1,rooftop,"1150 Connecticut Ave NW",,"Washington, DC 20036",1150,"Connecticut Ave NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1413613,"	2100 2ND STREET SW","2100 2nd Street SW",,Washington,DC,20593,"Monday Properties Services, LLC","Monday Properties Services, LLC",587776,1," 2011",81,Office,1973,38.863838,-77.013374,1,rooftop,"2100 2nd St SW",,"Washington, DC 20024",2100,"2nd St SW",,,Washington,DC,"District of Columbia",20024,US,"Statewide (City of Washington)"
1418333,"	GALLERY PLACE - OFFICE","616 H Street NW",,Washington,DC,20001,"Oxford BIT Gallery Place Property Owner, LLC.","Oxford Properties Group",297001,11," 2008, 2010 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021","76, 82 , 75 , 83 , 88 , 90 , 91 , 93 , 82 , 86 , 89",Office,2004,38.899556,-77.020836,1,rooftop,"616 H St NW",,"Washington, DC 20001",616,"H St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
1419589,"	1120 G STREET, NW","1120 G Street, NW",,"Washington DC",DC,20005,"RREEF America REIT II Corp. UU",Transwestern,132030,2," 2009, 2010","75, 79",Office,1981,38.898142,-77.027741,1,rooftop,"1120 G St NW",,"Washington, DC 20005",1120,"G St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1419646,"	1155 CONNECTICUT AVENUE","1155 Connecticut Avenue, NW",,"Washington DC",DC,20036,"1155 Connecticut Avenue, Inc.","Jones Lang LaSalle",107967,1," 2023",78,Office,1984,38.905455,-77.040627,1,rooftop,"1155 Connecticut Ave NW",,"Washington, DC 20036",1155,"Connecticut Ave NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1419667,"	1250 EYE STREET","1250 I Street, NW",,Washington,DC,20005,"1250 Eye Street Owner, LLC",Transwestern,193051,8," 2009, 2010 , 2012 , 2014 , 2015 , 2016 , 2017 , 2018","77, 83 , 81 , 82 , 83 , 85 , 88 , 85",Office,1982,38.901017,-77.029254,1,rooftop,"1250 I St NW",,"Washington, DC 20005",1250,"I St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1419693,"	1800 K","1800 K Street",,Washington,DC,20006,"RAR2-1800 K St. NW - DC, Inc.","Transwestern Commercial Services",237219,7," 2018, 2019 , 2020 , 2021 , 2022 , 2023 , 2024","93, 85 , 82 , 80 , 83 , 87 , 85",Office,1970,38.902238,-77.04209,1,rooftop,"1800 K St NW",,"Washington, DC 20006",1800,"K St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1420061,"	NATIONAL PRESS BUILDING","529 14th Street NW",,Washington,DC,20006,AEW,"Quadrangle Mangement Company",489395,4," 2008, 2009 , 2010 , 2011","78, 80 , 80 , 75",Office,1928,38.897027,-77.031549,1,rooftop,"529 14th St NW",,"Washington, DC 20045",529,"14th St NW",,,Washington,DC,"District of Columbia",20045,US,"Statewide (City of Washington)"
1420135,"	TWO INDEPENDENCE SQUARE","300 E St SW",,Washington,DC,20024,"Two Independence Hana OW, LLC c/o OW Management Services, Inc.","Ocean West Management",634947,14," 2010, 2011 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","77, 76 , 75 , 86 , 89 , 88 , 89 , 89 , 91 , 97 , 99 , 97 , 99 , 98",Office,1991,38.882926,-77.016391,1,rooftop,"300 E St SW",,"Washington, DC 20546",300,"E St SW",,,Washington,DC,"District of Columbia",20546,US,"Statewide (City of Washington)"
1421555,"	BERNSTEIN OFFIT BUILDING","1717 Mass Avenue, NW",,Washington,DC,20036,"John's Hopkins University","Cushman & Wakefield",122460,4," 2010, 2012 , 2013 , 2018","86, 83 , 85 , 97",Office,1962,38.908722,-77.03951,1,rooftop,"1717 Massachusetts Ave NW",,"Washington, DC 20036",1717,"Massachusetts Ave NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1423276,"	1700 K ST NW","1700 K St NW",,Washington,DC,20006,"JBG Smith",,401661,13," 2008, 2009 , 2011 , 2014 , 2015 , 2016 , 2017 , 2018 , 2020 , 2021 , 2022 , 2023 , 2024","85, 85 , 82 , 77 , 80 , 83 , 81 , 81 , 75 , 85 , 79 , 80 , 75",Office,2005,38.902184,-77.039836,1,rooftop,"1700 K St NW",,"Washington, DC 20006",1700,"K St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1423392,"	1501 K ST NW","1501 K St NW",,Washington,DC,20005,"IB Associates LP",,437222,3," 2011, 2017 , 2018","75, 78 , 79",Office,2001,38.90296,-77.035121,1,rooftop,"1501 K St NW",,"Washington, DC 20005",1501,"K St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1423434,"	1725 DESALES ST NW","1725 DeSales St NW",,Washington,DC,20002,"JBG Smith",,81625,7," 2009, 2011 , 2012 , 2014 , 2016 , 2017 , 2018","77, 93 , 91 , 75 , 76 , 76 , 77",Office,1962,38.904975,-77.039723,0.99,rooftop,"1725 Desales St NW",,"Washington, DC 20036",1725,"Desales St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1423464,"	1726 M ST NW","1726 M St NW",,Washington,DC,20002,"Vornado/Charles E. Smith",,108548,3," 2010, 2011 , 2014","81, 84 , 83",Office,1963,38.905479,-76.978773,1,range_interpolation,"1726 M St NE",,"Washington, DC 20002",1726,"M St NE",,,Washington,DC,"District of Columbia",20002,US,"TIGER/Line® from the US Census Bureau"
1423516,"	1825 CONNECTICUT AVENUE","1825 Connecticut Av",,Washington,DC,20009,"JBG Smith",,351341,8," 2008, 2011 , 2012 , 2016 , 2017 , 2018 , 2020 , 2021","85, 97 , 86 , 76 , 85 , 84 , 75 , 85",Office,1957,38.915111,-77.045723,1,rooftop,"1825 Connecticut Ave NW",,"Washington, DC 20009",1825,"Connecticut Ave NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
1423556,"	1875 CONNECTICUT AVE NW","1875 Connecticut Ave NW",,Washington,DC,20037,"JBG Smith",,404202,9," 2008, 2010 , 2012 , 2014 , 2015 , 2016 , 2017 , 2018 , 2021","87, 87 , 88 , 79 , 84 , 83 , 92 , 82 , 75",Office,1961,38.915682,-77.045901,1,rooftop,"1875 Connecticut Ave NW",,"Washington, DC 20009",1875,"Connecticut Ave NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
1423599,"	2099 PENN AVE","2099 Pennsylvania Ave. NW",,Washington,DC,20006,"Paramount Group",,231164,7," 2008, 2009 , 2010 , 2012 , 2015 , 2016 , 2017","75, 75 , 77 , 76 , 88 , 79 , 77",Office,2000,38.901649,-77.046296,1,rooftop,"2099 Pennsylvania Ave NW",,"Washington, DC 20006",2099,"Pennsylvania Ave NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1423627,"	1629 K ST NW","1629 K St NW",,Washington,DC,20002,"JBG Smith",,110784,2," 2011, 2018","83, 77",Office,1963,38.893486,-76.981268,1,range_interpolation,"1629 C St NE",,"Washington, DC 20002",1629,"C St NE",,,Washington,DC,"District of Columbia",20002,US,"TIGER/Line® from the US Census Bureau"
1423975,"	1666 K ST","1666 K St",,Washington,DC,20006,"Vornado/Charles E. Smith","Vornado/Charles E. Smith",294046,2," 2009, 2011","75, 79",Office,1971,38.9022,-77.038025,1,rooftop,"1666 K St NW",,"Washington, DC 20006",1666,"K St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1424750,"	133510 - 601 NEW JERSEY AVENUE","601 New Jersey Avenue",,Washington,DC,20001,"Principal Life Insurance Company","Polinger Company",275283,6," 2008, 2010 , 2012 , 2013 , 2014 , 2018","75, 81 , 88 , 94 , 91 , 78",Office,2001,38.89786,-77.011535,1,rooftop,"601 New Jersey Ave NW",,"Washington, DC 20001",601,"New Jersey Ave NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
1425442,"	700 13TH STREET","700 13th Street",,Washington,DC,20005,"700 Thirteenth Street LLC",Hines,285106,12," 2009, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2020 , 2021 , 2022 , 2023 , 2024","76, 81 , 84 , 76 , 75 , 77 , 76 , 83 , 88 , 83 , 75 , 80",Office,1988,38.898742,-77.030002,1,rooftop,"700 13th St NW",,"Washington, DC 20005",700,"13th St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1427108,"	POTOMAC CENTER SOUTH","550 12TH STREET SW",,"WASHINGTON DC",DC,20024,"Potomac Center CF LLC",,435863,15," 2008, 2010 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","82, 91 , 90 , 89 , 90 , 88 , 86 , 88 , 92 , 84 , 87 , 85 , 86 , 91 , 89",Office,1968,38.883301,-77.027494,1,rooftop,"550 12th St SW",,"Washington, DC 20024",550,"12th St SW",,,Washington,DC,"District of Columbia",20024,US,"Statewide (City of Washington)"
1427938,"	BAEV-LASALLE ONE THOMAS CIRCLE LLC","One Thomas Circle",,Washington,DC,20005,"BAEV LaSalle One Thomas Circle, LLC",,256234,12," 2012, 2013 , 2014 , 2015 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","75, 84 , 76 , 80 , 82 , 82 , 78 , 82 , 87 , 81 , 82 , 76",Office,1982,38.905379,-77.032601,1,rooftop,"1 Thomas Cir NW",,"Washington, DC 20005",1,"Thomas Cir NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1428777,"	SQUARE 742 LLC","1100 New Jersey Avenue, S.E.",,Washington,DC,20003,"William C. Smith & Co.",,303517,5," 2009, 2011 , 2012 , 2013 , 2016","92, 93 , 94 , 90 , 84",Office,2003,38.876959,-77.003945,1,rooftop,"1100 New Jersey Ave SE",,"Washington, DC 20003",1100,"New Jersey Ave SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
1429585,"	VAN NESS CENTER","4301 Connecticut Avenue",,Washington,DC,20008,"Van Ness Center Limited Partnership","Polinger Shannon & Luchs",196350,1," 2012",78,Office,1965,38.944782,-77.063111,1,rooftop,"4301 Connecticut Ave NW",,"Washington, DC 20008",4301,"Connecticut Ave NW",,,Washington,DC,"District of Columbia",20008,US,"Statewide (City of Washington)"
1430954,"	12844 MARLBOROUGH 919","919 18th St, NW",,Washington,DC,20006,"Marlborough 919, Inc","Marlborough 919, Inc",102004,1," 2010",82,Office,1980,38.901891,-77.041306,1,rooftop,"919 18th St NW",,"Washington, DC 20006",919,"18th St NW",,,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
1431050,"	1707 L STREET","1707 L Street, NW",,Washington,DC,20036,"The Tower Companies",,115882,13," 2012, 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","78, 86 , 90 , 90 , 92 , 92 , 93 , 85 , 89 , 86 , 84 , 85 , 90",Office,1960,38.904052,-77.039227,1,rooftop,"1707 L St NW",,"Washington, DC 20036",1707,"L St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1431261,"	1828 L STREET ASSOCIATES","1828 L Street, NW",,Washington,DC,20036,"The Tower Companies",,339039,16," 2009, 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","75, 79 , 86 , 85 , 81 , 85 , 84 , 87 , 87 , 89 , 81 , 86 , 86 , 84 , 87 , 87",Office,1965,38.90352,-77.042942,1,rooftop,"1828 L St NW",,"Washington, DC 20036",1828,"L St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1433767,"	1121 FOURTEENTH STREET NW (NEUROSCIENCE)","1121 14th Street NW",,Washington,DC,20005,"1121 Properties, LLC",Akridge,87159,10," 2008, 2010 , 2012 , 2015 , 2018 , 2020 , 2021 , 2023 , 2024 , 2025","75, 86 , 77 , 76 , 83 , 78 , 87 , 84 , 84 , 84",Office,2006,38.904495,-77.031586,1,rooftop,"1121 14th St NW",,"Washington, DC 20005",1121,"14th St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1434327,"	20 M","20 M Street S.E.",,"Washington D.C.",DC,20036,"Southeast Realty, L.L.C.","Lerner Enterprises",196545,1," 2016",79,Office,2006,38.905794,-77.011324,1,range_interpolation,"20 M St NW",,"Washington, DC 20001",20,"M St NW",,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® from the US Census Bureau"
1435477,"	901 NEW YORK AVENUE","901 New York Ave., NW",,Washington,DC,20001,"Boston Properties Washington Regional Office",,604549,17," 2009, 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","83, 83 , 85 , 82 , 82 , 84 , 85 , 85 , 88 , 89 , 78 , 81 , 88 , 84 , 85 , 85 , 88",Office,2004,38.902124,-77.025282,1,rooftop,"901 New York Ave NW",,"Washington, DC 20001",901,"New York Ave NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
1435721,"	1301 NEW YORK AVE","1301 New York Ave., NW",,Washington,DC,20001,"1301 NEW YORK OWNER LLC","Cushman && Wakefield",207599,7," 2009, 2010 , 2011 , 2012 , 2014 , 2015 , 2016","77, 83 , 85 , 88 , 95 , 89 , 90",Office,1983,38.899979,-77.030341,1,range_interpolation,"1301 New York Ave NW",,"Washington, DC 20530",1301,"New York Ave NW",,,Washington,DC,"District of Columbia",20530,US,"TIGER/Line® from the US Census Bureau"
1436116,"	1330 CONNECTICUT AVE., NW","1330 Connecticut Ave., NW",,Washington,DC,20036,"Boston Properties Washington Regional Office",,335991,17," 2009, 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","75, 76 , 78 , 81 , 83 , 83 , 84 , 81 , 87 , 93 , 86 , 87 , 95 , 91 , 87 , 90 , 90",Office,1984,38.907894,-77.042921,1,rooftop,"1330 Connecticut Ave NW",,"Washington, DC 20036",1330,"Connecticut Ave NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
1436134,"	500 E ST SW - WASHINGTON","500 E Street, SW",,Washington,DC,20024,"Boyd DC II GSA, LLC",,283407,12," 2009, 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2023 , 2024 , 2025","76, 82 , 80 , 85 , 84 , 87 , 87 , 89 , 89 , 76 , 77 , 78",Office,1987,38.882974,-77.018907,1,rooftop,"500 E St SW",,"Washington, DC 20254",500,"E St SW",,,Washington,DC,"District of Columbia",20254,US,"Statewide (City of Washington)"
1436140,"	CAPITAL GALLERY","600 Maryland Ave., SW","Suite 150W",Washington,DC,20024,"Boston Properties Washington Regional Office",,572811,17," 2009, 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","79, 84 , 86 , 90 , 91 , 90 , 89 , 90 , 90 , 90 , 81 , 81 , 80 , 82 , 81 , 75 , 80",Office,1982,38.886053,-77.020701,1,rooftop,"600 Maryland Ave SW",,"Washington, DC 20024",600,"Maryland Ave SW",,,Washington,DC,"District of Columbia",20024,US,"Statewide (City of Washington)"
1436314,"	METROPOLITAN SQUARE","655 15th Street, NW",,Washington,DC,20005,"Boston Properties Washington Regional Office",,718241,16," 2009, 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2019 , 2020 , 2021 , 2022 , 2023 , 2024","93, 85 , 79 , 86 , 81 , 82 , 81 , 86 , 87 , 89 , 81 , 90 , 88 , 90 , 89 , 87",Office,1982,38.897911,-77.033177,1,rooftop,"655 15th St NW",,"Washington, DC 20005",655,"15th St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
1436368,"	MARKET SQUARE NORTH","401 9th Street, NW","Suite 150",Washington,DC,20004,"Boston Properties Washington Regional Office",,475190,16," 2009, 2010 , 2011 , 2012 , 2013 , 2014 , 2015 , 2016 , 2017 , 2018 , 2020 , 2021 , 2022 , 2023 , 2024 , 2025","80, 84 , 85 , 81 , 82 , 82 , 84 , 84 , 83 , 83 , 76 , 77 , 79 , 78 , 80 , 86",Office,2000,38.895455,-77.023646,1,rooftop,"401 9th St NW",,"Washington, DC 20004",401,"9th St NW",,,Washington,DC,"District of Columbia",20004,US,"Statewide (City of Washington)"
