blk2020gj,blk2020ge,blk2010gj,blk2010ge,parea,weight
G11000100001023017,110010001023017,G11000100001004016,110010001004016,1,1
G11000100001023018,110010001023018,G11000100001004020,110010001004020,1,1
G11000100001023019,110010001023019,G11000100001004024,110010001004024,1,1
G11000100001023019,110010001023019,G11000100001004025,110010001004025,0,0
G11000100001023020,110010001023020,G11000100001004029,110010001004029,0.7206215181,0.7206215181
G11000100001023020,110010001023020,G11000100001004030,110010001004030,0.072466922,0.072466922
G11000100001023020,110010001023020,G11000100001004031,110010001004031,0.2069115599,0.2069115599
G11000100001023021,110010001023021,G11000100001004027,110010001004027,0,0
G11000100001023021,110010001023021,G11000100001004029,110010001004029,0.3619709413,0.3619709413
G11000100001023021,110010001023021,G11000100001004033,110010001004033,0.6380290587,0.6380290587
G11000100001023021,110010001023021,G11000100001004034,110010001004034,0,0
G11000100001023022,110010001023022,G11000100001004031,110010001004031,0.252284264,0.252284264
G11000100001023022,110010001023022,G11000100001004032,110010001004032,0.747715736,0.747715736
G11000100001023022,110010001023022,G11000100055002008,110010055002008,0,0
G11000100001023023,110010001023023,G11000100001004019,110010001004019,0,0
G11000100001023023,110010001023023,G11000100001004023,110010001004023,1,1
G11000100001023024,110010001023024,G11000100001004021,110010001004021,0.2033957948,0
G11000100001023024,110010001023024,G11000100001004022,110010001004022,0.7966042052,1
G11000100001023025,110010001023025,G11000100001004044,110010001004044,1,1
G11000100001023026,110010001023026,G11000100001004041,110010001004041,0.3319993997,0.9953533977
G11000100001023026,110010001023026,G11000100001004042,110010001004042,0.6522601837,0
G11000100001023026,110010001023026,G11000100001004043,110010001004043,0.0147399663,0
G11000100001023026,110010001023026,G11000100001004044,110010001004044,0.0009671019,0.0046466023
G11000100001023026,110010001023026,G11000100002024033,110010002024033,0.0000333483,0
G11000100001023026,110010001023026,G11000100056002011,110010056002011,0,0
G11000100001023027,110010001023027,G11000100001004039,110010001004039,0.2580645161,0
G11000100001023027,110010001023027,G11000100001004040,110010001004040,0.5410138249,0.954384902
G11000100001023027,110010001023027,G11000100001004041,110010001004041,0.200921659,0.045615098
G11000100001023027,110010001023027,G11000100056001011,110010056001011,0,0
G11000100001023027,110010001023027,G11000100056002011,110010056002011,0,0
G11000100001023028,110010001023028,G11000100001004027,110010001004027,0.9235464182,0.9235464182
G11000100001023028,110010001023028,G11000100056001011,110010056001011,0.0764535818,0.0764535818
G11000100001023029,110010001023029,G11000100001004026,110010001004026,0,0
G11000100001023029,110010001023029,G11000100001004037,110010001004037,1,1
G11000100001023030,110010001023030,G11000100001004038,110010001004038,0.2672152447,0
G11000100001023030,110010001023030,G11000100001004041,110010001004041,0.1056734517,1
G11000100001023030,110010001023030,G11000100001004042,110010001004042,0.3650931139,0
G11000100001023030,110010001023030,G11000100001004045,110010001004045,0.2620181897,0
G11000100001023031,110010001023031,G11000100001004046,110010001004046,0.9852919822,0.9852919822
G11000100001023031,110010001023031,G11000100002024033,110010002024033,0.0147080178,0.0147080178
G11000100001023032,110010001023032,G11000100001004049,110010001004049,1,1
G11000100001023033,110010001023033,G11000100001004047,110010001004047,0.9954259933,0.9954259933
G11000100001023033,110010001023033,G11000100001004048,110010001004048,0.0008211276,0.0008211276
G11000100001023033,110010001023033,G11000100062021087,110010062021087,0.0035335165,0.0035335165
G11000100001023033,110010001023033,G11000100062021088,110010062021088,0.0002193626,0.0002193626
G11000100001023034,110010001023034,G11000100001004048,110010001004048,0.8627852578,0.8627852578
G11000100001023034,110010001023034,G11000100062021087,110010062021087,0.1372147422,0.1372147422
G11000100001023035,110010001023035,G11000100062021088,110010062021088,1,1
G11000100001023036,110010001023036,G11000100001004047,110010001004047,1,1
G11000100001023037,110010001023037,G11000100001004036,110010001004036,1,1
G11000100002011000,110010002011000,G11000100002011001,110010002011001,1,1
G11000100002011001,110010002011001,G11000100002011001,110010002011001,0.9861471578,0.9968824824
G11000100002011001,110010002011001,G11000100008022010,110010008022010,0.0138528422,0.0031175176
G11000100002011002,110010002011002,G11000100002011001,110010002011001,1,1
G11000100002012000,110010002012000,G11000100002011000,110010002011000,1,1
G11000100002012001,110010002012001,G11000100002011001,110010002011001,1,1
G11000100002012002,110010002012002,G11000100002011001,110010002011001,1,1
G11000100002012003,110010002012003,G11000100002011001,110010002011001,0.5551259956,0.8971502066
G11000100002012003,110010002012003,G11000100002024006,110010002024006,0.4030695421,0.1028497934
G11000100002012003,110010002012003,G11000100002024007,110010002024007,0.0418044622,0
G11000100002012004,110010002012004,G11000100002011001,110010002011001,0.3837084066,0.944254897
G11000100002012004,110010002012004,G11000100002024006,110010002024006,0.1434725923,0.055745103
G11000100002012004,110010002012004,G11000100002024007,110010002024007,0.4524686809,0
G11000100002012004,110010002012004,G11000100008022022,110010008022022,0.0203503203,0
G11000100002021000,110010002021000,G11000100002021000,110010002021000,1,1
G11000100002021001,110010002021001,G11000100002021001,110010002021001,1,1
G11000100002021002,110010002021002,G11000100002021002,110010002021002,1,1
G11000100002021003,110010002021003,G11000100002021003,110010002021003,1,1
G11000100002021004,110010002021004,G11000100002021004,110010002021004,1,1
G11000100002021005,110010002021005,G11000100002021005,110010002021005,1,1
G11000100002021006,110010002021006,G11000100002021006,110010002021006,1,1
G11000100002021007,110010002021007,G11000100002021007,110010002021007,1,1
G11000100002021008,110010002021008,G11000100002021008,110010002021008,1,1
G11000100002021009,110010002021009,G11000100002021009,110010002021009,1,1
G11000100002021010,110010002021010,G11000100002011000,110010002011000,0.0064757744,0.0001037175
G11000100002021010,110010002021010,G11000100002021010,110010002021010,0.9935242256,0.9998962825
G11000100002021011,110010002021011,G11000100002021011,110010002021011,1,1
G11000100002022000,110010002022000,G11000100002022000,110010002022000,1,1
G11000100002022001,110010002022001,G11000100002022001,110010002022001,1,1
G11000100002022002,110010002022002,G11000100002022002,110010002022002,1,1
G11000100002022003,110010002022003,G11000100002022003,110010002022003,1,1
G11000100002022004,110010002022004,G11000100002022004,110010002022004,1,1
G11000100002022005,110010002022005,G11000100002022005,110010002022005,1,1
G11000100002022006,110010002022006,G11000100002022006,110010002022006,1,1
G11000100002022007,110010002022007,G11000100002022007,110010002022007,1,1
G11000100002022008,110010002022008,G11000100002022008,110010002022008,1,1
G11000100002023000,110010002023000,G11000100002023000,110010002023000,1,1
G11000100002023001,110010002023001,G11000100002023001,110010002023001,1,1
G11000100002023002,110010002023002,G11000100002023002,110010002023002,1,1
G11000100002023003,110010002023003,G11000100002023003,110010002023003,1,1
G11000100002023004,110010002023004,G11000100002023004,110010002023004,1,1
G11000100002023005,110010002023005,G11000100002023005,110010002023005,1,1
G11000100002023006,110010002023006,G11000100002023006,110010002023006,1,1
G11000100002023007,110010002023007,G11000100002023007,110010002023007,1,1
G11000100002023008,110010002023008,G11000100002023008,110010002023008,1,1
G11000100002023009,110010002023009,G11000100002023009,110010002023009,0.4131929825,0.2831858407
G11000100002023009,110010002023009,G11000100002023010,110010002023010,0.5868070175,0.7168141593
G11000100002023010,110010002023010,G11000100002023011,110010002023011,1,1
G11000100002023011,110010002023011,G11000100002023012,110010002023012,1,1
G11000100002023012,110010002023012,G11000100002023013,110010002023013,1,1
G11000100002024000,110010002024000,G11000100002024000,110010002024000,1,1
G11000100002024001,110010002024001,G11000100002024001,110010002024001,1,1
G11000100002024002,110010002024002,G11000100002024001,110010002024001,1,1
G11000100002024003,110010002024003,G11000100002024002,110010002024002,1,1
G11000100002024004,110010002024004,G11000100002024003,110010002024003,1,1
G11000100002024005,110010002024005,G11000100002024004,110010002024004,1,1
G11000100002024006,110010002024006,G11000100002024005,110010002024005,1,1
G11000100002024007,110010002024007,G11000100002024006,110010002024006,1,1
G11000100002024008,110010002024008,G11000100002024006,110010002024006,1,1
G11000100002024009,110010002024009,G11000100002024016,110010002024016,0.0743770211,0.0743770211
G11000100002024009,110010002024009,G11000100002024017,110010002024017,0.9256229789,0.9256229789
G11000100002024010,110010002024010,G11000100002011001,110010002011001,0.0157390881,0.1346991386
G11000100002024010,110010002024010,G11000100002024006,110010002024006,0.6378387149,0.8618783532
G11000100002024010,110010002024010,G11000100002024007,110010002024007,0.2010384553,0
G11000100002024010,110010002024010,G11000100002024008,110010002024008,0.0686354048,0
G11000100002024010,110010002024010,G11000100002024009,110010002024009,0,0
G11000100002024010,110010002024010,G11000100002024012,110010002024012,0.0342365731,0.0034225082
G11000100002024010,110010002024010,G11000100008022022,110010008022022,0.0425117638,0
G11000100002024011,110010002024011,G11000100002024008,110010002024008,0.9609511344,0.9609511344
G11000100002024011,110010002024011,G11000100008021017,110010008021017,0.0390488656,0.0390488656
G11000100002024012,110010002024012,G11000100002024009,110010002024009,0.9839191689,0.9839191689
G11000100002024012,110010002024012,G11000100008021017,110010008021017,0.0160808311,0.0160808311
G11000100002024013,110010002024013,G11000100002024025,110010002024025,0.3923058824,0.1196911197
G11000100002024013,110010002024013,G11000100002024026,110010002024026,0.6076941176,0.8803088803
G11000100002024014,110010002024014,G11000100002024024,110010002024024,1,1
G11000100002024015,110010002024015,G11000100002024015,110010002024015,0.4396815677,0.4396815677
G11000100002024015,110010002024015,G11000100002024034,110010002024034,0.5603184323,0.5603184323
G11000100002024016,110010002024016,G11000100002024013,110010002024013,0.2049149338,0.2049149338
G11000100002024016,110010002024016,G11000100002024014,110010002024014,0.7950850662,0.7950850662
G11000100002024017,110010002024017,G11000100002024012,110010002024012,1,1
G11000100002024018,110010002024018,G11000100002024010,110010002024010,0,0
G11000100002024018,110010002024018,G11000100002024011,110010002024011,1,1
G11000100002024019,110010002024019,G11000100002024018,110010002024018,1,1
G11000100002024020,110010002024020,G11000100002024019,110010002024019,1,1
G11000100002024021,110010002024021,G11000100002024020,110010002024020,1,1
G11000100002024022,110010002024022,G11000100002024021,110010002024021,1,1
G11000100002024023,110010002024023,G11000100002024021,110010002024021,0.3631178707,0
G11000100002024023,110010002024023,G11000100002024022,110010002024022,0.6266159696,0
G11000100002024023,110010002024023,G11000100002024032,110010002024032,0.0102661597,1
G11000100002024024,110010002024024,G11000100002024030,110010002024030,1,1
G11000100002024025,110010002024025,G11000100002024029,110010002024029,0.2255389718,0.6276820661
G11000100002024025,110010002024025,G11000100002024032,110010002024032,0.7744610282,0.3723179339
G11000100002024026,110010002024026,G11000100002024023,110010002024023,0.5247315879,0.494011976
G11000100002024026,110010002024026,G11000100002024027,110010002024027,0.088566585,0.1871257485
G11000100002024026,110010002024026,G11000100002024028,110010002024028,0.0849124129,0.1526946108
G11000100002024026,110010002024026,G11000100002024031,110010002024031,0.3017894142,0.1661676647
G11000100002024027,110010002024027,G11000100002024029,110010002024029,1,1
G11000100003001000,110010003001000,G11000100003001000,110010003001000,1,1
G11000100003001001,110010003001001,G11000100003001001,110010003001001,1,1
G11000100003001002,110010003001002,G11000100003001002,110010003001002,1,1
G11000100003001003,110010003001003,G11000100003001003,110010003001003,0.6041505043,0.6051873199
G11000100003001003,110010003001003,G11000100003001004,110010003001004,0.3958494957,0.3948126801
G11000100003001004,110010003001004,G11000100003001005,110010003001005,1,1
G11000100003001005,110010003001005,G11000100003001006,110010003001006,1,1
G11000100003001006,110010003001006,G11000100003001007,110010003001007,1,1
G11000100003001007,110010003001007,G11000100003001008,110010003001008,1,1
G11000100003001008,110010003001008,G11000100003001009,110010003001009,1,1
G11000100003001009,110010003001009,G11000100003001010,110010003001010,1,1
G11000100003001010,110010003001010,G11000100003001011,110010003001011,1,1
G11000100003001011,110010003001011,G11000100003001012,110010003001012,1,1
G11000100003002000,110010003002000,G11000100003002000,110010003002000,1,1
G11000100003002001,110010003002001,G11000100003002001,110010003002001,1,1
G11000100003002002,110010003002002,G11000100003002002,110010003002002,1,1
G11000100003002003,110010003002003,G11000100003002003,110010003002003,1,1
G11000100003002004,110010003002004,G11000100003002004,110010003002004,1,1
G11000100003002005,110010003002005,G11000100003002005,110010003002005,1,1
G11000100003002006,110010003002006,G11000100003002006,110010003002006,1,1
G11000100003003000,110010003003000,G11000100003003000,110010003003000,1,1
G11000100003003001,110010003003001,G11000100003003001,110010003003001,0.8420552759,1
G11000100003003001,110010003003001,G11000100008013025,110010008013025,0.0797891538,0
G11000100003003001,110010003003001,G11000100008022000,110010008022000,0.0781555703,0
G11000100003003002,110010003003002,G11000100003003002,110010003003002,0.4893170172,0.3313953488
G11000100003003002,110010003003002,G11000100003003005,110010003003005,0.5106829828,0.6686046512
G11000100003003003,110010003003003,G11000100003003006,110010003003006,0.8701550906,1
G11000100003003003,110010003003003,G11000100008022012,110010008022012,0.1298449094,0
G11000100003003004,110010003003004,G11000100003003008,110010003003008,1,1
G11000100003003005,110010003003005,G11000100003003003,110010003003003,0.8213750407,0.8510028653
G11000100003003005,110010003003005,G11000100003003004,110010003003004,0.0359074617,0.0945558739
G11000100003003005,110010003003005,G11000100003003007,110010003003007,0.1427174976,0.0544412607
G11000100003003006,110010003003006,G11000100003003010,110010003003010,1,1
G11000100003003007,110010003003007,G11000100003003011,110010003003011,1,1
G11000100003003008,110010003003008,G11000100003003012,110010003003012,1,1
G11000100003003009,110010003003009,G11000100003003009,110010003003009,1,1
G11000100003003010,110010003003010,G11000100003003013,110010003003013,1,1
G11000100003004000,110010003004000,G11000100003004000,110010003004000,1,1
G11000100003004001,110010003004001,G11000100003004001,110010003004001,1,1
G11000100003004002,110010003004002,G11000100003004002,110010003004002,1,1
G11000100003004003,110010003004003,G11000100003004003,110010003004003,1,1
G11000100003004004,110010003004004,G11000100003004004,110010003004004,1,1
G11000100003004005,110010003004005,G11000100003004005,110010003004005,1,1
G11000100003004006,110010003004006,G11000100003004006,110010003004006,1,1
G11000100003004007,110010003004007,G11000100003004007,110010003004007,1,1
G11000100003004008,110010003004008,G11000100003004008,110010003004008,1,1
G11000100003004009,110010003004009,G11000100003004009,110010003004009,1,1
G11000100003004010,110010003004010,G11000100003004010,110010003004010,1,1
G11000100003004011,110010003004011,G11000100003004011,110010003004011,1,1
G11000100004001000,110010004001000,G11000100004001000,110010004001000,1,1
G11000100004001001,110010004001001,G11000100004001002,110010004001002,1,1
G11000100004001002,110010004001002,G11000100004001003,110010004001003,1,1
G11000100004001003,110010004001003,G11000100004001001,110010004001001,0.0508581524,0.0508581524
G11000100004001003,110010004001003,G11000100004001005,110010004001005,0.9491418476,0.9491418476
G11000100004001004,110010004001004,G11000100004001004,110010004001004,1,1
G11000100004001005,110010004001005,G11000100004001014,110010004001014,1,1
G11000100004001006,110010004001006,G11000100004001013,110010004001013,1,1
G11000100004001007,110010004001007,G11000100004001011,110010004001011,0.5032744389,0.2820512821
G11000100004001007,110010004001007,G11000100004001012,110010004001012,0.4967255611,0.7179487179
G11000100004001008,110010004001008,G11000100004001010,110010004001010,1,1
G11000100004001009,110010004001009,G11000100004001009,110010004001009,1,1
G11000100004001010,110010004001010,G11000100004001008,110010004001008,1,1
G11000100004001011,110010004001011,G11000100004001007,110010004001007,1,1
G11000100004001012,110010004001012,G11000100004001006,110010004001006,1,1
G11000100004001013,110010004001013,G11000100004001019,110010004001019,1,1
G11000100004001014,110010004001014,G11000100004001018,110010004001018,1,1
G11000100004001015,110010004001015,G11000100004001017,110010004001017,1,1
G11000100004001016,110010004001016,G11000100004001017,110010004001017,1,1
G11000100004001017,110010004001017,G11000100004001016,110010004001016,1,1
G11000100004001018,110010004001018,G11000100004001015,110010004001015,1,1
G11000100004001019,110010004001019,G11000100004001020,110010004001020,1,1
G11000100004001020,110010004001020,G11000100004001021,110010004001021,1,1
G11000100004002000,110010004002000,G11000100004002002,110010004002002,1,1
G11000100004002001,110010004002001,G11000100004002000,110010004002000,1,1
G11000100004002002,110010004002002,G11000100004002001,110010004002001,1,1
G11000100004002003,110010004002003,G11000100004002003,110010004002003,1,1
G11000100004002004,110010004002004,G11000100004002004,110010004002004,0.7305097794,0.6097560976
G11000100004002004,110010004002004,G11000100004002005,110010004002005,0.2694902206,0.3902439024
G11000100004002005,110010004002005,G11000100004002006,110010004002006,1,1
G11000100004002006,110010004002006,G11000100004002007,110010004002007,1,1
G11000100004002007,110010004002007,G11000100004002008,110010004002008,1,1
G11000100004002008,110010004002008,G11000100004002009,110010004002009,1,1
G11000100004002009,110010004002009,G11000100004002010,110010004002010,0.2648270818,0.1875
G11000100004002009,110010004002009,G11000100004002018,110010004002018,0.0244568297,0
G11000100004002009,110010004002009,G11000100004002019,110010004002019,0.5617241344,0.8125
G11000100004002009,110010004002009,G11000100004002020,110010004002020,0.1489919542,0
G11000100004002010,110010004002010,G11000100004002027,110010004002027,1,1
G11000100004002011,110010004002011,G11000100004002028,110010004002028,1,1
G11000100004002012,110010004002012,G11000100004002029,110010004002029,1,1
G11000100004002013,110010004002013,G11000100004002030,110010004002030,1,1
G11000100004002014,110010004002014,G11000100004002017,110010004002017,1,1
G11000100004002015,110010004002015,G11000100001001000,110010001001000,0.0789908483,0.2465224013
G11000100004002015,110010004002015,G11000100004002016,110010004002016,0.9210091517,0.7534775987
G11000100004002016,110010004002016,G11000100004002011,110010004002011,1,1
G11000100004002017,110010004002017,G11000100004002012,110010004002012,1,1
G11000100004002018,110010004002018,G11000100004002013,110010004002013,0.6390338633,0.75
G11000100004002018,110010004002018,G11000100004002014,110010004002014,0.3609661367,0.25
G11000100004002019,110010004002019,G11000100004002021,110010004002021,0.0320304333,0.1891891892
G11000100004002019,110010004002019,G11000100004002022,110010004002022,0.1358462075,0
G11000100004002019,110010004002019,G11000100004002023,110010004002023,0.8321233593,0.8108108108
G11000100004002020,110010004002020,G11000100004002025,110010004002025,1,1
G11000100004002021,110010004002021,G11000100004002026,110010004002026,1,1
G11000100004002022,110010004002022,G11000100001001000,110010001001000,1,1
G11000100004002023,110010004002023,G11000100004002015,110010004002015,1,1
G11000100005011000,110010005011000,G11000100005011001,110010005011001,0.0055926518,0
G11000100005011000,110010005011000,G11000100005011002,110010005011002,0.1775541553,0
G11000100005011000,110010005011000,G11000100005011003,110010005011003,0.0059249506,0
G11000100005011000,110010005011000,G11000100005011004,110010005011004,0.8074192503,1
G11000100005011000,110010005011000,G11000100005011008,110010005011008,0.0035089919,0
G11000100005011001,110010005011001,G11000100005011006,110010005011006,1,1
G11000100005011002,110010005011002,G11000100005011005,110010005011005,1,1
G11000100005011003,110010005011003,G11000100027023006,110010027023006,1,1
G11000100005011004,110010005011004,G11000100005011007,110010005011007,1,1
G11000100005011005,110010005011005,G11000100027023005,110010027023005,0.0018461084,0.0018461084
G11000100005011005,110010005011005,G11000100027023018,110010027023018,0.0076059666,0.0076059666
G11000100005011005,110010005011005,G11000100027023019,110010027023019,0.2244129375,0.2244129375
G11000100005011005,110010005011005,G11000100027023020,110010027023020,0.0573032048,0.0573032048
G11000100005011005,110010005011005,G11000100039002007,110010039002007,0.7088317826,0.7088317826
G11000100005011006,110010005011006,G11000100005011014,110010005011014,1,1
G11000100005011006,110010005011006,G11000100039002008,110010039002008,0,0
G11000100005011007,110010005011007,G11000100005011013,110010005011013,1,1
G11000100005011007,110010005011007,G11000100040013010,110010040013010,0,0
G11000100005011008,110010005011008,G11000100005011009,110010005011009,1,1
G11000100005011009,110010005011009,G11000100005011010,110010005011010,1,1
G11000100005011010,110010005011010,G11000100005011011,110010005011011,1,1
G11000100005011011,110010005011011,G11000100005011012,110010005011012,1,1
G11000100005012000,110010005012000,G11000100005012000,110010005012000,1,1
G11000100005013000,110010005013000,G11000100005012000,110010005012000,1,1
G11000100005013001,110010005013001,G11000100005012003,110010005012003,1,1
G11000100005013002,110010005013002,G11000100005012002,110010005012002,0.7457743374,0.7457743374
G11000100005013002,110010005013002,G11000100005012004,110010005012004,0.2542256626,0.2542256626
G11000100005013003,110010005013003,G11000100005012001,110010005012001,1,1
G11000100005013004,110010005013004,G11000100004002024,110010004002024,0.0118861066,0
G11000100005013004,110010005013004,G11000100005012001,110010005012001,0.9877194666,1
G11000100005013004,110010005013004,G11000100041002007,110010041002007,0.0003944269,0
G11000100005013005,110010005013005,G11000100005012005,110010005012005,1,1
G11000100005013005,110010005013005,G11000100041002000,110010041002000,0,0
G11000100005021000,110010005021000,G11000100005021000,110010005021000,1,1
G11000100005021001,110010005021001,G11000100005021001,110010005021001,1,1
G11000100005021002,110010005021002,G11000100005021002,110010005021002,1,1
G11000100005021003,110010005021003,G11000100005021003,110010005021003,0.9628729175,1
G11000100005021003,110010005021003,G11000100005021004,110010005021004,0.0371270825,0
G11000100005021004,110010005021004,G11000100005021005,110010005021005,1,1
G11000100005021005,110010005021005,G11000100005021006,110010005021006,1,1
G11000100005021006,110010005021006,G11000100005021007,110010005021007,1,1
G11000100005021007,110010005021007,G11000100005021008,110010005021008,0.9917554871,0.9692307692
G11000100005021007,110010005021007,G11000100005021009,110010005021009,0.0082445129,0.0307692308
G11000100005021008,110010005021008,G11000100005021010,110010005021010,1,1
G11000100005021009,110010005021009,G11000100005021011,110010005021011,1,1
G11000100005021010,110010005021010,G11000100005021012,110010005021012,1,1
G11000100005021011,110010005021011,G11000100005021013,110010005021013,1,1
G11000100005021012,110010005021012,G11000100005021014,110010005021014,1,1
G11000100005022000,110010005022000,G11000100005022000,110010005022000,1,1
G11000100005022001,110010005022001,G11000100005022001,110010005022001,1,1
G11000100005022002,110010005022002,G11000100005022002,110010005022002,1,1
G11000100005022003,110010005022003,G11000100005022003,110010005022003,0.9639976497,1
G11000100005022003,110010005022003,G11000100005022004,110010005022004,0.0360023503,0
G11000100005022004,110010005022004,G11000100005022005,110010005022005,1,1
G11000100005022005,110010005022005,G11000100005022006,110010005022006,1,1
G11000100006001000,110010006001000,G11000100006001000,110010006001000,1,1
G11000100006001001,110010006001001,G11000100006001001,110010006001001,1,1
G11000100006001002,110010006001002,G11000100006001001,110010006001001,1,1
G11000100006001003,110010006001003,G11000100006001003,110010006001003,1,1
G11000100006001004,110010006001004,G11000100006001001,110010006001001,1,1
G11000100006001005,110010006001005,G11000100006001004,110010006001004,1,1
G11000100006001006,110010006001006,G11000100006001005,110010006001005,1,1
G11000100006002000,110010006002000,G11000100006002000,110010006002000,1,1
G11000100006002001,110010006002001,G11000100006002001,110010006002001,0.2732876871,0.5150905433
G11000100006002001,110010006002001,G11000100006002002,110010006002002,0.7267123129,0.4849094567
G11000100006002002,110010006002002,G11000100006002003,110010006002003,1,1
G11000100006002003,110010006002003,G11000100006002004,110010006002004,1,1
G11000100006002004,110010006002004,G11000100006002005,110010006002005,0.6965854563,0.6578249337
G11000100006002004,110010006002004,G11000100006002006,110010006002006,0.3034145437,0.3421750663
G11000100006002005,110010006002005,G11000100006002007,110010006002007,1,1
G11000100006002006,110010006002006,G11000100006002008,110010006002008,1,1
G11000100006002007,110010006002007,G11000100006002009,110010006002009,1,1
G11000100006003000,110010006003000,G11000100006003000,110010006003000,1,1
G11000100006003001,110010006003001,G11000100006003001,110010006003001,1,1
G11000100006003002,110010006003002,G11000100006003002,110010006003002,1,1
G11000100006003003,110010006003003,G11000100006003003,110010006003003,1,1
G11000100006003004,110010006003004,G11000100006003004,110010006003004,1,1
G11000100006003005,110010006003005,G11000100006003005,110010006003005,1,1
G11000100006003006,110010006003006,G11000100006003006,110010006003006,1,1
G11000100006003007,110010006003007,G11000100006003007,110010006003007,1,1
G11000100006003008,110010006003008,G11000100006003008,110010006003008,1,1
G11000100006004000,110010006004000,G11000100006004000,110010006004000,0.4430407639,0.653968254
G11000100006004000,110010006004000,G11000100006004001,110010006004001,0.5569592361,0.346031746
G11000100006004001,110010006004001,G11000100006004009,110010006004009,1,1
G11000100006004002,110010006004002,G11000100006004002,110010006004002,1,1
G11000100006004003,110010006004003,G11000100006004003,110010006004003,1,1
G11000100006004004,110010006004004,G11000100006004004,110010006004004,1,1
G11000100006004005,110010006004005,G11000100006004005,110010006004005,1,1
