blk2020gj,blk2020ge,blk2010gj,blk2010ge,parea,weight
G11000100020012012,110010020012012,G11000100020012012,110010020012012,1,1
G11000100020012013,110010020012013,G11000100020012013,110010020012013,1,1
G11000100020012014,110010020012014,G11000100020012010,110010020012010,1,1
G11000100020012015,110010020012015,G11000100020012009,110010020012009,1,1
G11000100020012016,110010020012016,G11000100020012005,110010020012005,1,1
G11000100020012017,110010020012017,G11000100020012007,110010020012007,1,1
G11000100020012018,110010020012018,G11000100020012008,110010020012008,1,1
G11000100020012019,110010020012019,G11000100020012014,110010020012014,0.9863280185,1
G11000100020012019,110010020012019,G11000100020012015,110010020012015,0.0136719815,0
G11000100020012020,110010020012020,G11000100020012010,110010020012010,1,1
G11000100020021000,110010020021000,G11000100020021000,110010020021000,1,1
G11000100020021001,110010020021001,G11000100020021001,110010020021001,1,1
G11000100020021002,110010020021002,G11000100020021002,110010020021002,1,1
G11000100020021003,110010020021003,G11000100020021003,110010020021003,1,1
G11000100020021004,110010020021004,G11000100020021004,110010020021004,1,1
G11000100020021005,110010020021005,G11000100020021005,110010020021005,1,1
G11000100020021006,110010020021006,G11000100020021006,110010020021006,1,1
G11000100020021007,110010020021007,G11000100020021007,110010020021007,1,1
G11000100020021008,110010020021008,G11000100020021008,110010020021008,1,1
G11000100020021009,110010020021009,G11000100020021009,110010020021009,1,1
G11000100020021010,110010020021010,G11000100020021010,110010020021010,1,1
G11000100020021011,110010020021011,G11000100020021011,110010020021011,1,1
G11000100020021012,110010020021012,G11000100020021012,110010020021012,0.9780986868,1
G11000100020021012,110010020021012,G11000100020021013,110010020021013,0.0219013132,0
G11000100020021013,110010020021013,G11000100020021014,110010020021014,0.9144211577,0
G11000100020021013,110010020021013,G11000100020021017,110010020021017,0.0855788423,1
G11000100020021014,110010020021014,G11000100020021015,110010020021015,1,1
G11000100020021015,110010020021015,G11000100020021016,110010020021016,1,1
G11000100020021016,110010020021016,G11000100020021018,110010020021018,0.0515475913,0
G11000100020021016,110010020021016,G11000100020021019,110010020021019,0.9484524087,1
G11000100020021017,110010020021017,G11000100020021020,110010020021020,1,1
G11000100020021018,110010020021018,G11000100020021021,110010020021021,1,1
G11000100020021019,110010020021019,G11000100020021022,110010020021022,1,1
G11000100020021020,110010020021020,G11000100020021023,110010020021023,1,1
G11000100020021021,110010020021021,G11000100020021024,110010020021024,1,1
G11000100020021022,110010020021022,G11000100020021025,110010020021025,1,1
G11000100020021023,110010020021023,G11000100020021026,110010020021026,1,1
G11000100020022000,110010020022000,G11000100020022000,110010020022000,1,1
G11000100020022001,110010020022001,G11000100020022001,110010020022001,1,1
G11000100020022002,110010020022002,G11000100020022002,110010020022002,1,1
G11000100020022003,110010020022003,G11000100020022003,110010020022003,1,1
G11000100020022004,110010020022004,G11000100020022004,110010020022004,1,1
G11000100020022005,110010020022005,G11000100020022005,110010020022005,1,1
G11000100020023000,110010020023000,G11000100020023000,110010020023000,1,1
G11000100020023001,110010020023001,G11000100020023001,110010020023001,1,1
G11000100020023002,110010020023002,G11000100020023002,110010020023002,1,1
G11000100020023003,110010020023003,G11000100020023003,110010020023003,1,1
G11000100020023004,110010020023004,G11000100020023004,110010020023004,1,1
G11000100020023005,110010020023005,G11000100020023005,110010020023005,1,1
G11000100020023006,110010020023006,G11000100020023006,110010020023006,1,1
G11000100020023007,110010020023007,G11000100020023007,110010020023007,1,1
G11000100020023008,110010020023008,G11000100020023008,110010020023008,1,1
G11000100020023009,110010020023009,G11000100020023009,110010020023009,1,1
G11000100020023010,110010020023010,G11000100020023010,110010020023010,1,1
G11000100020023011,110010020023011,G11000100020023011,110010020023011,1,1
G11000100020023012,110010020023012,G11000100020023012,110010020023012,1,1
G11000100020023013,110010020023013,G11000100020023013,110010020023013,1,1
G11000100021011000,110010021011000,G11000100021011000,110010021011000,1,1
G11000100021011001,110010021011001,G11000100021011001,110010021011001,0.0184767913,0
G11000100021011001,110010021011001,G11000100021011007,110010021011007,0.9815232087,1
G11000100021011002,110010021011002,G11000100021011001,110010021011001,1,1
G11000100021011003,110010021011003,G11000100021011002,110010021011002,1,1
G11000100021011004,110010021011004,G11000100021011003,110010021011003,1,1
G11000100021011005,110010021011005,G11000100021011004,110010021011004,1,1
G11000100021011006,110010021011006,G11000100021011005,110010021011005,1,1
G11000100021011007,110010021011007,G11000100021011006,110010021011006,1,1
G11000100021011008,110010021011008,G11000100021011009,110010021011009,1,1
G11000100021011009,110010021011009,G11000100021011010,110010021011010,1,1
G11000100021011010,110010021011010,G11000100021011011,110010021011011,1,1
G11000100021011011,110010021011011,G11000100021011008,110010021011008,1,1
G11000100021011012,110010021011012,G11000100021011012,110010021011012,1,1
G11000100021012000,110010021012000,G11000100021012000,110010021012000,1,1
G11000100021012001,110010021012001,G11000100021012001,110010021012001,1,1
G11000100021012002,110010021012002,G11000100021012002,110010021012002,1,1
G11000100021012003,110010021012003,G11000100021012003,110010021012003,1,1
G11000100021013000,110010021013000,G11000100021013000,110010021013000,1,1
G11000100021013001,110010021013001,G11000100021013001,110010021013001,1,1
G11000100021013002,110010021013002,G11000100021013002,110010021013002,1,1
G11000100021013003,110010021013003,G11000100021013003,110010021013003,1,1
G11000100021013004,110010021013004,G11000100021013004,110010021013004,1,1
G11000100021013005,110010021013005,G11000100021013005,110010021013005,1,1
G11000100021014000,110010021014000,G11000100021014000,110010021014000,1,1
G11000100021014001,110010021014001,G11000100021014001,110010021014001,1,1
G11000100021014002,110010021014002,G11000100021014002,110010021014002,1,1
G11000100021014003,110010021014003,G11000100021014003,110010021014003,1,1
G11000100021014004,110010021014004,G11000100021014004,110010021014004,1,1
G11000100021014005,110010021014005,G11000100021014005,110010021014005,0.9799000102,0
G11000100021014005,110010021014005,G11000100021014008,110010021014008,0.0200999898,1
G11000100021014006,110010021014006,G11000100021014007,110010021014007,1,1
G11000100021014007,110010021014007,G11000100021014006,110010021014006,1,1
G11000100021014008,110010021014008,G11000100021014009,110010021014009,1,1
G11000100021015000,110010021015000,G11000100021015000,110010021015000,1,1
G11000100021015001,110010021015001,G11000100021015001,110010021015001,1,1
G11000100021015002,110010021015002,G11000100021015002,110010021015002,1,1
G11000100021015003,110010021015003,G11000100021015003,110010021015003,1,1
G11000100021015004,110010021015004,G11000100021015004,110010021015004,1,1
G11000100021015005,110010021015005,G11000100021015005,110010021015005,1,1
G11000100021021000,110010021021000,G11000100021021000,110010021021000,1,1
G11000100021021001,110010021021001,G11000100021021001,110010021021001,1,1
G11000100021021002,110010021021002,G11000100021021002,110010021021002,1,1
G11000100021021003,110010021021003,G11000100021021003,110010021021003,1,1
G11000100021021004,110010021021004,G11000100021021004,110010021021004,1,1
G11000100021021005,110010021021005,G11000100021021005,110010021021005,1,1
G11000100021021006,110010021021006,G11000100021021006,110010021021006,0.0284296349,0
G11000100021021006,110010021021006,G11000100021021007,110010021021007,0.9715703651,1
G11000100021021007,110010021021007,G11000100021021016,110010021021016,1,1
G11000100021021008,110010021021008,G11000100021021008,110010021021008,1,1
G11000100021021009,110010021021009,G11000100021021009,110010021021009,1,1
G11000100021021010,110010021021010,G11000100021021010,110010021021010,1,1
G11000100021021011,110010021021011,G11000100021021011,110010021021011,1,1
G11000100021021012,110010021021012,G11000100021021012,110010021021012,1,1
G11000100021021013,110010021021013,G11000100021021013,110010021021013,1,1
G11000100021021014,110010021021014,G11000100021021014,110010021021014,1,1
G11000100021021015,110010021021015,G11000100021021015,110010021021015,1,1
G11000100021022000,110010021022000,G11000100021022000,110010021022000,0.9881033055,1
G11000100021022000,110010021022000,G11000100021022001,110010021022001,0.0118966945,0
G11000100021022001,110010021022001,G11000100021022002,110010021022002,1,1
G11000100021022002,110010021022002,G11000100021022003,110010021022003,1,1
G11000100021022003,110010021022003,G11000100021022004,110010021022004,1,1
G11000100021022004,110010021022004,G11000100021022005,110010021022005,1,1
G11000100021022005,110010021022005,G11000100021022006,110010021022006,1,1
G11000100021022006,110010021022006,G11000100021022007,110010021022007,1,1
G11000100021022007,110010021022007,G11000100021022008,110010021022008,1,1
G11000100021022008,110010021022008,G11000100021022009,110010021022009,1,1
G11000100021023000,110010021023000,G11000100021023000,110010021023000,1,1
G11000100021023001,110010021023001,G11000100021023001,110010021023001,1,1
G11000100021023002,110010021023002,G11000100021023002,110010021023002,1,1
G11000100021023003,110010021023003,G11000100021023003,110010021023003,1,1
G11000100021023004,110010021023004,G11000100021023004,110010021023004,1,1
G11000100021023005,110010021023005,G11000100021023005,110010021023005,1,1
G11000100021024000,110010021024000,G11000100021024000,110010021024000,1,1
G11000100021024001,110010021024001,G11000100021024001,110010021024001,1,1
G11000100021024002,110010021024002,G11000100021024002,110010021024002,1,1
G11000100021024003,110010021024003,G11000100021024004,110010021024004,1,1
G11000100021024004,110010021024004,G11000100021024003,110010021024003,0.9804622349,0.9691358025
G11000100021024004,110010021024004,G11000100021024006,110010021024006,0.0195377651,0.0308641975
G11000100021024005,110010021024005,G11000100021024005,110010021024005,0.9552175149,1
G11000100021024005,110010021024005,G11000100021026007,110010021026007,0.0447824851,0
G11000100021024006,110010021024006,G11000100021024007,110010021024007,1,1
G11000100021024007,110010021024007,G11000100021024008,110010021024008,1,1
G11000100021024008,110010021024008,G11000100021024009,110010021024009,1,1
G11000100021025000,110010021025000,G11000100021025000,110010021025000,1,1
G11000100021025001,110010021025001,G11000100021025001,110010021025001,1,1
G11000100021025002,110010021025002,G11000100021025002,110010021025002,1,1
G11000100021025003,110010021025003,G11000100021025003,110010021025003,1,1
G11000100021025004,110010021025004,G11000100021025004,110010021025004,1,1
G11000100021025005,110010021025005,G11000100021025005,110010021025005,1,1
G11000100021026000,110010021026000,G11000100021026000,110010021026000,1,1
G11000100021026001,110010021026001,G11000100021026001,110010021026001,0.0639664616,0
G11000100021026001,110010021026001,G11000100021026002,110010021026002,0.9360335384,1
G11000100021026002,110010021026002,G11000100021026003,110010021026003,1,1
G11000100021026003,110010021026003,G11000100021026004,110010021026004,1,1
G11000100021026004,110010021026004,G11000100021026005,110010021026005,1,1
G11000100021026005,110010021026005,G11000100021026006,110010021026006,1,1
G11000100021026006,110010021026006,G11000100021026009,110010021026009,1,1
G11000100021026007,110010021026007,G11000100021026008,110010021026008,1,1
G11000100022011000,110010022011000,G11000100022011000,110010022011000,1,1
G11000100022011001,110010022011001,G11000100022011001,110010022011001,1,1
G11000100022011002,110010022011002,G11000100022011002,110010022011002,1,1
G11000100022011003,110010022011003,G11000100022011003,110010022011003,0.9627922662,0.9835390947
G11000100022011003,110010022011003,G11000100022011010,110010022011010,0.0372077338,0.0164609053
G11000100022011004,110010022011004,G11000100022011004,110010022011004,0.9685257207,1
G11000100022011004,110010022011004,G11000100022011005,110010022011005,0.0314742793,0
G11000100022011005,110010022011005,G11000100022011006,110010022011006,1,1
G11000100022011006,110010022011006,G11000100022011007,110010022011007,1,1
G11000100022011007,110010022011007,G11000100022011008,110010022011008,1,1
G11000100022011008,110010022011008,G11000100022011009,110010022011009,1,1
G11000100022011009,110010022011009,G11000100022011011,110010022011011,1,1
G11000100022012000,110010022012000,G11000100022012000,110010022012000,1,1
G11000100022012001,110010022012001,G11000100022012001,110010022012001,1,1
G11000100022012002,110010022012002,G11000100022012002,110010022012002,1,1
G11000100022012003,110010022012003,G11000100022012003,110010022012003,1,1
G11000100022012004,110010022012004,G11000100022012004,110010022012004,1,1
G11000100022012005,110010022012005,G11000100022012005,110010022012005,1,1
G11000100022012006,110010022012006,G11000100022012006,110010022012006,1,1
G11000100022012007,110010022012007,G11000100022012007,110010022012007,1,1
G11000100022012008,110010022012008,G11000100022012008,110010022012008,1,1
G11000100022012009,110010022012009,G11000100022012009,110010022012009,1,1
G11000100022012010,110010022012010,G11000100022012010,110010022012010,1,1
G11000100022012011,110010022012011,G11000100022012011,110010022012011,1,1
G11000100022012012,110010022012012,G11000100022012012,110010022012012,1,1
G11000100022012013,110010022012013,G11000100022012013,110010022012013,1,1
G11000100022012014,110010022012014,G11000100022012014,110010022012014,1,1
G11000100022012015,110010022012015,G11000100022012015,110010022012015,1,1
G11000100022013000,110010022013000,G11000100022013000,110010022013000,1,1
G11000100022013001,110010022013001,G11000100022013001,110010022013001,1,1
G11000100022013002,110010022013002,G11000100022013002,110010022013002,1,1
G11000100022013003,110010022013003,G11000100022013003,110010022013003,1,1
G11000100022013004,110010022013004,G11000100022013004,110010022013004,0.9491974092,1
G11000100022013004,110010022013004,G11000100022013005,110010022013005,0.0508025908,0
G11000100022013005,110010022013005,G11000100022013007,110010022013007,1,1
G11000100022013006,110010022013006,G11000100022013006,110010022013006,1,1
G11000100022021000,110010022021000,G11000100022021000,110010022021000,1,1
G11000100022021001,110010022021001,G11000100022021001,110010022021001,0.98168912,0.9930651872
G11000100022021001,110010022021001,G11000100022021005,110010022021005,0.0055843154,0.0069348128
G11000100022021001,110010022021001,G11000100023012004,110010023012004,0.0127265646,0
G11000100022021002,110010022021002,G11000100022021004,110010022021004,1,1
G11000100022021003,110010022021003,G11000100022021003,110010022021003,1,1
G11000100022021004,110010022021004,G11000100022021002,110010022021002,1,1
G11000100022021005,110010022021005,G11000100022021006,110010022021006,1,1
G11000100022021006,110010022021006,G11000100022021007,110010022021007,1,1
G11000100022021007,110010022021007,G11000100022021008,110010022021008,1,1
G11000100022022000,110010022022000,G11000100022022000,110010022022000,1,1
G11000100022022001,110010022022001,G11000100022022001,110010022022001,1,1
G11000100022022002,110010022022002,G11000100022022002,110010022022002,1,1
G11000100022022003,110010022022003,G11000100022022003,110010022022003,1,1
G11000100022022004,110010022022004,G11000100022022004,110010022022004,1,1
G11000100022022005,110010022022005,G11000100022022005,110010022022005,1,1
G11000100022022006,110010022022006,G11000100022022006,110010022022006,1,1
G11000100022022007,110010022022007,G11000100022022007,110010022022007,1,1
G11000100022023000,110010022023000,G11000100022023000,110010022023000,1,1
G11000100022023001,110010022023001,G11000100022023001,110010022023001,1,1
G11000100022023002,110010022023002,G11000100022023002,110010022023002,1,1
G11000100022023003,110010022023003,G11000100022023003,110010022023003,1,1
G11000100022023004,110010022023004,G11000100022023004,110010022023004,1,1
G11000100022023005,110010022023005,G11000100022023005,110010022023005,1,1
G11000100022023006,110010022023006,G11000100022023006,110010022023006,1,1
G11000100022023007,110010022023007,G11000100022023007,110010022023007,1,1
G11000100023011000,110010023011000,G11000100023011000,110010023011000,0.9684722612,1
G11000100023011000,110010023011000,G11000100023011001,110010023011001,0.0315277388,0
G11000100023011001,110010023011001,G11000100023011002,110010023011002,1,1
G11000100023011002,110010023011002,G11000100023011003,110010023011003,1,1
G11000100023011003,110010023011003,G11000100023011004,110010023011004,1,1
G11000100023011004,110010023011004,G11000100023011005,110010023011005,1,1
G11000100023011005,110010023011005,G11000100023011006,110010023011006,1,1
G11000100023011006,110010023011006,G11000100023011007,110010023011007,1,1
G11000100023011007,110010023011007,G11000100023011008,110010023011008,1,1
G11000100023011008,110010023011008,G11000100023011009,110010023011009,1,1
G11000100023011009,110010023011009,G11000100023011010,110010023011010,1,1
G11000100023011010,110010023011010,G11000100023011011,110010023011011,1,1
G11000100023011011,110010023011011,G11000100023011012,110010023011012,1,1
G11000100023011012,110010023011012,G11000100023011013,110010023011013,0.9285045688,1
G11000100023011012,110010023011012,G11000100023011014,110010023011014,0.0272788054,0
G11000100023011012,110010023011012,G11000100023011015,110010023011015,0.0442166258,0
G11000100023011013,110010023011013,G11000100023011017,110010023011017,1,1
G11000100023011014,110010023011014,G11000100023011016,110010023011016,1,1
G11000100023011015,110010023011015,G11000100023011018,110010023011018,1,1
G11000100023012000,110010023012000,G11000100023012000,110010023012000,1,1
G11000100023012001,110010023012001,G11000100023012001,110010023012001,1,1
G11000100023012002,110010023012002,G11000100023012002,110010023012002,1,1
G11000100023012003,110010023012003,G11000100023012003,110010023012003,1,1
G11000100023012004,110010023012004,G11000100023012006,110010023012006,1,1
G11000100023012005,110010023012005,G11000100023012005,110010023012005,1,1
G11000100023012006,110010023012006,G11000100023012010,110010023012010,1,1
G11000100023012007,110010023012007,G11000100023012009,110010023012009,1,1
G11000100023012008,110010023012008,G11000100023012008,110010023012008,1,1
G11000100023012009,110010023012009,G11000100023012007,110010023012007,1,1
G11000100023012010,110010023012010,G11000100023012012,110010023012012,1,1
G11000100023012011,110010023012011,G11000100023012011,110010023012011,1,1
G11000100023012012,110010023012012,G11000100023012015,110010023012015,1,1
G11000100023012013,110010023012013,G11000100023012014,110010023012014,1,1
G11000100023012014,110010023012014,G11000100023012013,110010023012013,1,1
G11000100023012015,110010023012015,G11000100023012016,110010023012016,0.9433285509,1
G11000100023012015,110010023012015,G11000100023012017,110010023012017,0.0228837877,0
G11000100023012015,110010023012015,G11000100023012018,110010023012018,0.0337876614,0
G11000100023021000,110010023021000,G11000100023021024,110010023021024,0.9460910575,0.9460910575
G11000100023021000,110010023021000,G11000100023021027,110010023021027,0.0539089425,0.0539089425
G11000100023021001,110010023021001,G11000100023021027,110010023021027,1,1
G11000100023021002,110010023021002,G11000100032004009,110010032004009,0.0334703464,0
G11000100023021002,110010023021002,G11000100034002000,110010034002000,0.9665296536,1
G11000100023021003,110010023021003,G11000100023021028,110010023021028,0.6646644666,0.6646644666
G11000100023021003,110010023021003,G11000100023021029,110010023021029,0.3353355334,0.3353355334
G11000100023022000,110010023022000,G11000100023021007,110010023021007,0.9245010172,1
G11000100023022000,110010023022000,G11000100023021016,110010023021016,0.03265504,0
G11000100023022000,110010023022000,G11000100023021017,110010023021017,0.0428439428,0
G11000100023022001,110010023022001,G11000100023021016,110010023021016,0.2956142817,0
G11000100023022001,110010023022001,G11000100023021017,110010023021017,0.1474557211,0
G11000100023022001,110010023022001,G11000100023021018,110010023021018,0.5569299972,1
G11000100023022002,110010023022002,G11000100023021018,110010023021018,0.8874073976,1
G11000100023022002,110010023022002,G11000100023021020,110010023021020,0.0562996263,0
G11000100023022002,110010023022002,G11000100023021021,110010023021021,0.0562929762,0
G11000100023022003,110010023022003,G11000100023021019,110010023021019,1,1
G11000100023023000,110010023023000,G11000100023021000,110010023021000,0.0760417547,0
G11000100023023000,110010023023000,G11000100023021002,110010023021002,0.2604690104,0.9946320539
G11000100023023000,110010023023000,G11000100023021003,110010023021003,0.0336848735,0
G11000100023023000,110010023023000,G11000100023021004,110010023021004,0.0340059452,0.0011059983
G11000100023023000,110010023023000,G11000100023021005,110010023021005,0.0092250497,0
G11000100023023000,110010023023000,G11000100023021009,110010023021009,0.3339329744,0.0037292043
G11000100023023000,110010023023000,G11000100023021010,110010023021010,0.1974621512,0.0005327435
G11000100023023000,110010023023000,G11000100023021011,110010023021011,0.0551782409,0
G11000100023023001,110010023023001,G11000100023021001,110010023021001,1,1
G11000100023023002,110010023023002,G11000100023021004,110010023021004,1,1
G11000100023023003,110010023023003,G11000100023021004,110010023021004,0.6571777145,1
G11000100023023003,110010023023003,G11000100023021006,110010023021006,0.1628710858,0
G11000100023023003,110010023023003,G11000100023021014,110010023021014,0.1748678325,0
G11000100023023003,110010023023003,G11000100023021015,110010023021015,0.0050833672,0
G11000100023023004,110010023023004,G11000100023021004,110010023021004,0.1886432506,0.1784929124
G11000100023023004,110010023023004,G11000100023021006,110010023021006,0.0198682045,0
G11000100023023004,110010023023004,G11000100023021012,110010023021012,0.0177976305,0
G11000100023023004,110010023023004,G11000100023021013,110010023021013,0.6682544945,0.8215070876
G11000100023023004,110010023023004,G11000100023021014,110010023021014,0.0541082864,0
G11000100023023004,110010023023004,G11000100023021015,110010023021015,0.0513281336,0
G11000100023023005,110010023023005,G11000100023021004,110010023021004,0.7301779585,1
G11000100023023005,110010023023005,G11000100023021005,110010023021005,0.2698220415,0
G11000100023023006,110010023023006,G11000100023021022,110010023021022,0.1499264165,0
G11000100023023006,110010023023006,G11000100023021023,110010023021023,0.8500735835,1
G11000100023023007,110010023023007,G11000100023021022,110010023021022,0.0521205987,0
G11000100023023007,110010023023007,G11000100023021023,110010023021023,0.9478794013,1
G11000100023023008,110010023023008,G11000100023021025,110010023021025,1,1
G11000100023023009,110010023023009,G11000100023021026,110010023021026,1,1
G11000100024001000,110010024001000,G11000100024001000,110010024001000,1,1
G11000100024001001,110010024001001,G11000100024001001,110010024001001,1,1
G11000100024001002,110010024001002,G11000100024001001,110010024001001,0.7149390244,1
G11000100024001002,110010024001002,G11000100024001004,110010024001004,0.2850609756,0
G11000100024001003,110010024001003,G11000100024001002,110010024001002,1,1
G11000100024001004,110010024001004,G11000100024001003,110010024001003,1,1
G11000100024001005,110010024001005,G11000100024001005,110010024001005,1,1
G11000100024001006,110010024001006,G11000100024001006,110010024001006,0.9569961489,0.8265678242
G11000100024001006,110010024001006,G11000100032001002,110010032001002,0.0430038511,0.1734321758
G11000100024001007,110010024001007,G11000100024001006,110010024001006,0.984096024,0.9298338565
G11000100024001007,110010024001007,G11000100032001002,110010032001002,0.015903976,0.0701661435
G11000100024001008,110010024001008,G11000100024001007,110010024001007,1,1
G11000100024001009,110010024001009,G11000100024001008,110010024001008,1,1
G11000100024001010,110010024001010,G11000100024001008,110010024001008,1,1
G11000100024001011,110010024001011,G11000100024001007,110010024001007,1,1
G11000100024002000,110010024002000,G11000100024002000,110010024002000,1,1
G11000100024002001,110010024002001,G11000100024002001,110010024002001,1,1
G11000100024002002,110010024002002,G11000100024002002,110010024002002,1,1
G11000100024002003,110010024002003,G11000100024002003,110010024002003,1,1
G11000100024002004,110010024002004,G11000100024002004,110010024002004,1,1
G11000100024002005,110010024002005,G11000100024002005,110010024002005,1,1
G11000100024002006,110010024002006,G11000100024002006,110010024002006,1,1
G11000100024002007,110010024002007,G11000100024002007,110010024002007,1,1
G11000100024002008,110010024002008,G11000100024002008,110010024002008,1,1
G11000100024002009,110010024002009,G11000100024002009,110010024002009,1,1
G11000100024002010,110010024002010,G11000100024002010,110010024002010,1,1
G11000100024002011,110010024002011,G11000100024002011,110010024002011,1,1
G11000100024002012,110010024002012,G11000100024002012,110010024002012,1,1
G11000100024002013,110010024002013,G11000100024002013,110010024002013,1,1
G11000100024002014,110010024002014,G11000100024002014,110010024002014,1,1
G11000100024002015,110010024002015,G11000100024002015,110010024002015,1,1
G11000100024002016,110010024002016,G11000100024002016,110010024002016,1,1
G11000100024002017,110010024002017,G11000100024002017,110010024002017,1,1
G11000100024002018,110010024002018,G11000100024002018,110010024002018,1,1
G11000100024003000,110010024003000,G11000100024003000,110010024003000,0.9547363999,0.9564910155
G11000100024003000,110010024003000,G11000100024003006,110010024003006,0.0452636001,0.0435089845
G11000100024003001,110010024003001,G11000100024003001,110010024003001,1,1
G11000100024003002,110010024003002,G11000100024003002,110010024003002,1,1
G11000100024003003,110010024003003,G11000100024003003,110010024003003,1,1
G11000100024003004,110010024003004,G11000100024003004,110010024003004,1,1
G11000100024003005,110010024003005,G11000100024003005,110010024003005,1,1
G11000100024003006,110010024003006,G11000100024003007,110010024003007,1,1
G11000100024003007,110010024003007,G11000100024003006,110010024003006,1,1
G11000100024004000,110010024004000,G11000100024004000,110010024004000,1,1
G11000100024004001,110010024004001,G11000100024004000,110010024004000,1,1
G11000100024004002,110010024004002,G11000100024004001,110010024004001,1,1
G11000100024004003,110010024004003,G11000100024004001,110010024004001,1,1
G11000100024004004,110010024004004,G11000100024004007,110010024004007,1,1
G11000100024004005,110010024004005,G11000100024004006,110010024004006,1,1
G11000100024004006,110010024004006,G11000100024004001,110010024004001,0.0154372965,0.0096028064
G11000100024004006,110010024004006,G11000100024004003,110010024004003,0.9845627035,0.9903971936
G11000100024004007,110010024004007,G11000100024004002,110010024004002,1,1
G11000100024004008,110010024004008,G11000100024004009,110010024004009,1,1
G11000100024004009,110010024004009,G11000100024004008,110010024004008,1,1
G11000100024004010,110010024004010,G11000100024004004,110010024004004,0.9489925769,0.3230088496
G11000100024004010,110010024004010,G11000100024004005,110010024004005,0.0510074231,0.6769911504
G11000100024004011,110010024004011,G11000100024004006,110010024004006,1,1
G11000100025011000,110010025011000,G11000100025011000,110010025011000,1,1
G11000100025011001,110010025011001,G11000100025011001,110010025011001,1,1
G11000100025011002,110010025011002,G11000100025011002,110010025011002,1,1
G11000100025011003,110010025011003,G11000100025011003,110010025011003,1,1
G11000100025011004,110010025011004,G11000100025011004,110010025011004,1,1
G11000100025011005,110010025011005,G11000100025011005,110010025011005,1,1
G11000100025011006,110010025011006,G11000100025011006,110010025011006,1,1
G11000100025011007,110010025011007,G11000100025011007,110010025011007,1,1
G11000100025011008,110010025011008,G11000100025011008,110010025011008,1,1
G11000100025011009,110010025011009,G11000100025011009,110010025011009,0.990295179,0.990295179
G11000100025011009,110010025011009,G11000100025011012,110010025011012,0.009704821,0.009704821
G11000100025011010,110010025011010,G11000100025011010,110010025011010,1,1
G11000100025011011,110010025011011,G11000100025011011,110010025011011,1,1
G11000100025012000,110010025012000,G11000100025012000,110010025012000,1,1
G11000100025012001,110010025012001,G11000100025012001,110010025012001,1,1
G11000100025012002,110010025012002,G11000100025012002,110010025012002,1,1
G11000100025012003,110010025012003,G11000100025012003,110010025012003,1,1
G11000100025012004,110010025012004,G11000100025012004,110010025012004,1,1
G11000100025012005,110010025012005,G11000100025012005,110010025012005,1,1
G11000100025012006,110010025012006,G11000100025012006,110010025012006,1,1
G11000100025012007,110010025012007,G11000100025012007,110010025012007,1,1
G11000100025012008,110010025012008,G11000100025012008,110010025012008,1,1
G11000100025012009,110010025012009,G11000100025012009,110010025012009,1,1
G11000100025012010,110010025012010,G11000100025012010,110010025012010,0.9730127576,1
G11000100025012010,110010025012010,G11000100025012014,110010025012014,0.0269872424,0
G11000100025012011,110010025012011,G11000100025012011,110010025012011,1,1
G11000100025012012,110010025012012,G11000100025012012,110010025012012,1,1
G11000100025012013,110010025012013,G11000100025012013,110010025012013,1,1
G11000100025031000,110010025031000,G11000100025021000,110010025021000,1,1
G11000100025031001,110010025031001,G11000100025021001,110010025021001,1,1
G11000100025031002,110010025031002,G11000100025021002,110010025021002,1,1
G11000100025031003,110010025031003,G11000100025021003,110010025021003,1,1
G11000100025031004,110010025031004,G11000100025021004,110010025021004,1,1
G11000100025031005,110010025031005,G11000100025021005,110010025021005,1,1
G11000100025032000,110010025032000,G11000100025022000,110010025022000,1,1
G11000100025032001,110010025032001,G11000100025022001,110010025022001,1,1
G11000100025032002,110010025032002,G11000100025022002,110010025022002,1,1
G11000100025032003,110010025032003,G11000100025022003,110010025022003,1,1
G11000100025032004,110010025032004,G11000100025022004,110010025022004,1,1
G11000100025032005,110010025032005,G11000100025022005,110010025022005,1,1
G11000100025032006,110010025032006,G11000100025022005,110010025022005,0.0915504047,0.2165916276
G11000100025032006,110010025032006,G11000100025022008,110010025022008,0.9084495953,0.7834083724
G11000100025032007,110010025032007,G11000100025022004,110010025022004,1,1
G11000100025032008,110010025032008,G11000100025022007,110010025022007,1,1
G11000100025032009,110010025032009,G11000100025022009,110010025022009,1,1
G11000100025032010,110010025032010,G11000100025022006,110010025022006,0.9831553974,0.991612855
G11000100025032010,110010025032010,G11000100025022009,110010025022009,0.0097271649,0.0080579494
G11000100025032010,110010025032010,G11000100031001000,110010031001000,0.0071174377,0.0003291956
G11000100025041000,110010025041000,G11000100025023000,110010025023000,1,1
G11000100025041001,110010025041001,G11000100025023001,110010025023001,1,1
G11000100025041002,110010025041002,G11000100025023002,110010025023002,1,1
G11000100025041003,110010025041003,G11000100025023003,110010025023003,1,1
G11000100025041004,110010025041004,G11000100025023004,110010025023004,1,1
G11000100025041005,110010025041005,G11000100025023004,110010025023004,0.9560017555,1
G11000100025041005,110010025041005,G11000100025023005,110010025023005,0.0439982445,0
G11000100025042000,110010025042000,G11000100025024000,110010025024000,1,1
G11000100025042001,110010025042001,G11000100025024001,110010025024001,1,1
G11000100025042002,110010025042002,G11000100025024003,110010025024003,1,1
