GISJOIN,YEAR,STUSAB,REGION,DIVISION,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,BLCK_GRPA,BLOCKA,CONCIT,AIANHHA,AIANHHCC,AITSCE,MSACMSA,CMSA,MACCI,PMSA,NECMA,NECMACCI,CD106,SLDU,SLDL,VTD,VTDI,ZCTA3,ZCTA5,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,SDELM,SDSEC,SDUNI,TAZ,MACC,FYE001,FYE002,FYE003,FYE004,FYE005,FYE006,FYE007
"G11000100010012017","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2017","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","14820","0","Block 2017","S","+38949977","-077085741",,"99999","99999","00030","30GB","50000",57,4,0,0,0,0,4
"G11000100010012018","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2018","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","15108","0","Block 2018","S","+38950560","-077087590",,"99999","99999","00030","30GA","50000",43,1,0,10,0,0,0
"G11000100010012019","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2019","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","28148","0","Block 2019","S","+38951410","-077087578",,"99999","99999","00030","30GA","50000",70,4,0,6,0,0,0
"G11000100010012020","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2020","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","18381","0","Block 2020","S","+38949910","-077087577",,"99999","99999","00030","30GA","50000",49,1,0,3,0,0,1
"G11000100010012021","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2021","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","21653","0","Block 2021","S","+38949060","-077087549",,"99999","99999","00030","30GA","50000",61,1,0,0,0,0,1
"G11000100010012022","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2022","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","10489","0","Block 2022","S","+38948960","-077085738",,"99999","99999","00030","30GB","50000",49,0,0,5,0,0,1
"G11000100010012023","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2023","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","17659","0","Block 2023","S","+38948810","-077084505",,"99999","99999","00030","30GB","50000",41,1,0,1,0,1,3
"G11000100010012024","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2024","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","12703","0","Block 2024","S","+38949160","-077083024",,"99999","99999","00030","30GB","50000",145,45,0,4,0,2,4
"G11000100010012025","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2025","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","16456","0","Block 2025","S","+38948610","-077081449",,"99999","99999","00030","30GB","50000",0,0,0,0,0,0,0
"G11000100010012026","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2026","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","3945","0","Block 2026","S","+38949143","-077081024",,"99999","99999","00030","30J0","50000",0,0,0,0,0,0,0
"G11000100010012027","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2027","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","769","0","Block 2027","S","+38949577","-077082033",,"99999","99999","00030","30GB","50000",3,0,0,0,0,0,0
"G11000100010012028","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2028","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","17852","0","Block 2028","S","+38948260","-077082981",,"99999","99999","00030","30GB","50000",8,4,0,1,0,0,0
"G11000100010012029","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2029","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","5918","0","Block 2029","S","+38947943","-077084516",,"99999","99999","00030","30GB","50000",12,0,0,3,0,0,0
"G11000100010012030","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2030","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","8902","0","Block 2030","S","+38948160","-077085731",,"99999","99999","00030","30GB","50000",17,0,0,0,0,0,0
"G11000100010012031","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2031","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","22086","0","Block 2031","S","+38948160","-077087574",,"99999","99999","00030","30GA","50000",57,0,1,5,0,0,3
"G11000100010012032","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","2","2032","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","8180","0","Block 2032","S","+38947810","-077080975",,"99999","99999","00030","30GB","50000",0,0,0,0,0,0,0
"G11000100010014000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","37677","0","Block 4000","S","+38946510","-077080779",,"99999","99999","00030","30EB","50000",27,0,0,0,0,0,0
"G11000100010014001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","20547","0","Block 4001","S","+38946910","-077083001",,"99999","99999","00030","30EA","50000",46,0,8,0,0,0,0
"G11000100010014002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","6255","0","Block 4002","S","+38947443","-077083416",,"99999","99999","00030","30EA","50000",24,0,0,0,0,0,0
"G11000100010014003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","19247","0","Block 4003","S","+38947310","-077085149",,"99999","99999","00030","30EA","50000",69,2,0,1,0,1,1
"G11000100010014004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","19247","0","Block 4004","S","+38947310","-077087649",,"99999","99999","00030","30EA","50000",47,0,0,5,0,0,0
"G11000100010014005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","18045","0","Block 4005","S","+38946510","-077087649",,"99999","99999","00030","30EA","50000",52,2,0,5,0,0,0
"G11000100010014006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","18045","0","Block 4006","S","+38946510","-077085149",,"99999","99999","00030","30EA","50000",63,0,0,0,0,0,0
"G11000100010014007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","23338","0","Block 4007","S","+38945710","-077085174",,"99999","99999","00030","30EA","50000",37,4,0,1,0,0,4
"G11000100010014008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","22809","0","Block 4008","S","+38945710","-077087696",,"99999","99999","00030","30EA","50000",62,1,0,0,0,0,2
"G11000100010014009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","14436","0","Block 4009","S","+38944910","-077087799",,"99999","99999","00030","30EA","50000",71,0,0,0,0,0,0
"G11000100010014010","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4010","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","16601","0","Block 4010","S","+38944860","-077085228",,"99999","99999","00030","30EA","50000",54,0,0,0,0,0,0
"G11000100010014011","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4011","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","17997","0","Block 4011","S","+38945927","-077083120",,"99999","99999","00030","30EA","50000",46,0,0,4,0,0,0
"G11000100010014012","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4012","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","43597","0","Block 4012","S","+38945410","-077080949",,"99999","99999","00030","30EB","50000",0,0,0,0,0,0,0
"G11000100010014013","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4013","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","866","0","Block 4013","S","+38945810","-077079137",,"99999","99999","00030","30EB","50000",0,0,0,0,0,0,0
"G11000100010014014","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4014","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","577","0","Block 4014","S","+38945560","-077078999",,"99999","99999","00030","20NA","50000",0,0,0,0,0,0,0
"G11000100010014015","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4015","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","25552","0","Block 4015","S","+38944360","-077081624",,"99999","99999","00030","30EB","50000",18,0,0,3,0,0,1
"G11000100010014016","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4016","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","4860","0","Block 4016","S","+38944510","-077083382",,"99999","99999","00030","30EA","50000",4,0,1,0,0,0,0
"G11000100010014017","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4017","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","18334","0","Block 4017","S","+38943577","-077083305",,"99999","99999","00030","30EA","50000",61,0,0,0,0,0,0
"G11000100010014018","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4018","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","13570","0","Block 4018","S","+38944310","-077085309",,"99999","99999","00030","30EA","50000",58,0,0,0,0,0,0
"G11000100010014019","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4019","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","35369","0","Block 4019","S","+38943860","-077087791",,"99999","99999","00030","30EA","50000",17,0,0,0,0,0,0
"G11000100010014020","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4020","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","20788","0","Block 4020","S","+38943560","-077085349",,"99999","99999","00030","30EA","50000",61,0,0,5,0,0,0
"G11000100010014021","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4021","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","181953","0","Block 4021","S","+38938943","-077086477",,"99999","99999","00030","30EC","50000",101,10,0,5,0,1,3
"G11000100010014022","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4022","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","3079","0","Block 4022","S","+38942977","-077081882",,"99999","99999","00030","30EC","50000",0,0,0,0,0,0,0
"G11000100010014023","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4023","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","23724","0","Block 4023","S","+38941210","-077086368",,"99999","99999","00030","30EC","50000",61,4,0,1,0,0,5
"G11000100010014024","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4024","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","52646","0","Block 4024","S","+38942243","-077089507",,"99999","99999","00030","30EC","50000",25,0,0,0,0,0,0
"G11000100010014025","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4025","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","27815","0","Block 4025","S","+38940810","-077087232",,"99999","99999","00030","30EC","50000",72,12,0,10,0,4,0
"G11000100010014026","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4026","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","2117","0","Block 4026","S","+38941177","-077090949",,"99999","99999","00030","30F0","50000",1,7,0,0,0,0,0
"G11000100010014027","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4027","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","23772","0","Block 4027","S","+38942543","-077091893",,"99999","99999","00030","30F0","50000",31,0,0,0,0,0,0
"G11000100010014028","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","4","4028","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","1684","0","Block 4028","S","+38943027","-077093275",,"99999","99999","00030","30F0","50000",8,0,0,0,0,0,0
"G11000100010016000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","15013","0","Block 6000","S","+38947310","-077089874",,"99999","99999","00030","30EA","50000",63,0,0,0,0,0,0
"G11000100010016001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","15013","0","Block 6001","S","+38947310","-077091824",,"99999","99999","00030","30F0","50000",33,0,0,0,0,0,0
"G11000100010016002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","13088","0","Block 6002","S","+38947310","-077093649",,"99999","99999","00030","30F0","50000",43,0,0,0,0,0,0
"G11000100010016003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","20450","0","Block 6003","S","+38947360","-077095749",,"99999","99999","00030","30F0","50000",60,0,0,0,0,0,3
"G11000100010016004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","30268","0","Block 6004","S","+38947510","-077098397",,"99999","99999","00030","30F0","50000",60,0,0,1,0,0,2
"G11000100010016005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","19248","0","Block 6005","S","+38946510","-077095749",,"99999","99999","00030","30F0","50000",60,4,0,7,0,0,0
"G11000100010016006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","11885","0","Block 6006","S","+38946510","-077093678",,"99999","99999","00030","30F0","50000",45,4,0,0,0,0,0
"G11000100010016007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","13136","0","Block 6007","S","+38946560","-077091874",,"99999","99999","00030","30F0","50000",40,0,0,2,0,0,2
"G11000100010016008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","14436","0","Block 6008","S","+38946510","-077089899",,"99999","99999","00030","30EA","50000",41,0,0,1,0,0,3
"G11000100010016009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","17852","0","Block 6009","S","+38945710","-077089921",,"99999","99999","00030","30EA","50000",55,0,0,0,0,0,1
"G11000100010016010","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6010","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","19729","0","Block 6010","S","+38945710","-077091924",,"99999","99999","00030","30F0","50000",50,0,0,1,0,1,0
"G11000100010016011","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6011","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","14580","0","Block 6011","S","+38945710","-077093746",,"99999","99999","00030","30F0","50000",30,0,0,1,0,3,0
"G11000100010016012","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6012","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","33973","0","Block 6012","S","+38945443","-077095834",,"99999","99999","00030","30F0","50000",0,0,0,0,0,0,0
"G11000100010016013","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6013","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","1972","0","Block 6013","S","+38945993","-077097300",,"99999","99999","00030","30F0","50000",0,0,0,0,0,0,0
"G11000100010016014","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6014","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","9528","0","Block 6014","S","+38944910","-077093824",,"99999","99999","00030","30F0","50000",39,1,0,0,0,0,0
"G11000100010016015","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6015","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","11837","0","Block 6015","S","+38944910","-077091974",,"99999","99999","00030","30F0","50000",64,4,0,3,0,2,0
"G11000100010016016","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6016","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","10971","0","Block 6016","S","+38944910","-077089999",,"99999","99999","00030","30EA","50000",41,6,0,2,0,0,0
"G11000100010016017","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6017","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","11260","0","Block 6017","S","+38944310","-077090024",,"99999","99999","00030","30EA","50000",55,0,0,6,0,0,0
"G11000100010016018","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6018","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","11549","0","Block 6018","S","+38944310","-077091999",,"99999","99999","00030","30F0","50000",56,2,0,0,0,0,0
"G11000100010016019","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6019","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","22617","0","Block 6019","S","+38944110","-077094049",,"99999","99999","00030","30F0","50000",53,2,0,1,0,0,1
"G11000100010016020","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6020","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","17323","0","Block 6020","S","+38943560","-077091999",,"99999","99999","00030","30F0","50000",39,0,0,1,0,0,0
"G11000100010016021","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","6","6021","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","17323","0","Block 6021","S","+38943560","-077089999",,"99999","99999","00030","30EA","50000",52,0,0,0,0,0,0
"G11000100010017000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","12173","0","Block 7000","S","+38950560","-077089874",,"99999","99999","00030","30GA","50000",30,2,0,4,0,0,2
"G11000100010017001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","26609","0","Block 7001","S","+38950210","-077091799",,"99999","99999","00030","30F0","50000",65,1,0,6,0,0,0
"G11000100010017002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","23577","0","Block 7002","S","+38950210","-077093674",,"99999","99999","00030","30F0","50000",53,4,0,5,0,0,2
"G11000100010017003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","15493","0","Block 7003","S","+38950210","-077095124",,"99999","99999","00030","30F0","50000",56,5,0,0,0,0,2
"G11000100010017004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","17514","0","Block 7004","S","+38950210","-077096349",,"99999","99999","00030","30F0","50000",42,0,0,5,0,0,0
"G11000100010017005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","31324","0","Block 7005","S","+38949977","-077098286",,"99999","99999","00030","30F0","50000",67,0,0,3,0,1,0
"G11000100010017006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","28534","0","Block 7006","S","+38949060","-077098786",,"99999","99999","00030","30F0","50000",85,0,0,4,0,0,0
"G11000100010017007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","21653","0","Block 7007","S","+38949060","-077095749",,"99999","99999","00030","30F0","50000",69,3,0,0,0,0,1
"G11000100010017008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","14291","0","Block 7008","S","+38949060","-077093674",,"99999","99999","00030","30F0","50000",37,0,0,0,0,0,0
"G11000100010017009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","16745","0","Block 7009","S","+38949060","-077091824",,"99999","99999","00030","30F0","50000",53,0,0,3,0,0,1
"G11000100010017010","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7010","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","16360","0","Block 7010","S","+38949060","-077089799",,"99999","99999","00030","30GA","50000",57,1,0,0,0,0,1
"G11000100010017011","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7011","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","13136","0","Block 7011","S","+38949860","-077089824",,"99999","99999","00030","30GA","50000",44,0,0,2,0,1,2
"G11000100010017012","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7012","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","17852","0","Block 7012","S","+38948210","-077089821",,"99999","99999","00030","30GA","50000",38,2,0,1,0,2,0
"G11000100010017013","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7013","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","18766","0","Block 7013","S","+38948210","-077091827",,"99999","99999","00030","30F0","50000",40,0,0,0,0,0,1
"G11000100010017014","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7014","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","14291","0","Block 7014","S","+38948160","-077093674",,"99999","99999","00030","30F0","50000",44,0,0,0,0,0,0
"G11000100010017015","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7015","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","20450","0","Block 7015","S","+38948160","-077095749",,"99999","99999","00030","30F0","50000",46,0,0,2,0,0,3
"G11000100010017016","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","7","7016","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","34645","0","Block 7016","S","+38948110","-077098871",,"99999","99999","00030","30F0","50000",71,0,0,0,0,3,1
"G11000100010018000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","8","8000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","12509","0","Block 8000","S","+38954827","-077090033",,"99999","99999","00030","30GA","50000",17,1,0,0,0,0,0
"G11000100010018001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","8","8001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","28627","0","Block 8001","S","+38955243","-077091846",,"99999","99999","00030","30F0","50000",0,0,0,0,0,0,0
"G11000100010018002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","001001","8","8002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20016","3031","0","Block 8002","S","+38954727","-077093191",,"99999","99999","00030","30F0","50000",2,0,0,0,0,0,0
