GISJOIN,YEAR,STUSAB,REGION,DIVISION,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,BLCK_GRPA,BLOCKA,CONCIT,AIANHHA,AIANHHCC,AITSCE,MSACMSA,CMSA,MACCI,PMSA,NECMA,NECMACCI,CD106,SLDU,SLDL,VTD,VTDI,ZCTA3,ZCTA5,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,SDELM,SDSEC,SDUNI,TAZ,MACC,FYE001,FYE002,FYE003,FYE004,FYE005,FYE006,FYE007
"G11000100001001000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","1","1000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","552731","0","Block 1000","S","+38915778","-077063298",,"99999","99999","00030","21B0","50000",241,22,0,11,0,0,5
"G11000100001001001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","1","1001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","28403","0","Block 1001","S","+38914161","-077065461",,"99999","99999","00030","21B0","50000",39,0,0,2,0,0,0
"G11000100001001002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","1","1002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","22771","0","Block 1002","S","+38913011","-077065165",,"99999","99999","00030","21B0","50000",21,0,0,4,0,0,2
"G11000100001001003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","1","1003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","42991","0","Block 1003","S","+38910861","-077062806",,"99999","99999","00030","21B0","50000",67,2,1,6,1,1,2
"G11000100001001004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","1","1004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","27152","0","Block 1004","S","+38912311","-077061590",,"99999","99999","00030","21B0","50000",105,0,0,0,1,0,1
"G11000100001001005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","1","1005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","12129","0","Block 1005","S","+38912311","-077059883",,"99999","99999","00030","21B0","50000",108,0,1,5,0,0,2
"G11000100001001006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","1","1006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","23638","0","Block 1006","S","+38911461","-077058573",,"99999","99999","00030","21B0","50000",105,0,0,11,0,0,0
"G11000100001001007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","1","1007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","21231","0","Block 1007","S","+38911361","-077057473",,"99999","99999","00030","21B0","50000",69,3,0,4,0,0,0
"G11000100001001008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","1","1008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","9869","0","Block 1008","S","+38911511","-077059857",,"99999","99999","00030","21B0","50000",126,1,0,2,0,0,4
"G11000100001001009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","1","1009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","28260","0","Block 1009","S","+38910961","-077060537",,"99999","99999","00030","21B0","50000",168,0,0,9,0,2,0
"G11000100001001010","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","1","1010","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","29656","0","Block 1010","S","+38911411","-077064592",,"99999","99999","00030","21B0","50000",91,0,0,5,0,0,4
"G11000100001001011","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","1","1011","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","7702","0","Block 1011","S","+38912261","-077064398",,"99999","99999","00030","21B0","50000",40,0,0,1,0,2,0
"G11000100001002000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","2","2000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","89407","0","Block 2000","S","+38908811","-077053024",,"99999","99999","00030","21A0","50000",50,0,0,1,0,0,2
"G11000100001002001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","2","2001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","3752","0","Block 2001","S","+38905911","-077054735",,"99999","99999","00030","21A0","50000",0,0,0,0,0,0,0
"G11000100001002002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","2","2002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","5392","0","Block 2002","S","+38908811","-077055123",,"99999","99999","00030","21A0","50000",46,2,0,1,0,0,0
"G11000100001002003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","2","2003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","1925","0","Block 2003","S","+38909344","-077055006",,"99999","99999","00030","21A0","50000",37,1,0,0,0,0,1
"G11000100001002004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","2","2004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","38949","0","Block 2004","S","+38909811","-077052581",,"99999","99999","00030","21A0","50000",517,96,1,13,0,5,9
"G11000100001002005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","2","2005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","21616","0","Block 2005","S","+38910011","-077055848",,"99999","99999","00030","21A0","50000",247,18,0,12,0,5,0
"G11000100001002006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","2","2006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","11458","0","Block 2006","S","+38908911","-077056156",,"99999","99999","00030","21A0","50000",85,4,0,5,0,0,1
"G11000100001002007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","2","2007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","10640","0","Block 2007","S","+38907961","-077056148",,"99999","99999","00030","21A0","50000",84,0,2,2,0,0,1
"G11000100001002008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","2","2008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","11266","0","Block 2008","S","+38907061","-077056148",,"99999","99999","00030","21A0","50000",46,0,0,0,0,0,0
"G11000100001002009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","2","2009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","9244","0","Block 2009","S","+38906211","-077056098",,"99999","99999","00030","21A0","50000",29,0,0,0,0,1,0
"G11000100001004000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","8473","0","Block 4000","S","+38907061","-077057348",,"99999","99999","00030","21A0","50000",42,0,0,0,0,0,0
"G11000100001004001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","8184","0","Block 4001","S","+38907011","-077058398",,"99999","99999","00030","21A0","50000",54,2,0,2,0,0,2
"G11000100001004002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","16803","0","Block 4002","S","+38907011","-077059926",,"99999","99999","00030","21A0","50000",88,11,3,0,0,0,2
"G11000100001004003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","14540","0","Block 4003","S","+38906911","-077061944",,"99999","99999","00030","21A0","50000",83,0,0,8,0,0,0
"G11000100001004004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","15538","0","Block 4004","S","+38906193","-077061821",,"99999","99999","00030","11J0","50000",59,2,0,1,1,0,1
"G11000100001004005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","3406","0","Block 4005","S","+38905729","-077061254",,"99999","99999","00030","11J0","50000",8,0,0,0,0,0,1
"G11000100001004006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","35821","0","Block 4006","S","+38905711","-077059898",,"99999","99999","00030","11J0","50000",84,1,1,3,0,1,0
"G11000100001004007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","8666","0","Block 4007","S","+38906161","-077058326",,"99999","99999","00030","11J0","50000",58,0,0,3,0,0,0
"G11000100001004008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","9099","0","Block 4008","S","+38906161","-077057242",,"99999","99999","00030","11J0","50000",56,2,0,0,0,0,0
"G11000100001004009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","9581","0","Block 4009","S","+38905311","-077057173",,"99999","99999","00030","11J0","50000",36,0,0,0,0,0,1
"G11000100001004010","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4010","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","9533","0","Block 4010","S","+38905261","-077058248",,"99999","99999","00030","11J0","50000",53,0,0,1,0,0,0
"G11000100001004011","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4011","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","12470","0","Block 4011","S","+38904161","-077058248",,"99999","99999","00030","11D0","50000",0,0,0,0,0,0,0
"G11000100001004012","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4012","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","12422","0","Block 4012","S","+38904061","-077059398",,"99999","99999","00030","11D0","50000",25,0,0,0,0,0,0
"G11000100001004013","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4013","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","2648","0","Block 4013","S","+38904611","-077060440",,"99999","99999","00030","11D0","50000",12,1,0,0,0,0,0
"G11000100001004014","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4014","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","4521","0","Block 4014","S","+38904627","-077061622",,"99999","99999","00030","11D0","50000",5,2,0,0,0,0,0
"G11000100001004015","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4015","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","9173","0","Block 4015","S","+38905058","-077061697",,"99999","99999","00030","11J0","50000",0,0,0,0,0,0,0
"G11000100001004016","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4016","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","11559","0","Block 4016","S","+38904061","-077061598",,"99999","99999","00030","11D0","50000",0,0,0,0,0,0,0
"G11000100001004017","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4017","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","4564","0","Block 4017","S","+38904189","-077060402",,"99999","99999","00030","11D0","50000",4,0,0,0,0,0,0
"G11000100001004018","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4018","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","7561","0","Block 4018","S","+38903349","-077060367",,"99999","99999","00030","11D0","50000",39,0,0,1,0,1,1
"G11000100001004019","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4019","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","18443","0","Block 4019","S","+38903011","-077059315",,"99999","99999","00030","11D0","50000",0,0,0,0,0,0,0
"G11000100001004020","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4020","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","13000","0","Block 4020","S","+38902961","-077058198",,"99999","99999","00030","11D0","50000",116,9,0,10,0,0,0
"G11000100001004021","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4021","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","8474","0","Block 4021","S","+38903111","-077057152",,"99999","99999","00030","11D0","50000",0,0,0,0,0,0,0
"G11000100001004022","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4022","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","15339","0","Block 4022","S","+38903961","-077057005",,"99999","99999","00030","11D0","50000",0,0,0,0,0,0,0
"G11000100001004023","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4023","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","2840","0","Block 4023","S","+38904744","-077056209",,"99999","99999","00030","11D0","50000",0,0,0,0,0,0,0
"G11000100001004024","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4024","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","818","0","Block 4024","S","+38904478","-077055772",,"99999","99999","00030","11D0","50000",0,0,0,0,0,0,0
"G11000100001004025","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4025","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","2617","0","Block 4025","S","+38904028","-077056098",,"99999","99999","00030","11D0","50000",0,0,0,0,0,0,0
"G11000100001004026","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4026","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","3466","0","Block 4026","S","+38904361","-077056396",,"99999","99999","00030","11D0","50000",0,0,0,0,0,0,0
"G11000100001004027","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4027","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","10207","0","Block 4027","S","+38902161","-077058704",,"99999","99999","00030","11D0","50000",32,0,0,1,0,0,0
"G11000100001004028","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4028","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","5396","0","Block 4028","S","+38902559","-077060312",,"99999","99999","00030","11D0","50000",2,0,0,0,0,0,0
"G11000100001004029","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4029","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","23884","0","Block 4029","S","+38902920","-077061570",,"99999","99999","00030","11D0","50000",8,2,0,1,0,0,1
"G11000100001004030","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4030","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","55373","0","Block 4030","S","+38901344","-077059867",,"99999","99999","00030","11D0","50000",0,0,0,0,0,0,0
"G11000100001004031","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4031","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20037","313050","0","Block 4031","S","+38896811","-077062465",,"99999","99999","00030","11F0","50000",0,0,0,0,0,0,0
"G11000100001004999","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","4","4999","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","200HH","0","506378","Block 4999","S","+38899889","-077062947",,"99999","99999","00030","11F0","50000",0,0,0,0,0,0,0
"G11000100001005000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","11506","0","Block 5000","S","+38909711","-077057415",,"99999","99999","00030","21A0","50000",38,0,0,2,0,0,8
"G11000100001005001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","12276","0","Block 5001","S","+38909711","-077058465",,"99999","99999","00030","21A0","50000",115,0,0,4,0,2,6
"G11000100001005002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","20509","0","Block 5002","S","+38909911","-077060231",,"99999","99999","00030","21A0","50000",152,0,0,4,0,0,2
"G11000100001005003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","5681","0","Block 5003","S","+38909461","-077059469",,"99999","99999","00030","21A0","50000",56,2,0,8,0,0,0
"G11000100001005004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","16754","0","Block 5004","S","+38908761","-077059976",,"99999","99999","00030","21A0","50000",113,0,0,5,0,1,0
"G11000100001005005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","25276","0","Block 5005","S","+38908711","-077062468",,"99999","99999","00030","21A0","50000",78,0,0,3,0,2,0
"G11000100001005006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","11699","0","Block 5006","S","+38909978","-077064066",,"99999","99999","00030","21A0","50000",43,1,0,1,0,0,0
"G11000100001005007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","23783","0","Block 5007","S","+38909761","-077062407",,"99999","99999","00030","21A0","50000",72,1,0,2,0,0,0
"G11000100001005008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","21521","0","Block 5008","S","+38907811","-077062178",,"99999","99999","00030","21A0","50000",71,2,0,8,0,0,2
"G11000100001005009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","18199","0","Block 5009","S","+38907811","-077059948",,"99999","99999","00030","21A0","50000",85,0,0,3,0,0,0
"G11000100001005010","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5010","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","9147","0","Block 5010","S","+38907811","-077058373",,"99999","99999","00030","21A0","50000",63,1,0,0,0,0,0
"G11000100001005011","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5011","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","8473","0","Block 5011","S","+38908711","-077058398",,"99999","99999","00030","21A0","50000",54,0,0,0,0,1,0
"G11000100001005012","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5012","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","8232","0","Block 5012","S","+38908761","-077057351",,"99999","99999","00030","21A0","50000",48,0,0,2,0,1,0
"G11000100001005013","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000100","5","5013","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","9051","0","Block 5013","S","+38907811","-077057323",,"99999","99999","00030","21A0","50000",47,0,0,0,0,0,1
"G11000100002011000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000201","1","1000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","499489","0","Block 1000","S","+38907970","-077074648",,"99999","99999","00030","20B0","50000",3925,240,0,242,56,2,2
"G11000100002021000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","1","1000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","4765","0","Block 1000","S","+38916694","-077068924",,"99999","99999","00030","20K0","50000",0,0,0,0,0,0,0
"G11000100002021001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","1","1001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","38031","0","Block 1001","S","+38914961","-077068498",,"99999","99999","00030","20K0","50000",130,11,2,13,0,3,7
"G11000100002021002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","1","1002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","12516","0","Block 1002","S","+38913944","-077067282",,"99999","99999","00030","20K0","50000",44,1,0,0,0,0,0
"G11000100002021003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","1","1003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","12661","0","Block 1003","S","+38913111","-077067045",,"99999","99999","00030","20K0","50000",62,0,0,1,0,1,2
"G11000100002021004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","1","1004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","11794","0","Block 1004","S","+38913061","-077068418",,"99999","99999","00030","20K0","50000",82,3,0,8,0,2,4
"G11000100002021005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","1","1005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","12420","0","Block 1005","S","+38912161","-077068379",,"99999","99999","00030","20A0","50000",81,2,0,3,0,1,0
"G11000100002021006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","1","1006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","15742","0","Block 1006","S","+38912211","-077066834",,"99999","99999","00030","20A0","50000",102,0,0,5,0,0,4
"G11000100002021007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","1","1007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","7365","0","Block 1007","S","+38910911","-077065572",,"99999","99999","00030","20A0","50000",25,0,0,3,0,0,0
"G11000100002021008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","1","1008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","16368","0","Block 1008","S","+38911211","-077066798",,"99999","99999","00030","20A0","50000",117,2,0,0,0,0,2
"G11000100002021009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","1","1009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","13046","0","Block 1009","S","+38911161","-077068321",,"99999","99999","00030","20A0","50000",85,0,0,0,1,0,1
"G11000100002021010","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","1","1010","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","8042","0","Block 1010","S","+38912357","-077070464",,"99999","99999","00030","20B0","50000",129,0,0,3,0,0,0
"G11000100002021011","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","1","1011","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","15708","0","Block 1011","S","+38912189","-077071011",,"99999","99999","00030","20B0","50000",175,0,0,5,1,1,3
"G11000100002022000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","2","2000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","11746","0","Block 2000","S","+38909902","-077065224",,"99999","99999","00030","20A0","50000",80,0,0,2,0,0,0
"G11000100002022001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","2","2001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","19450","0","Block 2001","S","+38910111","-077066771",,"99999","99999","00030","20A0","50000",29,0,0,0,0,0,1
"G11000100002022002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","2","2002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","13769","0","Block 2002","S","+38910111","-077068303",,"99999","99999","00030","20A0","50000",73,1,0,3,0,0,0
"G11000100002022003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","2","2003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","11458","0","Block 2003","S","+38909111","-077068273",,"99999","99999","00030","20A0","50000",72,0,0,0,0,0,0
"G11000100002022004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","2","2004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","16030","0","Block 2004","S","+38909128","-077066398",,"99999","99999","00030","20A0","50000",119,0,0,4,0,0,0
