GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,EUY001,EUY002,EUY003,EUY004,EUY005
"G11000100001101","1990","DC","99","9999","9999","9999","99","9","101","1","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000568","0000000000","Block 101","S","+38915733","-077063613",,271,13,0,7,0
"G11000100001102","1990","DC","99","9999","9999","9999","99","9","102","1","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 102","S","+38914050","-077065762",,22,0,0,13,0
"G11000100001103","1990","DC","99","9999","9999","9999","99","9","103","1","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 103","S","+38912900","-077065466",,35,0,0,0,0
"G11000100001104","1990","DC","99","9999","9999","9999","99","9","104","1","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000030","0000000000","Block 104","S","+38911300","-077064893",,100,0,0,0,0
"G11000100001105","1990","DC","99","9999","9999","9999","99","9","105","1","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 105","S","+38912150","-077064699",,42,1,0,1,0
"G11000100001106","1990","DC","99","9999","9999","9999","99","9","106","1","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000043","0000000000","Block 106","S","+38910750","-077063107",,87,1,0,5,0
"G11000100001107","1990","DC","99","9999","9999","9999","99","9","107","1","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000027","0000000000","Block 107","S","+38912200","-077061891",,108,1,0,1,0
"G11000100001108","1990","DC","99","9999","9999","9999","99","9","108","1","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 108","S","+38910850","-077060838",,174,1,0,9,0
"G11000100001109","1990","DC","99","9999","9999","9999","99","9","109","1","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 109","S","+38911400","-077060158",,125,1,0,3,0
"G11000100001110","1990","DC","99","9999","9999","9999","99","9","110","1","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 110","S","+38912200","-077060184",,105,0,0,3,0
"G11000100001111","1990","DC","99","9999","9999","9999","99","9","111","1","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 111","S","+38911350","-077058874",,110,4,0,5,1
"G11000100001112","1990","DC","99","9999","9999","9999","99","9","112","1","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 112","S","+38911250","-077057774",,46,0,0,1,5
"G11000100001201","1990","DC","99","9999","9999","9999","99","9","201","2","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000039","0000000000","Block 201","S","+38909700","-077052882",,553,29,1,20,3
"G11000100001202","1990","DC","99","9999","9999","9999","99","9","202","2","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 202","S","+38909900","-077056149",,287,29,0,7,16
"G11000100001203","1990","DC","99","9999","9999","9999","99","9","203","2","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000005","0000000000","Block 203","S","+38908700","-077055424",,49,1,0,0,0
"G11000100001204","1990","DC","99","9999","9999","9999","99","9","204","2","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 204","S","+38908800","-077056457",,74,14,0,1,1
"G11000100001205","1990","DC","99","9999","9999","9999","99","9","205","2","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000093","0000000000","Block 205","S","+38908617","-077053609",,59,0,1,1,0
"G11000100001207","1990","DC","99","9999","9999","9999","99","9","207","2","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 207","S","+38907850","-077056449",,75,2,0,0,1
"G11000100001208","1990","DC","99","9999","9999","9999","99","9","208","2","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 208","S","+38906950","-077056449",,50,0,0,0,0
"G11000100001209","1990","DC","99","9999","9999","9999","99","9","209","2","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 209","S","+38906100","-077056399",,32,1,0,0,0
"G11000100001303","1990","DC","99","9999","9999","9999","99","9","303","3","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000005","0000000000","Block 303","S","+38904500","-077059724",,13,0,0,0,0
"G11000100001304","1990","DC","99","9999","9999","9999","99","9","304","3","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 304","S","+38904078","-077060703",,12,0,0,5,0
"G11000100001307","1990","DC","99","9999","9999","9999","99","9","307","3","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 307","S","+38903350","-077061888",,16,0,0,0,0
"G11000100001308","1990","DC","99","9999","9999","9999","99","9","308","3","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000031","0000000000","Block 308","S","+38902900","-077059616",,46,1,0,6,0
"G11000100001309","1990","DC","99","9999","9999","9999","99","9","309","3","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 309","S","+38903950","-077059699",,4,0,0,0,0
"G11000100001310","1990","DC","99","9999","9999","9999","99","9","310","3","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 310","S","+38902850","-077058499",,117,0,0,4,0
"G11000100001312","1990","DC","99","9999","9999","9999","99","9","312","3","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000066","0000000000","Block 312","S","+38901233","-077060168",,30,0,0,4,0
"G11000100001401","1990","DC","99","9999","9999","9999","99","9","401","4","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 401","S","+38906082","-077062122",,55,2,0,1,1
"G11000100001402","1990","DC","99","9999","9999","9999","99","9","402","4","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000036","0000000000","Block 402","S","+38905600","-077060199",,78,1,0,1,0
"G11000100001403","1990","DC","99","9999","9999","9999","99","9","403","4","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 403","S","+38906900","-077058699",,57,5,0,1,0
"G11000100001404","1990","DC","99","9999","9999","9999","99","9","404","4","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 404","S","+38905150","-077058549",,60,1,0,2,0
"G11000100001405","1990","DC","99","9999","9999","9999","99","9","405","4","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 405","S","+38905200","-077057474",,33,1,0,1,0
"G11000100001406","1990","DC","99","9999","9999","9999","99","9","406","4","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 406","S","+38906050","-077057543",,43,2,0,1,1
"G11000100001407","1990","DC","99","9999","9999","9999","99","9","407","4","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 407","S","+38906950","-077057649",,44,4,1,2,0
"G11000100001408","1990","DC","99","9999","9999","9999","99","9","408","4","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 408","S","+38906050","-077058627",,61,2,0,0,0
"G11000100001409","1990","DC","99","9999","9999","9999","99","9","409","4","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 409","S","+38906900","-077060227",,89,1,0,4,0
"G11000100001410","1990","DC","99","9999","9999","9999","99","9","410","4","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 410","S","+38906800","-077062245",,86,0,0,1,0
"G11000100001501","1990","DC","99","9999","9999","9999","99","9","501","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000022","0000000000","Block 501","S","+38907700","-077062479",,79,3,0,2,0
"G11000100001502","1990","DC","99","9999","9999","9999","99","9","502","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 502","S","+38909800","-077060532",,142,5,0,5,0
"G11000100001503","1990","DC","99","9999","9999","9999","99","9","503","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 503","S","+38907700","-077058674",,50,4,0,1,0
"G11000100001504","1990","DC","99","9999","9999","9999","99","9","504","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 504","S","+38907700","-077057624",,51,0,0,0,1
"G11000100001505","1990","DC","99","9999","9999","9999","99","9","505","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 505","S","+38908650","-077057652",,48,0,0,0,1
"G11000100001506","1990","DC","99","9999","9999","9999","99","9","506","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 506","S","+38908600","-077058699",,49,1,0,2,0
"G11000100001507","1990","DC","99","9999","9999","9999","99","9","507","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 507","S","+38908650","-077060277",,135,3,0,2,1
"G11000100001508","1990","DC","99","9999","9999","9999","99","9","508","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000025","0000000000","Block 508","S","+38908600","-077062769",,69,2,0,4,2
"G11000100001509","1990","DC","99","9999","9999","9999","99","9","509","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 509","S","+38909867","-077064367",,46,0,0,1,0
"G11000100001510","1990","DC","99","9999","9999","9999","99","9","510","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 510","S","+38909650","-077062708",,136,13,0,6,0
"G11000100001511","1990","DC","99","9999","9999","9999","99","9","511","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 511","S","+38909350","-077059770",,60,0,0,2,0
"G11000100001512","1990","DC","99","9999","9999","9999","99","9","512","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 512","S","+38909600","-077058766",,120,2,0,3,1
"G11000100001513","1990","DC","99","9999","9999","9999","99","9","513","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 513","S","+38909600","-077057716",,48,2,0,3,0
"G11000100001514","1990","DC","99","9999","9999","9999","99","9","514","5","0001","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 514","S","+38907700","-077060249",,87,0,0,6,0
"G1100010000201101","1990","DC","99","9999","9999","9999","99","9","101","1","000201","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000499","0000000000","Block 101","S","+38907859","-077074949",,3061,387,8,317,63
"G1100010000202102","1990","DC","99","9999","9999","9999","99","9","102","1","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000038","0000000000","Block 102","S","+38914850","-077068799",,131,4,2,21,3
"G1100010000202103","1990","DC","99","9999","9999","9999","99","9","103","1","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 103","S","+38913833","-077067583",,39,0,0,0,0
"G1100010000202104","1990","DC","99","9999","9999","9999","99","9","104","1","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 104","S","+38913000","-077067346",,52,0,0,2,1
"G1100010000202105","1990","DC","99","9999","9999","9999","99","9","105","1","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 105","S","+38912950","-077068719",,108,0,0,3,0
"G1100010000202106","1990","DC","99","9999","9999","9999","99","9","106","1","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 106","S","+38912050","-077068680",,70,5,0,1,1
"G1100010000202107","1990","DC","99","9999","9999","9999","99","9","107","1","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 107","S","+38912078","-077071312",,313,4,0,6,2
"G1100010000202108","1990","DC","99","9999","9999","9999","99","9","108","1","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 108","S","+38912100","-077067135",,118,0,0,1,0
"G1100010000202109","1990","DC","99","9999","9999","9999","99","9","109","1","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 109","S","+38910800","-077065873",,24,0,1,5,0
"G1100010000202110","1990","DC","99","9999","9999","9999","99","9","110","1","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 110","S","+38911100","-077067099",,109,0,0,1,0
"G1100010000202111","1990","DC","99","9999","9999","9999","99","9","111","1","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 111","S","+38911050","-077068622",,82,1,0,0,0
"G1100010000202201","1990","DC","99","9999","9999","9999","99","9","201","2","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 201","S","+38909791","-077065525",,68,1,0,1,0
"G1100010000202202","1990","DC","99","9999","9999","9999","99","9","202","2","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 202","S","+38910000","-077067072",,24,0,0,1,0
"G1100010000202203","1990","DC","99","9999","9999","9999","99","9","203","2","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 203","S","+38910000","-077068604",,66,1,0,1,2
"G1100010000202204","1990","DC","99","9999","9999","9999","99","9","204","2","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 204","S","+38909000","-077068574",,52,0,0,1,0
"G1100010000202205","1990","DC","99","9999","9999","9999","99","9","205","2","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 205","S","+38909017","-077066699",,119,1,0,0,3
"G1100010000202206","1990","DC","99","9999","9999","9999","99","9","206","2","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 206","S","+38909000","-077065249",,78,2,0,3,0
"G1100010000202207","1990","DC","99","9999","9999","9999","99","9","207","2","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 207","S","+38907867","-077064962",,78,0,1,5,0
"G1100010000202208","1990","DC","99","9999","9999","9999","99","9","208","2","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 208","S","+38908050","-077067024",,101,3,0,4,0
"G1100010000202209","1990","DC","99","9999","9999","9999","99","9","209","2","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 209","S","+38908000","-077068549",,108,2,0,4,1
"G1100010000202301","1990","DC","99","9999","9999","9999","99","9","301","3","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 301","S","+38907000","-077064212",,97,0,0,2,3
"G1100010000202302","1990","DC","99","9999","9999","9999","99","9","302","3","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 302","S","+38907000","-077065626",,53,0,0,0,0
"G1100010000202303","1990","DC","99","9999","9999","9999","99","9","303","3","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 303","S","+38905950","-077065599",,61,0,0,3,1
"G1100010000202304","1990","DC","99","9999","9999","9999","99","9","304","3","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 304","S","+38905950","-077064024",,85,2,1,8,0
"G1100010000202305","1990","DC","99","9999","9999","9999","99","9","305","3","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 305","S","+38905050","-077063944",,12,2,0,0,0
"G1100010000202306","1990","DC","99","9999","9999","9999","99","9","306","3","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 306","S","+38905200","-077065549",,45,1,0,5,0
"G1100010000202401","1990","DC","99","9999","9999","9999","99","9","401","4","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 401","S","+38904250","-077064360",,116,4,0,2,1
"G1100010000202402","1990","DC","99","9999","9999","9999","99","9","402","4","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 402","S","+38904350","-077066920",,2,0,0,0,0
"G1100010000202403","1990","DC","99","9999","9999","9999","99","9","403","4","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 403","S","+38904400","-077068474",,2,1,0,0,0
"G1100010000202405","1990","DC","99","9999","9999","9999","99","9","405","4","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 405","S","+38903297","-077065579",,59,2,0,1,0
"G1100010000202406","1990","DC","99","9999","9999","9999","99","9","406","4","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000004","0000000000","Block 406","S","+38903650","-077064574",,150,6,0,21,0
"G1100010000202407","1990","DC","99","9999","9999","9999","99","9","407","4","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000005","0000000000","Block 407","S","+38903650","-077063374",,17,1,0,1,0
"G1100010000202408","1990","DC","99","9999","9999","9999","99","9","408","4","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 408","S","+38903250","-077063349",,66,2,0,0,0
"G1100010000202501","1990","DC","99","9999","9999","9999","99","9","501","5","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 501","S","+38906950","-077067024",,89,2,0,0,3
"G1100010000202502","1990","DC","99","9999","9999","9999","99","9","502","5","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 502","S","+38906950","-077068499",,90,0,0,0,0
"G1100010000202503","1990","DC","99","9999","9999","9999","99","9","503","5","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 503","S","+38905950","-077068449",,106,1,0,1,0
"G1100010000202504","1990","DC","99","9999","9999","9999","99","9","504","5","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 504","S","+38905950","-077066999",,83,3,0,2,0
"G1100010000202505","1990","DC","99","9999","9999","9999","99","9","505","5","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 505","S","+38905200","-077066528",,100,0,0,2,0
"G1100010000202506","1990","DC","99","9999","9999","9999","99","9","506","5","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 506","S","+38905100","-077067471",,66,0,0,0,0
"G1100010000202507","1990","DC","99","9999","9999","9999","99","9","507","5","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 507","S","+38905100","-077068449",,32,0,0,0,0
"G1100010000202601","1990","DC","99","9999","9999","9999","99","9","601","6","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 601","S","+38908000","-077069824",,84,5,0,3,0
"G1100010000202602","1990","DC","99","9999","9999","9999","99","9","602","6","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 602","S","+38908000","-077071124",,61,2,0,3,0
"G1100010000202603","1990","DC","99","9999","9999","9999","99","9","603","6","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 603","S","+38906900","-077071074",,16,1,0,0,0
"G1100010000202604","1990","DC","99","9999","9999","9999","99","9","604","6","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 604","S","+38906950","-077069749",,77,0,0,2,1
"G1100010000202605","1990","DC","99","9999","9999","9999","99","9","605","6","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 605","S","+38905950","-077069674",,3,0,0,1,0
"G1100010000202606","1990","DC","99","9999","9999","9999","99","9","606","6","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 606","S","+38905950","-077070999",,66,2,1,4,0
"G1100010000202607","1990","DC","99","9999","9999","9999","99","9","607","6","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 607","S","+38905300","-077073351",,7,0,0,2,0
"G1100010000202609","1990","DC","99","9999","9999","9999","99","9","609","6","000202","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000137","0000000000","Block 609","S","+38904129","-077074058",,36,0,1,5,0
"G1100010000310101","1990","DC","99","9999","9999","9999","99","9","101","1","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000036","0000000000","Block 101","S","+38920300","-077072662",,216,3,0,5,5
"G1100010000310102","1990","DC","99","9999","9999","9999","99","9","102","1","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 102","S","+38919200","-077071642",,64,5,0,2,7
"G1100010000310103","1990","DC","99","9999","9999","9999","99","9","103","1","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000080","0000000000","Block 103","S","+38917450","-077070853",,156,5,0,3,2
"G1100010000310107","1990","DC","99","9999","9999","9999","99","9","107","1","000310","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 107","S","+38915800","-077072274",,217,8,0,8,0
