GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,EUY001,EUY002,EUY003,EUY004,EUY005
"G11000100050103","1990","DC","99","9999","9999","9999","99","9","103","1","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 103","S","+38913050","-077029174",,0,10,0,0,0
"G11000100050104","1990","DC","99","9999","9999","9999","99","9","104","1","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 104","S","+38911800","-077029299",,38,103,0,0,1
"G11000100050105","1990","DC","99","9999","9999","9999","99","9","105","1","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 105","S","+38912567","-077027748",,9,14,0,0,0
"G11000100050106","1990","DC","99","9999","9999","9999","99","9","106","1","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000005","0000000000","Block 106","S","+38910750","-077029591",,21,24,0,0,2
"G11000100050107","1990","DC","99","9999","9999","9999","99","9","107","1","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 107","S","+38910033","-077029040",,48,117,1,11,9
"G11000100050108","1990","DC","99","9999","9999","9999","99","9","108","1","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 108","S","+38910350","-077027949",,20,39,0,2,1
"G11000100050111","1990","DC","99","9999","9999","9999","99","9","111","1","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 111","S","+38909750","-077027921",,19,59,0,0,1
"G11000100050201","1990","DC","99","9999","9999","9999","99","9","201","2","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 201","S","+38908850","-077027877",,18,159,0,6,2
"G11000100050202","1990","DC","99","9999","9999","9999","99","9","202","2","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 202","S","+38908667","-077029217",,69,35,0,15,6
"G11000100050203","1990","DC","99","9999","9999","9999","99","9","203","2","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 203","S","+38907650","-077029224",,182,89,1,2,21
"G11000100050204","1990","DC","99","9999","9999","9999","99","9","204","2","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 204","S","+38907650","-077027874",,15,35,0,1,49
"G11000100050205","1990","DC","99","9999","9999","9999","99","9","205","2","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 205","S","+38906200","-077027899",,70,86,0,7,37
"G11000100050207","1990","DC","99","9999","9999","9999","99","9","207","2","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 207","S","+38904600","-077027949",,264,201,3,81,290
"G11000100050208","1990","DC","99","9999","9999","9999","99","9","208","2","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 208","S","+38906450","-077029199",,74,291,0,2,0
"G11000100050209","1990","DC","99","9999","9999","9999","99","9","209","2","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 209","S","+38904750","-077029249",,155,302,5,38,17
"G11000100050210","1990","DC","99","9999","9999","9999","99","9","210","2","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 210","S","+38905650","-077029199",,37,582,3,1,16
"G11000100050301","1990","DC","99","9999","9999","9999","99","9","301","3","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 301","S","+38909133","-077031574",,56,16,1,0,0
"G11000100050302","1990","DC","99","9999","9999","9999","99","9","302","3","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000027","0000000000","Block 302","S","+38908400","-077031387",,112,64,1,2,1
"G11000100050303","1990","DC","99","9999","9999","9999","99","9","303","3","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 303","S","+38907217","-077030674",,93,115,1,16,4
"G11000100050304","1990","DC","99","9999","9999","9999","99","9","304","3","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 304","S","+38905933","-077030939",,3,902,1,2,1
"G11000100050305","1990","DC","99","9999","9999","9999","99","9","305","3","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 305","S","+38906867","-077031885",,9,24,0,0,2
"G11000100050306","1990","DC","99","9999","9999","9999","99","9","306","3","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 306","S","+38905267","-077030904",,62,77,0,18,47
"G11000100050401","1990","DC","99","9999","9999","9999","99","9","401","4","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 401","S","+38910050","-077031849",,34,45,0,0,2
"G11000100050402","1990","DC","99","9999","9999","9999","99","9","402","4","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 402","S","+38910050","-077030649",,94,77,1,5,1
"G11000100050403","1990","DC","99","9999","9999","9999","99","9","403","4","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 403","S","+38911200","-077031171",,77,105,0,2,1
"G11000100050404","1990","DC","99","9999","9999","9999","99","9","404","4","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 404","S","+38911950","-077031174",,116,105,2,7,2
"G11000100050405","1990","DC","99","9999","9999","9999","99","9","405","4","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 405","S","+38912700","-077031211",,30,84,0,0,1
"G11000100050406","1990","DC","99","9999","9999","9999","99","9","406","4","0050","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 406","S","+38913350","-077031217",,6,61,0,0,7
"G11000100051102","1990","DC","99","9999","9999","9999","99","9","102","1","0051","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 102","S","+38902850","-077026882",,92,2,0,27,16
"G11000100051105","1990","DC","99","9999","9999","9999","99","9","105","1","0051","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 105","S","+38904000","-077029242",,147,141,2,3,16
"G11000100051106","1990","DC","99","9999","9999","9999","99","9","106","1","0051","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 106","S","+38902850","-077029174",,7,0,0,0,0
"G11000100051215","1990","DC","99","9999","9999","9999","99","9","215","2","0051","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000035","0000000000","Block 215","S","+38904350","-077031183",,351,157,1,32,1
"G1100010005210101","1990","DC","99","9999","9999","9999","99","9","101","1","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 101","S","+38913050","-077032978",,76,33,1,11,33
"G1100010005210102","1990","DC","99","9999","9999","9999","99","9","102","1","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 102","S","+38913050","-077034149",,152,52,1,0,1
"G1100010005210103","1990","DC","99","9999","9999","9999","99","9","103","1","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000029","0000000000","Block 103","S","+38906300","-077033449",,268,89,2,19,6
"G1100010005210104","1990","DC","99","9999","9999","9999","99","9","104","1","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 104","S","+38911950","-077033502",,97,360,0,16,6
"G1100010005210105","1990","DC","99","9999","9999","9999","99","9","105","1","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 105","S","+38911150","-077033503",,138,45,0,1,0
"G1100010005210108","1990","DC","99","9999","9999","9999","99","9","108","1","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 108","S","+38910450","-077033549",,74,128,1,7,1
"G1100010005210109","1990","DC","99","9999","9999","9999","99","9","109","1","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 109","S","+38909750","-077033549",,5,1,0,0,0
"G1100010005210110","1990","DC","99","9999","9999","9999","99","9","110","1","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000027","0000000000","Block 110","S","+38908600","-077033499",,275,193,5,35,13
"G1100010005210111","1990","DC","99","9999","9999","9999","99","9","111","1","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 111","S","+38907850","-077033377",,460,516,6,71,40
"G1100010005210202","1990","DC","99","9999","9999","9999","99","9","202","2","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 202","S","+38909700","-077035670",,59,5,0,2,1
"G1100010005210203","1990","DC","99","9999","9999","9999","99","9","203","2","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 203","S","+38908850","-077035676",,77,9,0,2,0
"G1100010005210204","1990","DC","99","9999","9999","9999","99","9","204","2","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 204","S","+38907750","-077035615",,195,27,0,16,1
"G1100010005210211","1990","DC","99","9999","9999","9999","99","9","211","2","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000029","0000000000","Block 211","S","+38913050","-077035665",,279,107,0,14,11
"G1100010005210212","1990","DC","99","9999","9999","9999","99","9","212","2","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 212","S","+38911900","-077035624",,101,55,0,2,1
"G1100010005210213","1990","DC","99","9999","9999","9999","99","9","213","2","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 213","S","+38911200","-077035649",,122,42,0,3,7
"G1100010005210214","1990","DC","99","9999","9999","9999","99","9","214","2","005210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 214","S","+38910450","-077035677",,68,32,0,1,3
"G1100010005220101","1990","DC","99","9999","9999","9999","99","9","101","1","005220","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000039","0000000000","Block 101","S","+38904350","-077035556",,3,0,0,0,0
"G1100010005220102","1990","DC","99","9999","9999","9999","99","9","102","1","005220","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 102","S","+38906050","-077035549",,350,186,3,97,102
"G1100010005220103","1990","DC","99","9999","9999","9999","99","9","103","1","005220","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 103","S","+38902800","-077035526",,1,0,0,0,0
"G1100010005301101","1990","DC","99","9999","9999","9999","99","9","101","1","005301","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 101","S","+38913400","-077037571",,206,61,2,12,13
"G1100010005301102","1990","DC","99","9999","9999","9999","99","9","102","1","005301","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 102","S","+38912567","-077039477",,255,65,0,16,68
"G1100010005301104","1990","DC","99","9999","9999","9999","99","9","104","1","005301","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 104","S","+38912600","-077037604",,115,82,0,1,93
"G1100010005301105","1990","DC","99","9999","9999","9999","99","9","105","1","005301","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 105","S","+38912000","-077037599",,155,61,0,20,34
"G1100010005301106","1990","DC","99","9999","9999","9999","99","9","106","1","005301","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 106","S","+38911800","-077039868",,75,5,0,9,7
"G1100010005301107","1990","DC","99","9999","9999","9999","99","9","107","1","005301","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 107","S","+38911100","-077040160",,447,49,0,18,38
"G1100010005301108","1990","DC","99","9999","9999","9999","99","9","108","1","005301","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 108","S","+38911200","-077037599",,393,75,3,28,46
"G1100010005301201","1990","DC","99","9999","9999","9999","99","9","201","2","005301","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000027","0000000000","Block 201","S","+38910050","-077037599",,269,63,0,16,116
"G1100010005301202","1990","DC","99","9999","9999","9999","99","9","202","2","005301","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 202","S","+38909800","-077040128",,361,18,2,13,30
"G1100010005301203","1990","DC","99","9999","9999","9999","99","9","203","2","005301","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 203","S","+38910450","-077040124",,475,29,3,14,4
"G1100010005301204","1990","DC","99","9999","9999","9999","99","9","204","2","005301","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 204","S","+38909800","-077042349",,2,0,0,0,0
"G1100010005301206","1990","DC","99","9999","9999","9999","99","9","206","2","005301","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000039","0000000000","Block 206","S","+38908767","-077040131",,779,74,2,121,19
"G1100010005301207","1990","DC","99","9999","9999","9999","99","9","207","2","005301","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 207","S","+38908850","-077037604",,183,23,0,17,2
"G1100010005302103","1990","DC","99","9999","9999","9999","99","9","103","1","005302","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000038","0000000000","Block 103","S","+38907433","-077040032",,116,14,0,5,3
"G1100010005302105","1990","DC","99","9999","9999","9999","99","9","105","1","005302","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 105","S","+38906050","-077040843",,0,2,0,2,0
"G1100010005302106","1990","DC","99","9999","9999","9999","99","9","106","1","005302","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 106","S","+38906683","-077039353",,0,1,0,0,0
"G1100010005302110","1990","DC","99","9999","9999","9999","99","9","110","1","005302","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 110","S","+38906200","-077039249",,6,0,0,0,0
"G1100010005302205","1990","DC","99","9999","9999","9999","99","9","205","2","005302","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 205","S","+38902750","-077037499",,34,1,0,0,0
"G1100010005401103","1990","DC","99","9999","9999","9999","99","9","103","1","005401","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 103","S","+38907250","-077044227",,146,3,0,4,0
"G1100010005401202","1990","DC","99","9999","9999","9999","99","9","202","2","005401","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 202","S","+38902650","-077045749",,4,3,0,0,0
"G1100010005401203","1990","DC","99","9999","9999","9999","99","9","203","2","005401","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 203","S","+38902650","-077047699",,119,4,0,0,0
"G1100010005401204","1990","DC","99","9999","9999","9999","99","9","204","2","005401","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 204","S","+38906000","-077045799",,316,19,1,14,3
"G1100010005401205","1990","DC","99","9999","9999","9999","99","9","205","2","005401","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000029","0000000000","Block 205","S","+38903550","-077047684",,240,49,4,62,12
"G1100010005401207","1990","DC","99","9999","9999","9999","99","9","207","2","005401","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 207","S","+38902650","-077049174",,69,9,0,3,2
"G1100010005401209","1990","DC","99","9999","9999","9999","99","9","209","2","005401","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 209","S","+38901550","-077045722",,2,0,0,0,0
"G1100010005402103","1990","DC","99","9999","9999","9999","99","9","103","1","005402","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 103","S","+38905600","-077042449",,0,0,0,0,0
"G1100010005402105","1990","DC","99","9999","9999","9999","99","9","105","1","005402","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000034","0000000000","Block 105","S","+38903800","-077042380",,2,0,0,0,0
"G1100010005501101","1990","DC","99","9999","9999","9999","99","9","101","1","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 101","S","+38912550","-077046032",,59,2,0,2,0
"G1100010005501102","1990","DC","99","9999","9999","9999","99","9","102","1","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 102","S","+38911900","-077045891",,53,1,0,2,0
"G1100010005501103","1990","DC","99","9999","9999","9999","99","9","103","1","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 103","S","+38912550","-077047167",,42,1,0,2,0
"G1100010005501107","1990","DC","99","9999","9999","9999","99","9","107","1","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 107","S","+38911050","-077045949",,56,1,1,5,0
"G1100010005501108","1990","DC","99","9999","9999","9999","99","9","108","1","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 108","S","+38911204","-077047851",,63,2,0,6,1
"G1100010005501201","1990","DC","99","9999","9999","9999","99","9","201","2","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 201","S","+38910100","-077047814",,425,19,0,40,4
"G1100010005501203","1990","DC","99","9999","9999","9999","99","9","203","2","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 203","S","+38909667","-077045886",,1,0,0,0,0
"G1100010005501204","1990","DC","99","9999","9999","9999","99","9","204","2","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 204","S","+38910467","-077045907",,0,0,0,0,0
"G1100010005501207","1990","DC","99","9999","9999","9999","99","9","207","2","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 207","S","+38908800","-077046274",,90,7,0,4,2
"G1100010005501209","1990","DC","99","9999","9999","9999","99","9","209","2","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 209","S","+38908800","-077045401",,196,17,3,21,6
"G1100010005501210","1990","DC","99","9999","9999","9999","99","9","210","2","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000105","0000000000","Block 210","S","+38908100","-077051649",,37,1,0,1,0
"G1100010005501211","1990","DC","99","9999","9999","9999","99","9","211","2","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 211","S","+38908800","-077047799",,350,188,3,43,19
"G1100010005501212","1990","DC","99","9999","9999","9999","99","9","212","2","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 212","S","+38907750","-077047737",,272,9,1,12,5
"G1100010005501213","1990","DC","99","9999","9999","9999","99","9","213","2","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 213","S","+38907150","-077047774",,167,10,1,3,4
"G1100010005501214","1990","DC","99","9999","9999","9999","99","9","214","2","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 214","S","+38907733","-077045819",,386,11,0,19,7
"G1100010005501215","1990","DC","99","9999","9999","9999","99","9","215","2","005501","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 215","S","+38907233","-077049559",,51,10,0,0,0
"G1100010005502301","1990","DC","99","9999","9999","9999","99","9","301","3","005502","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000003","0000000000","Block 301","S","+38906667","-077046307",,38,0,0,4,0
"G1100010005502302","1990","DC","99","9999","9999","9999","99","9","302","3","005502","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 302","S","+38906333","-077047692",,319,13,0,11,4
"G1100010005502306","1990","DC","99","9999","9999","9999","99","9","306","3","005502","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 306","S","+38905800","-077050774",,171,0,0,1,0
"G1100010005502401","1990","DC","99","9999","9999","9999","99","9","401","4","005502","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 401","S","+38903950","-077054124",,270,14,4,9,0
"G1100010005502404","1990","DC","99","9999","9999","9999","99","9","404","4","005502","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 404","S","+38904000","-077050749",,129,4,0,2,9
"G1100010005502405","1990","DC","99","9999","9999","9999","99","9","405","4","005502","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 405","S","+38902850","-077050749",,100,6,0,0,1
"G1100010005502406","1990","DC","99","9999","9999","9999","99","9","406","4","005502","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 406","S","+38904250","-077055439",,1,5,0,0,0
"G1100010005502408","1990","DC","99","9999","9999","9999","99","9","408","4","005502","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000004","0000000000","Block 408","S","+38903400","-077049482",,160,3,1,7,2
"G1100010005502410","1990","DC","99","9999","9999","9999","99","9","410","4","005502","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 410","S","+38903083","-077052190",,39,1,0,1,0
