GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLOCKA,AREANAME,CBD,CM5001,CM5002,CM6001,CM6002,CM6003,CM6004
"G1100010002501106","1970","District Of Columbia","11","District Of Columbia","001","002501","106","Tract   25.01 Block 106","1",149,177,144,171,0,0
"G1100010002501201","1970","District Of Columbia","11","District Of Columbia","001","002501","201","Tract   25.01 Block 201","1",76,99,72,95,0,0
"G1100010002501202","1970","District Of Columbia","11","District Of Columbia","001","002501","202","Tract   25.01 Block 202","1",38,60,38,60,0,0
"G1100010002501206","1970","District Of Columbia","11","District Of Columbia","001","002501","206","Tract   25.01 Block 206","1",54,69,51,66,1,0
"G1100010002501301","1970","District Of Columbia","11","District Of Columbia","001","002501","301","Tract   25.01 Block 301","1",61,74,58,71,0,0
"G1100010002501302","1970","District Of Columbia","11","District Of Columbia","001","002501","302","Tract   25.01 Block 302","1",44,56,35,49,0,0
"G1100010002501303","1970","District Of Columbia","11","District Of Columbia","001","002501","303","Tract   25.01 Block 303","1",175,257,150,228,3,3
"G1100010002501304","1970","District Of Columbia","11","District Of Columbia","001","002501","304","Tract   25.01 Block 304","1",96,104,89,96,1,1
"G1100010002501305","1970","District Of Columbia","11","District Of Columbia","001","002501","305","Tract   25.01 Block 305","1",51,67,45,54,0,1
"G1100010002501306","1970","District Of Columbia","11","District Of Columbia","001","002501","306","Tract   25.01 Block 306","1",58,59,43,48,0,0
"G1100010002501307","1970","District Of Columbia","11","District Of Columbia","001","002501","307","Tract   25.01 Block 307","1",60,105,57,99,0,0
"G1100010002501401","1970","District Of Columbia","11","District Of Columbia","001","002501","401","Tract   25.01 Block 401","1",98,107,89,99,0,5
"G1100010002501402","1970","District Of Columbia","11","District Of Columbia","001","002501","402","Tract   25.01 Block 402","1",52,71,47,64,0,0
"G1100010002501403","1970","District Of Columbia","11","District Of Columbia","001","002501","403","Tract   25.01 Block 403","1",5,8,4,6,0,0
"G1100010002501404","1970","District Of Columbia","11","District Of Columbia","001","002501","404","Tract   25.01 Block 404","1",17,12,11,9,1,0
"G1100010002501405","1970","District Of Columbia","11","District Of Columbia","001","002501","405","Tract   25.01 Block 405","1",51,58,51,57,0,0
"G1100010002501406","1970","District Of Columbia","11","District Of Columbia","001","002501","406","Tract   25.01 Block 406","1",38,54,37,54,1,0
"G1100010002502101","1970","District Of Columbia","11","District Of Columbia","001","002502","101","Tract   25.02 Block 101","1",4,4,4,4,0,0
"G1100010002502103","1970","District Of Columbia","11","District Of Columbia","001","002502","103","Tract   25.02 Block 103","1",129,143,128,134,0,1
"G1100010002502104","1970","District Of Columbia","11","District Of Columbia","001","002502","104","Tract   25.02 Block 104","1",82,110,78,104,0,0
"G1100010002502105","1970","District Of Columbia","11","District Of Columbia","001","002502","105","Tract   25.02 Block 105","1",174,211,171,210,2,1
"G1100010002502106","1970","District Of Columbia","11","District Of Columbia","001","002502","106","Tract   25.02 Block 106","1",128,137,127,137,0,0
"G1100010002502201","1970","District Of Columbia","11","District Of Columbia","001","002502","201","Tract   25.02 Block 201","1",34,45,33,39,0,2
"G1100010002502202","1970","District Of Columbia","11","District Of Columbia","001","002502","202","Tract   25.02 Block 202","1",71,99,70,97,0,0
"G1100010002502203","1970","District Of Columbia","11","District Of Columbia","001","002502","203","Tract   25.02 Block 203","1",122,162,120,160,0,0
"G1100010002502204","1970","District Of Columbia","11","District Of Columbia","001","002502","204","Tract   25.02 Block 204","1",19,31,19,30,0,1
"G1100010002502206","1970","District Of Columbia","11","District Of Columbia","001","002502","206","Tract   25.02 Block 206","1",91,77,91,76,0,0
"G1100010002502207","1970","District Of Columbia","11","District Of Columbia","001","002502","207","Tract   25.02 Block 207","1",91,109,89,105,0,0
"G1100010002502209","1970","District Of Columbia","11","District Of Columbia","001","002502","209","Tract   25.02 Block 209","1",56,74,56,74,0,0
"G1100010002502301","1970","District Of Columbia","11","District Of Columbia","001","002502","301","Tract   25.02 Block 301","1",169,157,163,151,0,1
"G1100010002502303","1970","District Of Columbia","11","District Of Columbia","001","002502","303","Tract   25.02 Block 303","1",163,205,161,201,0,0
"G1100010002502304","1970","District Of Columbia","11","District Of Columbia","001","002502","304","Tract   25.02 Block 304","1",156,188,154,183,1,3
"G1100010002502305","1970","District Of Columbia","11","District Of Columbia","001","002502","305","Tract   25.02 Block 305","1",462,514,458,500,0,1
"G1100010002502306","1970","District Of Columbia","11","District Of Columbia","001","002502","306","Tract   25.02 Block 306","1",81,91,77,89,3,1
"G1100010002502307","1970","District Of Columbia","11","District Of Columbia","001","002502","307","Tract   25.02 Block 307","1",150,191,148,186,0,1
"G1100010002502308","1970","District Of Columbia","11","District Of Columbia","001","002502","308","Tract   25.02 Block 308","1",80,122,76,118,0,0
"G1100010002502309","1970","District Of Columbia","11","District Of Columbia","001","002502","309","Tract   25.02 Block 309","1",153,181,141,166,6,7
"G1100010002502310","1970","District Of Columbia","11","District Of Columbia","001","002502","310","Tract   25.02 Block 310","1",32,60,29,55,1,0
"G1100010002502312","1970","District Of Columbia","11","District Of Columbia","001","002502","312","Tract   25.02 Block 312","1",53,72,48,63,0,0
"G11000100026101","1970","District Of Columbia","11","District Of Columbia","001","0026","101","Tract   26 Block 101","1",49,77,41,66,1,3
"G11000100026105","1970","District Of Columbia","11","District Of Columbia","001","0026","105","Tract   26 Block 105","1",51,55,51,54,0,0
"G11000100026106","1970","District Of Columbia","11","District Of Columbia","001","0026","106","Tract   26 Block 106","1",14,15,12,12,0,0
"G11000100026107","1970","District Of Columbia","11","District Of Columbia","001","0026","107","Tract   26 Block 107","1",21,32,18,31,0,0
"G11000100026108","1970","District Of Columbia","11","District Of Columbia","001","0026","108","Tract   26 Block 108","1",22,33,21,32,0,0
"G11000100026109","1970","District Of Columbia","11","District Of Columbia","001","0026","109","Tract   26 Block 109","1",30,35,16,17,0,0
"G11000100026201","1970","District Of Columbia","11","District Of Columbia","001","0026","201","Tract   26 Block 201","1",23,25,18,21,0,0
"G11000100026202","1970","District Of Columbia","11","District Of Columbia","001","0026","202","Tract   26 Block 202","1",59,68,52,63,1,0
"G11000100026203","1970","District Of Columbia","11","District Of Columbia","001","0026","203","Tract   26 Block 203","1",24,29,19,26,0,1
"G11000100026204","1970","District Of Columbia","11","District Of Columbia","001","0026","204","Tract   26 Block 204","1",22,34,22,29,0,0
"G11000100026205","1970","District Of Columbia","11","District Of Columbia","001","0026","205","Tract   26 Block 205","1",22,32,20,31,0,0
"G11000100026207","1970","District Of Columbia","11","District Of Columbia","001","0026","207","Tract   26 Block 207","1",38,51,37,50,0,0
"G11000100026208","1970","District Of Columbia","11","District Of Columbia","001","0026","208","Tract   26 Block 208","1",64,63,44,44,1,1
"G11000100026209","1970","District Of Columbia","11","District Of Columbia","001","0026","209","Tract   26 Block 209","1",43,65,25,44,0,0
"G11000100026210","1970","District Of Columbia","11","District Of Columbia","001","0026","210","Tract   26 Block 210","1",43,72,41,66,0,0
"G11000100026211","1970","District Of Columbia","11","District Of Columbia","001","0026","211","Tract   26 Block 211","1",29,37,19,24,0,1
"G11000100026212","1970","District Of Columbia","11","District Of Columbia","001","0026","212","Tract   26 Block 212","1",55,54,45,47,0,0
"G11000100026213","1970","District Of Columbia","11","District Of Columbia","001","0026","213","Tract   26 Block 213","1",40,44,17,22,1,2
"G11000100026214","1970","District Of Columbia","11","District Of Columbia","001","0026","214","Tract   26 Block 214","1",56,74,46,61,0,0
"G11000100026215","1970","District Of Columbia","11","District Of Columbia","001","0026","215","Tract   26 Block 215","1",45,43,27,21,1,0
"G11000100026301","1970","District Of Columbia","11","District Of Columbia","001","0026","301","Tract   26 Block 301","1",18,25,14,19,1,2
"G11000100026302","1970","District Of Columbia","11","District Of Columbia","001","0026","302","Tract   26 Block 302","1",45,59,42,50,1,1
"G11000100026303","1970","District Of Columbia","11","District Of Columbia","001","0026","303","Tract   26 Block 303","1",26,36,17,28,0,0
"G11000100026304","1970","District Of Columbia","11","District Of Columbia","001","0026","304","Tract   26 Block 304","1",28,34,7,6,0,0
"G11000100026305","1970","District Of Columbia","11","District Of Columbia","001","0026","305","Tract   26 Block 305","1",22,35,9,17,0,0
"G11000100026306","1970","District Of Columbia","11","District Of Columbia","001","0026","306","Tract   26 Block 306","1",43,54,32,43,0,0
"G11000100026307","1970","District Of Columbia","11","District Of Columbia","001","0026","307","Tract   26 Block 307","1",12,15,10,13,0,0
"G11000100026308","1970","District Of Columbia","11","District Of Columbia","001","0026","308","Tract   26 Block 308","1",150,256,39,56,2,2
"G11000100026310","1970","District Of Columbia","11","District Of Columbia","001","0026","310","Tract   26 Block 310","1",25,28,5,8,0,0
"G11000100026311","1970","District Of Columbia","11","District Of Columbia","001","0026","311","Tract   26 Block 311","1",25,22,1,3,0,0
"G11000100026312","1970","District Of Columbia","11","District Of Columbia","001","0026","312","Tract   26 Block 312","1",29,28,3,3,0,0
"G11000100026313","1970","District Of Columbia","11","District Of Columbia","001","0026","313","Tract   26 Block 313","1",5,8,0,1,0,0
"G11000100026314","1970","District Of Columbia","11","District Of Columbia","001","0026","314","Tract   26 Block 314","1",9,4,5,2,0,0
"G11000100026316","1970","District Of Columbia","11","District Of Columbia","001","0026","316","Tract   26 Block 316","1",2,5,2,5,0,0
"G1100010002701101","1970","District Of Columbia","11","District Of Columbia","001","002701","101","Tract   27.01 Block 101","1",373,550,152,147,10,11
"G1100010002701102","1970","District Of Columbia","11","District Of Columbia","001","002701","102","Tract   27.01 Block 102","1",103,117,84,98,0,0
"G1100010002701103","1970","District Of Columbia","11","District Of Columbia","001","002701","103","Tract   27.01 Block 103","1",67,81,21,29,5,0
"G1100010002701106","1970","District Of Columbia","11","District Of Columbia","001","002701","106","Tract   27.01 Block 106","1",175,176,102,89,7,7
"G1100010002701107","1970","District Of Columbia","11","District Of Columbia","001","002701","107","Tract   27.01 Block 107","1",96,120,78,103,0,1
"G1100010002701108","1970","District Of Columbia","11","District Of Columbia","001","002701","108","Tract   27.01 Block 108","1",22,29,16,22,0,0
"G1100010002701109","1970","District Of Columbia","11","District Of Columbia","001","002701","109","Tract   27.01 Block 109","1",80,81,70,72,0,0
"G1100010002701110","1970","District Of Columbia","11","District Of Columbia","001","002701","110","Tract   27.01 Block 110","1",12,11,9,6,0,1
"G1100010002701111","1970","District Of Columbia","11","District Of Columbia","001","002701","111","Tract   27.01 Block 111","1",29,32,14,12,5,4
"G1100010002701112","1970","District Of Columbia","11","District Of Columbia","001","002701","112","Tract   27.01 Block 112","1",127,231,107,152,1,1
"G1100010002701201","1970","District Of Columbia","11","District Of Columbia","001","002701","201","Tract   27.01 Block 201","1",52,66,36,50,3,1
"G1100010002701202","1970","District Of Columbia","11","District Of Columbia","001","002701","202","Tract   27.01 Block 202","1",46,48,44,47,0,0
"G1100010002701203","1970","District Of Columbia","11","District Of Columbia","001","002701","203","Tract   27.01 Block 203","1",222,265,190,203,3,4
"G1100010002701204","1970","District Of Columbia","11","District Of Columbia","001","002701","204","Tract   27.01 Block 204","1",-1,,,,,
"G1100010002701206","1970","District Of Columbia","11","District Of Columbia","001","002701","206","Tract   27.01 Block 206","1",-1,,,,,
"G1100010002701207","1970","District Of Columbia","11","District Of Columbia","001","002701","207","Tract   27.01 Block 207","1",-1,,,,,
"G1100010002701208","1970","District Of Columbia","11","District Of Columbia","001","002701","208","Tract   27.01 Block 208","1",-1,,,,,
"G1100010002702101","1970","District Of Columbia","11","District Of Columbia","001","002702","101","Tract   27.02 Block 101","1",314,502,221,302,8,7
"G1100010002702102","1970","District Of Columbia","11","District Of Columbia","001","002702","102","Tract   27.02 Block 102","1",296,384,221,282,9,5
"G1100010002702104","1970","District Of Columbia","11","District Of Columbia","001","002702","104","Tract   27.02 Block 104","1",69,74,41,50,5,1
"G1100010002702105","1970","District Of Columbia","11","District Of Columbia","001","002702","105","Tract   27.02 Block 105","1",65,71,60,58,0,0
