blk1990gj,blk1990ge,blk2010gj,blk2010ge,parea,weight
G1100010000202609,11001000202609,G11000100002024016,110010002024016,0.0028625681,0
G1100010000202609,11001000202609,G11000100002024017,110010002024017,0.0422194387,0
G1100010000202609,11001000202609,G11000100002024034,110010002024034,0,0
G1100010000310101,11001000310101,G11000100003001000,110010003001000,1,1
G1100010000310102,11001000310102,G11000100003001002,110010003001002,1,1
G1100010000310103,11001000310103,G11000100003001001,110010003001001,0.9408388996,0.8435114504
G1100010000310103,11001000310103,G11000100003001012,110010003001012,0.0591611004,0.1564885496
G1100010000310107,11001000310107,G11000100003001003,110010003001003,0.6041505043,0.6051873199
G1100010000310107,11001000310107,G11000100003001004,110010003001004,0.3958494957,0.3948126801
G1100010000310108,11001000310108,G11000100003001005,110010003001005,1,1
G1100010000310201,11001000310201,G11000100003001006,110010003001006,1,1
G1100010000310202,11001000310202,G11000100003001007,110010003001007,1,1
G1100010000310203,11001000310203,G11000100003001008,110010003001008,1,1
G1100010000310204,11001000310204,G11000100003001009,110010003001009,1,1
G1100010000310205,11001000310205,G11000100003001010,110010003001010,1,1
G1100010000310206,11001000310206,G11000100003001011,110010003001011,1,1
G1100010000310301,11001000310301,G11000100003003000,110010003003000,0.2222034893,0.1934103923
G1100010000310301,11001000310301,G11000100003003001,110010003003001,0.2250840422,0.1368275648
G1100010000310301,11001000310301,G11000100003003002,110010003003002,0.0551614833,0.0310477674
G1100010000310301,11001000310301,G11000100003003003,110010003003003,0.1738004928,0.3235504177
G1100010000310301,11001000310301,G11000100003003004,110010003003004,0.0161508089,0.0319210679
G1100010000310301,11001000310301,G11000100003003005,110010003003005,0.0543774866,0.0626402324
G1100010000310301,11001000310301,G11000100003003006,110010003003006,0.2161778072,0.199904046
G1100010000310301,11001000310301,G11000100003003007,110010003003007,0.0281234246,0.0206985116
G1100010000310301,11001000310301,G11000100003003008,110010003003008,0.0089209652,0
G1100010000310302,11001000310302,G11000100003003009,110010003003009,1,1
G1100010000310303,11001000310303,G11000100003003012,110010003003012,1,1
G1100010000310304,11001000310304,G11000100003003011,110010003003011,1,1
G1100010000310305,11001000310305,G11000100003003010,110010003003010,1,1
G1100010000310306,11001000310306,G11000100003003013,110010003003013,1,1
G1100010000310401,11001000310401,G11000100003004000,110010003004000,1,1
G1100010000310402,11001000310402,G11000100003004001,110010003004001,1,1
G1100010000310403,11001000310403,G11000100003004002,110010003004002,1,1
G1100010000310404,11001000310404,G11000100003004008,110010003004008,1,1
G1100010000310405,11001000310405,G11000100003004003,110010003004003,1,1
G1100010000310406,11001000310406,G11000100003004004,110010003004004,1,1
G1100010000310407,11001000310407,G11000100003004005,110010003004005,1,1
G1100010000310408,11001000310408,G11000100003004006,110010003004006,1,1
G1100010000310409,11001000310409,G11000100003004011,110010003004011,1,1
G1100010000310410,11001000310410,G11000100003004007,110010003004007,1,1
G1100010000310411,11001000310411,G11000100003004009,110010003004009,1,1
G1100010000310412,11001000310412,G11000100003004010,110010003004010,1,1
G1100010000310508,11001000310508,G11000100003002004,110010003002004,1,1
G1100010000310509,11001000310509,G11000100003002003,110010003002003,1,1
G1100010000310510,11001000310510,G11000100003002002,110010003002002,1,1
G1100010000310511,11001000310511,G11000100003002001,110010003002001,1,1
G1100010000310512,11001000310512,G11000100003002000,110010003002000,1,1
G1100010000310513,11001000310513,G11000100003002006,110010003002006,1,1
G1100010000310514,11001000310514,G11000100003002005,110010003002005,1,1
G11000100004101,11001000400101,G11000100004001000,110010004001000,1,1
G11000100004102,11001000400102,G11000100004001006,110010004001006,1,1
G11000100004103,11001000400103,G11000100004001004,110010004001004,1,1
G11000100004104,11001000400104,G11000100004001018,110010004001018,1,1
G11000100004105,11001000400105,G11000100004001007,110010004001007,1,1
G11000100004106,11001000400106,G11000100004001008,110010004001008,0.9358970079,0.9558823529
G11000100004106,11001000400106,G11000100004001009,110010004001009,0.0641029921,0.0441176471
G11000100004107,11001000400107,G11000100004001010,110010004001010,1,1
G11000100004108,11001000400108,G11000100004001011,110010004001011,1,1
G11000100004109,11001000400109,G11000100004001012,110010004001012,1,1
G11000100004110,11001000400110,G11000100004001001,110010004001001,0.0316973415,0.0033560662
G11000100004110,11001000400110,G11000100004001003,110010004001003,0.9683026585,0.9966439338
G11000100004111,11001000400111,G11000100004001019,110010004001019,1,1
G11000100004112,11001000400112,G11000100004001013,110010004001013,1,1
G11000100004113,11001000400113,G11000100004001002,110010004001002,1,1
G11000100004114,11001000400114,G11000100004001005,110010004001005,1,1
G11000100004115,11001000400115,G11000100004001014,110010004001014,1,1
G11000100004116,11001000400116,G11000100004001015,110010004001015,1,1
G11000100004117,11001000400117,G11000100004001016,110010004001016,1,1
G11000100004118,11001000400118,G11000100004001017,110010004001017,1,1
G11000100004120,11001000400120,G11000100004001021,110010004001021,1,1
G11000100004121,11001000400121,G11000100004001020,110010004001020,0.9651114397,1
G11000100004121,11001000400121,G11000100004001022,110010004001022,0.0348885603,0
G11000100004201,11001000400201,G11000100004002000,110010004002000,1,1
G11000100004202,11001000400202,G11000100004002023,110010004002023,0.9875746341,1
G11000100004202,11001000400202,G11000100004002024,110010004002024,0.0124253659,0
G11000100004203,11001000400203,G11000100004002014,110010004002014,0.3886565604,1
G11000100004203,11001000400203,G11000100004002022,110010004002022,0.6113434396,0
G11000100004204,11001000400204,G11000100004002016,110010004002016,1,1
G11000100004205,11001000400205,G11000100004002012,110010004002012,0.778381012,0.7297297297
G11000100004205,11001000400205,G11000100004002013,110010004002013,0.1832324076,0.0810810811
G11000100004205,11001000400205,G11000100004002021,110010004002021,0.0383865804,0.1891891892
G11000100004206,11001000400206,G11000100004002001,110010004002001,1,1
G11000100004207,11001000400207,G11000100004002009,110010004002009,0.9910311233,1
G11000100004207,11001000400207,G11000100004002015,110010004002015,0.0089688767,0
G11000100004208,11001000400208,G11000100004002010,110010004002010,1,1
G11000100004209,11001000400209,G11000100004002002,110010004002002,1,1
G11000100004210,11001000400210,G11000100004002003,110010004002003,1,1
G11000100004211,11001000400211,G11000100004002006,110010004002006,1,1
G11000100004212,11001000400212,G11000100004002004,110010004002004,0.7305097794,0.6097560976
G11000100004212,11001000400212,G11000100004002005,110010004002005,0.2694902206,0.3902439024
G11000100004213,11001000400213,G11000100004002008,110010004002008,0.9798978415,0.9902704858
G11000100004213,11001000400213,G11000100004002023,110010004002023,0.0201021585,0.0097295142
G11000100004214,11001000400214,G11000100004002007,110010004002007,1,1
G11000100004215,11001000400215,G11000100004002026,110010004002026,1,1
G11000100004216,11001000400216,G11000100004002025,110010004002025,1,1
G11000100004217,11001000400217,G11000100004002020,110010004002020,1,1
G11000100004218,11001000400218,G11000100004002018,110010004002018,0.0156994209,0
G11000100004218,11001000400218,G11000100004002019,110010004002019,0.7731537602,0.8513734885
G11000100004218,11001000400218,G11000100004002027,110010004002027,0.1633121031,0.0189470325
G11000100004218,11001000400218,G11000100004002028,110010004002028,0.0478347158,0.129679479
G11000100004219,11001000400219,G11000100004002017,110010004002017,0.3408801827,0
G11000100004219,11001000400219,G11000100004002029,110010004002029,0.3155726009,0.9699764127
G11000100004219,11001000400219,G11000100004002030,110010004002030,0.3435472163,0.0300235873
G11000100004221,11001000400221,G11000100004002011,110010004002011,1,1
G11000100004222,11001000400222,G11000100005012001,110010005012001,1,1
G1100010000501101,11001000501101,G11000100005011000,110010005011000,0.0044910563,0
G1100010000501101,11001000501101,G11000100005011001,110010005011001,0.0064781784,0
G1100010000501101,11001000501101,G11000100005011002,110010005011002,0.1777262449,0
G1100010000501101,11001000501101,G11000100005011003,110010005011003,0.0059046302,0
G1100010000501101,11001000501101,G11000100005011004,110010005011004,0.8019029329,1
G1100010000501101,11001000501101,G11000100005011008,110010005011008,0.0034969574,0
G1100010000501102,11001000501102,G11000100005011006,110010005011006,1,1
G1100010000501103,11001000501103,G11000100005011012,110010005011012,1,1
G1100010000501104,11001000501104,G11000100005011007,110010005011007,1,1
G1100010000501105,11001000501105,G11000100005011011,110010005011011,1,1
G1100010000501106,11001000501106,G11000100005011005,110010005011005,1,1
G1100010000501107,11001000501107,G11000100005011009,110010005011009,1,1
G1100010000501108,11001000501108,G11000100005011013,110010005011013,1,1
G1100010000501109,11001000501109,G11000100005011014,110010005011014,1,1
G1100010000501110,11001000501110,G11000100005011010,110010005011010,1,1
G1100010000501201,11001000501201,G11000100005012002,110010005012002,1,1
G1100010000501202,11001000501202,G11000100005012005,110010005012005,1,1
G1100010000501203,11001000501203,G11000100005012004,110010005012004,1,1
G1100010000501204,11001000501204,G11000100005012001,110010005012001,1,1
G1100010000501301,11001000501301,G11000100005012003,110010005012003,1,1
G1100010000501302,11001000501302,G11000100005012000,110010005012000,1,1
G1100010000502304,11001000502304,G11000100005021008,110010005021008,0.9847369038,0.9755102041
G1100010000502304,11001000502304,G11000100005021009,110010005021009,0.0152630962,0.0244897959
G1100010000502309,11001000502309,G11000100005021010,110010005021010,1,1
G1100010000502313,11001000502313,G11000100005021002,110010005021002,1,1
G1100010000502314,11001000502314,G11000100005021001,110010005021001,1,1
G1100010000502315,11001000502315,G11000100005021011,110010005021011,1,1
G1100010000502316,11001000502316,G11000100005021000,110010005021000,1,1
G1100010000502320,11001000502320,G11000100005021004,110010005021004,1,1
G1100010000502321,11001000502321,G11000100005021003,110010005021003,1,1
G1100010000502401,11001000502401,G11000100005022006,110010005022006,1,1
G1100010000502402,11001000502402,G11000100005022000,110010005022000,1,1
G1100010000502403,11001000502403,G11000100005022001,110010005022001,1,1
G1100010000502404,11001000502404,G11000100005022005,110010005022005,1,1
G1100010000502405,11001000502405,G11000100005022002,110010005022002,1,1
G1100010000502406,11001000502406,G11000100005022003,110010005022003,0.9558827138,0.9508196721
G1100010000502406,11001000502406,G11000100005022004,110010005022004,0.0441172862,0.0491803279
G1100010000502410,11001000502410,G11000100013022007,110010013022007,0.7793255021,0.0820411136
G1100010000502410,11001000502410,G11000100013022009,110010013022009,0.2206744979,0.9179588864
G1100010000502501,11001000502501,G11000100005021007,110010005021007,1,1
G1100010000502502,11001000502502,G11000100005021006,110010005021006,1,1
G1100010000502503,11001000502503,G11000100005021012,110010005021012,1,1
G1100010000502504,11001000502504,G11000100005021013,110010005021013,1,1
G1100010000502505,11001000502505,G11000100005021014,110010005021014,1,1
G1100010000502506,11001000502506,G11000100005021005,110010005021005,1,1
G11000100006101,11001000600101,G11000100006001000,110010006001000,1,1
G11000100006102,11001000600102,G11000100006001001,110010006001001,0.9849075616,1
G11000100006102,11001000600102,G11000100006001002,110010006001002,0.0150924384,0
G11000100006104,11001000600104,G11000100006001004,110010006001004,1,1
G11000100006105,11001000600105,G11000100006001005,110010006001005,1,1
G11000100006106,11001000600106,G11000100006001003,110010006001003,1,1
G11000100006201,11001000600201,G11000100006002001,110010006002001,0.4758155457,0.8333751394
G11000100006201,11001000600201,G11000100006002002,110010006002002,0.5241844543,0.1666248606
G11000100006202,11001000600202,G11000100006002000,110010006002000,1,1
G11000100006203,11001000600203,G11000100006002002,110010006002002,1,1
G11000100006204,11001000600204,G11000100006002001,110010006002001,0.4758155457,0.2429717315
G11000100006204,11001000600204,G11000100006002002,110010006002002,0.5241844543,0.7570282685
G11000100006205,11001000600205,G11000100006002004,110010006002004,1,1
G11000100006206,11001000600206,G11000100006002005,110010006002005,0.7006108091,0.6578249337
G11000100006206,11001000600206,G11000100006002006,110010006002006,0.2993891909,0.3421750663
G11000100006207,11001000600207,G11000100006002007,110010006002007,1,1
G11000100006208,11001000600208,G11000100006002008,110010006002008,1,1
G11000100006209,11001000600209,G11000100006002009,110010006002009,1,1
G11000100006210,11001000600210,G11000100006002003,110010006002003,1,1
G11000100006301,11001000600301,G11000100006003006,110010006003006,1,1
G11000100006302,11001000600302,G11000100006003003,110010006003003,1,1
G11000100006303,11001000600303,G11000100006003004,110010006003004,1,1
G11000100006304,11001000600304,G11000100006003005,110010006003005,1,1
G11000100006305,11001000600305,G11000100006003000,110010006003000,1,1
G11000100006306,11001000600306,G11000100006003001,110010006003001,1,1
G11000100006307,11001000600307,G11000100006003002,110010006003002,1,1
G11000100006308,11001000600308,G11000100006003007,110010006003007,1,1
G11000100006309,11001000600309,G11000100006003008,110010006003008,1,1
G11000100006401,11001000600401,G11000100006004021,110010006004021,1,1
G11000100006402,11001000600402,G11000100006004016,110010006004016,1,1
G11000100006403,11001000600403,G11000100006004015,110010006004015,1,1
G11000100006404,11001000600404,G11000100006004014,110010006004014,1,1
G11000100006405,11001000600405,G11000100006004012,110010006004012,0.9696639964,1
G11000100006405,11001000600405,G11000100006004013,110010006004013,0.0303360036,0
G11000100006406,11001000600406,G11000100006004017,110010006004017,0.9805196249,1
G11000100006406,11001000600406,G11000100006004018,110010006004018,0.0194803751,0
G11000100006407,11001000600407,G11000100006004011,110010006004011,1,1
G11000100006408,11001000600408,G11000100006004019,110010006004019,0.9716795866,1
G11000100006408,11001000600408,G11000100006004020,110010006004020,0.0283204134,0
G11000100006409,11001000600409,G11000100006004003,110010006004003,1,1
G11000100006410,11001000600410,G11000100006004004,110010006004004,1,1
G11000100006411,11001000600411,G11000100006004005,110010006004005,1,1
G11000100006412,11001000600412,G11000100006004006,110010006004006,1,1
G11000100006413,11001000600413,G11000100006004010,110010006004010,1,1
G11000100006501,11001000600501,G11000100006004007,110010006004007,0.4850036576,0.3831852574
G11000100006501,11001000600501,G11000100006004008,110010006004008,0.5149963424,0.6168147426
G11000100006502,11001000600502,G11000100006004009,110010006004009,1,1
G11000100006503,11001000600503,G11000100006004000,110010006004000,0.4430437221,0.7339187449
G11000100006503,11001000600503,G11000100006004001,110010006004001,0.5569562779,0.2660812551
G11000100006504,11001000600504,G11000100006004000,110010006004000,0.4430437221,0.0431457814
G11000100006504,11001000600504,G11000100006004001,110010006004001,0.5569562779,0.9568542186
G11000100006506,11001000600506,G11000100006004002,110010006004002,1,1
G1100010000701101,11001000701101,G11000100007011000,110010007011000,1,1
G1100010000701102,11001000701102,G11000100007011004,110010007011004,0.3004103968,0.4556626178
G1100010000701102,11001000701102,G11000100007011005,110010007011005,0.6652978893,0.1946826427
G1100010000701102,11001000701102,G11000100007011007,110010007011007,0.0342917139,0.3496547395
G1100010000701104,11001000701104,G11000100007011006,110010007011006,1,1
G1100010000701105,11001000701105,G11000100007011001,110010007011001,1,1
G1100010000701106,11001000701106,G11000100007011002,110010007011002,1,1
G1100010000701107,11001000701107,G11000100007011003,110010007011003,1,1
G1100010000701201,11001000701201,G11000100007012000,110010007012000,1,1
G1100010000701202,11001000701202,G11000100007012001,110010007012001,1,1
G1100010000701203,11001000701203,G11000100007014000,110010007014000,1,1
G1100010000701204,11001000701204,G11000100007014001,110010007014001,1,1
G1100010000701205,11001000701205,G11000100007014003,110010007014003,1,1
G1100010000701206,11001000701206,G11000100007014002,110010007014002,1,1
G1100010000701207,11001000701207,G11000100007014007,110010007014007,1,1
G1100010000701208,11001000701208,G11000100007013000,110010007013000,0.4066283044,0.5949368286
G1100010000701208,11001000701208,G11000100007013001,110010007013001,0.3362263661,0.1303013784
G1100010000701208,11001000701208,G11000100007013002,110010007013002,0.2571453295,0.274761793
G1100010000701209,11001000701209,G11000100007013003,110010007013003,1,1
G1100010000701210,11001000701210,G11000100007014006,110010007014006,1,1
G1100010000701211,11001000701211,G11000100007014005,110010007014005,1,1
G1100010000701212,11001000701212,G11000100007014004,110010007014004,1,1
G1100010000701213,11001000701213,G11000100007014008,110010007014008,1,1
G1100010000701214,11001000701214,G11000100007014009,110010007014009,1,1
G1100010000720305,11001000720305,G11000100007022000,110010007022000,1,1
G1100010000720306,11001000720306,G11000100007023000,110010007023000,1,1
G1100010000720307,11001000720307,G11000100007023001,110010007023001,1,1
G1100010000720308,11001000720308,G11000100007023002,110010007023002,1,1
G1100010000720501,11001000720501,G11000100007021000,110010007021000,1,1
G1100010000720502,11001000720502,G11000100007021001,110010007021001,1,1
G1100010000720503,11001000720503,G11000100007021002,110010007021002,1,1
G1100010000720504,11001000720504,G11000100007021003,110010007021003,0.963343226,1
G1100010000720504,11001000720504,G11000100007021004,110010007021004,0.036656774,0
