blk1990gj,blk1990ge,blk2010gj,blk2010ge,parea,weight
G1100010002702310,11001002702310,G11000100027023007,110010027023007,1,1
G1100010002801101,11001002801101,G11000100028012000,110010028012000,1,1
G1100010002801102,11001002801102,G11000100028012001,110010028012001,1,1
G1100010002801103,11001002801103,G11000100028012002,110010028012002,1,1
G1100010002801104,11001002801104,G11000100028012003,110010028012003,1,1
G1100010002801105,11001002801105,G11000100028012004,110010028012004,1,1
G1100010002801106,11001002801106,G11000100028012006,110010028012006,1,1
G1100010002801107,11001002801107,G11000100028012005,110010028012005,1,1
G1100010002801108,11001002801108,G11000100028012007,110010028012007,1,1
G1100010002801109,11001002801109,G11000100028011000,110010028011000,0.1491715188,0
G1100010002801109,11001002801109,G11000100028011001,110010028011001,0.8508284812,1
G1100010002801110,11001002801110,G11000100028011002,110010028011002,1,1
G1100010002801111,11001002801111,G11000100028011003,110010028011003,1,1
G1100010002802201,11001002802201,G11000100028022000,110010028022000,1,1
G1100010002802202,11001002802202,G11000100028022001,110010028022001,0.4978546994,0.6848635236
G1100010002802202,11001002802202,G11000100028022002,110010028022002,0.5021453006,0.3151364764
G1100010002802203,11001002802203,G11000100028022004,110010028022004,0.9250007272,0.8592592593
G1100010002802203,11001002802203,G11000100028022005,110010028022005,0.0539989044,0.1407407407
G1100010002802203,11001002802203,G11000100028022006,110010028022006,0.0210003684,0
G1100010002802204,11001002802204,G11000100028022003,110010028022003,1,1
G1100010002802205,11001002802205,G11000100028021000,110010028021000,0.2597481202,0.5007639155
G1100010002802205,11001002802205,G11000100028021001,110010028021001,0.7402518798,0.4992360845
G1100010002802206,11001002802206,G11000100028021002,110010028021002,0.94848601,1
G1100010002802206,11001002802206,G11000100028021006,110010028021006,0.05151399,0
G1100010002802207,11001002802207,G11000100028021003,110010028021003,1,1
G1100010002802208,11001002802208,G11000100028021004,110010028021004,1,1
G1100010002802209,11001002802209,G11000100028021005,110010028021005,1,1
G11000100029101,11001002900101,G11000100029001000,110010029001000,1,1
G11000100029102,11001002900102,G11000100029001001,110010029001001,1,1
G11000100029103,11001002900103,G11000100029001002,110010029001002,1,1
G11000100029104,11001002900104,G11000100029001003,110010029001003,1,1
G11000100029105,11001002900105,G11000100029001004,110010029001004,1,1
G11000100029106,11001002900106,G11000100029001005,110010029001005,1,1
G11000100029107,11001002900107,G11000100029001006,110010029001006,1,1
G11000100029108,11001002900108,G11000100029001007,110010029001007,1,1
G11000100029201,11001002900201,G11000100029002010,110010029002010,1,1
G11000100029202,11001002900202,G11000100029002009,110010029002009,1,1
G11000100029203,11001002900203,G11000100029002008,110010029002008,1,1
G11000100029204,11001002900204,G11000100029002007,110010029002007,1,1
G11000100029205,11001002900205,G11000100029002006,110010029002006,1,1
G11000100029206,11001002900206,G11000100029002004,110010029002004,1,1
G11000100029207,11001002900207,G11000100029002003,110010029002003,1,1
G11000100029208,11001002900208,G11000100029002002,110010029002002,1,1
G11000100029209,11001002900209,G11000100029002001,110010029002001,1,1
G11000100029210,11001002900210,G11000100029002000,110010029002000,1,1
G11000100029211,11001002900211,G11000100029002005,110010029002005,1,1
G11000100030101,11001003000101,G11000100030001000,110010030001000,1,1
G11000100030102,11001003000102,G11000100030001003,110010030001003,1,1
G11000100030103,11001003000103,G11000100030001001,110010030001001,0.9720571997,1
G11000100030103,11001003000103,G11000100030001002,110010030001002,0.0279428003,0
G11000100030104,11001003000104,G11000100030002003,110010030002003,1,1
G11000100030105,11001003000105,G11000100030001005,110010030001005,1,1
G11000100030106,11001003000106,G11000100030001004,110010030001004,1,1
G11000100030107,11001003000107,G11000100030002000,110010030002000,0.3978049574,0.3680916621
G11000100030107,11001003000107,G11000100030002004,110010030002004,0.6021950426,0.6319083379
G11000100030108,11001003000108,G11000100030002001,110010030002001,1,1
G11000100030109,11001003000109,G11000100030002002,110010030002002,1,1
G11000100031101,11001003100101,G11000100031001000,110010031001000,1,1
G11000100031102,11001003100102,G11000100031001001,110010031001001,1,1
G11000100031103,11001003100103,G11000100031001002,110010031001002,1,1
G11000100031104,11001003100104,G11000100031001003,110010031001003,1,1
G11000100031105,11001003100105,G11000100031001004,110010031001004,1,1
G11000100031106,11001003100106,G11000100031001005,110010031001005,0.0921043099,0.0278422274
G11000100031106,11001003100106,G11000100031001006,110010031001006,0.9078956901,0.9721577726
G11000100031108,11001003100108,G11000100031001007,110010031001007,1,1
G11000100031109,11001003100109,G11000100031001008,110010031001008,1,1
G11000100031110,11001003100110,G11000100031001009,110010031001009,1,1
G11000100031111,11001003100111,G11000100031001010,110010031001010,1,1
G11000100031112,11001003100112,G11000100031001011,110010031001011,1,1
G11000100031113,11001003100113,G11000100031001013,110010031001013,0.4730966579,0.6550194392
G11000100031113,11001003100113,G11000100031001014,110010031001014,0.5269033421,0.3449805608
G11000100031114,11001003100114,G11000100031001012,110010031001012,1,1
G11000100031205,11001003100205,G11000100031001015,110010031001015,1,1
G11000100031206,11001003100206,G11000100031001016,110010031001016,1,1
G11000100031207,11001003100207,G11000100031001017,110010031001017,1,1
G11000100032101,11001003200101,G11000100032001000,110010032001000,0.1231835307,0
G11000100032101,11001003200101,G11000100032001001,110010032001001,0.8768164693,1
G11000100032103,11001003200103,G11000100032001002,110010032001002,1,1
G11000100032104,11001003200104,G11000100032001003,110010032001003,1,1
G11000100032105,11001003200105,G11000100032001004,110010032001004,1,1
G11000100032106,11001003200106,G11000100032001005,110010032001005,1,1
G11000100032107,11001003200107,G11000100032001006,110010032001006,1,1
G11000100032201,11001003200201,G11000100032002002,110010032002002,1,1
G11000100032202,11001003200202,G11000100032002001,110010032002001,1,1
G11000100032203,11001003200203,G11000100032002000,110010032002000,1,1
G11000100032204,11001003200204,G11000100032002004,110010032002004,1,1
G11000100032205,11001003200205,G11000100032002005,110010032002005,1,1
G11000100032206,11001003200206,G11000100032002003,110010032002003,1,1
G11000100032301,11001003200301,G11000100032003000,110010032003000,1,1
G11000100032302,11001003200302,G11000100032003005,110010032003005,1,1
G11000100032303,11001003200303,G11000100032003001,110010032003001,1,1
G11000100032304,11001003200304,G11000100032003002,110010032003002,1,1
G11000100032305,11001003200305,G11000100032003003,110010032003003,1,1
G11000100032306,11001003200306,G11000100032003004,110010032003004,1,1
G11000100032307,11001003200307,G11000100032004000,110010032004000,1,1
G11000100032308,11001003200308,G11000100032004001,110010032004001,1,1
G11000100032309,11001003200309,G11000100032004002,110010032004002,0.3400490898,0.5018384423
G11000100032309,11001003200309,G11000100032004004,110010032004004,0.6599509102,0.4981615577
G11000100032310,11001003200310,G11000100032004003,110010032004003,1,1
G11000100032401,11001003200401,G11000100032004005,110010032004005,1,1
G11000100032402,11001003200402,G11000100032004008,110010032004008,0.6393897365,0.6393897365
G11000100032402,11001003200402,G11000100032004009,110010032004009,0.3606102635,0.3606102635
G11000100032403,11001003200403,G11000100032004006,110010032004006,0.975193346,1
G11000100032403,11001003200403,G11000100032004007,110010032004007,0.024806654,0
G11000100032404,11001003200404,G11000100032004010,110010032004010,1,1
G1100010003301101,11001003301101,G11000100033011000,110010033011000,1,1
G1100010003301103,11001003301103,G11000100033011001,110010033011001,1,1
G1100010003301104,11001003301104,G11000100033011002,110010033011002,1,1
G1100010003301105,11001003301105,G11000100033011003,110010033011003,1,1
G1100010003301106,11001003301106,G11000100033011004,110010033011004,1,1
G1100010003301201,11001003301201,G11000100033012000,110010033012000,0.1206854936,0.1304180367
G1100010003301201,11001003301201,G11000100033012001,110010033012001,0.8793145064,0.8695819633
G1100010003301202,11001003301202,G11000100033012000,110010033012000,1,1
G1100010003301203,11001003301203,G11000100033012004,110010033012004,1,1
G1100010003301204,11001003301204,G11000100033012005,110010033012005,1,1
G1100010003301205,11001003301205,G11000100033012002,110010033012002,1,1
G1100010003301206,11001003301206,G11000100033012003,110010033012003,1,1
G1100010003301301,11001003301301,G11000100033013005,110010033013005,1,1
G1100010003301302,11001003301302,G11000100033013004,110010033013004,1,1
G1100010003301303,11001003301303,G11000100033013003,110010033013003,1,1
G1100010003301304,11001003301304,G11000100033013002,110010033013002,1,1
G1100010003301305,11001003301305,G11000100033013001,110010033013001,1,1
G1100010003301306,11001003301306,G11000100033013000,110010033013000,1,1
G1100010003302101,11001003302101,G11000100033021000,110010033021000,1,1
G1100010003302102,11001003302102,G11000100033021003,110010033021003,1,1
G1100010003302103,11001003302103,G11000100033021001,110010033021001,0.0813005772,0.0182926829
G1100010003302103,11001003302103,G11000100033021002,110010033021002,0.9186994228,0.9817073171
G1100010003302104,11001003302104,G11000100033021005,110010033021005,1,1
G1100010003302105,11001003302105,G11000100033021004,110010033021004,1,1
G1100010003302106,11001003302106,G11000100033021006,110010033021006,1,1
G1100010003302201,11001003302201,G11000100033022000,110010033022000,1,1
G1100010003302202,11001003302202,G11000100033022001,110010033022001,1,1
G1100010003302203,11001003302203,G11000100033022002,110010033022002,0.8284669556,0.8081395349
G1100010003302203,11001003302203,G11000100033022003,110010033022003,0.1715330444,0.1918604651
G1100010003302204,11001003302204,G11000100033022004,110010033022004,1,1
G1100010003302206,11001003302206,G11000100033022005,110010033022005,0.8928568078,1
G1100010003302206,11001003302206,G11000100033022006,110010033022006,0.1071431922,0
G11000100034101,11001003400101,G11000100034002000,110010034002000,1,1
G11000100034102,11001003400102,G11000100034002001,110010034002001,0.9793998069,0.9793998069
G11000100034102,11001003400102,G11000100034002002,110010034002002,0.0206001931,0.0206001931
G11000100034103,11001003400103,G11000100034002005,110010034002005,1,1
G11000100034104,11001003400104,G11000100034002003,110010034002003,1,1
G11000100034105,11001003400105,G11000100034002005,110010034002005,1,1
G11000100034107,11001003400107,G11000100034002004,110010034002004,1,1
G11000100034108,11001003400108,G11000100034002006,110010034002006,1,1
G11000100034199,11001003400199,G11000100034002001,110010034002001,1,1
G11000100034201,11001003400201,G11000100034002007,110010034002007,1,1
G11000100034202,11001003400202,G11000100034002008,110010034002008,1,1
G11000100034205,11001003400205,G11000100034002009,110010034002009,1,1
G11000100034206,11001003400206,G11000100034002013,110010034002013,1,1
G11000100034207,11001003400207,G11000100034002010,110010034002010,1,1
G11000100034208,11001003400208,G11000100034002011,110010034002011,1,1
G11000100034301,11001003400301,G11000100034001000,110010034001000,1,1
G11000100034302,11001003400302,G11000100034001001,110010034001001,1,1
G11000100034303,11001003400303,G11000100034001001,110010034001001,1,1
G11000100034304,11001003400304,G11000100034001002,110010034001002,1,1
G11000100034305,11001003400305,G11000100034001004,110010034001004,1,1
G11000100034306,11001003400306,G11000100034001003,110010034001003,0.9668871327,1
G11000100034306,11001003400306,G11000100034001005,110010034001005,0.0331128673,0
G11000100034401,11001003400401,G11000100034002025,110010034002025,1,1
G11000100034402,11001003400402,G11000100034002026,110010034002026,1,1
G11000100034403,11001003400403,G11000100034002024,110010034002024,1,1
G11000100034404,11001003400404,G11000100034002023,110010034002023,1,1
G11000100034405,11001003400405,G11000100034002027,110010034002027,1,1
G11000100034406,11001003400406,G11000100034002021,110010034002021,0.0578032013,0.2926829268
G11000100034406,11001003400406,G11000100034002022,110010034002022,0.9421967987,0.7073170732
G11000100034407,11001003400407,G11000100034002028,110010034002028,1,1
G11000100034501,11001003400501,G11000100034002020,110010034002020,1,1
G11000100034502,11001003400502,G11000100034002019,110010034002019,1,1
G11000100034503,11001003400503,G11000100034002018,110010034002018,1,1
G11000100034504,11001003400504,G11000100034002017,110010034002017,1,1
G11000100034505,11001003400505,G11000100034002016,110010034002016,1,1
G11000100034506,11001003400506,G11000100034002015,110010034002015,1,1
G11000100034507,11001003400507,G11000100034002014,110010034002014,1,1
G11000100034508,11001003400508,G11000100034002012,110010034002012,1,1
G11000100035101,11001003500101,G11000100035001000,110010035001000,1,1
G11000100035102,11001003500102,G11000100035001001,110010035001001,1,1
G11000100035103,11001003500103,G11000100035001002,110010035001002,1,1
G11000100035104,11001003500104,G11000100035001003,110010035001003,1,1
G11000100035105,11001003500105,G11000100035001004,110010035001004,1,1
G11000100035106,11001003500106,G11000100035001005,110010035001005,1,1
G11000100035107,11001003500107,G11000100035001006,110010035001006,1,1
G11000100035201,11001003500201,G11000100035002000,110010035002000,1,1
G11000100035202,11001003500202,G11000100035002001,110010035002001,1,1
G11000100035203,11001003500203,G11000100035002002,110010035002002,1,1
G11000100035204,11001003500204,G11000100035002003,110010035002003,1,1
G11000100035205,11001003500205,G11000100035002004,110010035002004,1,1
G11000100035206,11001003500206,G11000100035002005,110010035002005,1,1
G11000100035207,11001003500207,G11000100035002006,110010035002006,1,1
G11000100035208,11001003500208,G11000100035002007,110010035002007,1,1
G11000100035209,11001003500209,G11000100035002008,110010035002008,1,1
G11000100036101,11001003600101,G11000100036003000,110010036003000,1,1
G11000100036102,11001003600102,G11000100036002000,110010036002000,1,1
G11000100036103,11001003600103,G11000100036002001,110010036002001,1,1
G11000100036104,11001003600104,G11000100036003001,110010036003001,1,1
G11000100036105,11001003600105,G11000100036003002,110010036003002,1,1
G11000100036106,11001003600106,G11000100036002002,110010036002002,1,1
G11000100036107,11001003600107,G11000100036001000,110010036001000,1,1
G11000100036108,11001003600108,G11000100036003003,110010036003003,1,1
G11000100036109,11001003600109,G11000100036003004,110010036003004,1,1
G11000100036110,11001003600110,G11000100036003005,110010036003005,1,1
G11000100036111,11001003600111,G11000100036001001,110010036001001,1,1
G11000100036112,11001003600112,G11000100036001002,110010036001002,1,1
G11000100037101,11001003700101,G11000100037002000,110010037002000,1,1
G11000100037102,11001003700102,G11000100037002001,110010037002001,1,1
G11000100037103,11001003700103,G11000100037002004,110010037002004,1,1
G11000100037104,11001003700104,G11000100037002002,110010037002002,1,1
G11000100037105,11001003700105,G11000100037002003,110010037002003,1,1
G11000100037106,11001003700106,G11000100037001000,110010037001000,1,1
G11000100037107,11001003700107,G11000100037001001,110010037001001,0.1680823038,0.1200607903
G11000100037107,11001003700107,G11000100037001002,110010037001002,0.6452579942,0.6747720365
G11000100037107,11001003700107,G11000100037001003,110010037001003,0.186659702,0.2051671733
G11000100037108,11001003700108,G11000100037003000,110010037003000,1,1
G11000100037109,11001003700109,G11000100037003001,110010037003001,0.4248109685,0.4299625468
G11000100037109,11001003700109,G11000100037003002,110010037003002,0.5751890315,0.5700374532
G11000100037110,11001003700110,G11000100037003003,110010037003003,1,1
G11000100038101,11001003800101,G11000100038003000,110010038003000,0.0676524802,0.75
G11000100038101,11001003800101,G11000100038003001,110010038003001,0.9323475198,0.25
G11000100038102,11001003800102,G11000100038003007,110010038003007,1,1
G11000100038103,11001003800103,G11000100038003003,110010038003003,1,1
G11000100038104,11001003800104,G11000100038003002,110010038003002,1,1
G11000100038105,11001003800105,G11000100038003004,110010038003004,1,1
G11000100038106,11001003800106,G11000100038003005,110010038003005,1,1
G11000100038107,11001003800107,G11000100038003006,110010038003006,1,1
G11000100038108,11001003800108,G11000100038001003,110010038001003,1,1
G11000100038109,11001003800109,G11000100038001002,110010038001002,1,1
G11000100038110,11001003800110,G11000100038001001,110010038001001,1,1
G11000100038111,11001003800111,G11000100038001000,110010038001000,1,1
G11000100038201,11001003800201,G11000100038002000,110010038002000,1,1
G11000100038202,11001003800202,G11000100038002001,110010038002001,1,1
G11000100038203,11001003800203,G11000100038002002,110010038002002,0.8813963993,0.9979939819
G11000100038203,11001003800203,G11000100038002003,110010038002003,0.1186036007,0.0020060181
G11000100038204,11001003800204,G11000100038002004,110010038002004,0.6115368324,1
G11000100038204,11001003800204,G11000100038002005,110010038002005,0.3884631676,0
G11000100038205,11001003800205,G11000100038002004,110010038002004,1,1
G11000100038206,11001003800206,G11000100038002006,110010038002006,0.8864858588,0.8864858588
G11000100038206,11001003800206,G11000100038002007,110010038002007,0.1135141412,0.1135141412
G11000100039101,11001003900101,G11000100039001000,110010039001000,0.2007858882,0.0136612022
G11000100039101,11001003900101,G11000100039001001,110010039001001,0.7992141118,0.9863387978
G11000100039102,11001003900102,G11000100039001003,110010039001003,0.4031275891,0.5528903039
G11000100039102,11001003900102,G11000100039003000,110010039003000,0.5219767836,0.4410531685
G11000100039102,11001003900102,G11000100039003001,110010039003001,0.0748956274,0.0060565276
G11000100039103,11001003900103,G11000100039001002,110010039001002,1,1
G11000100039104,11001003900104,G11000100039003003,110010039003003,0.9528021206,1
G11000100039104,11001003900104,G11000100039003004,110010039003004,0.0471978794,0
G11000100039108,11001003900108,G11000100039003002,110010039003002,1,1
G11000100039201,11001003900201,G11000100039002002,110010039002002,0.4711439101,0.55
G11000100039201,11001003900201,G11000100039002004,110010039002004,0.5087976577,0
G11000100039201,11001003900201,G11000100039002005,110010039002005,0,0
G11000100039201,11001003900201,G11000100039002007,110010039002007,0,0
G11000100039201,11001003900201,G11000100039004002,110010039004002,0.0200584322,0.45
G11000100039202,11001003900202,G11000100039004001,110010039004001,1,1
G11000100039203,11001003900203,G11000100039002005,110010039002005,0,0
G11000100039203,11001003900203,G11000100039002006,110010039002006,1,1
G11000100039203,11001003900203,G11000100039002007,110010039002007,0,0
G11000100039204,11001003900204,G11000100039002003,110010039002003,1,1
G11000100039205,11001003900205,G11000100039002011,110010039002011,1,1
G11000100039206,11001003900206,G11000100039002000,110010039002000,0.0695650823,0.0941422594
G11000100039206,11001003900206,G11000100039002001,110010039002001,0.9304349177,0.9058577406
G11000100039207,11001003900207,G11000100039002008,110010039002008,0,0
G11000100039207,11001003900207,G11000100039002009,110010039002009,0,0
G11000100039207,11001003900207,G11000100039002010,110010039002010,1,1
G11000100039208,11001003900208,G11000100039004000,110010039004000,1,1
G1100010004001101,11001004001101,G11000100040011000,110010040011000,1,1
G1100010004001102,11001004001102,G11000100040011001,110010040011001,1,1
G1100010004001103,11001004001103,G11000100040011002,110010040011002,1,1
G1100010004001104,11001004001104,G11000100040011003,110010040011003,0.9611645762,0.6196660482
G1100010004001104,11001004001104,G11000100040011004,110010040011004,0.0388354238,0.3803339518
G1100010004001201,11001004001201,G11000100040012000,110010040012000,1,1
G1100010004001202,11001004001202,G11000100040012001,110010040012001,1,1
G1100010004001203,11001004001203,G11000100040012002,110010040012002,0.8155316886,0.9748743719
G1100010004001203,11001004001203,G11000100040012003,110010040012003,0.0440247356,0.0251256281
G1100010004001203,11001004001203,G11000100040012004,110010040012004,0.1404435758,0
G1100010004001301,11001004001301,G11000100040013000,110010040013000,0.4598451169,1
G1100010004001301,11001004001301,G11000100040013001,110010040013001,0,0
G1100010004001301,11001004001301,G11000100040013002,110010040013002,0.5401548831,0
G1100010004001301,11001004001301,G11000100040013010,110010040013010,0,0
G1100010004001302,11001004001302,G11000100040013004,110010040013004,0.5340475542,0.3134845189
G1100010004001302,11001004001302,G11000100040013005,110010040013005,0.121074869,0.3717026379
G1100010004001302,11001004001302,G11000100040013006,110010040013006,0.3448775767,0.3148128432
G1100010004001303,11001004001303,G11000100040013003,110010040013003,1,1
G1100010004001304,11001004001304,G11000100040013009,110010040013009,1,1
G1100010004001305,11001004001305,G11000100040013008,110010040013008,1,1
G1100010004001306,11001004001306,G11000100040013007,110010040013007,1,1
G1100010004002101,11001004002101,G11000100040021000,110010040021000,1,1
G1100010004002102,11001004002102,G11000100040021001,110010040021001,1,1
G1100010004002201,11001004002201,G11000100040022000,110010040022000,1,1
G1100010004002202,11001004002202,G11000100040023000,110010040023000,0.0293888929,0
G1100010004002202,11001004002202,G11000100040023001,110010040023001,0.9706111071,1
G1100010004002203,11001004002203,G11000100040023002,110010040023002,1,1
G1100010004002204,11001004002204,G11000100040022001,110010040022001,1,1
G1100010004002205,11001004002205,G11000100040022002,110010040022002,1,1
G1100010004002206,11001004002206,G11000100040022003,110010040022003,1,1
G11000100041101,11001004100101,G11000100041002000,110010041002000,0,0
G11000100041101,11001004100101,G11000100041002001,110010041002001,1,1
G11000100041102,11001004100102,G11000100041002006,110010041002006,0.8809044101,0.8809044101
G11000100041102,11001004100102,G11000100041002007,110010041002007,0.0070144019,0.0070144019
G11000100041102,11001004100102,G11000100041002009,110010041002009,0.112081188,0.112081188
G11000100041103,11001004100103,G11000100041002008,110010041002008,1,1
G11000100041104,11001004100104,G11000100041002004,110010041002004,1,1
G11000100041105,11001004100105,G11000100041002003,110010041002003,1,1
G11000100041106,11001004100106,G11000100041002010,110010041002010,0.9406785215,1
G11000100041106,11001004100106,G11000100041002011,110010041002011,0.0593214785,0
G11000100041107,11001004100107,G11000100041002015,110010041002015,1,1
G11000100041108,11001004100108,G11000100041002013,110010041002013,1,1
G11000100041109,11001004100109,G11000100041002002,110010041002002,1,1
G11000100041110,11001004100110,G11000100041002005,110010041002005,1,1
G11000100041111,11001004100111,G11000100041002001,110010041002001,1,1
G11000100041112,11001004100112,G11000100041002014,110010041002014,1,1
G11000100041201,11001004100201,G11000100041001000,110010041001000,0.3759887367,0.6866621009
G11000100041201,11001004100201,G11000100041002012,110010041002012,0.6240112633,0.3133378991
G11000100041202,11001004100202,G11000100041003000,110010041003000,1,1
G11000100041203,11001004100203,G11000100041003001,110010041003001,1,1
G11000100041204,11001004100204,G11000100041003002,110010041003002,1,1
G11000100041205,11001004100205,G11000100041003016,110010041003016,1,1
G11000100041206,11001004100206,G11000100041003015,110010041003015,1,1
G11000100041207,11001004100207,G11000100041001004,110010041001004,1,1
G11000100041208,11001004100208,G11000100041001003,110010041001003,1,1
G11000100041209,11001004100209,G11000100041001001,110010041001001,1,1
G11000100041210,11001004100210,G11000100041001002,110010041001002,1,1
G11000100041301,11001004100301,G11000100041003029,110010041003029,0.6988463424,0.8181818182
G11000100041301,11001004100301,G11000100041003030,110010041003030,0.3011536576,0.1818181818
G11000100041302,11001004100302,G11000100041003014,110010041003014,1,1
G11000100041303,11001004100303,G11000100041003003,110010041003003,0.9864022494,1
G11000100041303,11001004100303,G11000100041003005,110010041003005,0.0135977506,0
G11000100041304,11001004100304,G11000100041003004,110010041003004,0.2031884724,0.2031884724
G11000100041304,11001004100304,G11000100041003006,110010041003006,0.7968115276,0.7968115276
G11000100041305,11001004100305,G11000100041003013,110010041003013,1,1
G11000100041306,11001004100306,G11000100041003028,110010041003028,1,1
G11000100041307,11001004100307,G11000100041003031,110010041003031,1,1
G11000100041308,11001004100308,G11000100041003011,110010041003011,0.8733154483,1
G11000100041308,11001004100308,G11000100041003012,110010041003012,0.1266845517,0
G11000100041309,11001004100309,G11000100041003007,110010041003007,0.2825572591,0.2825572591
G11000100041309,11001004100309,G11000100041003008,110010041003008,0.5611158433,0.5611158433
G11000100041309,11001004100309,G11000100041003009,110010041003009,0.1563268976,0.1563268976
G11000100041309,11001004100309,G11000100041003010,110010041003010,0,0
G11000100041310,11001004100310,G11000100041003021,110010041003021,0.9663421878,1
G11000100041310,11001004100310,G11000100041003022,110010041003022,0.0336578122,0
G11000100041311,11001004100311,G11000100041003020,110010041003020,0.8103304169,0.9882218875
G11000100041311,11001004100311,G11000100041003023,110010041003023,0.1172048982,0.0117781125
G11000100041311,11001004100311,G11000100041003024,110010041003024,0.0724646848,0
G11000100041312,11001004100312,G11000100041003017,110010041003017,1,1
G11000100041312,11001004100312,G11000100041003025,110010041003025,0,0
G11000100041312,11001004100312,G11000100041003026,110010041003026,0,0
G11000100041313,11001004100313,G11000100041003018,110010041003018,0.9513273254,0.9513273254
G11000100041313,11001004100313,G11000100041003019,110010041003019,0,0
G11000100041313,11001004100313,G11000100041003026,110010041003026,0,0
G11000100041313,11001004100313,G11000100041003027,110010041003027,0.0486726746,0.0486726746
G1100010004201101,11001004201101,G11000100042011000,110010042011000,1,1
G1100010004201102,11001004201102,G11000100042011001,110010042011001,1,1
G1100010004201103,11001004201103,G11000100042011002,110010042011002,1,1
G1100010004201104,11001004201104,G11000100042011003,110010042011003,1,1
G1100010004201105,11001004201105,G11000100042011004,110010042011004,0.8901105072,1
G1100010004201105,11001004201105,G11000100042011005,110010042011005,0.1098894928,0
G1100010004201107,11001004201107,G11000100042011006,110010042011006,1,1
G1100010004201201,11001004201201,G11000100042012007,110010042012007,1,1
G1100010004201202,11001004201202,G11000100042012006,110010042012006,1,1
G1100010004201203,11001004201203,G11000100042012005,110010042012005,1,1
G1100010004201204,11001004201204,G11000100042012004,110010042012004,1,1
G1100010004201205,11001004201205,G11000100042012000,110010042012000,1,1
G1100010004201206,11001004201206,G11000100042012002,110010042012002,1,1
G1100010004201207,11001004201207,G11000100042012001,110010042012001,1,1
G1100010004201208,11001004201208,G11000100042012003,110010042012003,1,1
G1100010004202101,11001004202101,G11000100042022000,110010042022000,0.9382712332,0.975
G1100010004202101,11001004202101,G11000100042022003,110010042022003,0.0617287668,0.025
G1100010004202102,11001004202102,G11000100042022001,110010042022001,1,1
G1100010004202103,11001004202103,G11000100042022007,110010042022007,1,1
G1100010004202104,11001004202104,G11000100042022002,110010042022002,1,1
G1100010004202105,11001004202105,G11000100042022006,110010042022006,1,1
G1100010004202106,11001004202106,G11000100042022005,110010042022005,1,1
G1100010004202107,11001004202107,G11000100042021001,110010042021001,1,1
G1100010004202108,11001004202108,G11000100042021000,110010042021000,1,1
G1100010004202109,11001004202109,G11000100042021010,110010042021010,1,1
G1100010004202110,11001004202110,G11000100042021003,110010042021003,1,1
G1100010004202111,11001004202111,G11000100042021002,110010042021002,1,1
G1100010004202112,11001004202112,G11000100042022004,110010042022004,1,1
G1100010004202113,11001004202113,G11000100042021006,110010042021006,0.9637418026,1
G1100010004202113,11001004202113,G11000100042021007,110010042021007,0.0362581974,0
G1100010004202114,11001004202114,G11000100042021005,110010042021005,1,1
G1100010004202115,11001004202115,G11000100042021004,110010042021004,1,1
G1100010004202116,11001004202116,G11000100042021008,110010042021008,0.9439786448,0.9047619048
G1100010004202116,11001004202116,G11000100042021009,110010042021009,0.0560213552,0.0952380952
G1100010004202117,11001004202117,G11000100042021011,110010042021011,1,1
G11000100043101,11001004300101,G11000100043001000,110010043001000,1,1
G11000100043102,11001004300102,G11000100043001001,110010043001001,1,1
G11000100043103,11001004300103,G11000100043001006,110010043001006,1,1
G11000100043104,11001004300104,G11000100043001006,110010043001006,1,1
G11000100043105,11001004300105,G11000100043001002,110010043001002,1,1
G11000100043106,11001004300106,G11000100043001003,110010043001003,1,1
G11000100043107,11001004300107,G11000100043001004,110010043001004,1,1
G11000100043108,11001004300108,G11000100043001005,110010043001005,1,1
G11000100043109,11001004300109,G11000100043001007,110010043001007,1,1
G11000100043201,11001004300201,G11000100043002000,110010043002000,1,1
G11000100043202,11001004300202,G11000100043002002,110010043002002,1,1
G11000100043203,11001004300203,G11000100043002003,110010043002003,1,1
G11000100043204,11001004300204,G11000100043002004,110010043002004,1,1
G11000100043205,11001004300205,G11000100043002005,110010043002005,1,1
G11000100043206,11001004300206,G11000100043002006,110010043002006,1,1
G11000100043207,11001004300207,G11000100043002001,110010043002001,1,1
G11000100044101,11001004400101,G11000100044001002,110010044001002,1,1
G11000100044102,11001004400102,G11000100044001003,110010044001003,1,1
G11000100044103,11001004400103,G11000100044001004,110010044001004,1,1
G11000100044104,11001004400104,G11000100044001005,110010044001005,1,1
G11000100044105,11001004400105,G11000100044001006,110010044001006,1,1
G11000100044106,11001004400106,G11000100044001007,110010044001007,0.5078963992,0.5078963992
G11000100044106,11001004400106,G11000100044001008,110010044001008,0.4921036008,0.4921036008
G11000100044107,11001004400107,G11000100044001009,110010044001009,1,1
G11000100044108,11001004400108,G11000100044001015,110010044001015,1,1
G11000100044109,11001004400109,G11000100044001016,110010044001016,1,1
G11000100044110,11001004400110,G11000100044001017,110010044001017,1,1
G11000100044201,11001004400201,G11000100044002007,110010044002007,1,1
G11000100044202,11001004400202,G11000100044002008,110010044002008,1,1
G11000100044203,11001004400203,G11000100044002006,110010044002006,1,1
G11000100044204,11001004400204,G11000100044002005,110010044002005,1,1
G11000100044205,11001004400205,G11000100044002011,110010044002011,1,1
G11000100044206,11001004400206,G11000100044002006,110010044002006,1,1
G11000100044207,11001004400207,G11000100044002009,110010044002009,1,1
