GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALZKE001,ALZKE002,ALZKE003,AL1LE001,AL1LE002,AL1LE003,AL1LE004,AL1LE005,AL1LE006,AL1LE007,AL1LE008,NAME_M,ALZKM001,ALZKM002,ALZKM003,AL1LM001,AL1LM002,AL1LM003,AL1LM004,AL1LM005,AL1LM006,AL1LM007,AL1LM008
"G11000100032001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010032001",,,"Block Group 1, Census Tract 32, District of Columbia, District of Columbia",482,454,28,217,206,13,0,13,0,193,11,"Block Group 1, Census Tract 32, District of Columbia, District of Columbia",94,89,46,67,67,20,12,20,12,68,16
"G11000100032002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010032002",,,"Block Group 2, Census Tract 32, District of Columbia, District of Columbia",386,319,67,202,182,21,0,21,0,161,20,"Block Group 2, Census Tract 32, District of Columbia, District of Columbia",112,89,74,71,67,27,12,27,12,65,29
"G11000100032003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010032003",,,"Block Group 3, Census Tract 32, District of Columbia, District of Columbia",458,335,123,171,151,7,0,7,0,144,20,"Block Group 3, Census Tract 32, District of Columbia, District of Columbia",102,77,90,58,56,12,12,12,12,53,16
"G11000100032004","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010032004",,,"Block Group 4, Census Tract 32, District of Columbia, District of Columbia",553,497,56,337,280,72,18,54,0,208,57,"Block Group 4, Census Tract 32, District of Columbia, District of Columbia",100,101,45,88,81,38,19,32,12,75,37
"G11000100033011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003301","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010033011",,,"Block Group 1, Census Tract 33.01, District of Columbia, District of Columbia",550,487,63,353,223,80,0,80,0,143,130,"Block Group 1, Census Tract 33.01, District of Columbia, District of Columbia",106,109,56,115,87,52,12,52,12,73,66
"G11000100033012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003301","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010033012",,,"Block Group 2, Census Tract 33.01, District of Columbia, District of Columbia",543,523,20,315,284,72,0,72,0,212,31,"Block Group 2, Census Tract 33.01, District of Columbia, District of Columbia",105,103,32,100,95,60,12,60,12,73,37
"G11000100033013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003301","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010033013",,,"Block Group 3, Census Tract 33.01, District of Columbia, District of Columbia",597,537,60,447,400,26,0,26,0,374,47,"Block Group 3, Census Tract 33.01, District of Columbia, District of Columbia",107,110,53,105,109,27,12,27,12,108,36
"G11000100033021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003302","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010033021",,,"Block Group 1, Census Tract 33.02, District of Columbia, District of Columbia",609,535,74,321,299,58,0,58,0,241,22,"Block Group 1, Census Tract 33.02, District of Columbia, District of Columbia",71,76,49,71,73,42,12,42,12,58,18
"G11000100033022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003302","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010033022",,,"Block Group 2, Census Tract 33.02, District of Columbia, District of Columbia",431,382,49,210,176,41,5,36,0,135,34,"Block Group 2, Census Tract 33.02, District of Columbia, District of Columbia",64,63,41,49,46,22,9,21,12,44,22
"G11000100034001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010034001",,,"Block Group 1, Census Tract 34, District of Columbia, District of Columbia",574,516,58,141,108,29,4,25,0,79,33,"Block Group 1, Census Tract 34, District of Columbia, District of Columbia",110,118,56,59,45,29,9,26,12,39,38
"G11000100034002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010034002",,,"Block Group 2, Census Tract 34, District of Columbia, District of Columbia",807,524,283,275,236,52,0,52,0,184,39,"Block Group 2, Census Tract 34, District of Columbia, District of Columbia",103,102,88,95,101,41,12,41,12,83,27
"G11000100035001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010035001",,,"Block Group 1, Census Tract 35, District of Columbia, District of Columbia",651,609,42,233,168,34,0,34,0,134,65,"Block Group 1, Census Tract 35, District of Columbia, District of Columbia",90,98,39,65,54,28,12,28,12,49,44
"G11000100035002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010035002",,,"Block Group 2, Census Tract 35, District of Columbia, District of Columbia",749,647,102,171,142,6,0,6,0,136,29,"Block Group 2, Census Tract 35, District of Columbia, District of Columbia",93,93,73,55,41,9,12,9,12,41,45
"G11000100036001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010036001",,,"Block Group 1, Census Tract 36, District of Columbia, District of Columbia",916,791,125,137,121,14,0,14,0,107,16,"Block Group 1, Census Tract 36, District of Columbia, District of Columbia",140,134,111,71,67,23,12,23,12,64,24
"G11000100036002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010036002",,,"Block Group 2, Census Tract 36, District of Columbia, District of Columbia",741,646,95,187,118,17,0,17,0,101,69,"Block Group 2, Census Tract 36, District of Columbia, District of Columbia",119,123,106,93,71,22,12,22,12,71,90
"G11000100036003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010036003",,,"Block Group 3, Census Tract 36, District of Columbia, District of Columbia",603,603,0,251,208,46,13,33,0,162,43,"Block Group 3, Census Tract 36, District of Columbia, District of Columbia",118,118,12,86,74,44,22,38,12,76,46
"G11000100037001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010037001",,,"Block Group 1, Census Tract 37, District of Columbia, District of Columbia",706,676,30,213,129,0,0,0,0,129,84,"Block Group 1, Census Tract 37, District of Columbia, District of Columbia",204,198,49,97,74,12,12,12,12,74,67
"G11000100037002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010037002",,,"Block Group 2, Census Tract 37, District of Columbia, District of Columbia",1321,1091,230,251,251,25,0,25,0,226,0,"Block Group 2, Census Tract 37, District of Columbia, District of Columbia",210,198,103,98,98,35,12,35,12,98,12
"G11000100037003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010037003",,,"Block Group 3, Census Tract 37, District of Columbia, District of Columbia",943,831,112,205,137,0,0,0,0,137,68,"Block Group 3, Census Tract 37, District of Columbia, District of Columbia",147,166,89,126,93,12,12,12,12,93,63
"G11000100038001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010038001",,,"Block Group 1, Census Tract 38, District of Columbia, District of Columbia",1082,1082,0,322,322,21,0,21,0,301,0,"Block Group 1, Census Tract 38, District of Columbia, District of Columbia",162,162,12,104,104,34,12,34,12,97,12
"G11000100038002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010038002",,,"Block Group 2, Census Tract 38, District of Columbia, District of Columbia",1059,1059,0,465,348,148,0,148,0,200,117,"Block Group 2, Census Tract 38, District of Columbia, District of Columbia",145,145,12,112,110,66,12,66,12,86,95
"G11000100038003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010038003",,,"Block Group 3, Census Tract 38, District of Columbia, District of Columbia",757,662,95,142,135,49,49,0,0,86,7,"Block Group 3, Census Tract 38, District of Columbia, District of Columbia",202,202,107,115,116,79,79,12,12,83,16
"G11000100039001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010039001",,,"Block Group 1, Census Tract 39, District of Columbia, District of Columbia",952,915,37,94,94,0,0,0,0,94,0,"Block Group 1, Census Tract 39, District of Columbia, District of Columbia",142,133,55,57,57,12,12,12,12,57,12
"G11000100039002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010039002",,,"Block Group 2, Census Tract 39, District of Columbia, District of Columbia",513,513,0,365,256,29,0,29,0,227,109,"Block Group 2, Census Tract 39, District of Columbia, District of Columbia",124,124,12,107,102,27,12,27,12,98,90
"G11000100039003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010039003",,,"Block Group 3, Census Tract 39, District of Columbia, District of Columbia",683,642,41,130,106,0,0,0,0,106,24,"Block Group 3, Census Tract 39, District of Columbia, District of Columbia",115,121,56,86,85,12,12,12,12,85,32
"G11000100039004","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003900","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010039004",,,"Block Group 4, Census Tract 39, District of Columbia, District of Columbia",798,709,89,446,235,0,0,0,0,235,211,"Block Group 4, Census Tract 39, District of Columbia, District of Columbia",163,170,96,170,96,12,12,12,12,96,140
"G11000100040011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004001","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010040011",,,"Block Group 1, Census Tract 40.01, District of Columbia, District of Columbia",778,727,51,256,192,46,0,46,0,146,64,"Block Group 1, Census Tract 40.01, District of Columbia, District of Columbia",119,117,64,77,77,36,12,36,12,74,51
"G11000100040012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004001","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010040012",,,"Block Group 2, Census Tract 40.01, District of Columbia, District of Columbia",510,433,77,270,161,17,0,17,0,144,109,"Block Group 2, Census Tract 40.01, District of Columbia, District of Columbia",101,102,90,109,93,35,12,35,12,82,73
"G11000100040013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004001","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010040013",,,"Block Group 3, Census Tract 40.01, District of Columbia, District of Columbia",1051,1006,45,437,265,30,0,30,0,235,172,"Block Group 3, Census Tract 40.01, District of Columbia, District of Columbia",125,128,57,107,85,34,12,34,12,78,96
"G11000100040021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004002","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010040021",,,"Block Group 1, Census Tract 40.02, District of Columbia, District of Columbia",457,398,59,125,110,10,0,10,0,100,15,"Block Group 1, Census Tract 40.02, District of Columbia, District of Columbia",92,89,59,54,57,15,12,15,12,54,12
"G11000100040022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004002","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010040022",,,"Block Group 2, Census Tract 40.02, District of Columbia, District of Columbia",1096,1013,83,517,445,113,13,100,0,332,72,"Block Group 2, Census Tract 40.02, District of Columbia, District of Columbia",93,102,78,112,109,71,21,67,12,99,38
"G11000100040023","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004002","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010040023",,,"Block Group 3, Census Tract 40.02, District of Columbia, District of Columbia",480,414,66,143,97,8,0,8,0,89,46,"Block Group 3, Census Tract 40.02, District of Columbia, District of Columbia",77,77,55,47,41,12,12,12,12,40,27
"G11000100041001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010041001",,,"Block Group 1, Census Tract 41, District of Columbia, District of Columbia",845,679,166,358,307,37,0,37,0,270,51,"Block Group 1, Census Tract 41, District of Columbia, District of Columbia",95,114,86,98,98,28,12,28,12,95,28
"G11000100041002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010041002",,,"Block Group 2, Census Tract 41, District of Columbia, District of Columbia",336,336,0,128,85,0,0,0,0,85,43,"Block Group 2, Census Tract 41, District of Columbia, District of Columbia",55,55,12,42,40,12,12,12,12,40,31
"G11000100041003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010041003",,,"Block Group 3, Census Tract 41, District of Columbia, District of Columbia",407,328,79,242,178,42,0,42,0,136,64,"Block Group 3, Census Tract 41, District of Columbia, District of Columbia",81,78,63,62,58,50,12,50,12,48,35
"G11000100042011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004201","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010042011",,,"Block Group 1, Census Tract 42.01, District of Columbia, District of Columbia",888,847,41,187,156,0,0,0,0,156,31,"Block Group 1, Census Tract 42.01, District of Columbia, District of Columbia",139,133,66,88,86,12,12,12,12,86,30
"G11000100042012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004201","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010042012",,,"Block Group 2, Census Tract 42.01, District of Columbia, District of Columbia",1226,1070,156,463,362,32,15,17,0,330,101,"Block Group 2, Census Tract 42.01, District of Columbia, District of Columbia",152,157,112,126,118,38,25,27,12,118,59
"G11000100042021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004202","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010042021",,,"Block Group 1, Census Tract 42.02, District of Columbia, District of Columbia",865,752,113,214,172,27,0,27,0,145,42,"Block Group 1, Census Tract 42.02, District of Columbia, District of Columbia",99,97,78,66,60,24,12,24,12,56,27
"G11000100042022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004202","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010042022",,,"Block Group 2, Census Tract 42.02, District of Columbia, District of Columbia",927,866,61,220,115,45,0,45,0,70,105,"Block Group 2, Census Tract 42.02, District of Columbia, District of Columbia",110,98,60,76,53,50,12,50,12,42,56
"G11000100043001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010043001",,,"Block Group 1, Census Tract 43, District of Columbia, District of Columbia",1414,1359,55,463,377,9,0,9,0,368,86,"Block Group 1, Census Tract 43, District of Columbia, District of Columbia",166,173,89,102,102,16,12,16,12,104,53
"G11000100043002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010043002",,,"Block Group 2, Census Tract 43, District of Columbia, District of Columbia",1062,1002,60,344,233,0,0,0,0,233,111,"Block Group 2, Census Tract 43, District of Columbia, District of Columbia",166,163,89,105,94,12,12,12,12,94,81
"G11000100044001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010044001",,,"Block Group 1, Census Tract 44, District of Columbia, District of Columbia",1836,1766,70,911,783,101,13,88,0,682,128,"Block Group 1, Census Tract 44, District of Columbia, District of Columbia",163,162,72,171,169,58,20,54,12,168,77
"G11000100044002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010044002",,,"Block Group 2, Census Tract 44, District of Columbia, District of Columbia",1329,1083,246,573,527,24,0,24,0,503,46,"Block Group 2, Census Tract 44, District of Columbia, District of Columbia",167,174,151,135,133,28,12,28,12,135,43
"G11000100046001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010046001",,,"Block Group 1, Census Tract 46, District of Columbia, District of Columbia",717,717,0,337,280,37,0,37,0,243,57,"Block Group 1, Census Tract 46, District of Columbia, District of Columbia",127,127,12,125,111,32,12,32,12,112,71
"G11000100046002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010046002",,,"Block Group 2, Census Tract 46, District of Columbia, District of Columbia",813,813,0,569,489,37,25,12,44,408,80,"Block Group 2, Census Tract 46, District of Columbia, District of Columbia",119,119,12,142,129,33,27,18,69,119,74
"G11000100047011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004701","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010047011",,,"Block Group 1, Census Tract 47.01, District of Columbia, District of Columbia",523,385,138,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 47.01, District of Columbia, District of Columbia",274,259,108,12,12,12,12,12,12,12,12
"G11000100047012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004701","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010047012",,,"Block Group 2, Census Tract 47.01, District of Columbia, District of Columbia",2393,2061,332,506,373,34,0,34,0,339,133,"Block Group 2, Census Tract 47.01, District of Columbia, District of Columbia",276,285,164,150,130,59,12,59,12,110,108
"G11000100047021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004702","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010047021",,,"Block Group 1, Census Tract 47.02, District of Columbia, District of Columbia",2100,2000,100,331,287,15,0,15,0,272,44,"Block Group 1, Census Tract 47.02, District of Columbia, District of Columbia",48,65,49,81,71,15,12,15,12,72,32
"G11000100048011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004801","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010048011",,,"Block Group 1, Census Tract 48.01, District of Columbia, District of Columbia",1352,1236,116,533,493,88,0,88,0,405,40,"Block Group 1, Census Tract 48.01, District of Columbia, District of Columbia",70,93,77,68,77,50,12,50,12,74,30
"G11000100048021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004802","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010048021",,,"Block Group 1, Census Tract 48.02, District of Columbia, District of Columbia",969,942,27,354,319,48,0,48,0,271,35,"Block Group 1, Census Tract 48.02, District of Columbia, District of Columbia",107,118,43,97,99,40,12,40,12,89,41
"G11000100048022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004802","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010048022",,,"Block Group 2, Census Tract 48.02, District of Columbia, District of Columbia",933,863,70,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 48.02, District of Columbia, District of Columbia",117,121,55,12,12,12,12,12,12,12,12
"G11000100049011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004901","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010049011",,,"Block Group 1, Census Tract 49.01, District of Columbia, District of Columbia",486,486,0,113,113,0,0,0,0,113,0,"Block Group 1, Census Tract 49.01, District of Columbia, District of Columbia",79,79,12,39,39,12,12,12,12,39,12
"G11000100049012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004901","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010049012",,,"Block Group 2, Census Tract 49.01, District of Columbia, District of Columbia",1258,1189,69,192,158,23,5,18,0,135,34,"Block Group 2, Census Tract 49.01, District of Columbia, District of Columbia",98,102,55,54,51,20,8,19,12,45,27
"G11000100049021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004902","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010049021",,,"Block Group 1, Census Tract 49.02, District of Columbia, District of Columbia",284,284,0,45,32,11,0,11,0,21,13,"Block Group 1, Census Tract 49.02, District of Columbia, District of Columbia",73,73,12,30,28,16,12,16,12,22,20
"G11000100049022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"004902","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010049022",,,"Block Group 2, Census Tract 49.02, District of Columbia, District of Columbia",1417,1396,21,617,498,33,10,23,0,465,119,"Block Group 2, Census Tract 49.02, District of Columbia, District of Columbia",87,89,33,81,81,29,16,25,12,76,65
"G11000100050011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005001","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010050011",,,"Block Group 1, Census Tract 50.01, District of Columbia, District of Columbia",432,359,73,165,144,16,0,16,0,128,21,"Block Group 1, Census Tract 50.01, District of Columbia, District of Columbia",79,71,56,48,41,18,12,18,12,38,23
"G11000100050012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005001","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010050012",,,"Block Group 2, Census Tract 50.01, District of Columbia, District of Columbia",614,614,0,222,188,28,8,20,0,160,34,"Block Group 2, Census Tract 50.01, District of Columbia, District of Columbia",66,66,12,62,55,32,13,30,12,55,29
"G11000100050021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005002","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010050021",,,"Block Group 1, Census Tract 50.02, District of Columbia, District of Columbia",1100,1100,0,257,221,0,0,0,0,221,36,"Block Group 1, Census Tract 50.02, District of Columbia, District of Columbia",169,169,12,81,79,12,12,12,12,79,41
"G11000100050022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005002","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010050022",,,"Block Group 2, Census Tract 50.02, District of Columbia, District of Columbia",1202,1021,181,291,276,81,24,57,0,195,15,"Block Group 2, Census Tract 50.02, District of Columbia, District of Columbia",162,143,125,95,98,65,40,50,12,85,24
"G11000100050023","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005002","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010050023",,,"Block Group 3, Census Tract 50.02, District of Columbia, District of Columbia",500,500,0,273,233,18,0,18,0,215,40,"Block Group 3, Census Tract 50.02, District of Columbia, District of Columbia",115,115,12,102,90,29,12,29,12,90,41
"G11000100050024","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005002","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010050024",,,"Block Group 4, Census Tract 50.02, District of Columbia, District of Columbia",776,661,115,50,37,0,0,0,0,37,13,"Block Group 4, Census Tract 50.02, District of Columbia, District of Columbia",165,167,109,38,31,12,12,12,12,31,22
"G11000100052011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005201","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010052011",,,"Block Group 1, Census Tract 52.01, District of Columbia, District of Columbia",1381,1257,124,78,9,0,0,0,0,9,69,"Block Group 1, Census Tract 52.01, District of Columbia, District of Columbia",232,241,141,81,15,12,12,12,12,15,80
"G11000100052012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005201","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010052012",,,"Block Group 2, Census Tract 52.01, District of Columbia, District of Columbia",1128,1006,122,620,494,43,0,43,0,451,126,"Block Group 2, Census Tract 52.01, District of Columbia, District of Columbia",208,169,118,166,123,55,12,55,12,123,134
"G11000100052013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005201","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010052013",,,"Block Group 3, Census Tract 52.01, District of Columbia, District of Columbia",812,711,101,215,202,26,0,26,0,176,13,"Block Group 3, Census Tract 52.01, District of Columbia, District of Columbia",182,200,121,150,149,42,12,42,12,157,22
"G11000100052014","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005201","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010052014",,,"Block Group 4, Census Tract 52.01, District of Columbia, District of Columbia",1088,1054,34,465,406,38,33,5,0,368,59,"Block Group 4, Census Tract 52.01, District of Columbia, District of Columbia",207,210,52,167,164,41,40,17,12,158,61
"G11000100053011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005301","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010053011",,,"Block Group 1, Census Tract 53.01, District of Columbia, District of Columbia",679,679,0,281,229,0,0,0,0,229,52,"Block Group 1, Census Tract 53.01, District of Columbia, District of Columbia",94,94,12,90,79,12,12,12,12,79,50
"G11000100053012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005301","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010053012",,,"Block Group 2, Census Tract 53.01, District of Columbia, District of Columbia",913,710,203,416,278,48,15,33,0,230,138,"Block Group 2, Census Tract 53.01, District of Columbia, District of Columbia",140,139,143,126,98,45,25,36,12,85,93
"G11000100053013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005301","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010053013",,,"Block Group 3, Census Tract 53.01, District of Columbia, District of Columbia",1256,1241,15,331,209,0,0,0,0,209,122,"Block Group 3, Census Tract 53.01, District of Columbia, District of Columbia",150,149,24,123,91,12,12,12,12,91,73
"G11000100053014","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005301","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010053014",,,"Block Group 4, Census Tract 53.01, District of Columbia, District of Columbia",869,818,51,229,169,0,0,0,0,169,60,"Block Group 4, Census Tract 53.01, District of Columbia, District of Columbia",161,172,80,90,89,12,12,12,12,89,47
"G11000100055001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010055001",,,"Block Group 1, Census Tract 55, District of Columbia, District of Columbia",731,650,81,218,198,101,0,101,0,97,20,"Block Group 1, Census Tract 55, District of Columbia, District of Columbia",202,166,130,86,81,10,12,10,12,82,34
"G11000100055002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010055002",,,"Block Group 2, Census Tract 55, District of Columbia, District of Columbia",1541,1152,389,465,247,0,0,0,0,247,218,"Block Group 2, Census Tract 55, District of Columbia, District of Columbia",272,215,303,161,136,12,12,12,12,136,126
"G11000100055003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"005500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010055003",,,"Block Group 3, Census Tract 55, District of Columbia, District of Columbia",1375,1197,178,590,418,20,0,20,0,398,172,"Block Group 3, Census Tract 55, District of Columbia, District of Columbia",225,213,132,180,167,35,12,35,12,167,106
