GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,CNECTA,NECTADIV,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,ASVKE001,ASVKE002,ASVKE003,ASVKE004,ASVKE005,ASVKE006,ASVKE007,ASVKE008,ASVKE009,ASVKE010,ASVKE011,ASVKE012,ASVKE013,ASVKE014,ASVKE015,ASVKE016,ASVKE017,ASVKE018,ASVKE019,ASVKE020,ASVKE021,ASVKE022,ASVKE023,ASVKE024,ASVKE025,ASVKE026,ASVKE027,ASVKE028,ASVKE029,ASVKE030,ASVKE031,ASVKE032,ASVKE033,ASVKE034,ASVKE035,ASVKE036,ASVKE037,ASVKE038,ASVKE039,ASVKE040,ASVKE041,ASVKE042,ASVKE043,ASVKE044,ASVKE045,ASVKE046,ASVKE047,ASVKE048,ASVKE049,ASVKE050,ASVKE051,ASVKE052,ASVKE053,ASVKE054,ASVKE055,ASVKE056,ASVKE057,ASVKE058,ASVKE059,ASVKE060,ASVKE061,ASVKE062,ASVKE063,ASVKE064,NAME_M,ASVKM001,ASVKM002,ASVKM003,ASVKM004,ASVKM005,ASVKM006,ASVKM007,ASVKM008,ASVKM009,ASVKM010,ASVKM011,ASVKM012,ASVKM013,ASVKM014,ASVKM015,ASVKM016,ASVKM017,ASVKM018,ASVKM019,ASVKM020,ASVKM021,ASVKM022,ASVKM023,ASVKM024,ASVKM025,ASVKM026,ASVKM027,ASVKM028,ASVKM029,ASVKM030,ASVKM031,ASVKM032,ASVKM033,ASVKM034,ASVKM035,ASVKM036,ASVKM037,ASVKM038,ASVKM039,ASVKM040,ASVKM041,ASVKM042,ASVKM043,ASVKM044,ASVKM045,ASVKM046,ASVKM047,ASVKM048,ASVKM049,ASVKM050,ASVKM051,ASVKM052,ASVKM053,ASVKM054,ASVKM055,ASVKM056,ASVKM057,ASVKM058,ASVKM059,ASVKM060,ASVKM061,ASVKM062,ASVKM063,ASVKM064
"G11000100018043","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"001804","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010018043",,,"110010018043","Block Group 3, Census Tract 18.04, District of Columbia, District of Columbia",547,77,0,0,0,0,0,0,33,44,51,0,0,0,0,0,0,51,0,88,0,0,0,0,0,34,54,0,0,0,0,0,0,0,0,0,0,87,0,0,0,1,49,37,0,0,142,84,0,58,0,0,0,0,0,102,102,0,0,0,0,0,0,0,"Block Group 3, Census Tract 18.04, District of Columbia, District of Columbia",205,85,14,14,14,14,14,14,53,70,59,14,14,14,14,14,14,59,14,74,14,14,14,14,14,58,64,14,14,14,14,14,14,14,14,14,14,100,14,14,14,2,72,57,14,14,138,130,14,84,14,14,14,14,14,84,84,14,14,14,14,14,14,14
"G11000100019011","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"001901","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010019011",,,"110010019011","Block Group 1, Census Tract 19.01, District of Columbia, District of Columbia",62,15,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,0,8,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,"Block Group 1, Census Tract 19.01, District of Columbia, District of Columbia",45,22,14,14,14,14,14,14,22,14,12,14,14,14,14,14,14,12,14,14,14,14,14,14,14,14,14,14,26,14,14,14,14,14,20,14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,29,29,14,14,14,14,14,14,14
"G11000100019012","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"001901","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010019012",,,"110010019012","Block Group 2, Census Tract 19.01, District of Columbia, District of Columbia",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,33,13,0,0,0,0,0,19,11,8,0,0,0,0,0,0,"Block Group 2, Census Tract 19.01, District of Columbia, District of Columbia",58,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14,14,14,14,14,14,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,54,14,52,21,14,14,14,14,14,21,17,13,14,14,14,14,14,14
"G11000100019013","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"001901","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010019013",,,"110010019013","Block Group 3, Census Tract 19.01, District of Columbia, District of Columbia",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,"Block Group 3, Census Tract 19.01, District of Columbia, District of Columbia",37,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14,14,14,14,14,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,38,38,14,14,14,14,14,14,14
"G11000100019014","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"001901","4",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010019014",,,"110010019014","Block Group 4, Census Tract 19.01, District of Columbia, District of Columbia",85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 19.01, District of Columbia, District of Columbia",99,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,32,32,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,92,14,14,92,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"G11000100019021","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"001902","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010019021",,,"110010019021","Block Group 1, Census Tract 19.02, District of Columbia, District of Columbia",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,35,0,0,0,0,6,0,0,"Block Group 1, Census Tract 19.02, District of Columbia, District of Columbia",52,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,14,14,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,52,51,14,14,14,14,10,14,14
"G11000100019022","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"001902","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010019022",,,"110010019022","Block Group 2, Census Tract 19.02, District of Columbia, District of Columbia",86,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,4,13,0,5,0,8,0,0,0,0,37,0,30,7,0,0,0,0,0,21,15,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,"Block Group 2, Census Tract 19.02, District of Columbia, District of Columbia",58,14,14,14,14,14,14,14,14,14,11,14,14,14,14,14,14,14,11,7,14,14,14,14,14,14,14,7,16,14,10,14,15,14,14,14,14,41,14,43,13,14,14,14,14,14,26,25,14,14,14,14,9,14,14,5,5,14,14,14,14,14,14,14
"G11000100020011","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002001","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010020011",,,"110010020011","Block Group 1, Census Tract 20.01, District of Columbia, District of Columbia",669,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,0,154,0,0,0,0,0,25,129,0,63,0,0,0,0,0,0,63,0,235,22,53,119,9,0,19,13,0,30,12,0,0,18,0,0,0,0,166,161,0,5,0,0,0,0,0,"Block Group 1, Census Tract 20.01, District of Columbia, District of Columbia",267,14,14,14,14,14,14,14,14,14,21,14,14,14,14,14,14,21,14,125,14,14,14,14,14,31,119,14,67,14,14,14,14,14,14,67,14,214,39,56,198,16,14,28,27,14,30,20,14,14,20,14,14,14,14,83,80,14,9,14,14,14,14,14
"G11000100020012","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002001","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010020012",,,"110010020012","Block Group 2, Census Tract 20.01, District of Columbia, District of Columbia",73,1,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,26,0,0,26,0,0,0,0,0,7,7,0,0,0,0,0,0,0,14,8,0,6,0,0,0,0,0,"Block Group 2, Census Tract 20.01, District of Columbia, District of Columbia",40,2,14,14,14,14,14,14,2,14,31,14,14,14,14,14,14,31,14,14,14,14,14,14,14,14,14,14,7,14,14,14,14,14,7,14,14,27,14,14,27,14,14,14,14,14,10,10,14,14,14,14,14,14,14,16,11,14,11,14,14,14,14,14
"G11000100020021","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002002","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010020021",,,"110010020021","Block Group 1, Census Tract 20.02, District of Columbia, District of Columbia",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,"Block Group 1, Census Tract 20.02, District of Columbia, District of Columbia",34,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,30,14,14,14,14,14,14,30,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,14,14,14,14,14,14,14
"G11000100020022","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002002","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010020022",,,"110010020022","Block Group 2, Census Tract 20.02, District of Columbia, District of Columbia",139,65,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,17,0,0,0,0,0,17,0,0,16,0,0,0,0,16,0,0,0,30,0,0,30,0,0,0,0,0,6,0,0,6,0,0,0,0,0,"Block Group 2, Census Tract 20.02, District of Columbia, District of Columbia",101,85,14,14,14,14,14,14,14,85,14,14,14,14,14,14,14,14,14,9,14,14,14,14,14,14,9,14,28,14,14,14,14,14,28,14,14,28,14,14,14,14,28,14,14,14,34,14,14,34,14,14,14,14,14,10,14,14,10,14,14,14,14,14
"G11000100020023","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002002","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010020023",,,"110010020023","Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia",76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,44,24,0,20,0,0,0,0,0,"Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia",67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,50,50,14,14,14,14,14,14,14,47,33,14,27,14,14,14,14,14
"G11000100021011","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002101","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010021011",,,"110010021011","Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia",408,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,34,0,0,0,0,0,132,0,39,0,0,0,0,93,0,70,70,0,0,0,0,0,0,0,160,0,141,19,0,0,0,0,0,"Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia",313,14,14,14,14,14,14,14,14,14,19,19,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,55,14,14,55,14,14,14,14,14,159,14,62,14,14,14,14,139,14,102,102,14,14,14,14,14,14,14,219,14,213,49,14,14,14,14,14
"G11000100021012","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002101","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010021012",,,"110010021012","Block Group 2, Census Tract 21.01, District of Columbia, District of Columbia",320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,49,0,73,0,83,0,83,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,102,46,56,0,0,0,0,0,0,"Block Group 2, Census Tract 21.01, District of Columbia, District of Columbia",204,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,128,14,14,14,14,79,14,109,14,125,14,125,14,14,14,14,14,14,30,30,14,14,14,14,14,14,14,113,66,90,14,14,14,14,14,14
"G11000100021013","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002101","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010021013",,,"110010021013","Block Group 3, Census Tract 21.01, District of Columbia, District of Columbia",159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,39,0,0,0,0,25,0,14,0,53,0,53,0,0,0,0,0,0,"Block Group 3, Census Tract 21.01, District of Columbia, District of Columbia",119,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,69,14,14,14,14,14,14,14,69,14,14,14,14,14,14,14,14,14,42,14,14,14,42,14,14,14,14,46,14,14,14,14,37,14,30,14,83,14,83,14,14,14,14,14,14
"G11000100021014","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002101","4",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010021014",,,"110010021014","Block Group 4, Census Tract 21.01, District of Columbia, District of Columbia",80,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,"Block Group 4, Census Tract 21.01, District of Columbia, District of Columbia",73,14,14,14,14,14,14,14,14,14,56,14,14,14,14,14,14,56,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,49,49,14,14,14,14,14,14,14
"G11000100021015","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002101","5",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010021015",,,"110010021015","Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia",207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,43,23,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia",144,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,121,14,14,14,121,14,14,14,14,14,14,14,14,14,14,14,14,14,99,14,68,37,14,14,14,14,65,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"G11000100021021","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002102","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010021021",,,"110010021021","Block Group 1, Census Tract 21.02, District of Columbia, District of Columbia",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,34,0,0,0,0,0,0,10,"Block Group 1, Census Tract 21.02, District of Columbia, District of Columbia",45,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,45,40,14,14,14,14,14,14,18
"G11000100021022","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002102","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010021022",,,"110010021022","Block Group 2, Census Tract 21.02, District of Columbia, District of Columbia",441,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,58,0,31,0,0,0,0,0,0,31,0,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,187,93,0,94,0,0,0,0,0,105,105,0,0,0,0,0,0,0,"Block Group 2, Census Tract 21.02, District of Columbia, District of Columbia",248,14,14,14,14,14,14,14,14,14,68,14,14,14,14,14,14,68,14,49,14,14,14,14,14,14,49,14,88,14,14,14,14,14,14,88,14,14,14,14,14,14,14,14,14,14,208,161,14,136,14,14,14,14,14,84,84,14,14,14,14,14,14,14
"G11000100021023","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002102","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010021023",,,"110010021023","Block Group 3, Census Tract 21.02, District of Columbia, District of Columbia",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,11,0,0,0,0,0,0,"Block Group 3, Census Tract 21.02, District of Columbia, District of Columbia",60,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,35,14,14,14,14,14,14,35,14,14,14,14,14,14,14,14,14,14,39,14,39,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,34,29,17,14,14,14,14,14,14
"G11000100021024","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002102","4",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010021024",,,"110010021024","Block Group 4, Census Tract 21.02, District of Columbia, District of Columbia",31,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,"Block Group 4, Census Tract 21.02, District of Columbia, District of Columbia",40,14,14,14,14,14,14,14,14,14,35,14,14,14,14,14,14,35,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,14,14,17,14,14,14,14,14
"G11000100021025","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002102","5",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010021025",,,"110010021025","Block Group 5, Census Tract 21.02, District of Columbia, District of Columbia",324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,167,0,136,31,0,0,0,0,0,15,15,0,0,0,0,0,0,0,120,105,0,15,0,0,0,0,0,"Block Group 5, Census Tract 21.02, District of Columbia, District of Columbia",156,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,38,14,14,14,14,14,14,38,14,14,14,14,14,14,14,14,14,14,152,14,142,44,14,14,14,14,14,26,26,14,14,14,14,14,14,14,56,49,14,25,14,14,14,14,14
"G11000100021026","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002102","6",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010021026",,,"110010021026","Block Group 6, Census Tract 21.02, District of Columbia, District of Columbia",117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,"Block Group 6, Census Tract 21.02, District of Columbia, District of Columbia",73,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,72,14,14,14,14,14,14,72,14,14,14,14,14,14,14,14,14,14,61,14,14,61,14,14,14,14,14,14,14,14,14,14,14,14,14,14,29,14,29,14,14,14,14,14,14
"G11000100022011","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002201","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010022011",,,"110010022011","Block Group 1, Census Tract 22.01, District of Columbia, District of Columbia",42,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,"Block Group 1, Census Tract 22.01, District of Columbia, District of Columbia",36,14,14,14,14,14,14,14,14,14,17,14,14,17,14,14,14,14,14,20,14,14,14,14,14,20,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,27,14,14,14,14,27,14,14,14
"G11000100022012","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002201","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010022012",,,"110010022012","Block Group 2, Census Tract 22.01, District of Columbia, District of Columbia",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,"Block Group 2, Census Tract 22.01, District of Columbia, District of Columbia",15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,14,14,14,14,14,14,14
"G11000100022013","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002201","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010022013",,,"110010022013","Block Group 3, Census Tract 22.01, District of Columbia, District of Columbia",20,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 22.01, District of Columbia, District of Columbia",21,14,14,14,14,14,14,14,14,14,17,14,14,17,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"G11000100022021","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002202","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010022021",,,"110010022021","Block Group 1, Census Tract 22.02, District of Columbia, District of Columbia",353,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,34,0,97,0,0,0,0,0,0,97,0,14,0,0,0,0,14,0,0,0,19,0,19,0,0,0,0,0,0,123,16,18,89,0,0,0,0,0,66,66,0,0,0,0,0,0,0,"Block Group 1, Census Tract 22.02, District of Columbia, District of Columbia",208,14,14,14,14,14,14,14,14,14,56,14,14,14,14,14,14,56,14,130,14,14,14,14,14,14,130,14,23,14,14,14,14,23,14,14,14,22,14,22,14,14,14,14,14,14,145,24,19,139,14,14,14,14,14,82,82,14,14,14,14,14,14,14
"G11000100022022","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002202","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010022022",,,"110010022022","Block Group 2, Census Tract 22.02, District of Columbia, District of Columbia",108,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,12,0,0,0,0,0,0,12,0,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,"Block Group 2, Census Tract 22.02, District of Columbia, District of Columbia",70,14,14,14,14,14,14,14,14,14,26,14,14,14,14,14,14,26,14,20,14,14,14,14,14,14,20,14,61,14,14,14,14,14,61,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,33,33,14,14,14,14,14,14,14
"G11000100022023","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002202","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010022023",,,"110010022023","Block Group 3, Census Tract 22.02, District of Columbia, District of Columbia",106,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 22.02, District of Columbia, District of Columbia",76,59,14,14,14,14,14,14,59,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,43,14,43,14,14,14,14,14,14,65,65,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"G11000100023011","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002301","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010023011",,,"110010023011","Block Group 1, Census Tract 23.01, District of Columbia, District of Columbia",122,59,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,10,9,0,0,14,0,0,0,14,0,0,0,0,30,30,0,0,0,0,0,0,0,"Block Group 1, Census Tract 23.01, District of Columbia, District of Columbia",85,85,14,14,14,14,14,14,85,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,23,14,14,14,14,16,16,14,14,22,14,14,14,22,14,14,14,14,31,31,14,14,14,14,14,14,14
"G11000100023012","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"002301","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010023012",,,"110010023012","Block Group 2, Census Tract 23.01, District of Columbia, District of Columbia",166,102,0,0,0,0,35,0,42,25,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,"Block Group 2, Census Tract 23.01, District of Columbia, District of Columbia",97,88,14,14,14,14,54,14,63,38,17,14,14,14,14,14,14,17,14,14,14,14,14,14,14,14,14,14,30,14,14,14,14,30,14,14,14,37,14,14,14,14,14,14,37,14,14,14,14,14,14,14,14,14,14,6,14,14,6,14,14,14,14,14
