GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,CNECTA,NECTADIV,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,ASVKE001,ASVKE002,ASVKE003,ASVKE004,ASVKE005,ASVKE006,ASVKE007,ASVKE008,ASVKE009,ASVKE010,ASVKE011,ASVKE012,ASVKE013,ASVKE014,ASVKE015,ASVKE016,ASVKE017,ASVKE018,ASVKE019,ASVKE020,ASVKE021,ASVKE022,ASVKE023,ASVKE024,ASVKE025,ASVKE026,ASVKE027,ASVKE028,ASVKE029,ASVKE030,ASVKE031,ASVKE032,ASVKE033,ASVKE034,ASVKE035,ASVKE036,ASVKE037,ASVKE038,ASVKE039,ASVKE040,ASVKE041,ASVKE042,ASVKE043,ASVKE044,ASVKE045,ASVKE046,ASVKE047,ASVKE048,ASVKE049,ASVKE050,ASVKE051,ASVKE052,ASVKE053,ASVKE054,ASVKE055,ASVKE056,ASVKE057,ASVKE058,ASVKE059,ASVKE060,ASVKE061,ASVKE062,ASVKE063,ASVKE064,NAME_M,ASVKM001,ASVKM002,ASVKM003,ASVKM004,ASVKM005,ASVKM006,ASVKM007,ASVKM008,ASVKM009,ASVKM010,ASVKM011,ASVKM012,ASVKM013,ASVKM014,ASVKM015,ASVKM016,ASVKM017,ASVKM018,ASVKM019,ASVKM020,ASVKM021,ASVKM022,ASVKM023,ASVKM024,ASVKM025,ASVKM026,ASVKM027,ASVKM028,ASVKM029,ASVKM030,ASVKM031,ASVKM032,ASVKM033,ASVKM034,ASVKM035,ASVKM036,ASVKM037,ASVKM038,ASVKM039,ASVKM040,ASVKM041,ASVKM042,ASVKM043,ASVKM044,ASVKM045,ASVKM046,ASVKM047,ASVKM048,ASVKM049,ASVKM050,ASVKM051,ASVKM052,ASVKM053,ASVKM054,ASVKM055,ASVKM056,ASVKM057,ASVKM058,ASVKM059,ASVKM060,ASVKM061,ASVKM062,ASVKM063,ASVKM064
"G11000100001011","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000101","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010001011",,,"110010001011","Block Group 1, Census Tract 1.01, District of Columbia, District of Columbia",367,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,20,0,0,0,0,0,0,20,0,18,0,0,0,0,0,0,18,0,32,0,0,0,12,0,20,0,0,30,0,8,0,14,0,8,0,0,253,109,76,46,22,0,0,0,0,"Block Group 1, Census Tract 1.01, District of Columbia, District of Columbia",110,11,14,14,14,14,14,14,11,14,13,14,14,14,14,14,14,13,14,32,14,14,14,14,14,14,32,14,21,14,14,14,14,14,14,21,14,36,14,14,14,19,14,30,14,14,25,14,12,14,16,14,12,14,14,115,85,78,58,33,14,14,14,14
"G11000100001021","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000102","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010001021",,,"110010001021","Block Group 1, Census Tract 1.02, District of Columbia, District of Columbia",432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,9,9,0,0,0,0,0,0,0,404,132,56,0,72,0,135,9,0,"Block Group 1, Census Tract 1.02, District of Columbia, District of Columbia",222,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,14,14,14,14,14,17,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,221,75,52,14,79,14,203,16,14
"G11000100001022","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000102","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010001022",,,"110010001022","Block Group 2, Census Tract 1.02, District of Columbia, District of Columbia",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,26,0,0,0,0,14,0,0,"Block Group 2, Census Tract 1.02, District of Columbia, District of Columbia",33,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,33,26,14,14,14,14,22,14,14
"G11000100001023","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000102","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010001023",,,"110010001023","Block Group 3, Census Tract 1.02, District of Columbia, District of Columbia",146,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,20,16,0,57,28,29,0,0,0,0,0,0,"Block Group 3, Census Tract 1.02, District of Columbia, District of Columbia",101,14,14,14,14,14,14,14,14,14,86,14,14,14,14,14,14,14,86,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,30,14,14,14,14,14,26,26,14,46,34,33,14,14,14,14,14,14
"G11000100002011","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000201","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010002011",,,"110010002011","Block Group 1, Census Tract 2.01, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 2.01, District of Columbia, District of Columbia",14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"G11000100002012","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000201","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010002012",,,"110010002012","Block Group 2, Census Tract 2.01, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 2.01, District of Columbia, District of Columbia",14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"G11000100002021","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000202","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010002021",,,"110010002021","Block Group 1, Census Tract 2.02, District of Columbia, District of Columbia",111,8,0,0,0,0,0,0,8,0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,14,10,0,0,0,38,0,15,0,23,0,0,0,0,8,0,0,0,0,0,0,8,0,"Block Group 1, Census Tract 2.02, District of Columbia, District of Columbia",74,14,14,14,14,14,14,14,14,14,52,14,14,14,14,14,14,52,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,34,14,14,14,25,19,14,14,14,46,14,24,14,38,14,14,14,14,14,14,14,14,14,14,14,14,14
"G11000100002022","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000202","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010002022",,,"110010002022","Block Group 2, Census Tract 2.02, District of Columbia, District of Columbia",37,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,"Block Group 2, Census Tract 2.02, District of Columbia, District of Columbia",34,14,14,14,14,14,14,14,14,14,17,14,14,14,14,14,14,17,14,14,14,14,14,14,14,14,14,14,19,14,14,14,14,14,19,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,24,24,14,14,14,14,14,14,14
"G11000100002023","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000202","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010002023",,,"110010002023","Block Group 3, Census Tract 2.02, District of Columbia, District of Columbia",142,56,0,0,0,0,0,0,51,5,9,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,14,11,32,13,19,0,0,0,0,0,0,"Block Group 3, Census Tract 2.02, District of Columbia, District of Columbia",69,57,14,14,14,14,14,14,56,9,14,14,14,14,14,14,14,14,14,20,14,14,14,14,14,14,20,14,9,14,14,14,14,14,14,9,14,14,14,14,14,14,14,14,14,14,30,14,14,14,14,14,14,22,20,37,22,29,14,14,14,14,14,14
"G11000100002024","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000202","4",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010002024",,,"110010002024","Block Group 4, Census Tract 2.02, District of Columbia, District of Columbia",202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,13,54,0,0,80,0,0,20,10,0,35,0,15,"Block Group 4, Census Tract 2.02, District of Columbia, District of Columbia",103,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,56,14,14,14,14,14,14,56,14,14,14,14,14,14,14,14,14,14,79,14,14,14,14,21,79,14,14,61,14,14,34,15,14,42,14,23
"G11000100003001","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000300","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010003001",,,"110010003001","Block Group 1, Census Tract 3, District of Columbia, District of Columbia",189,18,0,0,0,0,0,0,18,0,38,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,95,45,0,0,33,0,0,0,17,"Block Group 1, Census Tract 3, District of Columbia, District of Columbia",90,26,14,14,14,14,14,14,26,14,59,14,14,14,14,14,14,59,14,14,14,14,14,14,14,14,14,14,25,14,14,14,14,14,14,25,14,14,14,14,14,14,14,14,14,14,33,14,14,33,14,14,14,14,14,76,56,14,14,43,14,14,14,29
"G11000100003002","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000300","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010003002",,,"110010003002","Block Group 2, Census Tract 3, District of Columbia, District of Columbia",542,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,184,0,103,0,0,66,15,0,0,67,0,19,30,0,18,0,0,0,227,172,35,0,0,20,0,0,0,"Block Group 2, Census Tract 3, District of Columbia, District of Columbia",201,28,14,14,14,14,14,14,14,28,14,14,14,14,14,14,14,14,14,52,14,14,14,14,14,14,52,14,14,14,14,14,14,14,14,14,14,171,14,154,14,14,75,25,14,14,55,14,32,34,14,31,14,14,14,122,107,40,14,14,31,14,14,14
"G11000100003003","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000300","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010003003",,,"110010003003","Block Group 3, Census Tract 3, District of Columbia, District of Columbia",168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,55,63,0,0,0,5,0,16,"Block Group 3, Census Tract 3, District of Columbia, District of Columbia",98,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,33,14,14,14,14,14,14,33,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,95,50,89,14,14,14,9,14,27
"G11000100003004","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000300","4",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010003004",,,"110010003004","Block Group 4, Census Tract 3, District of Columbia, District of Columbia",89,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,17,26,0,0,0,26,12,0,"Block Group 4, Census Tract 3, District of Columbia, District of Columbia",63,14,14,14,14,14,14,14,14,14,15,14,14,14,14,14,14,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,62,27,30,14,14,14,42,19,14
"G11000100004001","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000400","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010004001",,,"110010004001","Block Group 1, Census Tract 4, District of Columbia, District of Columbia",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,56,14,0,7,0,0,18,17,0,"Block Group 1, Census Tract 4, District of Columbia, District of Columbia",45,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,9,14,10,14,14,14,14,14,14,14,14,14,14,44,21,14,10,14,14,26,27,14
"G11000100004002","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000400","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010004002",,,"110010004002","Block Group 2, Census Tract 4, District of Columbia, District of Columbia",248,55,0,0,0,0,0,0,39,16,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,23,0,0,0,0,0,0,23,0,32,0,0,0,0,5,7,20,0,1,0,0,0,0,0,0,1,0,124,56,30,18,6,7,1,0,6,"Block Group 2, Census Tract 4, District of Columbia, District of Columbia",73,49,14,14,14,14,14,14,47,15,14,14,14,14,14,14,14,14,14,19,14,14,14,14,14,14,19,14,29,14,14,14,14,14,14,29,14,25,14,14,14,14,7,9,22,14,2,14,14,14,14,14,14,2,14,41,29,22,16,9,10,2,14,8
"G11000100005011","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000501","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010005011",,,"110010005011","Block Group 1, Census Tract 5.01, District of Columbia, District of Columbia",632,54,0,0,0,0,0,36,0,18,63,0,0,0,0,0,0,63,0,51,0,0,0,0,0,0,51,0,13,0,0,0,0,0,0,13,0,121,0,0,14,40,10,35,22,0,94,0,0,11,39,33,11,0,0,236,86,62,54,34,0,0,0,0,"Block Group 1, Census Tract 5.01, District of Columbia, District of Columbia",194,69,14,14,14,14,14,61,14,32,102,14,14,14,14,14,14,102,14,83,14,14,14,14,14,14,83,14,22,14,14,14,14,14,14,22,14,83,14,14,22,44,16,61,32,14,58,14,14,18,44,38,20,14,14,99,57,62,63,42,14,14,14,14
"G11000100005012","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000501","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010005012",,,"110010005012","Block Group 2, Census Tract 5.01, District of Columbia, District of Columbia",596,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,92,0,20,0,0,0,0,0,15,5,0,48,0,0,0,0,26,22,0,0,50,0,0,38,12,0,0,0,0,367,185,182,0,0,0,0,0,0,"Block Group 2, Census Tract 5.01, District of Columbia, District of Columbia",149,29,14,14,14,14,14,14,14,29,14,14,14,14,14,14,14,14,14,119,14,14,14,14,14,14,119,14,24,14,14,14,14,14,23,8,14,38,14,14,14,14,34,19,14,14,65,14,14,63,18,14,14,14,14,110,85,104,14,14,14,14,14,14
"G11000100005013","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000501","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010005013",,,"110010005013","Block Group 3, Census Tract 5.01, District of Columbia, District of Columbia",722,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,194,0,0,0,0,0,10,184,0,10,0,0,0,10,0,0,0,0,133,0,0,64,42,0,0,27,0,360,185,66,29,0,26,14,0,40,"Block Group 3, Census Tract 5.01, District of Columbia, District of Columbia",284,20,14,14,14,14,14,14,20,14,14,14,14,14,14,14,14,14,14,19,14,14,14,14,14,14,19,14,226,14,14,14,14,14,16,226,14,16,14,14,14,16,14,14,14,14,106,14,14,82,66,14,14,32,14,146,119,51,37,14,29,23,14,66
"G11000100005021","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000502","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010005021",,,"110010005021","Block Group 1, Census Tract 5.02, District of Columbia, District of Columbia",358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,0,34,0,0,14,0,0,9,11,0,19,0,0,0,11,0,8,0,0,94,0,15,32,29,9,0,9,0,194,142,4,35,0,0,13,0,0,"Block Group 1, Census Tract 5.02, District of Columbia, District of Columbia",92,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,21,14,14,14,14,14,14,21,14,31,14,14,21,14,14,15,17,14,21,14,14,14,17,14,13,14,14,49,14,16,29,43,14,14,13,14,80,59,7,46,14,14,21,14,14
"G11000100005022","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000502","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010005022",,,"110010005022","Block Group 2, Census Tract 5.02, District of Columbia, District of Columbia",419,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,51,0,0,0,18,9,0,24,0,95,0,9,0,19,3,64,0,0,209,75,44,63,27,0,0,0,0,"Block Group 2, Census Tract 5.02, District of Columbia, District of Columbia",128,28,14,14,14,14,14,14,28,14,14,14,14,14,14,14,14,14,14,50,14,14,14,14,14,14,50,14,14,14,14,14,14,14,14,14,14,37,14,14,14,20,15,14,21,14,107,14,15,14,27,9,103,14,14,79,44,37,48,28,14,14,14,14
"G11000100006001","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000600","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010006001",,,"110010006001","Block Group 1, Census Tract 6, District of Columbia, District of Columbia",276,37,0,0,0,0,19,0,18,0,81,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,60,0,0,0,12,0,0,56,0,37,19,0,0,0,0,0,30,14,16,0,0,0,0,0,0,"Block Group 1, Census Tract 6, District of Columbia, District of Columbia",127,35,14,14,14,14,27,14,29,14,87,14,14,14,14,14,14,87,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,101,14,97,14,14,14,25,14,14,54,14,60,24,14,14,14,14,14,34,22,25,14,14,14,14,14,14
"G11000100006002","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000600","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010006002",,,"110010006002","Block Group 2, Census Tract 6, District of Columbia, District of Columbia",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,64,35,15,14,0,0,0,0,0,"Block Group 2, Census Tract 6, District of Columbia, District of Columbia",52,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,35,23,14,14,14,14,26,14,14,14,14,14,14,14,14,14,14,14,47,39,24,22,14,14,14,14,14
"G11000100006003","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000600","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010006003",,,"110010006003","Block Group 3, Census Tract 6, District of Columbia, District of Columbia",250,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,21,0,0,0,0,0,0,158,96,35,0,27,0,0,0,0,"Block Group 3, Census Tract 6, District of Columbia, District of Columbia",131,14,14,14,14,14,14,14,14,14,88,14,14,14,14,14,14,88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,33,21,37,14,14,14,14,14,14,91,83,42,14,42,14,14,14,14
"G11000100006004","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000600","4",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010006004",,,"110010006004","Block Group 4, Census Tract 6, District of Columbia, District of Columbia",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,15,0,0,15,0,0,0,0,0,30,0,30,0,0,0,0,0,0,"Block Group 4, Census Tract 6, District of Columbia, District of Columbia",47,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,14,14,14,14,14,16,14,14,24,14,14,24,14,14,14,14,14,36,14,36,14,14,14,14,14,14
"G11000100007021","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000702","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010007021",,,"110010007021","Block Group 1, Census Tract 7.02, District of Columbia, District of Columbia",348,43,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,11,0,45,0,32,0,0,0,19,13,0,0,0,56,0,0,42,14,0,0,0,0,161,89,72,0,0,0,0,0,0,"Block Group 1, Census Tract 7.02, District of Columbia, District of Columbia",160,67,14,14,14,14,14,14,14,67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,58,14,14,14,14,17,14,56,14,27,14,14,14,30,20,14,14,14,58,14,14,54,24,14,14,14,14,123,78,93,14,14,14,14,14,14
"G11000100007022","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000702","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010007022",,,"110010007022","Block Group 2, Census Tract 7.02, District of Columbia, District of Columbia",873,85,0,0,0,0,0,0,22,63,55,0,0,0,0,0,0,55,0,182,0,0,0,0,0,0,182,0,95,0,0,0,0,21,59,15,0,231,12,84,0,38,53,0,44,0,68,1,25,42,0,0,0,0,0,157,128,17,12,0,0,0,0,0,"Block Group 2, Census Tract 7.02, District of Columbia, District of Columbia",243,75,14,14,14,14,14,14,27,72,54,14,14,14,14,14,14,54,14,169,14,14,14,14,14,14,169,14,71,14,14,14,14,34,74,26,14,157,19,128,14,37,53,14,61,14,54,3,30,42,14,14,14,14,14,131,128,29,18,14,14,14,14,14
"G11000100007023","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000702","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010007023",,,"110010007023","Block Group 3, Census Tract 7.02, District of Columbia, District of Columbia",317,51,0,0,0,0,0,0,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,67,0,0,35,13,19,0,0,0,89,0,0,29,33,16,0,11,0,88,29,48,11,0,0,0,0,0,"Block Group 3, Census Tract 7.02, District of Columbia, District of Columbia",105,48,14,14,14,14,14,14,31,37,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,27,14,14,14,14,14,14,27,14,65,14,14,54,20,31,14,14,14,55,14,14,23,39,25,14,17,14,71,35,57,19,14,14,14,14,14
"G11000100007031","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000703","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010007031",,,"110010007031","Block Group 1, Census Tract 7.03, District of Columbia, District of Columbia",691,55,0,0,0,0,0,0,55,0,24,0,0,0,0,0,0,24,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,43,0,0,0,12,17,14,0,0,143,0,27,23,10,56,27,0,0,391,92,161,66,37,9,0,0,26,"Block Group 1, Census Tract 7.03, District of Columbia, District of Columbia",228,86,14,14,14,14,14,14,86,14,27,14,14,14,14,14,14,27,14,28,14,14,14,14,14,14,28,14,14,14,14,14,14,14,14,14,14,38,14,14,14,18,28,17,14,14,98,14,44,27,16,87,45,14,14,197,124,120,106,50,20,14,14,42
"G11000100007032","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000703","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010007032",,,"110010007032","Block Group 2, Census Tract 7.03, District of Columbia, District of Columbia",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,"Block Group 2, Census Tract 7.03, District of Columbia, District of Columbia",37,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,37,37,14,14,14,14,14,14,14
"G11000100007041","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"000704","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010007041",,,"110010007041","Block Group 1, Census Tract 7.04, District of Columbia, District of Columbia",630,15,0,0,0,0,0,0,15,0,48,0,0,0,0,0,0,48,0,33,0,0,0,0,0,0,33,0,86,0,0,16,0,0,56,14,0,224,0,27,58,139,0,0,0,0,80,0,0,78,2,0,0,0,0,144,126,0,0,0,18,0,0,0,"Block Group 1, Census Tract 7.04, District of Columbia, District of Columbia",209,24,14,14,14,14,14,14,24,14,56,14,14,14,14,14,14,56,14,34,14,14,14,14,14,14,34,14,63,14,14,25,14,14,57,22,14,183,14,29,85,205,14,14,14,14,85,14,14,85,3,14,14,14,14,80,75,14,14,14,32,14,14,14
